"Step","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_grad-enable - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"5827","","","","0.893","0.893","0.893","0.3815","0.3815","0.3815"
"5828","","","","0.9185","0.9185","0.9185","0.411","0.411","0.411"
"5829","","","","0.9055","0.9055","0.9055","0.434","0.434","0.434"
"5830","","","","0.9195","0.9195","0.9195","0.4415","0.4415","0.4415"
"5831","","","","0.9065","0.9065","0.9065","0.4495","0.4495","0.4495"
"5832","","","","0.908","0.908","0.908","0.453","0.453","0.453"
"5833","","","","0.8975","0.8975","0.8975","0.4605","0.4605","0.4605"
"5834","","","","0.917","0.917","0.917","0.462","0.462","0.462"
"5835","","","","0.887","0.887","0.887","0.462","0.462","0.462"
"5836","","","","0.914","0.914","0.914","0.4615","0.4615","0.4615"
"5837","","","","0.9245","0.9245","0.9245","0.4705","0.4705","0.4705"
"5838","","","","0.9185","0.9185","0.9185","0.4725","0.4725","0.4725"
"5839","","","","0.9155","0.9155","0.9155","0.472","0.472","0.472"
"5840","","","","0.917","0.917","0.917","0.479","0.479","0.479"
"5841","","","","0.9235","0.9235","0.9235","0.4795","0.4795","0.4795"
"5842","","","","0.9185","0.9185","0.9185","0.478","0.478","0.478"
"5843","","","","0.9255","0.9255","0.9255","0.47","0.47","0.47"
"5844","","","","0.922","0.922","0.922","0.477","0.477","0.477"
"5845","","","","0.9205","0.9205","0.9205","0.476","0.476","0.476"
"5846","","","","0.928","0.928","0.928","0.4755","0.4755","0.4755"
"5847","","","","0.916","0.916","0.916","0.481","0.481","0.481"
"5848","","","","0.922","0.922","0.922","0.48","0.48","0.48"
"5849","","","","0.9025","0.9025","0.9025","0.482","0.482","0.482"
"5850","","","","0","0","0","0.1345","0.1345","0.1345"
"5851","","","","0.8095","0.8095","0.8095","0.3115","0.3115","0.3115"
"5852","","","","0.877","0.877","0.877","0.386","0.386","0.386"
"5853","","","","0.8855","0.8855","0.8855","0.4235","0.4235","0.4235"
"5854","","","","0.8795","0.8795","0.8795","0.4445","0.4445","0.4445"
"5855","","","","0.868","0.868","0.868","0.452","0.452","0.452"
"5856","","","","0.905","0.905","0.905","0.4585","0.4585","0.4585"
"5857","","","","0.903","0.903","0.903","0.464","0.464","0.464"
"5858","","","","0.894","0.894","0.894","0.468","0.468","0.468"
"5859","","","","0.896","0.896","0.896","0.471","0.471","0.471"
"5860","","","","0.8975","0.8975","0.8975","0.4725","0.4725","0.4725"
"5861","","","","0.895","0.895","0.895","0.47","0.47","0.47"
"5862","","","","0.9105","0.9105","0.9105","0.4765","0.4765","0.4765"
"5863","","","","0.9125","0.9125","0.9125","0.476","0.476","0.476"
"5864","","","","0.9005","0.9005","0.9005","0.4865","0.4865","0.4865"
"5865","","","","0.9145","0.9145","0.9145","0.484","0.484","0.484"
"5866","","","","0.909","0.909","0.909","0.4825","0.4825","0.4825"
"5867","","","","0.907","0.907","0.907","0.486","0.486","0.486"
"5868","","","","0.905","0.905","0.905","0.4885","0.4885","0.4885"
"5869","","","","0.9105","0.9105","0.9105","0.4895","0.4895","0.4895"
"5870","","","","0.9035","0.9035","0.9035","0.4925","0.4925","0.4925"
"5871","","","","0.912","0.912","0.912","0.494","0.494","0.494"
"5872","","","","0.911","0.911","0.911","0.495","0.495","0.495"
"5873","","","","0.915","0.915","0.915","0.497","0.497","0.497"
"5874","","","","0.919","0.919","0.919","0.494","0.494","0.494"
"5875","","","","0","0","0","0.107","0.107","0.107"
"5876","","","","0.8415","0.8415","0.8415","0.3025","0.3025","0.3025"
"5877","","","","0.8655","0.8655","0.8655","0.368","0.368","0.368"
"5878","","","","0.8805","0.8805","0.8805","0.3925","0.3925","0.3925"
"5879","","","","0.889","0.889","0.889","0.4165","0.4165","0.4165"
"5880","","","","0.8915","0.8915","0.8915","0.433","0.433","0.433"
"5881","","","","0.903","0.903","0.903","0.4375","0.4375","0.4375"
"5882","","","","0.9085","0.9085","0.9085","0.4455","0.4455","0.4455"
"5883","","","","0.8845","0.8845","0.8845","0.449","0.449","0.449"
"5884","","","","0.8845","0.8845","0.8845","0.45","0.45","0.45"
"5885","","","","0.8805","0.8805","0.8805","0.4535","0.4535","0.4535"
"5886","","","","0.8785","0.8785","0.8785","0.458","0.458","0.458"
"5887","","","","0.892","0.892","0.892","0.458","0.458","0.458"
"5888","","","","0.9025","0.9025","0.9025","0.4595","0.4595","0.4595"
"5889","","","","0.9095","0.9095","0.9095","0.4615","0.4615","0.4615"
"5890","","","","0.9025","0.9025","0.9025","0.465","0.465","0.465"
"5891","","","","0.9085","0.9085","0.9085","0.462","0.462","0.462"
"5892","","","","0.911","0.911","0.911","0.467","0.467","0.467"
"5893","","","","0.911","0.911","0.911","0.465","0.465","0.465"
"5894","","","","0.901","0.901","0.901","0.468","0.468","0.468"
"5895","","","","0.879","0.879","0.879","0.47","0.47","0.47"
"5896","","","","0.9115","0.9115","0.9115","0.466","0.466","0.466"
"5897","","","","0.9065","0.9065","0.9065","0.474","0.474","0.474"
"5898","","","","0.9125","0.9125","0.9125","0.47","0.47","0.47"
"5899","","","","0.9105","0.9105","0.9105","0.4735","0.4735","0.4735"
"5900","","","","0","0","0","0.1975","0.1975","0.1975"
"5901","","","","0.892","0.892","0.892","0.393","0.393","0.393"
"5902","","","","0.9125","0.9125","0.9125","0.445","0.445","0.445"
"5903","","","","0.9235","0.9235","0.9235","0.48","0.48","0.48"
"5904","","","","0.911","0.911","0.911","0.489","0.489","0.489"
"5905","","","","0.9225","0.9225","0.9225","0.506","0.506","0.506"
"5906","","","","0.915","0.915","0.915","0.5135","0.5135","0.5135"
"5907","","","","0.9365","0.9365","0.9365","0.522","0.522","0.522"
"5908","","","","0.9165","0.9165","0.9165","0.524","0.524","0.524"
"5909","","","","0.924","0.924","0.924","0.5275","0.5275","0.5275"
"5910","","","","0.9105","0.9105","0.9105","0.5315","0.5315","0.5315"
"5911","","","","0.9315","0.9315","0.9315","0.538","0.538","0.538"
"5912","","","","0.9345","0.9345","0.9345","0.539","0.539","0.539"
"5913","","","","0.933","0.933","0.933","0.5415","0.5415","0.5415"
"5914","","","","0.933","0.933","0.933","0.5435","0.5435","0.5435"
"5915","","","","0.9415","0.9415","0.9415","0.543","0.543","0.543"
"5916","","","","0.9405","0.9405","0.9405","0.546","0.546","0.546"
"5917","","","","0.9355","0.9355","0.9355","0.54","0.54","0.54"
"5918","","","","0.927","0.927","0.927","0.5475","0.5475","0.5475"
"5919","","","","0.9305","0.9305","0.9305","0.547","0.547","0.547"
"5920","","","","0.921","0.921","0.921","0.5485","0.5485","0.5485"
"5921","","","","0.9375","0.9375","0.9375","0.5505","0.5505","0.5505"
"5922","","","","0.9305","0.9305","0.9305","0.5555","0.5555","0.5555"
"5923","","","","0.937","0.937","0.937","0.5545","0.5545","0.5545"
"5924","","","","0.9365","0.9365","0.9365","0.554","0.554","0.554"
"5925","","","","0","0","0","0.1585","0.1585","0.1585"
"5926","","","","0.8795","0.8795","0.8795","0.2695","0.2695","0.2695"
"5927","","","","0.9095","0.9095","0.9095","0.3295","0.3295","0.3295"
"5928","","","","0.91","0.91","0.91","0.3715","0.3715","0.3715"
"5929","","","","0.886","0.886","0.886","0.3835","0.3835","0.3835"
"5930","","","","0.9005","0.9005","0.9005","0.4005","0.4005","0.4005"
"5931","","","","0.9155","0.9155","0.9155","0.408","0.408","0.408"
"5932","","","","0.9115","0.9115","0.9115","0.4195","0.4195","0.4195"
"5933","","","","0.9075","0.9075","0.9075","0.422","0.422","0.422"
"5934","","","","0.924","0.924","0.924","0.4225","0.4225","0.4225"
"5935","","","","0.92","0.92","0.92","0.4255","0.4255","0.4255"
"5936","","","","0.924","0.924","0.924","0.433","0.433","0.433"
"5937","","","","0.928","0.928","0.928","0.435","0.435","0.435"
"5938","","","","0.9225","0.9225","0.9225","0.435","0.435","0.435"
"5939","","","","0.914","0.914","0.914","0.439","0.439","0.439"
"5940","","","","0.9105","0.9105","0.9105","0.436","0.436","0.436"
"5941","","","","0.921","0.921","0.921","0.4345","0.4345","0.4345"
"5942","","","","0.903","0.903","0.903","0.4375","0.4375","0.4375"
"5943","","","","0.8995","0.8995","0.8995","0.44","0.44","0.44"
"5944","","","","0.9095","0.9095","0.9095","0.4405","0.4405","0.4405"
"5945","","","","0.9295","0.9295","0.9295","0.4405","0.4405","0.4405"
"5946","","","","0.9165","0.9165","0.9165","0.442","0.442","0.442"
"5947","","","","0.921","0.921","0.921","0.443","0.443","0.443"
"5948","","","","0.8975","0.8975","0.8975","0.4445","0.4445","0.4445"
"5949","","","","0.9265","0.9265","0.9265","0.444","0.444","0.444"
"5950","","","","0","0","0","0.1315","0.1315","0.1315"
"5951","","","","0.827","0.827","0.827","0.3305","0.3305","0.3305"
"5952","","","","0.862","0.862","0.862","0.3915","0.3915","0.3915"
"5953","","","","0.862","0.862","0.862","0.422","0.422","0.422"
"5954","","","","0.878","0.878","0.878","0.44","0.44","0.44"
"5955","","","","0.882","0.882","0.882","0.447","0.447","0.447"
"5956","","","","0.873","0.873","0.873","0.4515","0.4515","0.4515"
"5957","","","","0.873","0.873","0.873","0.458","0.458","0.458"
"5958","","","","0.8825","0.8825","0.8825","0.4595","0.4595","0.4595"
"5959","","","","0.872","0.872","0.872","0.4585","0.4585","0.4585"
"5960","","","","0.89","0.89","0.89","0.459","0.459","0.459"
"5961","","","","0.8815","0.8815","0.8815","0.4635","0.4635","0.4635"
"5962","","","","0.8825","0.8825","0.8825","0.464","0.464","0.464"
"5963","","","","0.8615","0.8615","0.8615","0.464","0.464","0.464"
"5964","","","","0.8825","0.8825","0.8825","0.4725","0.4725","0.4725"
"5965","","","","0.8865","0.8865","0.8865","0.468","0.468","0.468"
"5966","","","","0.881","0.881","0.881","0.474","0.474","0.474"
"5967","","","","0.8935","0.8935","0.8935","0.4755","0.4755","0.4755"
"5968","","","","0.884","0.884","0.884","0.4725","0.4725","0.4725"
"5969","","","","0.893","0.893","0.893","0.4775","0.4775","0.4775"
"5970","","","","0.8965","0.8965","0.8965","0.4755","0.4755","0.4755"
"5971","","","","0.8825","0.8825","0.8825","0.4815","0.4815","0.4815"
"5972","","","","0.8865","0.8865","0.8865","0.4835","0.4835","0.4835"
"5973","","","","0.8855","0.8855","0.8855","0.4835","0.4835","0.4835"
"5974","","","","0.8995","0.8995","0.8995","0.486","0.486","0.486"
"5975","","","","0","0","0","0.1015","0.1015","0.1015"
"5976","","","","0.8695","0.8695","0.8695","0.3445","0.3445","0.3445"
"5977","","","","0.8615","0.8615","0.8615","0.425","0.425","0.425"
"5978","","","","0.882","0.882","0.882","0.477","0.477","0.477"
"5979","","","","0.8735","0.8735","0.8735","0.489","0.489","0.489"
"5980","","","","0.895","0.895","0.895","0.504","0.504","0.504"
"5981","","","","0.895","0.895","0.895","0.5085","0.5085","0.5085"
"5982","","","","0.904","0.904","0.904","0.5155","0.5155","0.5155"
"5983","","","","0.904","0.904","0.904","0.515","0.515","0.515"
"5984","","","","0.896","0.896","0.896","0.5205","0.5205","0.5205"
"5985","","","","0.898","0.898","0.898","0.5195","0.5195","0.5195"
"5986","","","","0.9005","0.9005","0.9005","0.52","0.52","0.52"
"5987","","","","0.896","0.896","0.896","0.5255","0.5255","0.5255"
"5988","","","","0.8955","0.8955","0.8955","0.524","0.524","0.524"
"5989","","","","0.881","0.881","0.881","0.526","0.526","0.526"
"5990","","","","0.891","0.891","0.891","0.525","0.525","0.525"
"5991","","","","0.907","0.907","0.907","0.523","0.523","0.523"
"5992","","","","0.902","0.902","0.902","0.5335","0.5335","0.5335"
"5993","","","","0.9025","0.9025","0.9025","0.5295","0.5295","0.5295"
"5994","","","","0.903","0.903","0.903","0.5305","0.5305","0.5305"
"5995","","","","0.9075","0.9075","0.9075","0.5275","0.5275","0.5275"
"5996","","","","0.8965","0.8965","0.8965","0.529","0.529","0.529"
"5997","","","","0.91","0.91","0.91","0.5295","0.5295","0.5295"
"5998","","","","0.898","0.898","0.898","0.5295","0.5295","0.5295"
"5999","","","","0.9085","0.9085","0.9085","0.53","0.53","0.53"
"6000","","","","0","0","0","0.0895","0.0895","0.0895"
"6001","","","","0.869","0.869","0.869","0.3195","0.3195","0.3195"
"6002","","","","0.9165","0.9165","0.9165","0.405","0.405","0.405"
"6003","","","","0.9035","0.9035","0.9035","0.445","0.445","0.445"
"6004","","","","0.892","0.892","0.892","0.461","0.461","0.461"
"6005","","","","0.915","0.915","0.915","0.474","0.474","0.474"
"6006","","","","0.923","0.923","0.923","0.484","0.484","0.484"
"6007","","","","0.919","0.919","0.919","0.485","0.485","0.485"
"6008","","","","0.9265","0.9265","0.9265","0.4865","0.4865","0.4865"
"6009","","","","0.9085","0.9085","0.9085","0.493","0.493","0.493"
"6010","","","","0.922","0.922","0.922","0.491","0.491","0.491"
"6011","","","","0.934","0.934","0.934","0.4965","0.4965","0.4965"
"6012","","","","0.9075","0.9075","0.9075","0.5015","0.5015","0.5015"
"6013","","","","0.9295","0.9295","0.9295","0.5035","0.5035","0.5035"
"6014","","","","0.9345","0.9345","0.9345","0.498","0.498","0.498"
"6015","","","","0.9295","0.9295","0.9295","0.5025","0.5025","0.5025"
"6016","","","","0.9295","0.9295","0.9295","0.5055","0.5055","0.5055"
"6017","","","","0.9275","0.9275","0.9275","0.503","0.503","0.503"
"6018","","","","0.933","0.933","0.933","0.5","0.5","0.5"
"6019","","","","0.933","0.933","0.933","0.5015","0.5015","0.5015"
"6020","","","","0.9295","0.9295","0.9295","0.5055","0.5055","0.5055"
"6021","","","","0.9295","0.9295","0.9295","0.5065","0.5065","0.5065"
"6022","","","","0.9215","0.9215","0.9215","0.5045","0.5045","0.5045"
"6023","","","","0.929","0.929","0.929","0.5025","0.5025","0.5025"
"6024","","","","0.931","0.931","0.931","0.502","0.502","0.502"
"6025","","","","0","0","0","0.0275","0.0275","0.0275"
"6026","","","","0.826","0.826","0.826","0.2205","0.2205","0.2205"
"6027","","","","0.853","0.853","0.853","0.316","0.316","0.316"
"6028","","","","0.864","0.864","0.864","0.358","0.358","0.358"
"6029","","","","0.8805","0.8805","0.8805","0.382","0.382","0.382"
"6030","","","","0.8905","0.8905","0.8905","0.3885","0.3885","0.3885"
"6031","","","","0.881","0.881","0.881","0.398","0.398","0.398"
"6032","","","","0.8925","0.8925","0.8925","0.406","0.406","0.406"
"6033","","","","0.891","0.891","0.891","0.4095","0.4095","0.4095"
"6034","","","","0.8905","0.8905","0.8905","0.412","0.412","0.412"
"6035","","","","0.8775","0.8775","0.8775","0.4115","0.4115","0.4115"
"6036","","","","0.886","0.886","0.886","0.4155","0.4155","0.4155"
"6037","","","","0.901","0.901","0.901","0.414","0.414","0.414"
"6038","","","","0.8955","0.8955","0.8955","0.4165","0.4165","0.4165"
"6039","","","","0.861","0.861","0.861","0.418","0.418","0.418"
"6040","","","","0.902","0.902","0.902","0.415","0.415","0.415"
"6041","","","","0.8995","0.8995","0.8995","0.416","0.416","0.416"
"6042","","","","0.8955","0.8955","0.8955","0.4165","0.4165","0.4165"
"6043","","","","0.9125","0.9125","0.9125","0.42","0.42","0.42"
"6044","","","","0.9025","0.9025","0.9025","0.42","0.42","0.42"
"6045","","","","0.903","0.903","0.903","0.413","0.413","0.413"
"6046","","","","0.903","0.903","0.903","0.418","0.418","0.418"
"6047","","","","0.9075","0.9075","0.9075","0.416","0.416","0.416"
"6048","","","","0.9045","0.9045","0.9045","0.426","0.426","0.426"
"6049","","","","0.909","0.909","0.909","0.42","0.42","0.42"
"6050","","","","0","0","0","0.109","0.109","0.109"
"6051","","","","0.7945","0.7945","0.7945","0.307","0.307","0.307"
"6052","","","","0.833","0.833","0.833","0.36","0.36","0.36"
"6053","","","","0.833","0.833","0.833","0.384","0.384","0.384"
"6054","","","","0.851","0.851","0.851","0.399","0.399","0.399"
"6055","","","","0.842","0.842","0.842","0.4075","0.4075","0.4075"
"6056","","","","0.8345","0.8345","0.8345","0.4125","0.4125","0.4125"
"6057","","","","0.8575","0.8575","0.8575","0.417","0.417","0.417"
"6058","","","","0.8535","0.8535","0.8535","0.423","0.423","0.423"
"6059","","","","0.867","0.867","0.867","0.423","0.423","0.423"
"6060","","","","0.8685","0.8685","0.8685","0.424","0.424","0.424"
"6061","","","","0.853","0.853","0.853","0.425","0.425","0.425"
"6062","","","","0.857","0.857","0.857","0.427","0.427","0.427"
"6063","","","","0.8605","0.8605","0.8605","0.4285","0.4285","0.4285"
"6064","","","","0.869","0.869","0.869","0.4285","0.4285","0.4285"
"6065","","","","0.8695","0.8695","0.8695","0.437","0.437","0.437"
"6066","","","","0.866","0.866","0.866","0.4375","0.4375","0.4375"
"6067","","","","0.857","0.857","0.857","0.4375","0.4375","0.4375"
"6068","","","","0.857","0.857","0.857","0.437","0.437","0.437"
"6069","","","","0.862","0.862","0.862","0.4375","0.4375","0.4375"
"6070","","","","0.8575","0.8575","0.8575","0.436","0.436","0.436"
"6071","","","","0.87","0.87","0.87","0.437","0.437","0.437"
"6072","","","","0.859","0.859","0.859","0.4365","0.4365","0.4365"
"6073","","","","0.874","0.874","0.874","0.439","0.439","0.439"
"6074","","","","0.8575","0.8575","0.8575","0.4385","0.4385","0.4385"
"6075","","","","0","0","0","0.1695","0.1695","0.1695"
"6076","","","","0.861","0.861","0.861","0.3575","0.3575","0.3575"
"6077","","","","0.8895","0.8895","0.8895","0.4155","0.4155","0.4155"
"6078","","","","0.8885","0.8885","0.8885","0.4405","0.4405","0.4405"
"6079","","","","0.905","0.905","0.905","0.4585","0.4585","0.4585"
"6080","","","","0.8955","0.8955","0.8955","0.473","0.473","0.473"
"6081","","","","0.899","0.899","0.899","0.4725","0.4725","0.4725"
"6082","","","","0.8915","0.8915","0.8915","0.482","0.482","0.482"
"6083","","","","0.9155","0.9155","0.9155","0.488","0.488","0.488"
"6084","","","","0.908","0.908","0.908","0.4905","0.4905","0.4905"
"6085","","","","0.898","0.898","0.898","0.494","0.494","0.494"
"6086","","","","0.919","0.919","0.919","0.503","0.503","0.503"
"6087","","","","0.913","0.913","0.913","0.501","0.501","0.501"
"6088","","","","0.911","0.911","0.911","0.505","0.505","0.505"
"6089","","","","0.9185","0.9185","0.9185","0.5035","0.5035","0.5035"
"6090","","","","0.9085","0.9085","0.9085","0.5045","0.5045","0.5045"
"6091","","","","0.919","0.919","0.919","0.511","0.511","0.511"
"6092","","","","0.917","0.917","0.917","0.507","0.507","0.507"
"6093","","","","0.9265","0.9265","0.9265","0.5105","0.5105","0.5105"
"6094","","","","0.9155","0.9155","0.9155","0.5045","0.5045","0.5045"
"6095","","","","0.909","0.909","0.909","0.508","0.508","0.508"
"6096","","","","0.9195","0.9195","0.9195","0.5095","0.5095","0.5095"
"6097","","","","0.925","0.925","0.925","0.5075","0.5075","0.5075"
"6098","","","","0.9155","0.9155","0.9155","0.5085","0.5085","0.5085"
"6099","","","","0.9265","0.9265","0.9265","0.5075","0.5075","0.5075"
"6100","","","","0","0","0","0.102","0.102","0.102"
"6101","","","","0.763","0.763","0.763","0.2975","0.2975","0.2975"
"6102","","","","0.7805","0.7805","0.7805","0.383","0.383","0.383"
"6103","","","","0.824","0.824","0.824","0.3985","0.3985","0.3985"
"6104","","","","0.834","0.834","0.834","0.421","0.421","0.421"
"6105","","","","0.846","0.846","0.846","0.4275","0.4275","0.4275"
"6106","","","","0.824","0.824","0.824","0.4305","0.4305","0.4305"
"6107","","","","0.8455","0.8455","0.8455","0.443","0.443","0.443"
"6108","","","","0.825","0.825","0.825","0.4435","0.4435","0.4435"
"6109","","","","0.8385","0.8385","0.8385","0.449","0.449","0.449"
"6110","","","","0.853","0.853","0.853","0.449","0.449","0.449"
"6111","","","","0.8465","0.8465","0.8465","0.4495","0.4495","0.4495"
"6112","","","","0.869","0.869","0.869","0.4465","0.4465","0.4465"
"6113","","","","0.864","0.864","0.864","0.4525","0.4525","0.4525"
"6114","","","","0.861","0.861","0.861","0.4535","0.4535","0.4535"
"6115","","","","0.834","0.834","0.834","0.4535","0.4535","0.4535"
"6116","","","","0.864","0.864","0.864","0.455","0.455","0.455"
