"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"46874","","","","","","","0.4825","0.4825","0.4825"
"46875","0.01","0.01","0.01","","","","","",""
"46876","","","","","","","0.2915","0.2915","0.2915"
"46881","","","","","","","0.4235","0.4235","0.4235"
"46884","","","","","","","0.445","0.445","0.445"
"46887","0.432","0.432","0.432","","","","","",""
"46888","","","","","","","0.469","0.469","0.469"
"46889","","","","","","","0.466","0.466","0.466"
"46893","","","","","","","0.471","0.471","0.471"
"46894","","","","0.457","0.457","0.457","","",""
"46897","0.443","0.443","0.443","","","","","",""
"46899","0.4475","0.4475","0.4475","","","","0.479","0.479","0.479"
"46903","","","","0.276","0.276","0.276","","",""
"46909","0.394","0.394","0.394","","","","","",""
"46914","0.4055","0.4055","0.4055","","","","0.431","0.431","0.431"
"46917","0.403","0.403","0.403","","","","","",""
"46918","0.403","0.403","0.403","","","","","",""
"46922","","","","","","","0.4345","0.4345","0.4345"
"46923","","","","","","","0.4325","0.4325","0.4325"
"46929","","","","","","","0.375","0.375","0.375"
"46932","","","","","","","0.425","0.425","0.425"
"46934","","","","","","","0.4365","0.4365","0.4365"
"46935","","","","0.4035","0.4035","0.4035","0.4495","0.4495","0.4495"
"46937","0.432","0.432","0.432","","","","","",""
"46940","0.4375","0.4375","0.4375","","","","","",""
"46948","","","","0.4335","0.4335","0.4335","","",""
"46949","","","","","","","0.4775","0.4775","0.4775"
"46952","","","","0.198","0.198","0.198","","",""
"46953","","","","","","","0.3295","0.3295","0.3295"
"46954","","","","0.3035","0.3035","0.3035","","",""
"46956","","","","","","","0.388","0.388","0.388"
"46959","","","","0.3735","0.3735","0.3735","","",""
"46962","0.3745","0.3745","0.3745","","","","","",""
"46964","","","","0.3875","0.3875","0.3875","","",""
"46966","0.383","0.383","0.383","","","","","",""
"46967","0.3815","0.3815","0.3815","","","","","",""
"46970","","","","0.4015","0.4015","0.4015","","",""
"46973","","","","","","","0.425","0.425","0.425"
"46975","","","","","","","0.0115","0.0115","0.0115"
"46976","","","","","","","0.2835","0.2835","0.2835"
"46978","","","","","","","0.36","0.36","0.36"
"46979","","","","0.378","0.378","0.378","","",""
"46980","","","","0.4225","0.4225","0.4225","","",""
"46986","0.4745","0.4745","0.4745","","","","","",""
"46988","0.479","0.479","0.479","","","","","",""
"46992","0.487","0.487","0.487","","","","","",""
"46995","","","","","","","0.485","0.485","0.485"
"46996","0.487","0.487","0.487","","","","","",""
"46997","0.4925","0.4925","0.4925","","","","","",""
"46999","","","","0.488","0.488","0.488","","",""
"47000","0.003","0.003","0.003","","","","0.02","0.02","0.02"
"47001","","","","","","","0.2425","0.2425","0.2425"
"47002","","","","0.219","0.219","0.219","","",""
"47006","","","","","","","0.385","0.385","0.385"
"47009","","","","0.4","0.4","0.4","","",""
"47020","","","","","","","0.45","0.45","0.45"
"47021","0.431","0.431","0.431","","","","","",""
"47022","","","","0.427","0.427","0.427","","",""
"47023","","","","0.4235","0.4235","0.4235","","",""
"47027","","","","","","","0.336","0.336","0.336"
"47028","","","","0.3105","0.3105","0.3105","","",""
"47029","0.3725","0.3725","0.3725","","","","0.4285","0.4285","0.4285"
"47030","0.4075","0.4075","0.4075","","","","","",""
"47031","","","","0.4075","0.4075","0.4075","","",""
"47032","0.437","0.437","0.437","","","","","",""
"47033","0.4475","0.4475","0.4475","","","","","",""
"47041","","","","","","","0.51","0.51","0.51"
"47046","","","","0.459","0.459","0.459","","",""
"47047","","","","0.459","0.459","0.459","","",""
"47053","","","","0.2795","0.2795","0.2795","","",""
"47058","","","","","","","0.447","0.447","0.447"
"47060","","","","","","","0.465","0.465","0.465"
"47063","","","","0.4435","0.4435","0.4435","","",""
"47064","","","","0.4465","0.4465","0.4465","0.4635","0.4635","0.4635"
"47073","","","","0.4595","0.4595","0.4595","","",""
"47076","","","","","","","0.3145","0.3145","0.3145"
"47080","","","","0.3995","0.3995","0.3995","","",""
"47081","0.4115","0.4115","0.4115","","","","","",""
"47085","0.443","0.443","0.443","","","","","",""
"47090","","","","0.4535","0.4535","0.4535","","",""
"47092","","","","","","","0.5095","0.5095","0.5095"
"47093","","","","0.4615","0.4615","0.4615","0.512","0.512","0.512"
"47094","","","","","","","0.504","0.504","0.504"
"47095","0.466","0.466","0.466","","","","","",""
"47096","","","","","","","0.509","0.509","0.509"
"47097","","","","","","","0.5165","0.5165","0.5165"
"47103","0.3465","0.3465","0.3465","","","","","",""
"47108","0.457","0.457","0.457","","","","","",""
"47109","0.464","0.464","0.464","0.4635","0.4635","0.4635","","",""
"47111","","","","","","","0.4875","0.4875","0.4875"
"47113","0.4725","0.4725","0.4725","","","","","",""
"47114","0.472","0.472","0.472","","","","","",""
"47115","0.4745","0.4745","0.4745","","","","","",""
"47117","","","","","","","0.4915","0.4915","0.4915"
"47124","","","","0.4955","0.4955","0.4955","","",""
"47126","","","","","","","0.2755","0.2755","0.2755"
"47128","","","","0.3475","0.3475","0.3475","","",""
"47133","","","","","","","0.465","0.465","0.465"
"47134","0.4465","0.4465","0.4465","","","","","",""
"47137","0.457","0.457","0.457","","","","","",""
"47139","0.4655","0.4655","0.4655","","","","","",""
"47144","","","","0.485","0.485","0.485","","",""
"47148","","","","","","","0.4925","0.4925","0.4925"
"47153","","","","","","","0.386","0.386","0.386"
"47154","","","","0.3825","0.3825","0.3825","","",""
"47155","","","","","","","0.4295","0.4295","0.4295"
"47156","0.427","0.427","0.427","0.432","0.432","0.432","","",""
"47163","","","","0.4845","0.4845","0.4845","","",""
"47164","","","","","","","0.5","0.5","0.5"
"47165","","","","0.487","0.487","0.487","","",""
"47169","0.47","0.47","0.47","0.4865","0.4865","0.4865","","",""
"47170","0.475","0.475","0.475","","","","","",""
"47172","0.4755","0.4755","0.4755","0.4895","0.4895","0.4895","","",""
"47173","0.4785","0.4785","0.4785","0.494","0.494","0.494","","",""
"47175","0.0215","0.0215","0.0215","","","","","",""
"47179","0.366","0.366","0.366","","","","","",""
"47182","","","","","","","0.4405","0.4405","0.4405"
"47183","","","","0.4305","0.4305","0.4305","","",""
"47186","0.4395","0.4395","0.4395","","","","0.465","0.465","0.465"
"47188","","","","0.4475","0.4475","0.4475","","",""
"47189","0.4415","0.4415","0.4415","0.453","0.453","0.453","0.4775","0.4775","0.4775"
"47191","","","","0.4545","0.4545","0.4545","","",""
"47195","","","","","","","0.486","0.486","0.486"
"47201","0.111","0.111","0.111","","","","","",""
"47202","0.2235","0.2235","0.2235","","","","","",""
"47205","","","","","","","0.3985","0.3985","0.3985"
"47209","","","","","","","0.4605","0.4605","0.4605"
"47211","","","","","","","0.4715","0.4715","0.4715"
"47214","0.4765","0.4765","0.4765","","","","0.484","0.484","0.484"
"47215","0.48","0.48","0.48","","","","","",""
"47216","0.48","0.48","0.48","","","","","",""
"47218","","","","0.468","0.468","0.468","","",""
"47220","0.483","0.483","0.483","","","","0.4955","0.4955","0.4955"
"47222","","","","0.479","0.479","0.479","","",""
"47224","0.4905","0.4905","0.4905","","","","","",""
"47228","","","","0.252","0.252","0.252","","",""
"47229","","","","","","","0.335","0.335","0.335"
"47231","","","","0.344","0.344","0.344","","",""
"47233","","","","0.36","0.36","0.36","","",""
"47235","","","","","","","0.3825","0.3825","0.3825"
"47237","","","","0.386","0.386","0.386","","",""
"47239","","","","0.391","0.391","0.391","","",""
"47244","","","","","","","0.407","0.407","0.407"
"47245","","","","0.404","0.404","0.404","","",""
"47246","","","","","","","0.4095","0.4095","0.4095"
"47249","0.4115","0.4115","0.4115","","","","","",""
"47254","","","","0.373","0.373","0.373","","",""
"47256","0.412","0.412","0.412","","","","","",""
"47262","0.447","0.447","0.447","","","","","",""
"47265","","","","0.4465","0.4465","0.4465","","",""
"47269","","","","0.4485","0.4485","0.4485","","",""
"47274","","","","0.451","0.451","0.451","","",""
"47278","","","","0.3145","0.3145","0.3145","0.3295","0.3295","0.3295"
"47286","","","","","","","0.4235","0.4235","0.4235"
"47288","","","","","","","0.4335","0.4335","0.4335"
"47292","","","","0.4025","0.4025","0.4025","","",""
"47293","","","","","","","0.437","0.437","0.437"
"47294","","","","","","","0.4365","0.4365","0.4365"
"47301","","","","","","","0.307","0.307","0.307"
"47303","0.3405","0.3405","0.3405","","","","","",""
"47305","0.407","0.407","0.407","","","","","",""
"47312","","","","0.4655","0.4655","0.4655","","",""
"47314","0.473","0.473","0.473","","","","0.5075","0.5075","0.5075"
"47321","0.4825","0.4825","0.4825","","","","","",""
"47324","","","","0.483","0.483","0.483","","",""
"47325","","","","0.038","0.038","0.038","","",""
"47326","0.186","0.186","0.186","","","","","",""
"47328","0.364","0.364","0.364","","","","","",""
"47332","","","","0.4455","0.4455","0.4455","","",""
"47333","","","","","","","0.4645","0.4645","0.4645"
"47336","","","","","","","0.4815","0.4815","0.4815"
"47338","","","","0.475","0.475","0.475","0.487","0.487","0.487"
"47340","","","","","","","0.4945","0.4945","0.4945"
"47342","","","","","","","0.5015","0.5015","0.5015"
"47343","0.498","0.498","0.498","","","","","",""
"47345","","","","0.4905","0.4905","0.4905","","",""
"47347","0.506","0.506","0.506","","","","","",""
"47350","","","","","","","0.0065","0.0065","0.0065"
"47352","0.2395","0.2395","0.2395","","","","","",""
"47353","","","","","","","0.342","0.342","0.342"
"47354","","","","","","","0.3625","0.3625","0.3625"
"47359","0.4315","0.4315","0.4315","","","","","",""
"47361","","","","0.4345","0.4345","0.4345","","",""
"47363","","","","","","","0.4595","0.4595","0.4595"
"47364","","","","0.4385","0.4385","0.4385","","",""
"47365","0.4525","0.4525","0.4525","","","","","",""
"47366","","","","0.445","0.445","0.445","","",""
"47367","","","","0.4465","0.4465","0.4465","","",""
"47369","0.4645","0.4645","0.4645","0.4515","0.4515","0.4515","","",""
"47375","","","","0.024","0.024","0.024","","",""
"47380","0.358","0.358","0.358","0.365","0.365","0.365","","",""
"47384","","","","0.404","0.404","0.404","","",""
"47389","","","","0.4235","0.4235","0.4235","","",""
"47392","0.4255","0.4255","0.4255","","","","","",""
"47393","","","","","","","0.461","0.461","0.461"
"47394","0.427","0.427","0.427","","","","","",""
"47396","","","","0.4335","0.4335","0.4335","","",""
"47399","","","","0.4395","0.4395","0.4395","","",""
"47401","0.0995","0.0995","0.0995","","","","","",""
"47404","","","","0.3865","0.3865","0.3865","","",""
"47406","0.412","0.412","0.412","0.4395","0.4395","0.4395","","",""
"47407","","","","0.4535","0.4535","0.4535","0.4625","0.4625","0.4625"
"47409","0.442","0.442","0.442","0.4675","0.4675","0.4675","","",""
"47410","0.448","0.448","0.448","","","","","",""
"47411","0.4495","0.4495","0.4495","","","","","",""
"47412","","","","0.468","0.468","0.468","","",""
"47414","0.457","0.457","0.457","","","","","",""
"47415","0.4595","0.4595","0.4595","","","","","",""
"47417","","","","","","","0.4985","0.4985","0.4985"
"47419","","","","0.4865","0.4865","0.4865","0.499","0.499","0.499"
"47421","0.477","0.477","0.477","","","","","",""
"47423","0.478","0.478","0.478","","","","","",""
"47427","","","","0.2295","0.2295","0.2295","","",""
"47429","","","","0.3625","0.3625","0.3625","","",""
"47430","0.3845","0.3845","0.3845","","","","","",""
"47433","","","","0.4295","0.4295","0.4295","","",""
"47436","","","","0.437","0.437","0.437","","",""
"47438","0.45","0.45","0.45","","","","","",""
"47439","","","","","","","0.468","0.468","0.468"
"47443","","","","","","","0.478","0.478","0.478"
"47445","","","","","","","0.481","0.481","0.481"
"47446","","","","","","","0.4725","0.4725","0.4725"
"47448","0.4635","0.4635","0.4635","","","","","",""
"47454","","","","","","","0.3765","0.3765","0.3765"
"47455","","","","0.3615","0.3615","0.3615","0.3965","0.3965","0.3965"
"47457","","","","","","","0.4205","0.4205","0.4205"
"47468","","","","","","","0.471","0.471","0.471"
"47470","0.4365","0.4365","0.4365","","","","","",""
"47471","","","","","","","0.464","0.464","0.464"
"47473","","","","","","","0.4715","0.4715","0.4715"
"47474","0.44","0.44","0.44","","","","","",""
"47475","","","","","","","0.036","0.036","0.036"
"47479","","","","0.3765","0.3765","0.3765","","",""
"47486","0.446","0.446","0.446","","","","","",""
"47488","","","","","","","0.4705","0.4705","0.4705"
"47495","0.463","0.463","0.463","","","","","",""
"47499","","","","0.47","0.47","0.47","","",""
"47501","","","","0.1245","0.1245","0.1245","","",""
"47503","0.283","0.283","0.283","","","","","",""
"47504","","","","0.34","0.34","0.34","0.395","0.395","0.395"
"47511","0.4345","0.4345","0.4345","","","","","",""
"47514","0.4395","0.4395","0.4395","","","","0.446","0.446","0.446"
"47516","0.4385","0.4385","0.4385","","","","","",""
"47517","","","","","","","0.451","0.451","0.451"
"47521","","","","0.422","0.422","0.422","","",""
"47522","","","","0.425","0.425","0.425","","",""
"47523","","","","","","","0.45","0.45","0.45"
"47527","","","","0.149","0.149","0.149","","",""
"47528","","","","","","","0.3015","0.3015","0.3015"
"47529","","","","0.2435","0.2435","0.2435","0.3025","0.3025","0.3025"
"47531","0.266","0.266","0.266","","","","","",""
"47533","","","","","","","0.336","0.336","0.336"
"47534","0.294","0.294","0.294","","","","","",""
"47535","0.2975","0.2975","0.2975","","","","","",""
"47538","0.3065","0.3065","0.3065","","","","","",""
"47539","","","","","","","0.355","0.355","0.355"
"47540","","","","0.323","0.323","0.323","","",""
"47544","","","","0.3255","0.3255","0.3255","","",""
"47549","","","","","","","0.364","0.364","0.364"
"47550","","","","","","","0.012","0.012","0.012"
"47552","","","","","","","0.338","0.338","0.338"
"47556","0.41","0.41","0.41","","","","","",""
"47560","0.4395","0.4395","0.4395","","","","","",""
"47561","","","","","","","0.465","0.465","0.465"
"47562","0.456","0.456","0.456","","","","","",""
"47564","","","","","","","0.47","0.47","0.47"
"47567","0.468","0.468","0.468","","","","0.478","0.478","0.478"
"47571","0.472","0.472","0.472","","","","","",""
"47572","0.4735","0.4735","0.4735","","","","","",""
"47575","","","","","","","0.037","0.037","0.037"
"47579","","","","","","","0.3965","0.3965","0.3965"
"47580","0.3785","0.3785","0.3785","","","","","",""
"47581","","","","0.393","0.393","0.393","","",""
"47582","0.4155","0.4155","0.4155","","","","","",""
"47583","0.427","0.427","0.427","","","","","",""
"47586","0.4355","0.4355","0.4355","","","","","",""
"47588","","","","","","","0.4785","0.4785","0.4785"
"47590","","","","","","","0.479","0.479","0.479"
"47592","","","","0.4465","0.4465","0.4465","","",""
"47595","","","","0.4485","0.4485","0.4485","","",""
"47596","0.451","0.451","0.451","0.447","0.447","0.447","","",""
"47597","","","","0.446","0.446","0.446","","",""
"47601","0.1245","0.1245","0.1245","0.125","0.125","0.125","","",""
"47603","","","","0.34","0.34","0.34","","",""
"47604","","","","0.3835","0.3835","0.3835","","",""
"47606","0.414","0.414","0.414","","","","0.455","0.455","0.455"
"47607","","","","","","","0.465","0.465","0.465"
"47610","0.445","0.445","0.445","0.4465","0.4465","0.4465","0.486","0.486","0.486"
"47612","","","","","","","0.4935","0.4935","0.4935"
"47619","","","","0.4615","0.4615","0.4615","","",""
"47623","","","","0.466","0.466","0.466","","",""
"47628","","","","","","","0.312","0.312","0.312"
"47629","0.3195","0.3195","0.3195","","","","","",""
"47631","0.355","0.355","0.355","","","","","",""
"47634","","","","","","","0.395","0.395","0.395"
"47639","","","","","","","0.41","0.41","0.41"
"47640","","","","","","","0.4055","0.4055","0.4055"
"47642","","","","","","","0.408","0.408","0.408"
"47644","","","","0.384","0.384","0.384","0.413","0.413","0.413"
"47645","","","","0.3845","0.3845","0.3845","","",""
"47646","0.4025","0.4025","0.4025","","","","","",""
"47647","0.4035","0.4035","0.4035","","","","","",""
"47650","","","","0.024","0.024","0.024","","",""
"47654","0.444","0.444","0.444","","","","","",""
"47656","","","","","","","0.5205","0.5205","0.5205"
"47658","0.5","0.5","0.5","","","","","",""
"47660","","","","","","","0.549","0.549","0.549"
"47662","","","","","","","0.5535","0.5535","0.5535"
"47668","","","","0.5305","0.5305","0.5305","0.562","0.562","0.562"
"47671","","","","","","","0.566","0.566","0.566"
"47672","","","","0.5355","0.5355","0.5355","","",""
"47675","0.0075","0.0075","0.0075","","","","","",""
"47677","0.195","0.195","0.195","","","","","",""
"47679","0.2955","0.2955","0.2955","0.2965","0.2965","0.2965","","",""
"47680","","","","","","","0.3245","0.3245","0.3245"
"47681","","","","","","","0.335","0.335","0.335"
"47682","0.344","0.344","0.344","","","","","",""
"47683","","","","","","","0.357","0.357","0.357"
"47684","0.3565","0.3565","0.3565","","","","","",""
"47687","","","","","","","0.372","0.372","0.372"
"47688","0.366","0.366","0.366","","","","","",""
"47689","0.3685","0.3685","0.3685","","","","","",""
"47690","","","","0.3575","0.3575","0.3575","","",""
