"Step","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/9","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/9__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/9__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/9","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/9__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/9__MAX"
"0","0.2323208600282669","0.2323208600282669","0.2323208600282669","0.3757501244544983","0.3757501244544983","0.3757501244544983"
"1","0.012333816848695278","0.012333816848695278","0.012333816848695278","0.3266887962818146","0.3266887962818146","0.3266887962818146"
"2","-0.04265960678458214","-0.04265960678458214","-0.04265960678458214","-0.1112372875213623","-0.1112372875213623","-0.1112372875213623"
"3","-0.048047974705696106","-0.048047974705696106","-0.048047974705696106","-0.10995801538228989","-0.10995801538228989","-0.10995801538228989"
"4","-0.10934893041849136","-0.10934893041849136","-0.10934893041849136","-0.10861265659332275","-0.10861265659332275","-0.10861265659332275"
"5","-0.07975593954324722","-0.07975593954324722","-0.07975593954324722","-0.09397750347852707","-0.09397750347852707","-0.09397750347852707"
"6","-0.09165868163108826","-0.09165868163108826","-0.09165868163108826","-0.10558735579252243","-0.10558735579252243","-0.10558735579252243"
"7","-0.06366918981075287","-0.06366918981075287","-0.06366918981075287","-0.091545969247818","-0.091545969247818","-0.091545969247818"
"8","-0.03897891193628311","-0.03897891193628311","-0.03897891193628311","-0.10144535452127457","-0.10144535452127457","-0.10144535452127457"
"9","0.056997086852788925","0.056997086852788925","0.056997086852788925","-0.11377338320016861","-0.11377338320016861","-0.11377338320016861"
"10","-0.03750587999820709","-0.03750587999820709","-0.03750587999820709","-0.08564556390047073","-0.08564556390047073","-0.08564556390047073"
"11","0.10246656090021133","0.10246656090021133","0.10246656090021133","-0.0918336808681488","-0.0918336808681488","-0.0918336808681488"
"12","-0.013535861857235432","-0.013535861857235432","-0.013535861857235432","-0.11345182359218597","-0.11345182359218597","-0.11345182359218597"
"13","0.13239875435829163","0.13239875435829163","0.13239875435829163","-0.09702389687299728","-0.09702389687299728","-0.09702389687299728"
"14","0.0013919103657826781","0.0013919103657826781","0.0013919103657826781","-0.09829570353031158","-0.09829570353031158","-0.09829570353031158"
"15","0.036151111125946045","0.036151111125946045","0.036151111125946045","-0.10938228666782379","-0.10938228666782379","-0.10938228666782379"
