"Step","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/5","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/5__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/5__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/5","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/5__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/5__MAX"
"0","0.2253342717885971","0.2253342717885971","0.2253342717885971","0.21457120776176453","0.21457120776176453","0.21457120776176453"
"1","0.2746580243110657","0.2746580243110657","0.2746580243110657","0.3014321029186249","0.3014321029186249","0.3014321029186249"
"2","-0.06262732297182083","-0.06262732297182083","-0.06262732297182083","-0.0389692448079586","-0.0389692448079586","-0.0389692448079586"
"3","-0.0569915808737278","-0.0569915808737278","-0.0569915808737278","-0.07890427112579346","-0.07890427112579346","-0.07890427112579346"
"4","-0.07039593905210495","-0.07039593905210495","-0.07039593905210495","-0.10533668845891953","-0.10533668845891953","-0.10533668845891953"
"5","-0.048499610275030136","-0.048499610275030136","-0.048499610275030136","-0.12277881056070328","-0.12277881056070328","-0.12277881056070328"
"6","-0.0577671080827713","-0.0577671080827713","-0.0577671080827713","-0.1320691555738449","-0.1320691555738449","-0.1320691555738449"
"7","-0.04953189566731453","-0.04953189566731453","-0.04953189566731453","-0.13345502316951752","-0.13345502316951752","-0.13345502316951752"
"8","-0.05234808474779129","-0.05234808474779129","-0.05234808474779129","-0.14077243208885193","-0.14077243208885193","-0.14077243208885193"
"9","-0.04026738181710243","-0.04026738181710243","-0.04026738181710243","-0.15093527734279633","-0.15093527734279633","-0.15093527734279633"
"10","-0.06065988168120384","-0.06065988168120384","-0.06065988168120384","-0.14011293649673462","-0.14011293649673462","-0.14011293649673462"
"11","0.00964330043643713","0.00964330043643713","0.00964330043643713","-0.1312943696975708","-0.1312943696975708","-0.1312943696975708"
"12","0.06476745754480362","0.06476745754480362","0.06476745754480362","-0.1568983793258667","-0.1568983793258667","-0.1568983793258667"
"13","-0.11810674518346786","-0.11810674518346786","-0.11810674518346786","-0.1321343630552292","-0.1321343630552292","-0.1321343630552292"
"14","-0.010587952099740505","-0.010587952099740505","-0.010587952099740505","-0.1496753990650177","-0.1496753990650177","-0.1496753990650177"
"15","-0.06762804836034775","-0.06762804836034775","-0.06762804836034775","-0.1468493491411209","-0.1468493491411209","-0.1468493491411209"
"16","-0.018444495275616646","-0.018444495275616646","-0.018444495275616646","-0.13465383648872375","-0.13465383648872375","-0.13465383648872375"
"17","-0.044189419597387314","-0.044189419597387314","-0.044189419597387314","-0.1654638648033142","-0.1654638648033142","-0.1654638648033142"
"18","0.03178982436656952","0.03178982436656952","0.03178982436656952","-0.1472197324037552","-0.1472197324037552","-0.1472197324037552"
"19","0.060480423271656036","0.060480423271656036","0.060480423271656036","-0.1587393581867218","-0.1587393581867218","-0.1587393581867218"
"20","0.003999338485300541","0.003999338485300541","0.003999338485300541","-0.15345223248004913","-0.15345223248004913","-0.15345223248004913"
"21","0.0024839926045387983","0.0024839926045387983","0.0024839926045387983","-0.150259330868721","-0.150259330868721","-0.150259330868721"
"22","0.036562852561473846","0.036562852561473846","0.036562852561473846","-0.15633751451969147","-0.15633751451969147","-0.15633751451969147"
"23","-0.018875088542699814","-0.018875088542699814","-0.018875088542699814","-0.1589878350496292","-0.1589878350496292","-0.1589878350496292"
"24","0.011436402797698975","0.011436402797698975","0.011436402797698975","-0.1570945829153061","-0.1570945829153061","-0.1570945829153061"
"25","0.17944397032260895","0.17944397032260895","0.17944397032260895","0.08226316422224045","0.08226316422224045","0.08226316422224045"
"26","0.008246304467320442","0.008246304467320442","0.008246304467320442","-0.010933937504887581","-0.010933937504887581","-0.010933937504887581"
