"Step","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/4","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/4__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/4__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/4","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/4__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/4__MAX"
"0","0.2513313591480255","0.2513313591480255","0.2513313591480255","0.37915661931037903","0.37915661931037903","0.37915661931037903"
"1","0.2613292634487152","0.2613292634487152","0.2613292634487152","0.3028969168663025","0.3028969168663025","0.3028969168663025"
"2","-0.06184409558773041","-0.06184409558773041","-0.06184409558773041","-0.07271526008844376","-0.07271526008844376","-0.07271526008844376"
"3","0.0067324768751859665","0.0067324768751859665","0.0067324768751859665","-0.0825461596250534","-0.0825461596250534","-0.0825461596250534"
"4","-0.07530614733695984","-0.07530614733695984","-0.07530614733695984","-0.07534684985876083","-0.07534684985876083","-0.07534684985876083"
"5","-0.06350100040435791","-0.06350100040435791","-0.06350100040435791","-0.0721355676651001","-0.0721355676651001","-0.0721355676651001"
"6","-0.09697162359952927","-0.09697162359952927","-0.09697162359952927","-0.08398009091615677","-0.08398009091615677","-0.08398009091615677"
"7","-0.05054263398051262","-0.05054263398051262","-0.05054263398051262","-0.07918472588062286","-0.07918472588062286","-0.07918472588062286"
"8","0.00045705295633524656","0.00045705295633524656","0.00045705295633524656","-0.07558054476976395","-0.07558054476976395","-0.07558054476976395"
"9","0.024432936683297157","0.024432936683297157","0.024432936683297157","-0.07027685642242432","-0.07027685642242432","-0.07027685642242432"
"10","-0.11834903061389923","-0.11834903061389923","-0.11834903061389923","-0.07282352447509766","-0.07282352447509766","-0.07282352447509766"
"11","0.10394703596830368","0.10394703596830368","0.10394703596830368","-0.058033548295497894","-0.058033548295497894","-0.058033548295497894"
"12","0.039794690907001495","0.039794690907001495","0.039794690907001495","-0.07592372596263885","-0.07592372596263885","-0.07592372596263885"
"13","0.06713859736919403","0.06713859736919403","0.06713859736919403","-0.07749105244874954","-0.07749105244874954","-0.07749105244874954"
"14","-0.07668749243021011","-0.07668749243021011","-0.07668749243021011","-0.0546952560544014","-0.0546952560544014","-0.0546952560544014"
"15","0.007829670794308186","0.007829670794308186","0.007829670794308186","-0.06588762253522873","-0.06588762253522873","-0.06588762253522873"
"16","-0.08520692586898804","-0.08520692586898804","-0.08520692586898804","-0.05792975798249245","-0.05792975798249245","-0.05792975798249245"
"17","0.047126997262239456","0.047126997262239456","0.047126997262239456","-0.04830649122595787","-0.04830649122595787","-0.04830649122595787"
"18","0.0008354798192158341","0.0008354798192158341","0.0008354798192158341","-0.06832662969827652","-0.06832662969827652","-0.06832662969827652"
"19","0.09824062138795853","0.09824062138795853","0.09824062138795853","-0.05677221342921257","-0.05677221342921257","-0.05677221342921257"
"20","0.08649808913469315","0.08649808913469315","0.08649808913469315","-0.045337848365306854","-0.045337848365306854","-0.045337848365306854"
"21","0.04444517940282822","0.04444517940282822","0.04444517940282822","-0.045677680522203445","-0.045677680522203445","-0.045677680522203445"
"22","-0.04782363399863243","-0.04782363399863243","-0.04782363399863243","-0.06451994925737381","-0.06451994925737381","-0.06451994925737381"
"23","-0.09123237431049347","-0.09123237431049347","-0.09123237431049347","-0.058133602142333984","-0.058133602142333984","-0.058133602142333984"
"24","-0.05369408428668976","-0.05369408428668976","-0.05369408428668976","-0.07757072150707245","-0.07757072150707245","-0.07757072150707245"
"25","0.20632261037826538","0.20632261037826538","0.20632261037826538","0.03666800633072853","0.03666800633072853","0.03666800633072853"
"26","-0.047221262007951736","-0.047221262007951736","-0.047221262007951736","-0.035079918801784515","-0.035079918801784515","-0.035079918801784515"
"27","-0.1114891767501831","-0.1114891767501831","-0.1114891767501831","-0.06933066248893738","-0.06933066248893738","-0.06933066248893738"
"28","0.05244190990924835","0.05244190990924835","0.05244190990924835","-0.0673053190112114","-0.0673053190112114","-0.0673053190112114"
"29","-0.062085773795843124","-0.062085773795843124","-0.062085773795843124","-0.06587889045476913","-0.06587889045476913","-0.06587889045476913"
"30","0.1877768188714981","0.1877768188714981","0.1877768188714981","-0.050924111157655716","-0.050924111157655716","-0.050924111157655716"
"31","0.004446663428097963","0.004446663428097963","0.004446663428097963","-0.0794721320271492","-0.0794721320271492","-0.0794721320271492"
"32","0.04545186460018158","0.04545186460018158","0.04545186460018158","-0.0743488296866417","-0.0743488296866417","-0.0743488296866417"
"33","-0.046527933329343796","-0.046527933329343796","-0.046527933329343796","-0.058793094009160995","-0.058793094009160995","-0.058793094009160995"
"34","0.07781431078910828","0.07781431078910828","0.07781431078910828","-0.06973350793123245","-0.06973350793123245","-0.06973350793123245"
"35","-0.10834487527608871","-0.10834487527608871","-0.10834487527608871","-0.06890378147363663","-0.06890378147363663","-0.06890378147363663"
"36","0.048400696367025375","0.048400696367025375","0.048400696367025375","-0.07133800536394119","-0.07133800536394119","-0.07133800536394119"
"37","-0.07387489825487137","-0.07387489825487137","-0.07387489825487137","-0.06607166677713394","-0.06607166677713394","-0.06607166677713394"
"38","-0.028150156140327454","-0.028150156140327454","-0.028150156140327454","-0.07476881891489029","-0.07476881891489029","-0.07476881891489029"
"39","-0.027524108067154884","-0.027524108067154884","-0.027524108067154884","-0.07921101897954941","-0.07921101897954941","-0.07921101897954941"
"40","0.03341534361243248","0.03341534361243248","0.03341534361243248","-0.0643601268529892","-0.0643601268529892","-0.0643601268529892"
"41","0.0518234558403492","0.0518234558403492","0.0518234558403492","-0.0715622752904892","-0.0715622752904892","-0.0715622752904892"
"42","0.03573543205857277","0.03573543205857277","0.03573543205857277","-0.078549824655056","-0.078549824655056","-0.078549824655056"
"43","0.009948167949914932","0.009948167949914932","0.009948167949914932","-0.09561031311750412","-0.09561031311750412","-0.09561031311750412"
"44","-0.06928591430187225","-0.06928591430187225","-0.06928591430187225","-0.05849231407046318","-0.05849231407046318","-0.05849231407046318"
"45","-0.06028352305293083","-0.06028352305293083","-0.06028352305293083","-0.08108483999967575","-0.08108483999967575","-0.08108483999967575"
"46","-0.05973224714398384","-0.05973224714398384","-0.05973224714398384","-0.07739803940057755","-0.07739803940057755","-0.07739803940057755"
"47","-0.058570969849824905","-0.058570969849824905","-0.058570969849824905","-0.07568752020597458","-0.07568752020597458","-0.07568752020597458"
"48","-0.0519152395427227","-0.0519152395427227","-0.0519152395427227","-0.0757293626666069","-0.0757293626666069","-0.0757293626666069"
"49","-0.09053245186805725","-0.09053245186805725","-0.09053245186805725","-0.08437006175518036","-0.08437006175518036","-0.08437006175518036"
"50","0.1300680935382843","0.1300680935382843","0.1300680935382843","0.08174740523099899","0.08174740523099899","0.08174740523099899"
"51","0.1560816913843155","0.1560816913843155","0.1560816913843155","-0.0026589666958898306","-0.0026589666958898306","-0.0026589666958898306"
"52","0.060666583478450775","0.060666583478450775","0.060666583478450775","-0.030190518125891685","-0.030190518125891685","-0.030190518125891685"
"53","0.06294533610343933","0.06294533610343933","0.06294533610343933","-0.0357130765914917","-0.0357130765914917","-0.0357130765914917"
"54","0.14462384581565857","0.14462384581565857","0.14462384581565857","-0.04430792108178139","-0.04430792108178139","-0.04430792108178139"
"55","0.21486447751522064","0.21486447751522064","0.21486447751522064","-0.041903819888830185","-0.041903819888830185","-0.041903819888830185"
"56","0.14127059280872345","0.14127059280872345","0.14127059280872345","-0.050232894718647","-0.050232894718647","-0.050232894718647"
"57","0.0518060065805912","0.0518060065805912","0.0518060065805912","-0.04189792647957802","-0.04189792647957802","-0.04189792647957802"
"58","0.1824924349784851","0.1824924349784851","0.1824924349784851","-0.056905556470155716","-0.056905556470155716","-0.056905556470155716"
"59","0.1313992738723755","0.1313992738723755","0.1313992738723755","-0.0576787069439888","-0.0576787069439888","-0.0576787069439888"
"60","0.2136254757642746","0.2136254757642746","0.2136254757642746","-0.047754544764757156","-0.047754544764757156","-0.047754544764757156"
"61","0.21282365918159485","0.21282365918159485","0.21282365918159485","-0.04555757716298103","-0.04555757716298103","-0.04555757716298103"
"62","0.177597776055336","0.177597776055336","0.177597776055336","-0.04625958949327469","-0.04625958949327469","-0.04625958949327469"
"63","0.11633220314979553","0.11633220314979553","0.11633220314979553","-0.05086603760719299","-0.05086603760719299","-0.05086603760719299"
"64","0.05278834328055382","0.05278834328055382","0.05278834328055382","-0.060593243688344955","-0.060593243688344955","-0.060593243688344955"
"65","0.10877295583486557","0.10877295583486557","0.10877295583486557","-0.052410855889320374","-0.052410855889320374","-0.052410855889320374"
"66","0.09223705530166626","0.09223705530166626","0.09223705530166626","-0.05751853436231613","-0.05751853436231613","-0.05751853436231613"
"67","0.07625049352645874","0.07625049352645874","0.07625049352645874","-0.05014601722359657","-0.05014601722359657","-0.05014601722359657"
"68","0.1373947560787201","0.1373947560787201","0.1373947560787201","-0.06171725317835808","-0.06171725317835808","-0.06171725317835808"
"69","0.1271473914384842","0.1271473914384842","0.1271473914384842","-0.04471202939748764","-0.04471202939748764","-0.04471202939748764"
"70","0.18119534850120544","0.18119534850120544","0.18119534850120544","-0.05794559046626091","-0.05794559046626091","-0.05794559046626091"
"71","0.11589403450489044","0.11589403450489044","0.11589403450489044","-0.05058665573596954","-0.05058665573596954","-0.05058665573596954"
"72","0.1306152194738388","0.1306152194738388","0.1306152194738388","-0.050994060933589935","-0.050994060933589935","-0.050994060933589935"
"73","0.20563174784183502","0.20563174784183502","0.20563174784183502","-0.06906869262456894","-0.06906869262456894","-0.06906869262456894"
"74","0.2522401213645935","0.2522401213645935","0.2522401213645935","-0.05120103806257248","-0.05120103806257248","-0.05120103806257248"
"75","0.21766160428524017","0.21766160428524017","0.21766160428524017","0.08806627988815308","0.08806627988815308","0.08806627988815308"
"76","0.03428560122847557","0.03428560122847557","0.03428560122847557","0.05796673148870468","0.05796673148870468","0.05796673148870468"
"77","-0.0463545098900795","-0.0463545098900795","-0.0463545098900795","0.021551432088017464","0.021551432088017464","0.021551432088017464"
"78","0.03407122567296028","0.03407122567296028","0.03407122567296028","0.004735423251986504","0.004735423251986504","0.004735423251986504"
