"Step","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/1","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/1__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/1__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/1","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/1__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/1__MAX"
"0","0.24257218837738037","0.24257218837738037","0.24257218837738037","0.3951435685157776","0.3951435685157776","0.3951435685157776"
"1","0.17370396852493286","0.17370396852493286","0.17370396852493286","0.30993959307670593","0.30993959307670593","0.30993959307670593"
"2","-0.032249730080366135","-0.032249730080366135","-0.032249730080366135","-0.056046903133392334","-0.056046903133392334","-0.056046903133392334"
"3","0.01437989342957735","0.01437989342957735","0.01437989342957735","-0.04391012340784073","-0.04391012340784073","-0.04391012340784073"
"4","-0.027909059077501297","-0.027909059077501297","-0.027909059077501297","-0.05526815354824066","-0.05526815354824066","-0.05526815354824066"
"5","0.014378760941326618","0.014378760941326618","0.014378760941326618","-0.05956156924366951","-0.05956156924366951","-0.05956156924366951"
"6","0.0036581181921064854","0.0036581181921064854","0.0036581181921064854","-0.05896109342575073","-0.05896109342575073","-0.05896109342575073"
"7","0.01070101372897625","0.01070101372897625","0.01070101372897625","-0.04919303208589554","-0.04919303208589554","-0.04919303208589554"
"8","0.008926091715693474","0.008926091715693474","0.008926091715693474","-0.06163497641682625","-0.06163497641682625","-0.06163497641682625"
"9","0.06579982489347458","0.06579982489347458","0.06579982489347458","-0.07394254952669144","-0.07394254952669144","-0.07394254952669144"
"10","0.05921280384063721","0.05921280384063721","0.05921280384063721","-0.046109888702631","-0.046109888702631","-0.046109888702631"
"11","0.11163271963596344","0.11163271963596344","0.11163271963596344","-0.061029545962810516","-0.061029545962810516","-0.061029545962810516"
"12","0.06846576184034348","0.06846576184034348","0.06846576184034348","-0.06479543447494507","-0.06479543447494507","-0.06479543447494507"
"13","0.18987254798412323","0.18987254798412323","0.18987254798412323","-0.06463625282049179","-0.06463625282049179","-0.06463625282049179"
"14","0.0852736160159111","0.0852736160159111","0.0852736160159111","-0.05930963531136513","-0.05930963531136513","-0.05930963531136513"
