"Step","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/6","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/6__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/6__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/6","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/6__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/6__MAX"
"0","0.2551330626010895","0.2551330626010895","0.2551330626010895","0.29877331852912903","0.29877331852912903","0.29877331852912903"
"1","0.19188958406448364","0.19188958406448364","0.19188958406448364","0.2884916365146637","0.2884916365146637","0.2884916365146637"
"2","-0.08072160184383392","-0.08072160184383392","-0.08072160184383392","-0.08897712826728821","-0.08897712826728821","-0.08897712826728821"
"3","-0.03506503626704216","-0.03506503626704216","-0.03506503626704216","-0.12356043606996536","-0.12356043606996536","-0.12356043606996536"
"4","-0.09895974397659302","-0.09895974397659302","-0.09895974397659302","-0.14810451865196228","-0.14810451865196228","-0.14810451865196228"
"5","-0.11200359463691711","-0.11200359463691711","-0.11200359463691711","-0.1518545001745224","-0.1518545001745224","-0.1518545001745224"
"6","-0.15361075103282928","-0.15361075103282928","-0.15361075103282928","-0.16201208531856537","-0.16201208531856537","-0.16201208531856537"
"7","-0.1676521599292755","-0.1676521599292755","-0.1676521599292755","-0.16992315649986267","-0.16992315649986267","-0.16992315649986267"
"8","-0.15371918678283691","-0.15371918678283691","-0.15371918678283691","-0.16002251207828522","-0.16002251207828522","-0.16002251207828522"
"9","-0.05802195146679878","-0.05802195146679878","-0.05802195146679878","-0.16842667758464813","-0.16842667758464813","-0.16842667758464813"
"10","-0.10628876835107803","-0.10628876835107803","-0.10628876835107803","-0.16031727194786072","-0.16031727194786072","-0.16031727194786072"
"11","-0.10493426024913788","-0.10493426024913788","-0.10493426024913788","-0.16480283439159393","-0.16480283439159393","-0.16480283439159393"
"12","-0.1273822784423828","-0.1273822784423828","-0.1273822784423828","-0.1707872897386551","-0.1707872897386551","-0.1707872897386551"
"13","-0.1685854196548462","-0.1685854196548462","-0.1685854196548462","-0.15641453862190247","-0.15641453862190247","-0.15641453862190247"
"14","-0.07831770926713943","-0.07831770926713943","-0.07831770926713943","-0.17496463656425476","-0.17496463656425476","-0.17496463656425476"
"15","-0.07295584678649902","-0.07295584678649902","-0.07295584678649902","-0.15709972381591797","-0.15709972381591797","-0.15709972381591797"
"16","-0.19439733028411865","-0.19439733028411865","-0.19439733028411865","-0.14488518238067627","-0.14488518238067627","-0.14488518238067627"
"17","-0.17726002633571625","-0.17726002633571625","-0.17726002633571625","-0.1340869516134262","-0.1340869516134262","-0.1340869516134262"
"18","-0.1076650321483612","-0.1076650321483612","-0.1076650321483612","-0.15695524215698242","-0.15695524215698242","-0.15695524215698242"
"19","-0.06297703087329865","-0.06297703087329865","-0.06297703087329865","-0.13984958827495575","-0.13984958827495575","-0.13984958827495575"
"20","-0.1282052844762802","-0.1282052844762802","-0.1282052844762802","-0.13799746334552765","-0.13799746334552765","-0.13799746334552765"
"21","-0.30845749378204346","-0.30845749378204346","-0.30845749378204346","-0.1374027132987976","-0.1374027132987976","-0.1374027132987976"
"22","-0.0922553613781929","-0.0922553613781929","-0.0922553613781929","-0.14015471935272217","-0.14015471935272217","-0.14015471935272217"
"23","-0.1392078548669815","-0.1392078548669815","-0.1392078548669815","-0.14172488451004028","-0.14172488451004028","-0.14172488451004028"
"24","-0.17913274466991425","-0.17913274466991425","-0.17913274466991425","-0.17567338049411774","-0.17567338049411774","-0.17567338049411774"
"25","0.16293439269065857","0.16293439269065857","0.16293439269065857","0.095176100730896","0.095176100730896","0.095176100730896"
"26","0.0021833786740899086","0.0021833786740899086","0.0021833786740899086","0.034866172820329666","0.034866172820329666","0.034866172820329666"
"27","-0.06558460742235184","-0.06558460742235184","-0.06558460742235184","-0.010082450695335865","-0.010082450695335865","-0.010082450695335865"
"28","0.029009660705924034","0.029009660705924034","0.029009660705924034","-0.02584237977862358","-0.02584237977862358","-0.02584237977862358"
"29","-0.028383253142237663","-0.028383253142237663","-0.028383253142237663","-0.028693456202745438","-0.028693456202745438","-0.028693456202745438"
"30","0.11308464407920837","0.11308464407920837","0.11308464407920837","-0.030949026346206665","-0.030949026346206665","-0.030949026346206665"
"31","-0.1063377857208252","-0.1063377857208252","-0.1063377857208252","-0.04210260137915611","-0.04210260137915611","-0.04210260137915611"
"32","-0.03028310276567936","-0.03028310276567936","-0.03028310276567936","-0.044217903167009354","-0.044217903167009354","-0.044217903167009354"
"33","-0.05614500120282173","-0.05614500120282173","-0.05614500120282173","-0.03895458206534386","-0.03895458206534386","-0.03895458206534386"
"34","0.049324069172143936","0.049324069172143936","0.049324069172143936","-0.04180498048663139","-0.04180498048663139","-0.04180498048663139"
"35","-0.0405665747821331","-0.0405665747821331","-0.0405665747821331","-0.04408503696322441","-0.04408503696322441","-0.04408503696322441"
"36","-0.03361885994672775","-0.03361885994672775","-0.03361885994672775","-0.04285876825451851","-0.04285876825451851","-0.04285876825451851"
"37","-0.14031042158603668","-0.14031042158603668","-0.14031042158603668","-0.04127142205834389","-0.04127142205834389","-0.04127142205834389"
"38","-0.11025246977806091","-0.11025246977806091","-0.11025246977806091","-0.042295508086681366","-0.042295508086681366","-0.042295508086681366"
"39","-0.05385809764266014","-0.05385809764266014","-0.05385809764266014","-0.04398838058114052","-0.04398838058114052","-0.04398838058114052"
