"Step","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/8","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/8__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/8__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/8","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/8__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/8__MAX"
"0","0.13289059698581696","0.13289059698581696","0.13289059698581696","0.32353293895721436","0.32353293895721436","0.32353293895721436"
"1","0.07651225477457047","0.07651225477457047","0.07651225477457047","0.31982287764549255","0.31982287764549255","0.31982287764549255"
"2","0.005003829952329397","0.005003829952329397","0.005003829952329397","-0.06817995756864548","-0.06817995756864548","-0.06817995756864548"
"3","-0.04714473336935043","-0.04714473336935043","-0.04714473336935043","-0.10709328204393387","-0.10709328204393387","-0.10709328204393387"
"4","-0.054415807127952576","-0.054415807127952576","-0.054415807127952576","-0.0945228561758995","-0.0945228561758995","-0.0945228561758995"
"5","-0.030149657279253006","-0.030149657279253006","-0.030149657279253006","-0.12427546828985214","-0.12427546828985214","-0.12427546828985214"
"6","-0.02436312846839428","-0.02436312846839428","-0.02436312846839428","-0.11060266196727753","-0.11060266196727753","-0.11060266196727753"
"7","-0.012533891014754772","-0.012533891014754772","-0.012533891014754772","-0.12505920231342316","-0.12505920231342316","-0.12505920231342316"
"8","0.020434480160474777","0.020434480160474777","0.020434480160474777","-0.1158829778432846","-0.1158829778432846","-0.1158829778432846"
"9","-0.022282881662249565","-0.022282881662249565","-0.022282881662249565","-0.12707985937595367","-0.12707985937595367","-0.12707985937595367"
"10","0.07275985926389694","0.07275985926389694","0.07275985926389694","-0.1437721997499466","-0.1437721997499466","-0.1437721997499466"
"11","0.12902699410915375","0.12902699410915375","0.12902699410915375","-0.1393222212791443","-0.1393222212791443","-0.1393222212791443"
"12","0.09761640429496765","0.09761640429496765","0.09761640429496765","-0.131805881857872","-0.131805881857872","-0.131805881857872"
