"Step","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/2","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/2__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05 - cosine/2__MAX","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/2","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/2__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005 - cosine/2__MAX"
"0","0.17505288124084473","0.17505288124084473","0.17505288124084473","0.3605857789516449","0.3605857789516449","0.3605857789516449"
"1","0.1694360226392746","0.1694360226392746","0.1694360226392746","0.32008829712867737","0.32008829712867737","0.32008829712867737"
"2","-0.05931762233376503","-0.05931762233376503","-0.05931762233376503","-0.006986374966800213","-0.006986374966800213","-0.006986374966800213"
"3","-0.09258916229009628","-0.09258916229009628","-0.09258916229009628","-0.026377741247415543","-0.026377741247415543","-0.026377741247415543"
"4","-0.07957800477743149","-0.07957800477743149","-0.07957800477743149","-0.03602185472846031","-0.03602185472846031","-0.03602185472846031"
"5","-0.07902676612138748","-0.07902676612138748","-0.07902676612138748","-0.05477573350071907","-0.05477573350071907","-0.05477573350071907"
"6","-0.047435130923986435","-0.047435130923986435","-0.047435130923986435","-0.06702166050672531","-0.06702166050672531","-0.06702166050672531"
"7","-0.01585124433040619","-0.01585124433040619","-0.01585124433040619","-0.05237681418657303","-0.05237681418657303","-0.05237681418657303"
"8","0.008616014383733273","0.008616014383733273","0.008616014383733273","-0.06128106638789177","-0.06128106638789177","-0.06128106638789177"
"9","0.12911659479141235","0.12911659479141235","0.12911659479141235","-0.07591389864683151","-0.07591389864683151","-0.07591389864683151"
"10","0.017652850598096848","0.017652850598096848","0.017652850598096848","-0.06225993111729622","-0.06225993111729622","-0.06225993111729622"
"11","0.07643938064575195","0.07643938064575195","0.07643938064575195","-0.06019597128033638","-0.06019597128033638","-0.06019597128033638"
"12","0.12413512170314789","0.12413512170314789","0.12413512170314789","-0.06232618913054466","-0.06232618913054466","-0.06232618913054466"
"13","0.22055724263191223","0.22055724263191223","0.22055724263191223","-0.06767328083515167","-0.06767328083515167","-0.06767328083515167"
"14","0.11149099469184875","0.11149099469184875","0.11149099469184875","-0.059590741991996765","-0.059590741991996765","-0.059590741991996765"
"15","0.0672949030995369","0.0672949030995369","0.0672949030995369","-0.06965800374746323","-0.06965800374746323","-0.06965800374746323"
"16","0.05714203789830208","0.05714203789830208","0.05714203789830208","-0.05195576325058937","-0.05195576325058937","-0.05195576325058937"
"17","0.19297060370445251","0.19297060370445251","0.19297060370445251","-0.06703048199415207","-0.06703048199415207","-0.06703048199415207"
"18","-0.024368824437260628","-0.024368824437260628","-0.024368824437260628","-0.054950881749391556","-0.054950881749391556","-0.054950881749391556"
"19","0.08733408153057098","0.08733408153057098","0.08733408153057098","-0.07691314816474915","-0.07691314816474915","-0.07691314816474915"
"20","0.11055934429168701","0.11055934429168701","0.11055934429168701","-0.06145302951335907","-0.06145302951335907","-0.06145302951335907"
"21","0.23283301293849945","0.23283301293849945","0.23283301293849945","-0.06457522511482239","-0.06457522511482239","-0.06457522511482239"
"22","-0.03775101900100708","-0.03775101900100708","-0.03775101900100708","-0.06355200707912445","-0.06355200707912445","-0.06355200707912445"
"23","0.003731121774762869","0.003731121774762869","0.003731121774762869","-0.07256219536066055","-0.07256219536066055","-0.07256219536066055"
"24","0.08969906717538834","0.08969906717538834","0.08969906717538834","-0.06492576003074646","-0.06492576003074646","-0.06492576003074646"
"25","0.2857499420642853","0.2857499420642853","0.2857499420642853","0.06849098205566406","0.06849098205566406","0.06849098205566406"
"26","0.10997021943330765","0.10997021943330765","0.10997021943330765","-0.03429219126701355","-0.03429219126701355","-0.03429219126701355"
"27","0.07657322287559509","0.07657322287559509","0.07657322287559509","-0.09567402303218842","-0.09567402303218842","-0.09567402303218842"
"28","0.12811988592147827","0.12811988592147827","0.12811988592147827","-0.13689787685871124","-0.13689787685871124","-0.13689787685871124"
"29","0.1741170883178711","0.1741170883178711","0.1741170883178711","-0.15777850151062012","-0.15777850151062012","-0.15777850151062012"
"30","0.3134382963180542","0.3134382963180542","0.3134382963180542","-0.15928404033184052","-0.15928404033184052","-0.15928404033184052"
"31","0.16521623730659485","0.16521623730659485","0.16521623730659485","-0.14893826842308044","-0.14893826842308044","-0.14893826842308044"
"32","0.19281432032585144","0.19281432032585144","0.19281432032585144","-0.1587533801794052","-0.1587533801794052","-0.1587533801794052"
"33","0.06537867337465286","0.06537867337465286","0.06537867337465286","-0.17446959018707275","-0.17446959018707275","-0.17446959018707275"
"34","0.23752102255821228","0.23752102255821228","0.23752102255821228","-0.16805386543273926","-0.16805386543273926","-0.16805386543273926"
"35","0.11272452026605606","0.11272452026605606","0.11272452026605606","-0.1635076105594635","-0.1635076105594635","-0.1635076105594635"
"36","0.18608278036117554","0.18608278036117554","0.18608278036117554","-0.17146825790405273","-0.17146825790405273","-0.17146825790405273"
"37","0.1320054680109024","0.1320054680109024","0.1320054680109024","-0.18950168788433075","-0.18950168788433075","-0.18950168788433075"
"38","0.17213982343673706","0.17213982343673706","0.17213982343673706","-0.17617179453372955","-0.17617179453372955","-0.17617179453372955"
"39","0.17409612238407135","0.17409612238407135","0.17409612238407135","-0.1843731850385666","-0.1843731850385666","-0.1843731850385666"
"40","0.23927173018455505","0.23927173018455505","0.23927173018455505","-0.1963193118572235","-0.1963193118572235","-0.1963193118572235"
"41","0.18606212735176086","0.18606212735176086","0.18606212735176086","-0.1811007410287857","-0.1811007410287857","-0.1811007410287857"
"42","0.2933265268802643","0.2933265268802643","0.2933265268802643","-0.1767447292804718","-0.1767447292804718","-0.1767447292804718"
"43","0.15509745478630066","0.15509745478630066","0.15509745478630066","-0.16927975416183472","-0.16927975416183472","-0.16927975416183472"
"44","0.2160622477531433","0.2160622477531433","0.2160622477531433","-0.19712881743907928","-0.19712881743907928","-0.19712881743907928"
"45","0.17574872076511383","0.17574872076511383","0.17574872076511383","-0.18064753711223602","-0.18064753711223602","-0.18064753711223602"
"46","0.21665626764297485","0.21665626764297485","0.21665626764297485","-0.1813879907131195","-0.1813879907131195","-0.1813879907131195"
"47","0.1686359941959381","0.1686359941959381","0.1686359941959381","-0.17892782390117645","-0.17892782390117645","-0.17892782390117645"
"48","0.2567508816719055","0.2567508816719055","0.2567508816719055","-0.1864359825849533","-0.1864359825849533","-0.1864359825849533"
"49","0.17554756999015808","0.17554756999015808","0.17554756999015808","-0.1908818930387497","-0.1908818930387497","-0.1908818930387497"
"50","0.15924040973186493","0.15924040973186493","0.15924040973186493","0.059476982802152634","0.059476982802152634","0.059476982802152634"
"51","0.23366504907608032","0.23366504907608032","0.23366504907608032","0.007322470657527447","0.007322470657527447","0.007322470657527447"
"52","0.05770181864500046","0.05770181864500046","0.05770181864500046","-0.015873366966843605","-0.015873366966843605","-0.015873366966843605"
"53","0.16080333292484283","0.16080333292484283","0.16080333292484283","-0.02792835235595703","-0.02792835235595703","-0.02792835235595703"
"54","0.11901550740003586","0.11901550740003586","0.11901550740003586","-0.0340258963406086","-0.0340258963406086","-0.0340258963406086"
"55","0.31939905881881714","0.31939905881881714","0.31939905881881714","-0.0425955206155777","-0.0425955206155777","-0.0425955206155777"
"56","0.22062572836875916","0.22062572836875916","0.22062572836875916","-0.04103630781173706","-0.04103630781173706","-0.04103630781173706"
"57","0.07137692719697952","0.07137692719697952","0.07137692719697952","-0.0510806180536747","-0.0510806180536747","-0.0510806180536747"
"58","0.27424225211143494","0.27424225211143494","0.27424225211143494","-0.050645314157009125","-0.050645314157009125","-0.050645314157009125"
"59","0.1975705921649933","0.1975705921649933","0.1975705921649933","-0.0708422064781189","-0.0708422064781189","-0.0708422064781189"
"60","0.30927324295043945","0.30927324295043945","0.30927324295043945","-0.06519778817892075","-0.06519778817892075","-0.06519778817892075"
"61","0.2562525272369385","0.2562525272369385","0.2562525272369385","-0.06681907176971436","-0.06681907176971436","-0.06681907176971436"
"62","0.24289198219776154","0.24289198219776154","0.24289198219776154","-0.0671623945236206","-0.0671623945236206","-0.0671623945236206"
