"Step","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MIN","[Precise_main_code]IMAGENET1k_PreciseModel_PreciseFCL_adam_lr0.001 - Local/Averaged Test Accuracy__MAX"
"3034","0.501","0.501","0.501"
"3035","0.5155","0.5155","0.5155"
"3036","0.4565","0.4565","0.4565"
"3037","0.507","0.507","0.507"
"3038","0.488","0.488","0.488"
"3039","0.5275","0.5275","0.5275"
"3040","0.092","0.092","0.092"
"3041","0.35","0.35","0.35"
"3042","0.5","0.5","0.5"
"3043","0.5235","0.5235","0.5235"
"3044","0.471","0.471","0.471"
"3045","0.508","0.508","0.508"
"3046","0.3665","0.3665","0.3665"
"3047","0.594","0.594","0.594"
"3048","0.5635","0.5635","0.5635"
"3049","0.548","0.548","0.548"
"3050","0.2","0.2","0.2"
"3051","0.525","0.525","0.525"
"3052","0.5845","0.5845","0.5845"
"3053","0.5725","0.5725","0.5725"
"3054","0.544","0.544","0.544"
"3055","0.578","0.578","0.578"
"3056","0.5835","0.5835","0.5835"
"3057","0.5995","0.5995","0.5995"
"3058","0.6025","0.6025","0.6025"
"3059","0.6365","0.6365","0.6365"
"3060","0.055","0.055","0.055"
"3061","0.4815","0.4815","0.4815"
"3062","0.516","0.516","0.516"
"3063","0.572","0.572","0.572"
"3064","0.582","0.582","0.582"
"3065","0.638","0.638","0.638"
"3066","0.5535","0.5535","0.5535"
"3067","0.6325","0.6325","0.6325"
"3068","0.583","0.583","0.583"
"3069","0.5855","0.5855","0.5855"
"3070","0.241","0.241","0.241"
"3071","0.5075","0.5075","0.5075"
"3072","0.4185","0.4185","0.4185"
"3073","0.4525","0.4525","0.4525"
"3074","0.4415","0.4415","0.4415"
"3075","0.3785","0.3785","0.3785"
"3076","0.37","0.37","0.37"
"3077","0.404","0.404","0.404"
"3078","0.432","0.432","0.432"
"3079","0.4485","0.4485","0.4485"
"3080","0.113","0.113","0.113"
"3081","0.472","0.472","0.472"
"3082","0.5205","0.5205","0.5205"
"3083","0.49","0.49","0.49"
"3084","0.4485","0.4485","0.4485"
"3085","0.4005","0.4005","0.4005"
"3086","0.428","0.428","0.428"
"3087","0.311","0.311","0.311"
"3088","0.3445","0.3445","0.3445"
"3089","0.3705","0.3705","0.3705"
"3090","0","0","0"
"3091","0.435","0.435","0.435"
"3092","0.527","0.527","0.527"
"3093","0.5105","0.5105","0.5105"
"3094","0.581","0.581","0.581"
"3095","0.4725","0.4725","0.4725"
"3096","0.562","0.562","0.562"
"3097","0.5665","0.5665","0.5665"
"3098","0.6265","0.6265","0.6265"
"3099","0.5755","0.5755","0.5755"
"3100","0.008","0.008","0.008"
"3101","0.437","0.437","0.437"
"3102","0.5325","0.5325","0.5325"
"3103","0.5115","0.5115","0.5115"
"3104","0.5225","0.5225","0.5225"
"3105","0.5215","0.5215","0.5215"
"3106","0.528","0.528","0.528"
"3107","0.517","0.517","0.517"
"3108","0.509","0.509","0.509"
"3109","0.4885","0.4885","0.4885"
"3110","0.05","0.05","0.05"
"3111","0.45","0.45","0.45"
"3112","0.5","0.5","0.5"
"3113","0.5","0.5","0.5"
"3114","0.518","0.518","0.518"
"3115","0.53","0.53","0.53"
"3116","0.5","0.5","0.5"
"3117","0.5175","0.5175","0.5175"
"3118","0.4535","0.4535","0.4535"
"3119","0.5305","0.5305","0.5305"
"3120","0.05","0.05","0.05"
"3121","0.45","0.45","0.45"
"3122","0.522","0.522","0.522"
"3123","0.4","0.4","0.4"
"3124","0.5","0.5","0.5"
"3125","0.5","0.5","0.5"
"3126","0.4995","0.4995","0.4995"
"3127","0.421","0.421","0.421"
"3128","0.518","0.518","0.518"
"3129","0.502","0.502","0.502"
"3130","0.05","0.05","0.05"
"3131","0.3835","0.3835","0.3835"
"3132","0.544","0.544","0.544"
"3133","0.5035","0.5035","0.5035"
"3134","0.523","0.523","0.523"
"3135","0.548","0.548","0.548"
"3136","0.514","0.514","0.514"
"3137","0.5685","0.5685","0.5685"
"3138","0.5185","0.5185","0.5185"
"3139","0.52","0.52","0.52"
"3140","0.095","0.095","0.095"
"3141","0.504","0.504","0.504"
"3142","0.5055","0.5055","0.5055"
"3143","0.6055","0.6055","0.6055"
"3144","0.6","0.6","0.6"
"3145","0.5565","0.5565","0.5565"
"3146","0.5745","0.5745","0.5745"
"3147","0.635","0.635","0.635"
"3148","0.6335","0.6335","0.6335"
"3149","0.641","0.641","0.641"
"3150","0.0645","0.0645","0.0645"
"3151","0.398","0.398","0.398"
"3152","0.484","0.484","0.484"
"3153","0.54","0.54","0.54"
"3154","0.503","0.503","0.503"
"3155","0.4665","0.4665","0.4665"
"3156","0.5365","0.5365","0.5365"
"3157","0.511","0.511","0.511"
"3158","0.5085","0.5085","0.5085"
"3159","0.5435","0.5435","0.5435"
"3160","0.0495","0.0495","0.0495"
"3161","0.429","0.429","0.429"
"3162","0.5015","0.5015","0.5015"
"3163","0.508","0.508","0.508"
"3164","0.5265","0.5265","0.5265"
"3165","0.541","0.541","0.541"
"3166","0.5395","0.5395","0.5395"
"3167","0.56","0.56","0.56"
"3168","0.5035","0.5035","0.5035"
"3169","0.5175","0.5175","0.5175"
"3170","0.0955","0.0955","0.0955"
"3171","0.338","0.338","0.338"
"3172","0.4305","0.4305","0.4305"
"3173","0.54","0.54","0.54"
"3174","0.5065","0.5065","0.5065"
"3175","0.4035","0.4035","0.4035"
"3176","0.4275","0.4275","0.4275"
"3177","0.501","0.501","0.501"
"3178","0.417","0.417","0.417"
"3179","0.4255","0.4255","0.4255"
"3180","0.056","0.056","0.056"
"3181","0.412","0.412","0.412"
"3182","0.4975","0.4975","0.4975"
"3183","0.524","0.524","0.524"
"3184","0.539","0.539","0.539"
"3185","0.518","0.518","0.518"
"3186","0.5295","0.5295","0.5295"
"3187","0.5365","0.5365","0.5365"
"3188","0.5305","0.5305","0.5305"
"3189","0.53","0.53","0.53"
"3190","0.149","0.149","0.149"
"3191","0.4575","0.4575","0.4575"
"3192","0.495","0.495","0.495"
"3193","0.5375","0.5375","0.5375"
"3194","0.5275","0.5275","0.5275"
"3195","0.5875","0.5875","0.5875"
"3196","0.5745","0.5745","0.5745"
"3197","0.57","0.57","0.57"
"3198","0.581","0.581","0.581"
"3199","0.553","0.553","0.553"
"3200","0.0505","0.0505","0.0505"
"3201","0.4955","0.4955","0.4955"
"3202","0.565","0.565","0.565"
"3203","0.563","0.563","0.563"
"3204","0.5155","0.5155","0.5155"
"3205","0.5945","0.5945","0.5945"
"3206","0.545","0.545","0.545"
"3207","0.539","0.539","0.539"
"3208","0.481","0.481","0.481"
"3209","0.563","0.563","0.563"
"3210","0.1165","0.1165","0.1165"
"3211","0.315","0.315","0.315"
"3212","0.491","0.491","0.491"
"3213","0.497","0.497","0.497"
"3214","0.5835","0.5835","0.5835"
"3215","0.6085","0.6085","0.6085"
"3216","0.563","0.563","0.563"
"3217","0.58","0.58","0.58"
"3218","0.583","0.583","0.583"
"3219","0.5915","0.5915","0.5915"
"3220","0.1","0.1","0.1"
"3221","0.481","0.481","0.481"
"3222","0.5585","0.5585","0.5585"
"3223","0.559","0.559","0.559"
"3224","0.559","0.559","0.559"
"3225","0.514","0.514","0.514"
"3226","0.548","0.548","0.548"
"3227","0.5365","0.5365","0.5365"
"3228","0.569","0.569","0.569"
"3229","0.535","0.535","0.535"
"3230","0.105","0.105","0.105"
"3231","0.491","0.491","0.491"
"3232","0.5385","0.5385","0.5385"
"3233","0.536","0.536","0.536"
"3234","0.529","0.529","0.529"
"3235","0.4005","0.4005","0.4005"
"3236","0.55","0.55","0.55"
"3237","0.552","0.552","0.552"
"3238","0.5875","0.5875","0.5875"
"3239","0.598","0.598","0.598"
"3240","0.0615","0.0615","0.0615"
"3241","0.5225","0.5225","0.5225"
"3242","0.5155","0.5155","0.5155"
"3243","0.5765","0.5765","0.5765"
"3244","0.598","0.598","0.598"
"3245","0.5965","0.5965","0.5965"
"3246","0.561","0.561","0.561"
"3247","0.5935","0.5935","0.5935"
"3248","0.5585","0.5585","0.5585"
"3249","0.591","0.591","0.591"
"3250","0.09","0.09","0.09"
"3251","0.484","0.484","0.484"
"3252","0.391","0.391","0.391"
"3253","0.5315","0.5315","0.5315"
"3254","0.4455","0.4455","0.4455"
"3255","0.496","0.496","0.496"
"3256","0.475","0.475","0.475"
"3257","0.5535","0.5535","0.5535"
"3258","0.5465","0.5465","0.5465"
"3259","0.5155","0.5155","0.5155"
"3260","0.035","0.035","0.035"
"3261","0.452","0.452","0.452"
"3262","0.5645","0.5645","0.5645"
"3263","0.5415","0.5415","0.5415"
"3264","0.6255","0.6255","0.6255"
"3265","0.588","0.588","0.588"
"3266","0.597","0.597","0.597"
"3267","0.596","0.596","0.596"
"3268","0.561","0.561","0.561"
"3269","0.618","0.618","0.618"
"3270","0.0615","0.0615","0.0615"
"3271","0.445","0.445","0.445"
"3272","0.584","0.584","0.584"
"3273","0.601","0.601","0.601"
"3274","0.5855","0.5855","0.5855"
"3275","0.568","0.568","0.568"
"3276","0.5515","0.5515","0.5515"
"3277","0.606","0.606","0.606"
"3278","0.578","0.578","0.578"
"3279","0.6005","0.6005","0.6005"
"3280","0.034","0.034","0.034"
"3281","0.475","0.475","0.475"
"3282","0.526","0.526","0.526"
"3283","0.509","0.509","0.509"
"3284","0.5305","0.5305","0.5305"
"3285","0.509","0.509","0.509"
"3286","0.463","0.463","0.463"
"3287","0.5","0.5","0.5"
"3288","0.4905","0.4905","0.4905"
"3289","0.529","0.529","0.529"
"3290","0.019","0.019","0.019"
"3291","0.4815","0.4815","0.4815"
"3292","0.5465","0.5465","0.5465"
"3293","0.467","0.467","0.467"
"3294","0.507","0.507","0.507"
"3295","0.561","0.561","0.561"
"3296","0.5835","0.5835","0.5835"
"3297","0.559","0.559","0.559"
"3298","0.564","0.564","0.564"
"3299","0.491","0.491","0.491"
"3300","0.1","0.1","0.1"
"3301","0.4025","0.4025","0.4025"
"3302","0.211","0.211","0.211"
"3303","0.5025","0.5025","0.5025"
"3304","0.5045","0.5045","0.5045"
"3305","0.4135","0.4135","0.4135"
"3306","0.5595","0.5595","0.5595"
"3307","0.511","0.511","0.511"
"3308","0.4835","0.4835","0.4835"
"3309","0.505","0.505","0.505"
"3310","0.094","0.094","0.094"
"3311","0.5415","0.5415","0.5415"
"3312","0.533","0.533","0.533"
"3313","0.552","0.552","0.552"
"3314","0.578","0.578","0.578"
"3315","0.558","0.558","0.558"
"3316","0.5635","0.5635","0.5635"
"3317","0.564","0.564","0.564"
"3318","0.567","0.567","0.567"
"3319","0.554","0.554","0.554"
"3320","0.079","0.079","0.079"
"3321","0.4325","0.4325","0.4325"
"3322","0.501","0.501","0.501"
"3323","0.4815","0.4815","0.4815"
"3324","0.513","0.513","0.513"
"3325","0.5045","0.5045","0.5045"
"3326","0.5685","0.5685","0.5685"
"3327","0.558","0.558","0.558"
"3328","0.562","0.562","0.562"
"3329","0.559","0.559","0.559"
"3330","0.1","0.1","0.1"
"3331","0.4575","0.4575","0.4575"
"3332","0.447","0.447","0.447"
"3333","0.4035","0.4035","0.4035"
"3334","0.387","0.387","0.387"
"3335","0.373","0.373","0.373"
"3336","0.4605","0.4605","0.4605"
"3337","0.4785","0.4785","0.4785"
"3338","0.4555","0.4555","0.4555"
"3339","0.4665","0.4665","0.4665"
"3340","0.1465","0.1465","0.1465"
"3341","0.4235","0.4235","0.4235"
"3342","0.4585","0.4585","0.4585"
"3343","0.4355","0.4355","0.4355"
"3344","0.384","0.384","0.384"
"3345","0.438","0.438","0.438"
"3346","0.4035","0.4035","0.4035"
"3347","0.4345","0.4345","0.4345"
"3348","0.417","0.417","0.417"
"3349","0.426","0.426","0.426"
"3350","0.0615","0.0615","0.0615"
"3351","0.411","0.411","0.411"
"3352","0.5025","0.5025","0.5025"
"3353","0.5265","0.5265","0.5265"
"3354","0.5355","0.5355","0.5355"
"3355","0.55","0.55","0.55"
"3356","0.5155","0.5155","0.5155"
"3357","0.5315","0.5315","0.5315"
"3358","0.535","0.535","0.535"
"3359","0.491","0.491","0.491"
"3360","0.0995","0.0995","0.0995"
"3361","0.476","0.476","0.476"
"3362","0.5815","0.5815","0.5815"
"3363","0.5535","0.5535","0.5535"
"3364","0.6355","0.6355","0.6355"
"3365","0.5215","0.5215","0.5215"
"3366","0.6545","0.6545","0.6545"
"3367","0.6255","0.6255","0.6255"
"3368","0.657","0.657","0.657"
"3369","0.6485","0.6485","0.6485"
"3370","0.0475","0.0475","0.0475"
"3371","0.527","0.527","0.527"
"3372","0.5965","0.5965","0.5965"
"3373","0.6495","0.6495","0.6495"
"3374","0.545","0.545","0.545"
"3375","0.6285","0.6285","0.6285"
"3376","0.614","0.614","0.614"
"3377","0.588","0.588","0.588"
"3378","0.612","0.612","0.612"
"3379","0.575","0.575","0.575"
"3380","0.1435","0.1435","0.1435"
"3381","0.477","0.477","0.477"
"3382","0.57","0.57","0.57"
"3383","0.5325","0.5325","0.5325"
"3384","0.5465","0.5465","0.5465"
"3385","0.5315","0.5315","0.5315"
"3386","0.5455","0.5455","0.5455"
"3387","0.6265","0.6265","0.6265"
"3388","0.496","0.496","0.496"
"3389","0.5665","0.5665","0.5665"
"3390","0.0695","0.0695","0.0695"
"3391","0.507","0.507","0.507"
"3392","0.5405","0.5405","0.5405"
"3393","0.5255","0.5255","0.5255"
"3394","0.5235","0.5235","0.5235"
"3395","0.541","0.541","0.541"
"3396","0.567","0.567","0.567"
"3397","0.6055","0.6055","0.6055"
"3398","0.608","0.608","0.608"
"3399","0.682","0.682","0.682"
"3400","0.1535","0.1535","0.1535"
"3401","0.546","0.546","0.546"
"3402","0.594","0.594","0.594"
"3403","0.5135","0.5135","0.5135"
"3404","0.5445","0.5445","0.5445"
"3405","0.304","0.304","0.304"
"3406","0.534","0.534","0.534"
"3407","0.5085","0.5085","0.5085"
"3408","0.5875","0.5875","0.5875"
"3409","0.5765","0.5765","0.5765"
"3410","0","0","0"
"3411","0.455","0.455","0.455"
"3412","0.5615","0.5615","0.5615"
"3413","0.555","0.555","0.555"
"3414","0.538","0.538","0.538"
"3415","0.5365","0.5365","0.5365"
"3416","0.541","0.541","0.541"
"3417","0.58","0.58","0.58"
"3418","0.6075","0.6075","0.6075"
"3419","0.593","0.593","0.593"
"3420","0.1305","0.1305","0.1305"
"3421","0.5185","0.5185","0.5185"
"3422","0.588","0.588","0.588"
"3423","0.5475","0.5475","0.5475"
"3424","0.5175","0.5175","0.5175"
"3425","0.5665","0.5665","0.5665"
"3426","0.5685","0.5685","0.5685"
"3427","0.6285","0.6285","0.6285"
"3428","0.595","0.595","0.595"
"3429","0.5935","0.5935","0.5935"
"3430","0.1545","0.1545","0.1545"
"3431","0.399","0.399","0.399"
"3432","0.455","0.455","0.455"
"3433","0.5545","0.5545","0.5545"
"3434","0.4935","0.4935","0.4935"
"3435","0.576","0.576","0.576"
"3436","0.6105","0.6105","0.6105"
"3437","0.5865","0.5865","0.5865"
"3438","0.613","0.613","0.613"
"3439","0.597","0.597","0.597"
"3440","0.05","0.05","0.05"
"3441","0.4415","0.4415","0.4415"
"3442","0.564","0.564","0.564"
"3443","0.555","0.555","0.555"
"3444","0.603","0.603","0.603"
"3445","0.5845","0.5845","0.5845"
"3446","0.534","0.534","0.534"
"3447","0.613","0.613","0.613"
"3448","0.635","0.635","0.635"
"3449","0.5565","0.5565","0.5565"
"3450","0.109","0.109","0.109"
"3451","0.4045","0.4045","0.4045"
"3452","0.508","0.508","0.508"
"3453","0.536","0.536","0.536"
"3454","0.462","0.462","0.462"
"3455","0.5365","0.5365","0.5365"
"3456","0.495","0.495","0.495"
"3457","0.531","0.531","0.531"
"3458","0.5025","0.5025","0.5025"
"3459","0.5085","0.5085","0.5085"
"3460","0.002","0.002","0.002"
"3461","0.508","0.508","0.508"
"3462","0.5325","0.5325","0.5325"
"3463","0.5255","0.5255","0.5255"
"3464","0.4915","0.4915","0.4915"
"3465","0.554","0.554","0.554"
"3466","0.4615","0.4615","0.4615"
"3467","0.602","0.602","0.602"
"3468","0.6005","0.6005","0.6005"
"3469","0.655","0.655","0.655"
"3470","0.089","0.089","0.089"
"3471","0.5665","0.5665","0.5665"
"3472","0.5895","0.5895","0.5895"
"3473","0.615","0.615","0.615"
"3474","0.579","0.579","0.579"
"3475","0.584","0.584","0.584"
"3476","0.61","0.61","0.61"
"3477","0.6145","0.6145","0.6145"
"3478","0.642","0.642","0.642"
"3479","0.561","0.561","0.561"
"3480","0.1","0.1","0.1"
"3481","0.288","0.288","0.288"
"3482","0.5615","0.5615","0.5615"
"3483","0.529","0.529","0.529"
"3484","0.4645","0.4645","0.4645"
"3485","0.6095","0.6095","0.6095"
"3486","0.5765","0.5765","0.5765"
"3487","0.596","0.596","0.596"
"3488","0.4915","0.4915","0.4915"
"3489","0.593","0.593","0.593"
"3490","0.0695","0.0695","0.0695"
"3491","0.496","0.496","0.496"
"3492","0.51","0.51","0.51"
"3493","0.5015","0.5015","0.5015"
"3494","0.5","0.5","0.5"
"3495","0.4065","0.4065","0.4065"
"3496","0.528","0.528","0.528"
"3497","0.5475","0.5475","0.5475"
"3498","0.4835","0.4835","0.4835"
"3499","0.5185","0.5185","0.5185"
"3500","0.1665","0.1665","0.1665"
"3501","0.4495","0.4495","0.4495"
"3502","0.553","0.553","0.553"
"3503","0.5335","0.5335","0.5335"
"3504","0.577","0.577","0.577"
"3505","0.5615","0.5615","0.5615"
"3506","0.5825","0.5825","0.5825"
"3507","0.61","0.61","0.61"
"3508","0.567","0.567","0.567"
"3509","0.619","0.619","0.619"
"3510","0.019","0.019","0.019"
"3511","0.49","0.49","0.49"
"3512","0.5445","0.5445","0.5445"
"3513","0.547","0.547","0.547"
"3514","0.506","0.506","0.506"
"3515","0.539","0.539","0.539"
"3516","0.56","0.56","0.56"
"3517","0.5495","0.5495","0.5495"
"3518","0.5925","0.5925","0.5925"
"3519","0.5875","0.5875","0.5875"
"3520","0.1295","0.1295","0.1295"
"3521","0.5725","0.5725","0.5725"
"3522","0.628","0.628","0.628"
"3523","0.643","0.643","0.643"
"3524","0.643","0.643","0.643"
"3525","0.661","0.661","0.661"
"3526","0.6565","0.6565","0.6565"
"3527","0.678","0.678","0.678"
"3528","0.6955","0.6955","0.6955"
"3529","0.614","0.614","0.614"
"3530","0.1","0.1","0.1"
"3531","0.4615","0.4615","0.4615"
"3532","0.549","0.549","0.549"
"3533","0.5585","0.5585","0.5585"
"3534","0.528","0.528","0.528"
"3535","0.5495","0.5495","0.5495"
"3536","0.5515","0.5515","0.5515"
"3537","0.597","0.597","0.597"
"3538","0.5765","0.5765","0.5765"
"3539","0.564","0.564","0.564"
"3540","0.0505","0.0505","0.0505"
"3541","0.5455","0.5455","0.5455"
"3542","0.5285","0.5285","0.5285"
"3543","0.539","0.539","0.539"
"3544","0.5755","0.5755","0.5755"
"3545","0.593","0.593","0.593"
"3546","0.5665","0.5665","0.5665"
"3547","0.5965","0.5965","0.5965"
"3548","0.5565","0.5565","0.5565"
"3549","0.5865","0.5865","0.5865"
"3550","0.1","0.1","0.1"
"3551","0.549","0.549","0.549"
"3552","0.5685","0.5685","0.5685"
"3553","0.5","0.5","0.5"
"3554","0.58","0.58","0.58"
"3555","0.573","0.573","0.573"
"3556","0.598","0.598","0.598"
"3557","0.554","0.554","0.554"
"3558","0.5565","0.5565","0.5565"
"3559","0.613","0.613","0.613"
"3560","0.1","0.1","0.1"
"3561","0.4565","0.4565","0.4565"
"3562","0.5415","0.5415","0.5415"
"3563","0.535","0.535","0.535"
"3564","0.5625","0.5625","0.5625"
"3565","0.581","0.581","0.581"
"3566","0.599","0.599","0.599"
"3567","0.5405","0.5405","0.5405"
"3568","0.503","0.503","0.503"
"3569","0.535","0.535","0.535"
"3570","0.133","0.133","0.133"
"3571","0.5","0.5","0.5"
"3572","0.5405","0.5405","0.5405"
"3573","0.559","0.559","0.559"
"3574","0.553","0.553","0.553"
"3575","0.522","0.522","0.522"
"3576","0.491","0.491","0.491"
"3577","0.45","0.45","0.45"
"3578","0.487","0.487","0.487"
"3579","0.517","0.517","0.517"
"3580","0.05","0.05","0.05"
"3581","0.5095","0.5095","0.5095"
"3582","0.5","0.5","0.5"
"3583","0.5545","0.5545","0.5545"
"3584","0.5425","0.5425","0.5425"
"3585","0.5455","0.5455","0.5455"
"3586","0.5415","0.5415","0.5415"
"3587","0.5285","0.5285","0.5285"
"3588","0.5685","0.5685","0.5685"
"3589","0.539","0.539","0.539"
"3590","0.243","0.243","0.243"
"3591","0.507","0.507","0.507"
"3592","0.5045","0.5045","0.5045"
"3593","0.4945","0.4945","0.4945"
"3594","0.491","0.491","0.491"
"3595","0.479","0.479","0.479"
"3596","0.507","0.507","0.507"
"3597","0.4605","0.4605","0.4605"
"3598","0.5025","0.5025","0.5025"
"3599","0.487","0.487","0.487"
"3600","0.05","0.05","0.05"
"3601","0.3925","0.3925","0.3925"
"3602","0.518","0.518","0.518"
"3603","0.5115","0.5115","0.5115"
"3604","0.5155","0.5155","0.5155"
"3605","0.5275","0.5275","0.5275"
"3606","0.5255","0.5255","0.5255"
"3607","0.562","0.562","0.562"
"3608","0.564","0.564","0.564"
"3609","0.5405","0.5405","0.5405"
"3610","0.0405","0.0405","0.0405"
"3611","0.5","0.5","0.5"
"3612","0.5125","0.5125","0.5125"
"3613","0.5005","0.5005","0.5005"
"3614","0.512","0.512","0.512"
"3615","0.516","0.516","0.516"
"3616","0.503","0.503","0.503"
"3617","0.5585","0.5585","0.5585"
"3618","0.502","0.502","0.502"
"3619","0.5335","0.5335","0.5335"
"3620","0.15","0.15","0.15"
"3621","0.3325","0.3325","0.3325"
"3622","0.5","0.5","0.5"
"3623","0.5","0.5","0.5"
"3624","0.518","0.518","0.518"
"3625","0.5","0.5","0.5"
"3626","0.5","0.5","0.5"
"3627","0.5","0.5","0.5"
"3628","0.5","0.5","0.5"
"3629","0.507","0.507","0.507"
"3630","0.0845","0.0845","0.0845"
"3631","0.4315","0.4315","0.4315"
"3632","0.5005","0.5005","0.5005"
"3633","0.5075","0.5075","0.5075"
"3634","0.442","0.442","0.442"
"3635","0.5055","0.5055","0.5055"
"3636","0.494","0.494","0.494"
"3637","0.522","0.522","0.522"
"3638","0.44","0.44","0.44"
"3639","0.535","0.535","0.535"
"3640","0","0","0"
"3641","0.4495","0.4495","0.4495"
"3642","0.51","0.51","0.51"
"3643","0.494","0.494","0.494"
"3644","0.538","0.538","0.538"
"3645","0.459","0.459","0.459"
"3646","0.458","0.458","0.458"
"3647","0.4945","0.4945","0.4945"
"3648","0.473","0.473","0.473"
"3649","0.465","0.465","0.465"
"3650","0.0685","0.0685","0.0685"
"3651","0.4005","0.4005","0.4005"
"3652","0.5","0.5","0.5"
"3653","0.5","0.5","0.5"
"3654","0.4","0.4","0.4"
"3655","0.5","0.5","0.5"
"3656","0.5","0.5","0.5"
"3657","0.5535","0.5535","0.5535"
"3658","0.5","0.5","0.5"
"3659","0.4865","0.4865","0.4865"
"3660","0.1","0.1","0.1"
"3661","0.45","0.45","0.45"
"3662","0.509","0.509","0.509"
"3663","0.517","0.517","0.517"
"3664","0.4685","0.4685","0.4685"
"3665","0.5","0.5","0.5"
"3666","0.463","0.463","0.463"
"3667","0.5","0.5","0.5"
"3668","0.4625","0.4625","0.4625"
"3669","0.502","0.502","0.502"
"3670","0.05","0.05","0.05"
"3671","0.498","0.498","0.498"
"3672","0.51","0.51","0.51"
"3673","0.5195","0.5195","0.5195"
"3674","0.498","0.498","0.498"
"3675","0.525","0.525","0.525"
"3676","0.503","0.503","0.503"
"3677","0.482","0.482","0.482"
"3678","0.546","0.546","0.546"
"3679","0.534","0.534","0.534"
"3680","0.1045","0.1045","0.1045"
"3681","0.4","0.4","0.4"
"3682","0.507","0.507","0.507"
"3683","0.5065","0.5065","0.5065"
"3684","0.53","0.53","0.53"
"3685","0.49","0.49","0.49"
"3686","0.525","0.525","0.525"
"3687","0.503","0.503","0.503"
"3688","0.4585","0.4585","0.4585"
"3689","0.5415","0.5415","0.5415"
"3690","0.0115","0.0115","0.0115"
"3691","0.5495","0.5495","0.5495"
"3692","0.5405","0.5405","0.5405"
"3693","0.5175","0.5175","0.5175"
"3694","0.533","0.533","0.533"
"3695","0.539","0.539","0.539"
"3696","0.533","0.533","0.533"
"3697","0.459","0.459","0.459"
"3698","0.5145","0.5145","0.5145"
"3699","0.546","0.546","0.546"
"3700","0","0","0"
"3701","0.492","0.492","0.492"
"3702","0.5095","0.5095","0.5095"
"3703","0.5105","0.5105","0.5105"
"3704","0.5315","0.5315","0.5315"
"3705","0.5225","0.5225","0.5225"
"3706","0.481","0.481","0.481"
"3707","0.475","0.475","0.475"
"3708","0.5","0.5","0.5"
"3709","0.528","0.528","0.528"
"3710","0.159","0.159","0.159"
"3711","0.5235","0.5235","0.5235"
"3712","0.5175","0.5175","0.5175"
"3713","0.525","0.525","0.525"
"3714","0.4645","0.4645","0.4645"
"3715","0.523","0.523","0.523"
"3716","0.4865","0.4865","0.4865"
"3717","0.555","0.555","0.555"
"3718","0.5235","0.5235","0.5235"
"3719","0.5575","0.5575","0.5575"
"3720","0.0995","0.0995","0.0995"
"3721","0.511","0.511","0.511"
"3722","0.527","0.527","0.527"
"3723","0.4905","0.4905","0.4905"
"3724","0.4505","0.4505","0.4505"
"3725","0.478","0.478","0.478"
"3726","0.542","0.542","0.542"
"3727","0.503","0.503","0.503"
"3728","0.576","0.576","0.576"
"3729","0.532","0.532","0.532"
"3730","0.113","0.113","0.113"
"3731","0.514","0.514","0.514"
"3732","0.51","0.51","0.51"
"3733","0.514","0.514","0.514"
"3734","0.5105","0.5105","0.5105"
"3735","0.495","0.495","0.495"
"3736","0.532","0.532","0.532"
"3737","0.493","0.493","0.493"
"3738","0.5145","0.5145","0.5145"
"3739","0.5185","0.5185","0.5185"
"3740","0.053","0.053","0.053"
"3741","0.4695","0.4695","0.4695"
"3742","0.539","0.539","0.539"
"3743","0.5","0.5","0.5"
"3744","0.4935","0.4935","0.4935"
"3745","0.5515","0.5515","0.5515"
"3746","0.4905","0.4905","0.4905"
"3747","0.5875","0.5875","0.5875"
"3748","0.5625","0.5625","0.5625"
"3749","0.6005","0.6005","0.6005"
"3750","0.123","0.123","0.123"
"3751","0.4745","0.4745","0.4745"
"3752","0.492","0.492","0.492"
"3753","0.495","0.495","0.495"
"3754","0.503","0.503","0.503"
"3755","0.444","0.444","0.444"
"3756","0.5375","0.5375","0.5375"
"3757","0.5385","0.5385","0.5385"
"3758","0.4865","0.4865","0.4865"
"3759","0.5355","0.5355","0.5355"
"3760","0.044","0.044","0.044"
"3761","0.505","0.505","0.505"
"3762","0.552","0.552","0.552"
"3763","0.545","0.545","0.545"
"3764","0.5255","0.5255","0.5255"
"3765","0.578","0.578","0.578"
"3766","0.5265","0.5265","0.5265"
"3767","0.531","0.531","0.531"
"3768","0.585","0.585","0.585"
"3769","0.547","0.547","0.547"
"3770","0.079","0.079","0.079"
"3771","0.4535","0.4535","0.4535"
"3772","0.5795","0.5795","0.5795"
"3773","0.541","0.541","0.541"
"3774","0.5905","0.5905","0.5905"
"3775","0.5575","0.5575","0.5575"
"3776","0.6385","0.6385","0.6385"
"3777","0.5495","0.5495","0.5495"
"3778","0.6125","0.6125","0.6125"
"3779","0.634","0.634","0.634"
"3780","0.1385","0.1385","0.1385"
"3781","0.5185","0.5185","0.5185"
"3782","0.494","0.494","0.494"
"3783","0.541","0.541","0.541"
"3784","0.4795","0.4795","0.4795"
"3785","0.5335","0.5335","0.5335"
"3786","0.4835","0.4835","0.4835"
"3787","0.4865","0.4865","0.4865"
