"Step","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stgm_rounds=25, stgm_learning_rate=50, stgm_momentum=0.1, stgm_step_size=10, stgm_gamma=0.7, stgm_c=0.4, stgm_meta_lr=0.5, grad_balance=True, local_epochs=3, local_learning_rate=0.05 - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stgm_rounds=25, stgm_learning_rate=50, stgm_momentum=0.1, stgm_step_size=10, stgm_gamma=0.7, stgm_c=0.4, stgm_meta_lr=0.5, grad_balance=True, local_epochs=3, local_learning_rate=0.05 - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stgm_rounds=25, stgm_learning_rate=50, stgm_momentum=0.1, stgm_step_size=10, stgm_gamma=0.7, stgm_c=0.4, stgm_meta_lr=0.5, grad_balance=True, local_epochs=3, local_learning_rate=0.05 - Global/Averaged Test Accuracy__MAX"
"26907","0.2325","0.2325","0.2325"
"26913","0.3385","0.3385","0.3385"
"26925","0.3875","0.3875","0.3875"
"26929","0.394","0.394","0.394"
"26948","0.4095","0.4095","0.4095"
"26964","0.416","0.416","0.416"
"26972","0.4155","0.4155","0.4155"
"26976","0.4135","0.4135","0.4135"
"26982","0.4215","0.4215","0.4215"
"26993","0.418","0.418","0.418"
"27006","0.2065","0.2065","0.2065"
"27007","0.2355","0.2355","0.2355"
"27014","0.3385","0.3385","0.3385"
"27017","0.354","0.354","0.354"
"27021","0.3625","0.3625","0.3625"
"27026","0.3765","0.3765","0.3765"
"27030","0.383","0.383","0.383"
"27032","0.383","0.383","0.383"
"27037","0.387","0.387","0.387"
"27038","0.3885","0.3885","0.3885"
"27048","0.3855","0.3855","0.3855"
"27054","0.3905","0.3905","0.3905"
"27056","0.3895","0.3895","0.3895"
"27058","0.3855","0.3855","0.3855"
"27072","0.3945","0.3945","0.3945"
"27075","0.389","0.389","0.389"
"27087","0.394","0.394","0.394"
"27088","0.391","0.391","0.391"
"27097","0.3965","0.3965","0.3965"
"27099","0.3985","0.3985","0.3985"
"27102","0.039","0.039","0.039"
"27105","0.133","0.133","0.133"
"27107","0.176","0.176","0.176"
"27111","0.252","0.252","0.252"
"27112","0.259","0.259","0.259"
"27116","0.3045","0.3045","0.3045"
"27119","0.3205","0.3205","0.3205"
"27122","0.331","0.331","0.331"
"27131","0.353","0.353","0.353"
"27139","0.363","0.363","0.363"
"27143","0.363","0.363","0.363"
"27145","0.3615","0.3615","0.3615"
"27146","0.362","0.362","0.362"
"27147","0.3645","0.3645","0.3645"
"27148","0.3615","0.3615","0.3615"
"27150","0.365","0.365","0.365"
"27151","0.3665","0.3665","0.3665"
"27152","0.368","0.368","0.368"
"27158","0.372","0.372","0.372"
"27163","0.3725","0.3725","0.3725"
"27165","0.3725","0.3725","0.3725"
"27169","0.373","0.373","0.373"
"27171","0.3735","0.3735","0.3735"
"27175","0.3765","0.3765","0.3765"
"27177","0.374","0.374","0.374"
"27179","0.375","0.375","0.375"
"27184","0.378","0.378","0.378"
"27189","0.378","0.378","0.378"
"27190","0.3815","0.3815","0.3815"
"27197","0.3765","0.3765","0.3765"
"27201","0.016","0.016","0.016"
"27205","0.145","0.145","0.145"
"27208","0.254","0.254","0.254"
"27214","0.3355","0.3355","0.3355"
"27221","0.357","0.357","0.357"
"27223","0.3645","0.3645","0.3645"
"27226","0.365","0.365","0.365"
"27233","0.3795","0.3795","0.3795"
"27236","0.383","0.383","0.383"
"27260","0.3915","0.3915","0.3915"
"27277","0.397","0.397","0.397"
"27285","0.391","0.391","0.391"
"27291","0.3985","0.3985","0.3985"
"27296","0.3995","0.3995","0.3995"
"27302","0.063","0.063","0.063"
"27304","0.1505","0.1505","0.1505"
"27306","0.2365","0.2365","0.2365"
"27311","0.334","0.334","0.334"
"27313","0.3575","0.3575","0.3575"
"27316","0.3815","0.3815","0.3815"
"27323","0.403","0.403","0.403"
"27325","0.4085","0.4085","0.4085"
"27331","0.419","0.419","0.419"
"27333","0.4245","0.4245","0.4245"
"27345","0.437","0.437","0.437"
"27356","0.4395","0.4395","0.4395"
"27357","0.4405","0.4405","0.4405"
"27360","0.439","0.439","0.439"
"27371","0.4415","0.4415","0.4415"
"27374","0.443","0.443","0.443"
"27391","0.445","0.445","0.445"
"27393","0.4475","0.4475","0.4475"
"27407","0.1985","0.1985","0.1985"
"27408","0.223","0.223","0.223"
"27410","0.271","0.271","0.271"
"27411","0.298","0.298","0.298"
"27416","0.3565","0.3565","0.3565"
"27418","0.3715","0.3715","0.3715"
"27419","0.3775","0.3775","0.3775"
"27426","0.3945","0.3945","0.3945"
"27428","0.3975","0.3975","0.3975"
"27432","0.3975","0.3975","0.3975"
"27442","0.402","0.402","0.402"
"27446","0.405","0.405","0.405"
"27447","0.405","0.405","0.405"
"27462","0.4115","0.4115","0.4115"
"27464","0.412","0.412","0.412"
"27480","0.4115","0.4115","0.4115"
"27484","0.417","0.417","0.417"
"27497","0.418","0.418","0.418"
"27498","0.4195","0.4195","0.4195"
"27500","0.001","0.001","0.001"
"27505","0.1555","0.1555","0.1555"
"27507","0.2055","0.2055","0.2055"
"27509","0.25","0.25","0.25"
"27523","0.3675","0.3675","0.3675"
"27524","0.3735","0.3735","0.3735"
"27527","0.3775","0.3775","0.3775"
"27529","0.3795","0.3795","0.3795"
"27531","0.3895","0.3895","0.3895"
"27536","0.391","0.391","0.391"
"27541","0.3955","0.3955","0.3955"
"27547","0.3975","0.3975","0.3975"
"27551","0.398","0.398","0.398"
"27562","0.4045","0.4045","0.4045"
"27563","0.4015","0.4015","0.4015"
"27565","0.4035","0.4035","0.4035"
"27573","0.4035","0.4035","0.4035"
"27576","0.4015","0.4015","0.4015"
"27580","0.406","0.406","0.406"
"27600","0.0115","0.0115","0.0115"
"27602","0.0705","0.0705","0.0705"
"27609","0.3295","0.3295","0.3295"
"27612","0.3645","0.3645","0.3645"
"27614","0.3745","0.3745","0.3745"
"27616","0.391","0.391","0.391"
"27617","0.394","0.394","0.394"
"27626","0.4155","0.4155","0.4155"
"27627","0.4185","0.4185","0.4185"
"27628","0.413","0.413","0.413"
"27630","0.4175","0.4175","0.4175"
"27631","0.4225","0.4225","0.4225"
"27637","0.423","0.423","0.423"
"27640","0.427","0.427","0.427"
"27648","0.436","0.436","0.436"
"27650","0.434","0.434","0.434"
"27652","0.438","0.438","0.438"
"27661","0.438","0.438","0.438"
"27665","0.436","0.436","0.436"
"27666","0.4365","0.4365","0.4365"
"27672","0.4365","0.4365","0.4365"
"27677","0.439","0.439","0.439"
"27682","0.4425","0.4425","0.4425"
"27697","0.446","0.446","0.446"
"27709","0.2515","0.2515","0.2515"
"27716","0.32","0.32","0.32"
"27718","0.3285","0.3285","0.3285"
"27723","0.3425","0.3425","0.3425"
"27730","0.3515","0.3515","0.3515"
"27732","0.348","0.348","0.348"
"27735","0.352","0.352","0.352"
"27737","0.349","0.349","0.349"
"27748","0.3575","0.3575","0.3575"
"27756","0.3655","0.3655","0.3655"
"27758","0.367","0.367","0.367"
"27761","0.365","0.365","0.365"
"27762","0.363","0.363","0.363"
"27766","0.3665","0.3665","0.3665"
"27775","0.37","0.37","0.37"
"27779","0.372","0.372","0.372"
"27783","0.372","0.372","0.372"
"27785","0.3695","0.3695","0.3695"
"27789","0.3725","0.3725","0.3725"
"27795","0.3735","0.3735","0.3735"
"27797","0.373","0.373","0.373"
"27801","0.023","0.023","0.023"
"27803","0.08","0.08","0.08"
"27813","0.363","0.363","0.363"
"27820","0.4175","0.4175","0.4175"
"27822","0.4235","0.4235","0.4235"
"27825","0.429","0.429","0.429"
"27826","0.4305","0.4305","0.4305"
"27836","0.4405","0.4405","0.4405"
"27839","0.4465","0.4465","0.4465"
"27840","0.447","0.447","0.447"
"27843","0.451","0.451","0.451"
"27846","0.4545","0.4545","0.4545"
"27853","0.458","0.458","0.458"
"27854","0.4575","0.4575","0.4575"
"27855","0.454","0.454","0.454"
"27858","0.455","0.455","0.455"
"27865","0.4595","0.4595","0.4595"
"27868","0.4635","0.4635","0.4635"
"27871","0.4625","0.4625","0.4625"
"27889","0.47","0.47","0.47"
"27891","0.4705","0.4705","0.4705"
"27892","0.468","0.468","0.468"
"27899","0.4715","0.4715","0.4715"
"27902","0.041","0.041","0.041"
"27904","0.086","0.086","0.086"
"27924","0.344","0.344","0.344"
"27931","0.3555","0.3555","0.3555"
"27937","0.3625","0.3625","0.3625"
"27942","0.367","0.367","0.367"
"27952","0.3705","0.3705","0.3705"
"27973","0.382","0.382","0.382"
"27984","0.3815","0.3815","0.3815"
"27995","0.383","0.383","0.383"
"28003","0.075","0.075","0.075"
"28008","0.28","0.28","0.28"
"28010","0.3275","0.3275","0.3275"
"28015","0.38","0.38","0.38"
"28017","0.3865","0.3865","0.3865"
"28019","0.391","0.391","0.391"
"28020","0.391","0.391","0.391"
"28024","0.4015","0.4015","0.4015"
"28026","0.3995","0.3995","0.3995"
"28032","0.415","0.415","0.415"
"28035","0.4205","0.4205","0.4205"
"28041","0.4255","0.4255","0.4255"
"28051","0.428","0.428","0.428"
"28058","0.427","0.427","0.427"
"28062","0.4315","0.4315","0.4315"
"28065","0.433","0.433","0.433"
"28068","0.434","0.434","0.434"
"28070","0.4355","0.4355","0.4355"
"28081","0.433","0.433","0.433"
"28082","0.4365","0.4365","0.4365"
"28084","0.436","0.436","0.436"
"28095","0.4335","0.4335","0.4335"
"28096","0.4335","0.4335","0.4335"
"28097","0.437","0.437","0.437"
"28111","0.3065","0.3065","0.3065"
"28116","0.3615","0.3615","0.3615"
"28117","0.364","0.364","0.364"
"28118","0.3655","0.3655","0.3655"
"28126","0.397","0.397","0.397"
"28127","0.398","0.398","0.398"
"28131","0.402","0.402","0.402"
"28134","0.404","0.404","0.404"
"28136","0.4055","0.4055","0.4055"
"28143","0.412","0.412","0.412"
"28145","0.412","0.412","0.412"
"28146","0.414","0.414","0.414"
"28148","0.416","0.416","0.416"
"28151","0.409","0.409","0.409"
"28154","0.412","0.412","0.412"
"28156","0.4125","0.4125","0.4125"
"28158","0.4115","0.4115","0.4115"
"28160","0.4125","0.4125","0.4125"
"28161","0.409","0.409","0.409"
"28163","0.41","0.41","0.41"
"28169","0.408","0.408","0.408"
"28172","0.4095","0.4095","0.4095"
"28174","0.4135","0.4135","0.4135"
"28175","0.4135","0.4135","0.4135"
"28201","0.0095","0.0095","0.0095"
"28202","0.0245","0.0245","0.0245"
"28206","0.166","0.166","0.166"
"28216","0.2975","0.2975","0.2975"
"28219","0.3085","0.3085","0.3085"
"28232","0.3275","0.3275","0.3275"
"28237","0.33","0.33","0.33"
"28241","0.335","0.335","0.335"
"28245","0.335","0.335","0.335"
"28247","0.3395","0.3395","0.3395"
"28254","0.3435","0.3435","0.3435"
"28264","0.344","0.344","0.344"
"28267","0.3455","0.3455","0.3455"
"28268","0.343","0.343","0.343"
"28269","0.3425","0.3425","0.3425"
"28270","0.343","0.343","0.343"
"28276","0.349","0.349","0.349"
"28278","0.346","0.346","0.346"
"28281","0.353","0.353","0.353"
"28282","0.352","0.352","0.352"
"28291","0.3545","0.3545","0.3545"
"28296","0.3505","0.3505","0.3505"
"28297","0.354","0.354","0.354"
"28300","0.033","0.033","0.033"
"28311","0.2925","0.2925","0.2925"
"28314","0.337","0.337","0.337"
"28318","0.3755","0.3755","0.3755"
"28319","0.382","0.382","0.382"
"28322","0.3945","0.3945","0.3945"
"28326","0.408","0.408","0.408"
"28327","0.407","0.407","0.407"
"28334","0.4265","0.4265","0.4265"
"28335","0.4245","0.4245","0.4245"
"28341","0.424","0.424","0.424"
"28343","0.4245","0.4245","0.4245"
"28345","0.433","0.433","0.433"
"28359","0.429","0.429","0.429"
"28367","0.43","0.43","0.43"
"28368","0.4295","0.4295","0.4295"
"28371","0.4335","0.4335","0.4335"
"28377","0.432","0.432","0.432"
"28381","0.434","0.434","0.434"
"28384","0.433","0.433","0.433"
"28386","0.432","0.432","0.432"
"28390","0.437","0.437","0.437"
"28397","0.434","0.434","0.434"
"28401","0.011","0.011","0.011"
"28402","0.0335","0.0335","0.0335"
"28403","0.0775","0.0775","0.0775"
"28419","0.381","0.381","0.381"
"28429","0.4045","0.4045","0.4045"
"28438","0.4125","0.4125","0.4125"
"28440","0.417","0.417","0.417"
"28442","0.42","0.42","0.42"
"28443","0.42","0.42","0.42"
"28447","0.422","0.422","0.422"
"28453","0.4255","0.4255","0.4255"
"28455","0.4245","0.4245","0.4245"
"28458","0.4225","0.4225","0.4225"
"28465","0.4205","0.4205","0.4205"
"28478","0.425","0.425","0.425"
"28480","0.4285","0.4285","0.4285"
"28481","0.426","0.426","0.426"
"28497","0.433","0.433","0.433"
"28501","0.0125","0.0125","0.0125"
"28511","0.288","0.288","0.288"
"28512","0.3035","0.3035","0.3035"
"28520","0.366","0.366","0.366"
"28521","0.3675","0.3675","0.3675"
"28522","0.37","0.37","0.37"
"28533","0.3975","0.3975","0.3975"
"28536","0.4005","0.4005","0.4005"
"28551","0.413","0.413","0.413"
"28559","0.4175","0.4175","0.4175"
"28571","0.426","0.426","0.426"
"28580","0.4285","0.4285","0.4285"
"28596","0.4275","0.4275","0.4275"
"28604","0.1255","0.1255","0.1255"
"28605","0.152","0.152","0.152"
"28614","0.3215","0.3215","0.3215"
"28622","0.3615","0.3615","0.3615"
"28624","0.3675","0.3675","0.3675"
"28636","0.3815","0.3815","0.3815"
"28641","0.383","0.383","0.383"
"28648","0.392","0.392","0.392"
"28650","0.3935","0.3935","0.3935"
"28653","0.391","0.391","0.391"
"28656","0.3935","0.3935","0.3935"
"28660","0.394","0.394","0.394"
"28666","0.3975","0.3975","0.3975"
"28672","0.3995","0.3995","0.3995"
"28675","0.395","0.395","0.395"
"28681","0.398","0.398","0.398"
"28683","0.398","0.398","0.398"
"28690","0.398","0.398","0.398"
"28693","0.399","0.399","0.399"
"28695","0.396","0.396","0.396"
"28696","0.4","0.4","0.4"
"28700","0.001","0.001","0.001"
"28701","0.0245","0.0245","0.0245"
"28702","0.06","0.06","0.06"
"28704","0.1515","0.1515","0.1515"
"28709","0.309","0.309","0.309"
"28711","0.345","0.345","0.345"
"28712","0.359","0.359","0.359"
"28718","0.4115","0.4115","0.4115"
"28727","0.435","0.435","0.435"
"28730","0.44","0.44","0.44"
"28732","0.4385","0.4385","0.4385"
"28741","0.452","0.452","0.452"
"28742","0.4515","0.4515","0.4515"
"28746","0.4525","0.4525","0.4525"
"28747","0.4565","0.4565","0.4565"
"28750","0.462","0.462","0.462"
"28754","0.463","0.463","0.463"
"28763","0.4595","0.4595","0.4595"
"28766","0.4645","0.4645","0.4645"
"28779","0.4615","0.4615","0.4615"
"28780","0.463","0.463","0.463"
"28781","0.4695","0.4695","0.4695"
"28785","0.473","0.473","0.473"
"28786","0.4705","0.4705","0.4705"
"28791","0.4735","0.4735","0.4735"
"28794","0.4715","0.4715","0.4715"
"28799","0.4705","0.4705","0.4705"
"28800","0.003","0.003","0.003"
"28806","0.192","0.192","0.192"
"28818","0.362","0.362","0.362"
"28819","0.364","0.364","0.364"
"28822","0.375","0.375","0.375"
"28823","0.376","0.376","0.376"
"28834","0.3895","0.3895","0.3895"
"28836","0.395","0.395","0.395"
"28841","0.4035","0.4035","0.4035"
"28843","0.4005","0.4005","0.4005"
"28844","0.398","0.398","0.398"
"28850","0.403","0.403","0.403"
"28852","0.4055","0.4055","0.4055"
"28856","0.4095","0.4095","0.4095"
"28860","0.403","0.403","0.403"
"28865","0.4095","0.4095","0.4095"
"28870","0.406","0.406","0.406"
"28872","0.4115","0.4115","0.4115"
"28874","0.4095","0.4095","0.4095"
"28890","0.4175","0.4175","0.4175"
"28891","0.4145","0.4145","0.4145"
"28895","0.4155","0.4155","0.4155"
"28897","0.417","0.417","0.417"
"28900","0.0105","0.0105","0.0105"
"28904","0.143","0.143","0.143"
"28905","0.184","0.184","0.184"
"28916","0.322","0.322","0.322"
"28918","0.3335","0.3335","0.3335"
"28919","0.339","0.339","0.339"
"28925","0.347","0.347","0.347"
"28932","0.3515","0.3515","0.3515"
"28934","0.352","0.352","0.352"
"28935","0.3495","0.3495","0.3495"
"28937","0.35","0.35","0.35"
"28939","0.356","0.356","0.356"
"28940","0.3525","0.3525","0.3525"
"28942","0.357","0.357","0.357"
"28945","0.3625","0.3625","0.3625"
"28946","0.3605","0.3605","0.3605"
"28968","0.368","0.368","0.368"
"28974","0.368","0.368","0.368"
"28976","0.367","0.367","0.367"
"28981","0.3665","0.3665","0.3665"
"28983","0.369","0.369","0.369"
"28986","0.3695","0.3695","0.3695"
"28992","0.3645","0.3645","0.3645"
"28993","0.366","0.366","0.366"
"28999","0.3685","0.3685","0.3685"
"29002","0.023","0.023","0.023"
"29006","0.1425","0.1425","0.1425"
"29007","0.1675","0.1675","0.1675"
"29031","0.3295","0.3295","0.3295"
"29036","0.3365","0.3365","0.3365"
"29045","0.342","0.342","0.342"
"29047","0.344","0.344","0.344"
"29058","0.3445","0.3445","0.3445"
"29059","0.343","0.343","0.343"
"29061","0.346","0.346","0.346"
"29063","0.3435","0.3435","0.3435"
"29065","0.3435","0.3435","0.3435"
"29070","0.346","0.346","0.346"
"29074","0.344","0.344","0.344"
"29080","0.3495","0.3495","0.3495"
"29081","0.348","0.348","0.348"
"29088","0.3505","0.3505","0.3505"
"29091","0.3485","0.3485","0.3485"
"29096","0.345","0.345","0.345"
"29099","0.343","0.343","0.343"
"29100","0.0455","0.0455","0.0455"
"29104","0.1365","0.1365","0.1365"
"29106","0.1845","0.1845","0.1845"
"29119","0.362","0.362","0.362"
"29125","0.383","0.383","0.383"
"29127","0.3855","0.3855","0.3855"
"29129","0.3935","0.3935","0.3935"
"29133","0.397","0.397","0.397"
"29137","0.4045","0.4045","0.4045"
"29138","0.4085","0.4085","0.4085"
"29143","0.403","0.403","0.403"
"29151","0.4095","0.4095","0.4095"
"29154","0.4125","0.4125","0.4125"
"29158","0.413","0.413","0.413"
"29159","0.414","0.414","0.414"
"29167","0.412","0.412","0.412"
"29171","0.412","0.412","0.412"
"29174","0.412","0.412","0.412"
"29178","0.4125","0.4125","0.4125"
"29196","0.4215","0.4215","0.4215"
"29203","0.0595","0.0595","0.0595"
"29205","0.136","0.136","0.136"
"29208","0.24","0.24","0.24"
"29209","0.26","0.26","0.26"
"29211","0.307","0.307","0.307"
"29213","0.3285","0.3285","0.3285"
"29222","0.385","0.385","0.385"
"29236","0.4015","0.4015","0.4015"
"29239","0.3995","0.3995","0.3995"
"29240","0.4035","0.4035","0.4035"
"29244","0.401","0.401","0.401"
"29249","0.4025","0.4025","0.4025"
"29257","0.4055","0.4055","0.4055"
"29262","0.414","0.414","0.414"
"29265","0.4115","0.4115","0.4115"
"29266","0.411","0.411","0.411"
"29268","0.411","0.411","0.411"
"29277","0.414","0.414","0.414"
"29284","0.4135","0.4135","0.4135"
"29292","0.417","0.417","0.417"
"29296","0.419","0.419","0.419"
"29301","0.0115","0.0115","0.0115"
"29303","0.056","0.056","0.056"
"29306","0.183","0.183","0.183"
"29307","0.2045","0.2045","0.2045"
"29309","0.2495","0.2495","0.2495"
"29321","0.3365","0.3365","0.3365"
"29328","0.3495","0.3495","0.3495"
"29331","0.36","0.36","0.36"
"29340","0.361","0.361","0.361"
"29343","0.3635","0.3635","0.3635"
"29344","0.3635","0.3635","0.3635"
"29350","0.361","0.361","0.361"
"29352","0.363","0.363","0.363"
"29355","0.362","0.362","0.362"
"29358","0.3655","0.3655","0.3655"
"29359","0.364","0.364","0.364"
"29361","0.3605","0.3605","0.3605"
"29368","0.367","0.367","0.367"
"29370","0.3645","0.3645","0.3645"
"29375","0.365","0.365","0.365"
"29386","0.3685","0.3685","0.3685"
"29391","0.3685","0.3685","0.3685"
"29393","0.368","0.368","0.368"
"29396","0.3675","0.3675","0.3675"
"29402","0.0635","0.0635","0.0635"
"29410","0.2665","0.2665","0.2665"
"29413","0.311","0.311","0.311"
"29421","0.377","0.377","0.377"
"29422","0.381","0.381","0.381"
"29432","0.4005","0.4005","0.4005"
"29435","0.403","0.403","0.403"
"29436","0.4","0.4","0.4"
"29437","0.403","0.403","0.403"
"29439","0.406","0.406","0.406"
"29442","0.404","0.404","0.404"
"29445","0.404","0.404","0.404"
"29450","0.4075","0.4075","0.4075"
"29451","0.411","0.411","0.411"
"29457","0.4095","0.4095","0.4095"
"29460","0.41","0.41","0.41"
"29461","0.412","0.412","0.412"
"29462","0.4155","0.4155","0.4155"
"29465","0.412","0.412","0.412"
"29467","0.413","0.413","0.413"
"29468","0.4165","0.4165","0.4165"
"29470","0.416","0.416","0.416"
"29481","0.414","0.414","0.414"
"29488","0.419","0.419","0.419"
"29494","0.422","0.422","0.422"
"29497","0.4195","0.4195","0.4195"
"29498","0.422","0.422","0.422"
"29506","0.22","0.22","0.22"
"29518","0.3565","0.3565","0.3565"
"29519","0.359","0.359","0.359"
"29520","0.3615","0.3615","0.3615"
"29522","0.369","0.369","0.369"
"29530","0.385","0.385","0.385"
"29531","0.383","0.383","0.383"
"29536","0.387","0.387","0.387"
"29553","0.39","0.39","0.39"
"29556","0.392","0.392","0.392"
"29560","0.399","0.399","0.399"
"29569","0.403","0.403","0.403"
"29573","0.4015","0.4015","0.4015"
"29574","0.402","0.402","0.402"
"29577","0.3985","0.3985","0.3985"
"29588","0.402","0.402","0.402"
"29589","0.4035","0.4035","0.4035"
"29599","0.406","0.406","0.406"
"29607","0.1875","0.1875","0.1875"
"29612","0.2765","0.2765","0.2765"
"29614","0.305","0.305","0.305"
"29618","0.3335","0.3335","0.3335"
"29636","0.3695","0.3695","0.3695"
"29637","0.3675","0.3675","0.3675"
"29638","0.37","0.37","0.37"
"29640","0.37","0.37","0.37"
"29644","0.3775","0.3775","0.3775"
"29650","0.377","0.377","0.377"
"29653","0.375","0.375","0.375"
"29654","0.3775","0.3775","0.3775"
"29673","0.379","0.379","0.379"
"29687","0.3805","0.3805","0.3805"
"29701","0.053","0.053","0.053"
"29712","0.3185","0.3185","0.3185"
"29722","0.389","0.389","0.389"
"29727","0.394","0.394","0.394"
"29728","0.395","0.395","0.395"
"29734","0.406","0.406","0.406"
"29735","0.407","0.407","0.407"
"29740","0.406","0.406","0.406"
"29741","0.4075","0.4075","0.4075"
"29747","0.413","0.413","0.413"
"29750","0.4155","0.4155","0.4155"
"29752","0.412","0.412","0.412"
"29756","0.419","0.419","0.419"
"29758","0.4135","0.4135","0.4135"
"29759","0.416","0.416","0.416"
"29763","0.417","0.417","0.417"
"29772","0.42","0.42","0.42"
"29777","0.4285","0.4285","0.4285"
"29782","0.4345","0.4345","0.4345"
"29783","0.4305","0.4305","0.4305"
"29796","0.431","0.431","0.431"
"29797","0.4295","0.4295","0.4295"
"29798","0.433","0.433","0.433"
"29820","0.3665","0.3665","0.3665"
"29822","0.3795","0.3795","0.3795"
"29826","0.389","0.389","0.389"
"29828","0.3905","0.3905","0.3905"
"29829","0.3885","0.3885","0.3885"
"29834","0.388","0.388","0.388"
"29836","0.3895","0.3895","0.3895"
"29840","0.393","0.393","0.393"
"29843","0.3955","0.3955","0.3955"
"29849","0.3955","0.3955","0.3955"
"29853","0.3965","0.3965","0.3965"
"29858","0.401","0.401","0.401"
"29862","0.4","0.4","0.4"
"29874","0.3985","0.3985","0.3985"
"29879","0.4025","0.4025","0.4025"
"29890","0.402","0.402","0.402"
"29895","0.401","0.401","0.401"
"29903","0.0755","0.0755","0.0755"
"29906","0.185","0.185","0.185"
"29912","0.304","0.304","0.304"
"29920","0.351","0.351","0.351"
"29921","0.3555","0.3555","0.3555"
"29928","0.37","0.37","0.37"
"29932","0.3695","0.3695","0.3695"
"29936","0.378","0.378","0.378"
"29938","0.383","0.383","0.383"
"29947","0.3835","0.3835","0.3835"
"29954","0.3895","0.3895","0.3895"
"29965","0.3915","0.3915","0.3915"
"29968","0.394","0.394","0.394"
"29971","0.394","0.394","0.394"
"29975","0.396","0.396","0.396"
"29990","0.3935","0.3935","0.3935"
"29993","0.3925","0.3925","0.3925"
"30002","0.0975","0.0975","0.0975"
"30022","0.376","0.376","0.376"
"30025","0.3795","0.3795","0.3795"
"30030","0.393","0.393","0.393"
"30033","0.397","0.397","0.397"
"30040","0.406","0.406","0.406"
"30048","0.4105","0.4105","0.4105"
"30055","0.4155","0.4155","0.4155"
"30058","0.418","0.418","0.418"
"30059","0.4185","0.4185","0.4185"
"30068","0.4215","0.4215","0.4215"
"30071","0.4185","0.4185","0.4185"
"30086","0.4245","0.4245","0.4245"
"30088","0.4225","0.4225","0.4225"
"30098","0.4275","0.4275","0.4275"
"30100","0.005","0.005","0.005"
"30101","0.0335","0.0335","0.0335"
"30102","0.068","0.068","0.068"
"30109","0.28","0.28","0.28"
"30111","0.327","0.327","0.327"
"30122","0.419","0.419","0.419"
"30129","0.434","0.434","0.434"
"30135","0.436","0.436","0.436"
"30136","0.4395","0.4395","0.4395"
"30137","0.4415","0.4415","0.4415"
"30143","0.443","0.443","0.443"
"30156","0.455","0.455","0.455"
"30164","0.4585","0.4585","0.4585"
"30183","0.467","0.467","0.467"
"30188","0.468","0.468","0.468"
"30201","0.015","0.015","0.015"
"30203","0.076","0.076","0.076"
"30204","0.1085","0.1085","0.1085"
"30207","0.204","0.204","0.204"
"30210","0.267","0.267","0.267"
"30211","0.277","0.277","0.277"
"30214","0.308","0.308","0.308"
"30228","0.3395","0.3395","0.3395"
"30231","0.342","0.342","0.342"
"30263","0.352","0.352","0.352"
"30269","0.3565","0.3565","0.3565"
"30278","0.3625","0.3625","0.3625"
"30280","0.3595","0.3595","0.3595"
"30282","0.3555","0.3555","0.3555"
"30289","0.359","0.359","0.359"
"30291","0.355","0.355","0.355"
"30296","0.3645","0.3645","0.3645"
"30300","0.0005","0.0005","0.0005"
"30302","0.0415","0.0415","0.0415"
"30303","0.0675","0.0675","0.0675"
"30307","0.199","0.199","0.199"
"30317","0.3075","0.3075","0.3075"
"30320","0.3245","0.3245","0.3245"
"30322","0.329","0.329","0.329"
"30325","0.333","0.333","0.333"
"30328","0.3385","0.3385","0.3385"
"30330","0.3435","0.3435","0.3435"
"30331","0.3435","0.3435","0.3435"
"30333","0.3405","0.3405","0.3405"
"30344","0.346","0.346","0.346"
"30350","0.3455","0.3455","0.3455"
"30358","0.348","0.348","0.348"
"30367","0.3525","0.3525","0.3525"
"30368","0.351","0.351","0.351"
"30378","0.349","0.349","0.349"
"30381","0.352","0.352","0.352"
"30393","0.354","0.354","0.354"
"30395","0.3505","0.3505","0.3505"
"30396","0.353","0.353","0.353"
"30397","0.354","0.354","0.354"
"30398","0.3545","0.3545","0.3545"
"30402","0.052","0.052","0.052"
"30406","0.185","0.185","0.185"
"30411","0.2835","0.2835","0.2835"
"30412","0.303","0.303","0.303"
"30416","0.3345","0.3345","0.3345"
"30428","0.3605","0.3605","0.3605"
"30432","0.372","0.372","0.372"
"30449","0.3745","0.3745","0.3745"
"30461","0.386","0.386","0.386"
"30466","0.384","0.384","0.384"
"30473","0.3825","0.3825","0.3825"
"30474","0.386","0.386","0.386"
"30485","0.388","0.388","0.388"
"30492","0.3905","0.3905","0.3905"
"30510","0.3105","0.3105","0.3105"
"30521","0.392","0.392","0.392"
"30525","0.3965","0.3965","0.3965"
"30543","0.421","0.421","0.421"
"30561","0.433","0.433","0.433"
"30562","0.433","0.433","0.433"
"30565","0.4355","0.4355","0.4355"
"30573","0.435","0.435","0.435"
"30587","0.442","0.442","0.442"
"30597","0.444","0.444","0.444"
"30604","0.0925","0.0925","0.0925"
"30612","0.279","0.279","0.279"
"30613","0.29","0.29","0.29"
"30617","0.331","0.331","0.331"
"30628","0.3605","0.3605","0.3605"
"30629","0.364","0.364","0.364"
"30630","0.366","0.366","0.366"
"30631","0.3695","0.3695","0.3695"
