"Step","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stgm_rounds=25, stgm_learning_rate=50, stgm_momentum=0.1, stgm_step_size=10, stgm_gamma=0.7, stgm_c=0.4, stgm_meta_lr=0.5, grad_balance=True, local_epochs=3, local_learning_rate=0.05 - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stgm_rounds=25, stgm_learning_rate=50, stgm_momentum=0.1, stgm_step_size=10, stgm_gamma=0.7, stgm_c=0.4, stgm_meta_lr=0.5, grad_balance=True, local_epochs=3, local_learning_rate=0.05 - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stgm_rounds=25, stgm_learning_rate=50, stgm_momentum=0.1, stgm_step_size=10, stgm_gamma=0.7, stgm_c=0.4, stgm_meta_lr=0.5, grad_balance=True, local_epochs=3, local_learning_rate=0.05 - Global/Averaged Test Accuracy__MAX"
"12481","0.342","0.342","0.342"
"12487","0.3405","0.3405","0.3405"
"12489","0.339","0.339","0.339"
"12490","0.3375","0.3375","0.3375"
"12492","0.3385","0.3385","0.3385"
"12495","0.34","0.34","0.34"
"12496","0.3425","0.3425","0.3425"
"12501","0.011","0.011","0.011"
"12502","0.0415","0.0415","0.0415"
"12506","0.187","0.187","0.187"
"12507","0.2145","0.2145","0.2145"
"12514","0.3415","0.3415","0.3415"
"12517","0.3625","0.3625","0.3625"
"12520","0.379","0.379","0.379"
"12527","0.3975","0.3975","0.3975"
"12531","0.4095","0.4095","0.4095"
"12534","0.412","0.412","0.412"
"12536","0.414","0.414","0.414"
"12541","0.416","0.416","0.416"
"12542","0.421","0.421","0.421"
"12543","0.417","0.417","0.417"
"12546","0.4205","0.4205","0.4205"
"12550","0.4265","0.4265","0.4265"
"12552","0.424","0.424","0.424"
"12554","0.4205","0.4205","0.4205"
"12560","0.4245","0.4245","0.4245"
"12567","0.4235","0.4235","0.4235"
"12571","0.43","0.43","0.43"
"12572","0.43","0.43","0.43"
"12576","0.436","0.436","0.436"
"12577","0.439","0.439","0.439"
"12594","0.436","0.436","0.436"
"12599","0.4385","0.4385","0.4385"
"12600","0.0275","0.0275","0.0275"
"12603","0.066","0.066","0.066"
"12605","0.1305","0.1305","0.1305"
"12614","0.337","0.337","0.337"
"12621","0.379","0.379","0.379"
"12626","0.3975","0.3975","0.3975"
"12628","0.3975","0.3975","0.3975"
"12629","0.397","0.397","0.397"
"12633","0.4025","0.4025","0.4025"
"12636","0.406","0.406","0.406"
"12637","0.41","0.41","0.41"
"12640","0.4105","0.4105","0.4105"
"12646","0.415","0.415","0.415"
"12650","0.416","0.416","0.416"
"12655","0.4235","0.4235","0.4235"
"12663","0.421","0.421","0.421"
"12664","0.422","0.422","0.422"
"12668","0.417","0.417","0.417"
"12675","0.423","0.423","0.423"
"12676","0.42","0.42","0.42"
"12678","0.424","0.424","0.424"
"12681","0.422","0.422","0.422"
"12682","0.4215","0.4215","0.4215"
"12687","0.4245","0.4245","0.4245"
"12698","0.4265","0.4265","0.4265"
"12699","0.4235","0.4235","0.4235"
"12703","0.0655","0.0655","0.0655"
"12710","0.1965","0.1965","0.1965"
"12712","0.228","0.228","0.228"
"12714","0.2445","0.2445","0.2445"
"12715","0.253","0.253","0.253"
"12718","0.2635","0.2635","0.2635"
"12724","0.2775","0.2775","0.2775"
"12728","0.286","0.286","0.286"
"12730","0.2905","0.2905","0.2905"
"12732","0.2915","0.2915","0.2915"
"12736","0.298","0.298","0.298"
"12741","0.3","0.3","0.3"
"12745","0.301","0.301","0.301"
"12746","0.301","0.301","0.301"
"12748","0.3075","0.3075","0.3075"
"12759","0.3065","0.3065","0.3065"
"12762","0.3115","0.3115","0.3115"
"12763","0.3095","0.3095","0.3095"
"12765","0.3105","0.3105","0.3105"
"12766","0.313","0.313","0.313"
"12770","0.3135","0.3135","0.3135"
"12775","0.314","0.314","0.314"
"12788","0.311","0.311","0.311"
"12792","0.313","0.313","0.313"
"12795","0.315","0.315","0.315"
"12796","0.317","0.317","0.317"
"12797","0.316","0.316","0.316"
"12799","0.315","0.315","0.315"
"12803","0.055","0.055","0.055"
"12805","0.119","0.119","0.119"
"12808","0.1855","0.1855","0.1855"
"12810","0.228","0.228","0.228"
"12812","0.2575","0.2575","0.2575"
"12818","0.3255","0.3255","0.3255"
"12820","0.3305","0.3305","0.3305"
"12821","0.334","0.334","0.334"
"12825","0.3375","0.3375","0.3375"
"12831","0.343","0.343","0.343"
"12837","0.347","0.347","0.347"
"12838","0.349","0.349","0.349"
"12842","0.351","0.351","0.351"
"12845","0.356","0.356","0.356"
"12850","0.356","0.356","0.356"
"12861","0.3585","0.3585","0.3585"
"12863","0.3565","0.3565","0.3565"
"12866","0.3605","0.3605","0.3605"
"12868","0.3605","0.3605","0.3605"
"12870","0.3645","0.3645","0.3645"
"12872","0.3605","0.3605","0.3605"
"12873","0.366","0.366","0.366"
"12876","0.3635","0.3635","0.3635"
"12886","0.3655","0.3655","0.3655"
"12887","0.3675","0.3675","0.3675"
"12888","0.3705","0.3705","0.3705"
"12890","0.3675","0.3675","0.3675"
"12897","0.366","0.366","0.366"
"12899","0.3715","0.3715","0.3715"
"12901","0.0155","0.0155","0.0155"
"12904","0.103","0.103","0.103"
"12907","0.2155","0.2155","0.2155"
"12908","0.2445","0.2445","0.2445"
"12909","0.265","0.265","0.265"
"12910","0.294","0.294","0.294"
"12913","0.33","0.33","0.33"
"12916","0.3525","0.3525","0.3525"
"12917","0.362","0.362","0.362"
"12919","0.3765","0.3765","0.3765"
"12921","0.3835","0.3835","0.3835"
"12926","0.388","0.388","0.388"
"12931","0.395","0.395","0.395"
"12945","0.404","0.404","0.404"
"12948","0.404","0.404","0.404"
"12949","0.407","0.407","0.407"
"12958","0.4175","0.4175","0.4175"
"12963","0.4115","0.4115","0.4115"
"12966","0.415","0.415","0.415"
"12980","0.419","0.419","0.419"
"12982","0.423","0.423","0.423"
"12987","0.4205","0.4205","0.4205"
"12991","0.4195","0.4195","0.4195"
"12996","0.418","0.418","0.418"
"12997","0.421","0.421","0.421"
"13003","0.075","0.075","0.075"
"13010","0.34","0.34","0.34"
"13022","0.441","0.441","0.441"
"13027","0.452","0.452","0.452"
"13034","0.462","0.462","0.462"
"13040","0.473","0.473","0.473"
"13043","0.4695","0.4695","0.4695"
"13046","0.4725","0.4725","0.4725"
"13052","0.4715","0.4715","0.4715"
"13065","0.474","0.474","0.474"
"13068","0.48","0.48","0.48"
"13072","0.4775","0.4775","0.4775"
"13077","0.4825","0.4825","0.4825"
"13078","0.4825","0.4825","0.4825"
"13082","0.4785","0.4785","0.4785"
"13085","0.4815","0.4815","0.4815"
"13087","0.483","0.483","0.483"
"13088","0.4835","0.4835","0.4835"
"13090","0.4825","0.4825","0.4825"
"13099","0.488","0.488","0.488"
"13104","0.081","0.081","0.081"
"13118","0.2495","0.2495","0.2495"
"13125","0.269","0.269","0.269"
"13128","0.273","0.273","0.273"
"13137","0.277","0.277","0.277"
"13139","0.281","0.281","0.281"
"13148","0.287","0.287","0.287"
"13169","0.2975","0.2975","0.2975"
"13171","0.297","0.297","0.297"
"13172","0.298","0.298","0.298"
"13173","0.2995","0.2995","0.2995"
"13177","0.3005","0.3005","0.3005"
"13192","0.3025","0.3025","0.3025"
"13196","0.3025","0.3025","0.3025"
"13198","0.3035","0.3035","0.3035"
"13203","0.032","0.032","0.032"
"13207","0.143","0.143","0.143"
"13209","0.1885","0.1885","0.1885"
"13212","0.231","0.231","0.231"
"13215","0.264","0.264","0.264"
"13226","0.3095","0.3095","0.3095"
"13229","0.3125","0.3125","0.3125"
"13235","0.3155","0.3155","0.3155"
"13239","0.3195","0.3195","0.3195"
"13240","0.3145","0.3145","0.3145"
"13242","0.3145","0.3145","0.3145"
"13256","0.3265","0.3265","0.3265"
"13259","0.3295","0.3295","0.3295"
"13262","0.33","0.33","0.33"
"13269","0.3335","0.3335","0.3335"
"13275","0.3465","0.3465","0.3465"
"13276","0.339","0.339","0.339"
"13286","0.3435","0.3435","0.3435"
"13287","0.342","0.342","0.342"
"13291","0.3495","0.3495","0.3495"
"13294","0.35","0.35","0.35"
"13303","0.065","0.065","0.065"
"13304","0.095","0.095","0.095"
"13305","0.133","0.133","0.133"
"13315","0.28","0.28","0.28"
"13320","0.304","0.304","0.304"
"13324","0.3165","0.3165","0.3165"
"13326","0.3175","0.3175","0.3175"
"13328","0.3245","0.3245","0.3245"
"13330","0.323","0.323","0.323"
"13344","0.335","0.335","0.335"
"13362","0.339","0.339","0.339"
"13369","0.348","0.348","0.348"
"13371","0.3495","0.3495","0.3495"
"13372","0.3495","0.3495","0.3495"
"13379","0.3545","0.3545","0.3545"
"13388","0.354","0.354","0.354"
"13390","0.3495","0.3495","0.3495"
"13391","0.3505","0.3505","0.3505"
"13395","0.356","0.356","0.356"
"13396","0.361","0.361","0.361"
"13399","0.361","0.361","0.361"
"13406","0.241","0.241","0.241"
"13411","0.337","0.337","0.337"
"13416","0.388","0.388","0.388"
"13419","0.4","0.4","0.4"
"13445","0.4395","0.4395","0.4395"
"13450","0.4365","0.4365","0.4365"
"13452","0.443","0.443","0.443"
"13454","0.4385","0.4385","0.4385"
"13462","0.4405","0.4405","0.4405"
"13463","0.439","0.439","0.439"
"13464","0.4435","0.4435","0.4435"
"13472","0.4465","0.4465","0.4465"
"13474","0.4485","0.4485","0.4485"
"13476","0.446","0.446","0.446"
"13483","0.451","0.451","0.451"
"13493","0.455","0.455","0.455"
"13495","0.457","0.457","0.457"
"13500","0.0265","0.0265","0.0265"
"13507","0.2105","0.2105","0.2105"
"13511","0.2925","0.2925","0.2925"
"13519","0.3745","0.3745","0.3745"
"13525","0.385","0.385","0.385"
"13528","0.389","0.389","0.389"
"13529","0.3885","0.3885","0.3885"
"13532","0.3915","0.3915","0.3915"
"13535","0.4005","0.4005","0.4005"
"13541","0.405","0.405","0.405"
"13547","0.412","0.412","0.412"
"13548","0.4195","0.4195","0.4195"
"13555","0.4155","0.4155","0.4155"
"13559","0.421","0.421","0.421"
"13578","0.426","0.426","0.426"
"13579","0.427","0.427","0.427"
"13584","0.428","0.428","0.428"
"13585","0.4285","0.4285","0.4285"
"13588","0.423","0.423","0.423"
"13598","0.4275","0.4275","0.4275"
"13601","0.0055","0.0055","0.0055"
"13602","0.0235","0.0235","0.0235"
"13613","0.3215","0.3215","0.3215"
"13619","0.351","0.351","0.351"
"13625","0.36","0.36","0.36"
"13627","0.3635","0.3635","0.3635"
"13628","0.3655","0.3655","0.3655"
"13630","0.364","0.364","0.364"
"13636","0.3715","0.3715","0.3715"
"13643","0.3745","0.3745","0.3745"
"13644","0.374","0.374","0.374"
"13647","0.379","0.379","0.379"
"13650","0.3825","0.3825","0.3825"
"13671","0.3845","0.3845","0.3845"
"13678","0.386","0.386","0.386"
"13682","0.3805","0.3805","0.3805"
"13705","0.1635","0.1635","0.1635"
"13710","0.2735","0.2735","0.2735"
"13717","0.3525","0.3525","0.3525"
"13722","0.368","0.368","0.368"
"13723","0.3715","0.3715","0.3715"
"13724","0.3735","0.3735","0.3735"
"13727","0.3795","0.3795","0.3795"
"13728","0.3765","0.3765","0.3765"
"13738","0.3895","0.3895","0.3895"
"13749","0.395","0.395","0.395"
"13751","0.3985","0.3985","0.3985"
"13752","0.396","0.396","0.396"
"13755","0.4035","0.4035","0.4035"
"13758","0.404","0.404","0.404"
"13759","0.405","0.405","0.405"
"13762","0.4045","0.4045","0.4045"
"13767","0.413","0.413","0.413"
"13772","0.4125","0.4125","0.4125"
"13776","0.413","0.413","0.413"
"13779","0.4155","0.4155","0.4155"
"13789","0.4205","0.4205","0.4205"
"13791","0.4195","0.4195","0.4195"
"13797","0.4225","0.4225","0.4225"
"13801","0.0505","0.0505","0.0505"
"13807","0.2345","0.2345","0.2345"
"13817","0.358","0.358","0.358"
"13825","0.3805","0.3805","0.3805"
"13833","0.3865","0.3865","0.3865"
"13857","0.3905","0.3905","0.3905"
"13864","0.401","0.401","0.401"
"13868","0.401","0.401","0.401"
"13871","0.4005","0.4005","0.4005"
"13873","0.4015","0.4015","0.4015"
"13874","0.404","0.404","0.404"
"13877","0.402","0.402","0.402"
"13880","0.4005","0.4005","0.4005"
"13884","0.403","0.403","0.403"
"13885","0.4035","0.4035","0.4035"
"13888","0.4","0.4","0.4"
"13898","0.4095","0.4095","0.4095"
"13900","0.0015","0.0015","0.0015"
"13903","0.1045","0.1045","0.1045"
"13906","0.196","0.196","0.196"
"13910","0.2585","0.2585","0.2585"
"13930","0.3265","0.3265","0.3265"
"13940","0.336","0.336","0.336"
"13943","0.333","0.333","0.333"
"13949","0.336","0.336","0.336"
"13951","0.337","0.337","0.337"
"13956","0.342","0.342","0.342"
"13957","0.343","0.343","0.343"
"13959","0.3425","0.3425","0.3425"
"13963","0.342","0.342","0.342"
"13965","0.3385","0.3385","0.3385"
"13967","0.3385","0.3385","0.3385"
"13983","0.338","0.338","0.338"
"13990","0.346","0.346","0.346"
"13992","0.343","0.343","0.343"
"13993","0.3425","0.3425","0.3425"
"13994","0.3485","0.3485","0.3485"
"13995","0.347","0.347","0.347"
"13998","0.3475","0.3475","0.3475"
"14003","0.086","0.086","0.086"
"14004","0.125","0.125","0.125"
"14005","0.153","0.153","0.153"
"14018","0.3415","0.3415","0.3415"
"14024","0.358","0.358","0.358"
"14025","0.3635","0.3635","0.3635"
"14026","0.3655","0.3655","0.3655"
"14029","0.365","0.365","0.365"
"14033","0.374","0.374","0.374"
"14035","0.378","0.378","0.378"
"14037","0.382","0.382","0.382"
"14043","0.385","0.385","0.385"
"14056","0.3885","0.3885","0.3885"
"14066","0.3915","0.3915","0.3915"
"14067","0.391","0.391","0.391"
"14068","0.394","0.394","0.394"
"14078","0.3955","0.3955","0.3955"
"14082","0.397","0.397","0.397"
"14086","0.398","0.398","0.398"
"14090","0.397","0.397","0.397"
"14091","0.4","0.4","0.4"
"14092","0.399","0.399","0.399"
"14096","0.405","0.405","0.405"
"14099","0.4035","0.4035","0.4035"
"14104","0.104","0.104","0.104"
"14116","0.3325","0.3325","0.3325"
"14121","0.3515","0.3515","0.3515"
"14123","0.356","0.356","0.356"
"14124","0.3585","0.3585","0.3585"
"14132","0.363","0.363","0.363"
"14135","0.362","0.362","0.362"
"14137","0.366","0.366","0.366"
"14142","0.369","0.369","0.369"
"14147","0.374","0.374","0.374"
"14149","0.375","0.375","0.375"
"14158","0.378","0.378","0.378"
"14159","0.379","0.379","0.379"
"14162","0.377","0.377","0.377"
"14168","0.3795","0.3795","0.3795"
"14169","0.3825","0.3825","0.3825"
"14172","0.3825","0.3825","0.3825"
"14176","0.3805","0.3805","0.3805"
"14177","0.387","0.387","0.387"
"14182","0.383","0.383","0.383"
"14184","0.3865","0.3865","0.3865"
"14187","0.391","0.391","0.391"
"14189","0.388","0.388","0.388"
"14202","0.029","0.029","0.029"
"14217","0.3275","0.3275","0.3275"
"14219","0.3365","0.3365","0.3365"
"14236","0.3775","0.3775","0.3775"
"14238","0.3815","0.3815","0.3815"
"14241","0.381","0.381","0.381"
"14245","0.3805","0.3805","0.3805"
"14259","0.399","0.399","0.399"
"14263","0.3965","0.3965","0.3965"
"14268","0.3965","0.3965","0.3965"
"14277","0.3965","0.3965","0.3965"
"14279","0.394","0.394","0.394"
"14296","0.4015","0.4015","0.4015"
"14304","0.098","0.098","0.098"
"14309","0.222","0.222","0.222"
"14314","0.2725","0.2725","0.2725"
"14327","0.3105","0.3105","0.3105"
"14328","0.3125","0.3125","0.3125"
"14333","0.3175","0.3175","0.3175"
"14337","0.3185","0.3185","0.3185"
"14338","0.3195","0.3195","0.3195"
"14350","0.325","0.325","0.325"
"14363","0.327","0.327","0.327"
"14375","0.3295","0.3295","0.3295"
"14390","0.3285","0.3285","0.3285"
"14391","0.329","0.329","0.329"
"14392","0.3315","0.3315","0.3315"
"14399","0.3315","0.3315","0.3315"
"14401","0.0185","0.0185","0.0185"
"14402","0.053","0.053","0.053"
"14403","0.0875","0.0875","0.0875"
"14413","0.314","0.314","0.314"
"14416","0.333","0.333","0.333"
"14417","0.333","0.333","0.333"
"14421","0.355","0.355","0.355"
"14422","0.36","0.36","0.36"
"14428","0.372","0.372","0.372"
"14429","0.374","0.374","0.374"
"14434","0.377","0.377","0.377"
"14441","0.3915","0.3915","0.3915"
"14447","0.3895","0.3895","0.3895"
"14453","0.3875","0.3875","0.3875"
"14459","0.389","0.389","0.389"
"14460","0.3875","0.3875","0.3875"
"14467","0.393","0.393","0.393"
"14482","0.396","0.396","0.396"
"14484","0.3935","0.3935","0.3935"
"14488","0.3935","0.3935","0.3935"
"14501","0.019","0.019","0.019"
"14507","0.2245","0.2245","0.2245"
"14511","0.293","0.293","0.293"
"14513","0.317","0.317","0.317"
"14519","0.362","0.362","0.362"
"14523","0.368","0.368","0.368"
"14540","0.3985","0.3985","0.3985"
"14549","0.4025","0.4025","0.4025"
"14560","0.4075","0.4075","0.4075"
"14564","0.4065","0.4065","0.4065"
"14572","0.407","0.407","0.407"
"14574","0.4105","0.4105","0.4105"
"14576","0.411","0.411","0.411"
"14578","0.4105","0.4105","0.4105"
"14580","0.4135","0.4135","0.4135"
"14581","0.415","0.415","0.415"
"14587","0.4195","0.4195","0.4195"
"14598","0.4215","0.4215","0.4215"
"14599","0.4235","0.4235","0.4235"
"14603","0.1515","0.1515","0.1515"
"14619","0.4375","0.4375","0.4375"
"14624","0.453","0.453","0.453"
"14625","0.4555","0.4555","0.4555"
"14635","0.4605","0.4605","0.4605"
"14649","0.4635","0.4635","0.4635"
"14650","0.458","0.458","0.458"
"14651","0.4635","0.4635","0.4635"
"14653","0.4675","0.4675","0.4675"
"14656","0.4715","0.4715","0.4715"
"14665","0.4665","0.4665","0.4665"
"14667","0.4665","0.4665","0.4665"
"14681","0.4725","0.4725","0.4725"
"14684","0.4695","0.4695","0.4695"
"14687","0.4675","0.4675","0.4675"
"14690","0.4655","0.4655","0.4655"
"14694","0.4675","0.4675","0.4675"
"14696","0.468","0.468","0.468"
"14697","0.4645","0.4645","0.4645"
"14699","0.4655","0.4655","0.4655"
"14701","0.007","0.007","0.007"
"14702","0.034","0.034","0.034"
"14703","0.064","0.064","0.064"
"14711","0.257","0.257","0.257"
"14715","0.292","0.292","0.292"
"14735","0.345","0.345","0.345"
"14745","0.349","0.349","0.349"
"14751","0.3515","0.3515","0.3515"
"14752","0.3505","0.3505","0.3505"
"14766","0.3595","0.3595","0.3595"
"14771","0.3535","0.3535","0.3535"
"14773","0.352","0.352","0.352"
"14778","0.3535","0.3535","0.3535"
"14779","0.352","0.352","0.352"
"14781","0.356","0.356","0.356"
"14782","0.357","0.357","0.357"
"14783","0.3585","0.3585","0.3585"
"14805","0.1305","0.1305","0.1305"
"14811","0.2375","0.2375","0.2375"
"14813","0.26","0.26","0.26"
"14816","0.2865","0.2865","0.2865"
"14819","0.3065","0.3065","0.3065"
"14820","0.3095","0.3095","0.3095"
"14821","0.311","0.311","0.311"
"14823","0.3235","0.3235","0.3235"
"14828","0.33","0.33","0.33"
"14829","0.3315","0.3315","0.3315"
"14834","0.343","0.343","0.343"
"14835","0.3405","0.3405","0.3405"
"14836","0.3435","0.3435","0.3435"
"14839","0.346","0.346","0.346"
"14845","0.3535","0.3535","0.3535"
"14848","0.351","0.351","0.351"
"14855","0.354","0.354","0.354"
"14857","0.353","0.353","0.353"
"14862","0.3525","0.3525","0.3525"
"14864","0.3525","0.3525","0.3525"
"14865","0.3555","0.3555","0.3555"
"14867","0.3595","0.3595","0.3595"
"14876","0.3625","0.3625","0.3625"
"14890","0.36","0.36","0.36"
"14896","0.366","0.366","0.366"
"14907","0.1775","0.1775","0.1775"
"14912","0.2825","0.2825","0.2825"
"14919","0.3405","0.3405","0.3405"
"14922","0.3485","0.3485","0.3485"
"14931","0.361","0.361","0.361"
"14934","0.37","0.37","0.37"
"14945","0.3695","0.3695","0.3695"
"14947","0.375","0.375","0.375"
"14951","0.373","0.373","0.373"
"14952","0.3715","0.3715","0.3715"
"14957","0.3755","0.3755","0.3755"
"14961","0.372","0.372","0.372"
"14974","0.383","0.383","0.383"
"14975","0.379","0.379","0.379"
"14987","0.3845","0.3845","0.3845"
"14990","0.3855","0.3855","0.3855"
"14991","0.3865","0.3865","0.3865"
"14997","0.385","0.385","0.385"
"15004","0.1055","0.1055","0.1055"
"15006","0.167","0.167","0.167"
"15007","0.1895","0.1895","0.1895"
"15008","0.2105","0.2105","0.2105"
"15024","0.335","0.335","0.335"
"15033","0.347","0.347","0.347"
"15035","0.353","0.353","0.353"
"15037","0.357","0.357","0.357"
"15039","0.35","0.35","0.35"
"15058","0.362","0.362","0.362"
"15059","0.362","0.362","0.362"
"15069","0.365","0.365","0.365"
"15070","0.365","0.365","0.365"
"15077","0.3675","0.3675","0.3675"
"15081","0.367","0.367","0.367"
"15089","0.37","0.37","0.37"
"15093","0.3695","0.3695","0.3695"
"15103","0.098","0.098","0.098"
"15108","0.2345","0.2345","0.2345"
"15109","0.253","0.253","0.253"
"15112","0.31","0.31","0.31"
"15114","0.3375","0.3375","0.3375"
"15118","0.3695","0.3695","0.3695"
"15122","0.392","0.392","0.392"
"15127","0.408","0.408","0.408"
"15136","0.4135","0.4135","0.4135"
"15152","0.4325","0.4325","0.4325"
"15156","0.4385","0.4385","0.4385"
"15160","0.4415","0.4415","0.4415"
"15166","0.436","0.436","0.436"
"15171","0.437","0.437","0.437"
"15176","0.4405","0.4405","0.4405"
"15184","0.438","0.438","0.438"
"15187","0.444","0.444","0.444"
"15194","0.445","0.445","0.445"
"15197","0.444","0.444","0.444"
"15204","0.1045","0.1045","0.1045"
"15208","0.222","0.222","0.222"
"15209","0.246","0.246","0.246"
"15211","0.289","0.289","0.289"
"15216","0.3465","0.3465","0.3465"
"15218","0.354","0.354","0.354"
"15219","0.3555","0.3555","0.3555"
"15225","0.376","0.376","0.376"
"15226","0.377","0.377","0.377"
"15234","0.385","0.385","0.385"
"15241","0.3935","0.3935","0.3935"
"15245","0.3985","0.3985","0.3985"
"15248","0.4035","0.4035","0.4035"
"15249","0.404","0.404","0.404"
"15259","0.4045","0.4045","0.4045"
"15261","0.406","0.406","0.406"
"15264","0.4075","0.4075","0.4075"
"15266","0.4075","0.4075","0.4075"
"15267","0.4065","0.4065","0.4065"
"15268","0.409","0.409","0.409"
"15270","0.408","0.408","0.408"
"15271","0.4085","0.4085","0.4085"
"15277","0.414","0.414","0.414"
"15279","0.4115","0.4115","0.4115"
"15289","0.4155","0.4155","0.4155"
"15291","0.412","0.412","0.412"
"15295","0.4115","0.4115","0.4115"
"15296","0.415","0.415","0.415"
"15299","0.4135","0.4135","0.4135"
"15302","0.109","0.109","0.109"
"15307","0.2815","0.2815","0.2815"
"15311","0.348","0.348","0.348"
"15313","0.36","0.36","0.36"
"15319","0.4015","0.4015","0.4015"
"15322","0.414","0.414","0.414"
"15323","0.4175","0.4175","0.4175"
"15324","0.4245","0.4245","0.4245"
"15331","0.428","0.428","0.428"
"15333","0.4305","0.4305","0.4305"
"15334","0.425","0.425","0.425"
"15336","0.429","0.429","0.429"
"15338","0.4325","0.4325","0.4325"
"15343","0.438","0.438","0.438"
"15345","0.4375","0.4375","0.4375"
"15361","0.448","0.448","0.448"
"15365","0.4465","0.4465","0.4465"
"15367","0.45","0.45","0.45"
"15376","0.445","0.445","0.445"
"15378","0.4465","0.4465","0.4465"
"15383","0.447","0.447","0.447"
"15384","0.4485","0.4485","0.4485"
"15388","0.448","0.448","0.448"
"15399","0.455","0.455","0.455"
"15401","0.0085","0.0085","0.0085"
"15407","0.2105","0.2105","0.2105"
"15421","0.375","0.375","0.375"
"15422","0.381","0.381","0.381"
"15424","0.382","0.382","0.382"
"15427","0.385","0.385","0.385"
"15432","0.3865","0.3865","0.3865"
"15436","0.3895","0.3895","0.3895"
"15441","0.3955","0.3955","0.3955"
"15450","0.4025","0.4025","0.4025"
"15452","0.402","0.402","0.402"
"15460","0.3995","0.3995","0.3995"
"15487","0.4085","0.4085","0.4085"
"15491","0.4105","0.4105","0.4105"
"15493","0.4135","0.4135","0.4135"
"15510","0.32","0.32","0.32"
"15522","0.4005","0.4005","0.4005"
"15523","0.4025","0.4025","0.4025"
"15528","0.4115","0.4115","0.4115"
"15532","0.4155","0.4155","0.4155"
"15537","0.4145","0.4145","0.4145"
"15539","0.4165","0.4165","0.4165"
"15540","0.416","0.416","0.416"
"15542","0.419","0.419","0.419"
"15547","0.4225","0.4225","0.4225"
"15548","0.4235","0.4235","0.4235"
"15549","0.4215","0.4215","0.4215"
"15561","0.4285","0.4285","0.4285"
"15565","0.432","0.432","0.432"
"15571","0.437","0.437","0.437"
"15575","0.4335","0.4335","0.4335"
"15576","0.431","0.431","0.431"
"15580","0.44","0.44","0.44"
"15581","0.4335","0.4335","0.4335"
"15582","0.435","0.435","0.435"
"15587","0.436","0.436","0.436"
"15589","0.431","0.431","0.431"
"15592","0.432","0.432","0.432"
"15597","0.4365","0.4365","0.4365"
"15599","0.442","0.442","0.442"
"15616","0.311","0.311","0.311"
"15625","0.341","0.341","0.341"
"15633","0.357","0.357","0.357"
"15638","0.36","0.36","0.36"
"15647","0.364","0.364","0.364"
"15649","0.366","0.366","0.366"
"15651","0.3705","0.3705","0.3705"
"15653","0.3685","0.3685","0.3685"
"15658","0.3695","0.3695","0.3695"
"15664","0.3715","0.3715","0.3715"
"15665","0.3685","0.3685","0.3685"
"15681","0.379","0.379","0.379"
"15683","0.3815","0.3815","0.3815"
"15684","0.379","0.379","0.379"
"15688","0.3795","0.3795","0.3795"
"15690","0.377","0.377","0.377"
"15695","0.38","0.38","0.38"
"15696","0.384","0.384","0.384"
"15697","0.3825","0.3825","0.3825"
"15703","0.096","0.096","0.096"
"15713","0.388","0.388","0.388"
"15717","0.411","0.411","0.411"
"15718","0.4145","0.4145","0.4145"
"15736","0.455","0.455","0.455"
"15744","0.464","0.464","0.464"
"15745","0.4655","0.4655","0.4655"
"15748","0.4675","0.4675","0.4675"
"15750","0.473","0.473","0.473"
"15758","0.4775","0.4775","0.4775"
"15764","0.481","0.481","0.481"
"15771","0.488","0.488","0.488"
"15781","0.4795","0.4795","0.4795"
"15785","0.488","0.488","0.488"
"15786","0.487","0.487","0.487"
"15791","0.488","0.488","0.488"
"15795","0.496","0.496","0.496"
"15797","0.4945","0.4945","0.4945"
"15802","0.046","0.046","0.046"
"15804","0.1045","0.1045","0.1045"
"15806","0.169","0.169","0.169"
"15812","0.276","0.276","0.276"
"15824","0.3535","0.3535","0.3535"
"15828","0.36","0.36","0.36"
"15831","0.3605","0.3605","0.3605"
"15834","0.364","0.364","0.364"
"15836","0.3705","0.3705","0.3705"
"15840","0.3645","0.3645","0.3645"
"15844","0.374","0.374","0.374"
"15847","0.378","0.378","0.378"
"15848","0.376","0.376","0.376"
"15849","0.3705","0.3705","0.3705"
"15860","0.3825","0.3825","0.3825"
"15867","0.3795","0.3795","0.3795"
"15873","0.3865","0.3865","0.3865"
"15878","0.388","0.388","0.388"
"15886","0.3865","0.3865","0.3865"
"15901","0.011","0.011","0.011"
"15902","0.041","0.041","0.041"
"15906","0.201","0.201","0.201"
"15912","0.3065","0.3065","0.3065"
"15921","0.3575","0.3575","0.3575"
"15938","0.389","0.389","0.389"
"15944","0.3935","0.3935","0.3935"
"15951","0.3945","0.3945","0.3945"
"15956","0.3995","0.3995","0.3995"
"15958","0.399","0.399","0.399"
"15959","0.4035","0.4035","0.4035"
"15961","0.3975","0.3975","0.3975"
"15965","0.3975","0.3975","0.3975"
"15969","0.4025","0.4025","0.4025"
"15974","0.402","0.402","0.402"
"15978","0.406","0.406","0.406"
"15993","0.4065","0.4065","0.4065"
"15996","0.4055","0.4055","0.4055"
