"Step","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"41097","0.4005","0.4005","0.4005"
"41098","0.396","0.396","0.396"
"41099","0.4035","0.4035","0.4035"
"41100","0.014","0.014","0.014"
"41101","0.1465","0.1465","0.1465"
"41102","0.3055","0.3055","0.3055"
"41103","0.3835","0.3835","0.3835"
"41104","0.418","0.418","0.418"
"41105","0.435","0.435","0.435"
"41106","0.447","0.447","0.447"
"41107","0.4505","0.4505","0.4505"
"41108","0.458","0.458","0.458"
"41109","0.4615","0.4615","0.4615"
"41110","0.468","0.468","0.468"
"41111","0.4685","0.4685","0.4685"
"41112","0.47","0.47","0.47"
"41113","0.466","0.466","0.466"
"41114","0.4715","0.4715","0.4715"
"41115","0.4735","0.4735","0.4735"
"41116","0.469","0.469","0.469"
"41117","0.4735","0.4735","0.4735"
"41118","0.472","0.472","0.472"
"41119","0.4705","0.4705","0.4705"
"41120","0.4735","0.4735","0.4735"
"41121","0.475","0.475","0.475"
"41122","0.476","0.476","0.476"
"41123","0.477","0.477","0.477"
"41124","0.475","0.475","0.475"
"41125","0.006","0.006","0.006"
"41126","0.1435","0.1435","0.1435"
"41127","0.238","0.238","0.238"
"41128","0.3065","0.3065","0.3065"
"41129","0.3565","0.3565","0.3565"
"41130","0.3925","0.3925","0.3925"
"41131","0.416","0.416","0.416"
"41132","0.4245","0.4245","0.4245"
"41133","0.4335","0.4335","0.4335"
"41134","0.4405","0.4405","0.4405"
"41135","0.442","0.442","0.442"
"41136","0.4525","0.4525","0.4525"
"41137","0.4515","0.4515","0.4515"
"41138","0.4555","0.4555","0.4555"
"41139","0.4575","0.4575","0.4575"
"41140","0.4595","0.4595","0.4595"
"41141","0.4565","0.4565","0.4565"
"41142","0.4655","0.4655","0.4655"
"41143","0.466","0.466","0.466"
"41144","0.4665","0.4665","0.4665"
"41145","0.468","0.468","0.468"
"41146","0.4715","0.4715","0.4715"
"41147","0.4685","0.4685","0.4685"
"41148","0.469","0.469","0.469"
"41149","0.4685","0.4685","0.4685"
"41150","0.032","0.032","0.032"
"41151","0.195","0.195","0.195"
"41152","0.316","0.316","0.316"
"41153","0.398","0.398","0.398"
"41154","0.438","0.438","0.438"
"41155","0.4635","0.4635","0.4635"
"41156","0.483","0.483","0.483"
"41157","0.4955","0.4955","0.4955"
"41158","0.5005","0.5005","0.5005"
"41159","0.5055","0.5055","0.5055"
"41160","0.5085","0.5085","0.5085"
"41161","0.509","0.509","0.509"
"41162","0.5115","0.5115","0.5115"
"41163","0.5125","0.5125","0.5125"
"41164","0.5105","0.5105","0.5105"
"41165","0.5145","0.5145","0.5145"
"41166","0.5165","0.5165","0.5165"
"41167","0.5155","0.5155","0.5155"
"41168","0.5145","0.5145","0.5145"
"41169","0.5165","0.5165","0.5165"
"41170","0.52","0.52","0.52"
"41171","0.5195","0.5195","0.5195"
"41172","0.5175","0.5175","0.5175"
"41173","0.522","0.522","0.522"
"41174","0.522","0.522","0.522"
"41175","0.0125","0.0125","0.0125"
"41176","0.1035","0.1035","0.1035"
"41177","0.21","0.21","0.21"
"41178","0.289","0.289","0.289"
"41179","0.327","0.327","0.327"
"41180","0.349","0.349","0.349"
"41181","0.369","0.369","0.369"
"41182","0.3755","0.3755","0.3755"
"41183","0.387","0.387","0.387"
"41184","0.3925","0.3925","0.3925"
"41185","0.394","0.394","0.394"
"41186","0.395","0.395","0.395"
"41187","0.3985","0.3985","0.3985"
"41188","0.4025","0.4025","0.4025"
"41189","0.4055","0.4055","0.4055"
"41190","0.4075","0.4075","0.4075"
"41191","0.4145","0.4145","0.4145"
"41192","0.4115","0.4115","0.4115"
"41193","0.411","0.411","0.411"
"41194","0.4145","0.4145","0.4145"
"41195","0.4135","0.4135","0.4135"
"41196","0.413","0.413","0.413"
"41197","0.4145","0.4145","0.4145"
"41198","0.4165","0.4165","0.4165"
"41199","0.414","0.414","0.414"
"41200","0.007","0.007","0.007"
"41201","0.092","0.092","0.092"
"41202","0.209","0.209","0.209"
"41203","0.2865","0.2865","0.2865"
"41204","0.3235","0.3235","0.3235"
"41205","0.35","0.35","0.35"
"41206","0.3655","0.3655","0.3655"
"41207","0.382","0.382","0.382"
"41208","0.3885","0.3885","0.3885"
"41209","0.395","0.395","0.395"
"41210","0.396","0.396","0.396"
"41211","0.401","0.401","0.401"
"41212","0.4015","0.4015","0.4015"
"41213","0.4025","0.4025","0.4025"
"41214","0.405","0.405","0.405"
"41215","0.4075","0.4075","0.4075"
"41216","0.4105","0.4105","0.4105"
"41217","0.41","0.41","0.41"
"41218","0.412","0.412","0.412"
"41219","0.4115","0.4115","0.4115"
"41220","0.414","0.414","0.414"
"41221","0.415","0.415","0.415"
"41222","0.412","0.412","0.412"
"41223","0.416","0.416","0.416"
"41224","0.419","0.419","0.419"
"41225","0.004","0.004","0.004"
"41226","0.0735","0.0735","0.0735"
"41227","0.1965","0.1965","0.1965"
"41228","0.3025","0.3025","0.3025"
"41229","0.3455","0.3455","0.3455"
"41230","0.3775","0.3775","0.3775"
"41231","0.392","0.392","0.392"
"41232","0.4075","0.4075","0.4075"
"41233","0.418","0.418","0.418"
"41234","0.425","0.425","0.425"
"41235","0.425","0.425","0.425"
"41236","0.4305","0.4305","0.4305"
"41237","0.436","0.436","0.436"
"41238","0.439","0.439","0.439"
"41239","0.441","0.441","0.441"
"41240","0.44","0.44","0.44"
"41241","0.4435","0.4435","0.4435"
"41242","0.449","0.449","0.449"
"41243","0.4465","0.4465","0.4465"
"41244","0.4525","0.4525","0.4525"
"41245","0.4515","0.4515","0.4515"
"41246","0.448","0.448","0.448"
"41247","0.45","0.45","0.45"
"41248","0.4535","0.4535","0.4535"
"41249","0.452","0.452","0.452"
"41250","0.007","0.007","0.007"
"41251","0.094","0.094","0.094"
"41252","0.219","0.219","0.219"
"41253","0.3055","0.3055","0.3055"
"41254","0.3565","0.3565","0.3565"
"41255","0.3815","0.3815","0.3815"
"41256","0.395","0.395","0.395"
"41257","0.41","0.41","0.41"
"41258","0.4125","0.4125","0.4125"
"41259","0.4195","0.4195","0.4195"
"41260","0.4215","0.4215","0.4215"
"41261","0.423","0.423","0.423"
"41262","0.4265","0.4265","0.4265"
"41263","0.4305","0.4305","0.4305"
"41264","0.4345","0.4345","0.4345"
"41265","0.431","0.431","0.431"
"41266","0.4335","0.4335","0.4335"
"41267","0.4355","0.4355","0.4355"
"41268","0.436","0.436","0.436"
"41269","0.4415","0.4415","0.4415"
"41270","0.44","0.44","0.44"
"41271","0.4415","0.4415","0.4415"
"41272","0.443","0.443","0.443"
"41273","0.4425","0.4425","0.4425"
"41274","0.449","0.449","0.449"
"41275","0.05","0.05","0.05"
"41276","0.1385","0.1385","0.1385"
"41277","0.2775","0.2775","0.2775"
"41278","0.353","0.353","0.353"
"41279","0.389","0.389","0.389"
"41280","0.4165","0.4165","0.4165"
"41281","0.432","0.432","0.432"
"41282","0.4455","0.4455","0.4455"
"41283","0.4495","0.4495","0.4495"
"41284","0.4565","0.4565","0.4565"
"41285","0.4665","0.4665","0.4665"
"41286","0.472","0.472","0.472"
"41287","0.471","0.471","0.471"
"41288","0.476","0.476","0.476"
"41289","0.4785","0.4785","0.4785"
"41290","0.48","0.48","0.48"
"41291","0.4815","0.4815","0.4815"
"41292","0.48","0.48","0.48"
"41293","0.4805","0.4805","0.4805"
"41294","0.4825","0.4825","0.4825"
"41295","0.483","0.483","0.483"
"41296","0.485","0.485","0.485"
"41297","0.4835","0.4835","0.4835"
"41298","0.4865","0.4865","0.4865"
"41299","0.488","0.488","0.488"
"41300","0.0025","0.0025","0.0025"
"41301","0.093","0.093","0.093"
"41302","0.2215","0.2215","0.2215"
"41303","0.308","0.308","0.308"
"41304","0.36","0.36","0.36"
"41305","0.3935","0.3935","0.3935"
"41306","0.408","0.408","0.408"
"41307","0.4175","0.4175","0.4175"
"41308","0.4205","0.4205","0.4205"
"41309","0.427","0.427","0.427"
"41310","0.4255","0.4255","0.4255"
"41311","0.4315","0.4315","0.4315"
"41312","0.4395","0.4395","0.4395"
"41313","0.4395","0.4395","0.4395"
"41314","0.44","0.44","0.44"
"41315","0.445","0.445","0.445"
"41316","0.442","0.442","0.442"
"41317","0.447","0.447","0.447"
"41318","0.449","0.449","0.449"
"41319","0.4515","0.4515","0.4515"
"41320","0.452","0.452","0.452"
"41321","0.453","0.453","0.453"
"41322","0.4565","0.4565","0.4565"
"41323","0.461","0.461","0.461"
"41324","0.4565","0.4565","0.4565"
"41325","0.012","0.012","0.012"
"41326","0.19","0.19","0.19"
"41327","0.3575","0.3575","0.3575"
"41328","0.4245","0.4245","0.4245"
"41329","0.454","0.454","0.454"
"41330","0.474","0.474","0.474"
"41331","0.491","0.491","0.491"
"41332","0.491","0.491","0.491"
"41333","0.4955","0.4955","0.4955"
"41334","0.4985","0.4985","0.4985"
"41335","0.4995","0.4995","0.4995"
"41336","0.502","0.502","0.502"
"41337","0.4995","0.4995","0.4995"
"41338","0.503","0.503","0.503"
"41339","0.5055","0.5055","0.5055"
"41340","0.51","0.51","0.51"
"41341","0.5065","0.5065","0.5065"
"41342","0.5095","0.5095","0.5095"
"41343","0.5095","0.5095","0.5095"
"41344","0.511","0.511","0.511"
"41345","0.5135","0.5135","0.5135"
"41346","0.513","0.513","0.513"
"41347","0.514","0.514","0.514"
"41348","0.5145","0.5145","0.5145"
"41349","0.512","0.512","0.512"
"41350","0.008","0.008","0.008"
"41351","0.102","0.102","0.102"
"41352","0.196","0.196","0.196"
"41353","0.2895","0.2895","0.2895"
"41354","0.3375","0.3375","0.3375"
"41355","0.381","0.381","0.381"
"41356","0.401","0.401","0.401"
"41357","0.42","0.42","0.42"
"41358","0.4235","0.4235","0.4235"
"41359","0.431","0.431","0.431"
"41360","0.4335","0.4335","0.4335"
"41361","0.437","0.437","0.437"
"41362","0.442","0.442","0.442"
"41363","0.4435","0.4435","0.4435"
"41364","0.4435","0.4435","0.4435"
"41365","0.445","0.445","0.445"
"41366","0.4465","0.4465","0.4465"
"41367","0.451","0.451","0.451"
"41368","0.45","0.45","0.45"
"41369","0.454","0.454","0.454"
"41370","0.453","0.453","0.453"
"41371","0.454","0.454","0.454"
"41372","0.4585","0.4585","0.4585"
"41373","0.4595","0.4595","0.4595"
"41374","0.4575","0.4575","0.4575"
"41375","0.0075","0.0075","0.0075"
"41376","0.099","0.099","0.099"
"41377","0.222","0.222","0.222"
"41378","0.317","0.317","0.317"
"41379","0.3735","0.3735","0.3735"
"41380","0.4075","0.4075","0.4075"
"41381","0.4285","0.4285","0.4285"
"41382","0.447","0.447","0.447"
"41383","0.4455","0.4455","0.4455"
"41384","0.4585","0.4585","0.4585"
"41385","0.4565","0.4565","0.4565"
"41386","0.458","0.458","0.458"
"41387","0.4615","0.4615","0.4615"
"41388","0.4705","0.4705","0.4705"
"41389","0.474","0.474","0.474"
"41390","0.474","0.474","0.474"
"41391","0.4765","0.4765","0.4765"
"41392","0.4775","0.4775","0.4775"
"41393","0.4805","0.4805","0.4805"
"41394","0.48","0.48","0.48"
"41395","0.483","0.483","0.483"
"41396","0.4785","0.4785","0.4785"
"41397","0.4875","0.4875","0.4875"
"41398","0.486","0.486","0.486"
"41399","0.488","0.488","0.488"
"41400","0.012","0.012","0.012"
"41401","0.1145","0.1145","0.1145"
"41402","0.215","0.215","0.215"
"41403","0.2865","0.2865","0.2865"
"41404","0.332","0.332","0.332"
"41405","0.362","0.362","0.362"
"41406","0.3725","0.3725","0.3725"
"41407","0.3895","0.3895","0.3895"
"41408","0.397","0.397","0.397"
"41409","0.403","0.403","0.403"
"41410","0.402","0.402","0.402"
"41411","0.4065","0.4065","0.4065"
"41412","0.408","0.408","0.408"
"41413","0.4145","0.4145","0.4145"
"41414","0.4205","0.4205","0.4205"
"41415","0.4195","0.4195","0.4195"
"41416","0.42","0.42","0.42"
"41417","0.4215","0.4215","0.4215"
"41418","0.4265","0.4265","0.4265"
"41419","0.4245","0.4245","0.4245"
"41420","0.4235","0.4235","0.4235"
"41421","0.4275","0.4275","0.4275"
"41422","0.4295","0.4295","0.4295"
"41423","0.4255","0.4255","0.4255"
"41424","0.4275","0.4275","0.4275"
"41425","0.013","0.013","0.013"
"41426","0.1235","0.1235","0.1235"
"41427","0.2545","0.2545","0.2545"
"41428","0.344","0.344","0.344"
"41429","0.408","0.408","0.408"
"41430","0.445","0.445","0.445"
"41431","0.4695","0.4695","0.4695"
"41432","0.483","0.483","0.483"
"41433","0.4945","0.4945","0.4945"
"41434","0.4995","0.4995","0.4995"
"41435","0.501","0.501","0.501"
"41436","0.506","0.506","0.506"
"41437","0.512","0.512","0.512"
"41438","0.5165","0.5165","0.5165"
"41439","0.522","0.522","0.522"
"41440","0.523","0.523","0.523"
"41441","0.5225","0.5225","0.5225"
"41442","0.52","0.52","0.52"
"41443","0.5185","0.5185","0.5185"
"41444","0.524","0.524","0.524"
"41445","0.525","0.525","0.525"
"41446","0.5255","0.5255","0.5255"
"41447","0.528","0.528","0.528"
"41448","0.527","0.527","0.527"
"41449","0.526","0.526","0.526"
"41450","0.0095","0.0095","0.0095"
"41451","0.102","0.102","0.102"
"41452","0.205","0.205","0.205"
"41453","0.294","0.294","0.294"
"41454","0.3435","0.3435","0.3435"
"41455","0.3675","0.3675","0.3675"
"41456","0.385","0.385","0.385"
"41457","0.398","0.398","0.398"
"41458","0.403","0.403","0.403"
"41459","0.406","0.406","0.406"
"41460","0.4125","0.4125","0.4125"
"41461","0.4205","0.4205","0.4205"
"41462","0.4205","0.4205","0.4205"
"41463","0.424","0.424","0.424"
"41464","0.419","0.419","0.419"
"41465","0.426","0.426","0.426"
"41466","0.42","0.42","0.42"
"41467","0.4265","0.4265","0.4265"
"41468","0.4255","0.4255","0.4255"
"41469","0.4255","0.4255","0.4255"
"41470","0.4305","0.4305","0.4305"
"41471","0.4355","0.4355","0.4355"
"41472","0.4355","0.4355","0.4355"
"41473","0.433","0.433","0.433"
"41474","0.442","0.442","0.442"
"41475","0.0055","0.0055","0.0055"
"41476","0.1165","0.1165","0.1165"
"41477","0.219","0.219","0.219"
"41478","0.3055","0.3055","0.3055"
"41479","0.368","0.368","0.368"
"41480","0.3925","0.3925","0.3925"
"41481","0.4075","0.4075","0.4075"
"41482","0.42","0.42","0.42"
"41483","0.4245","0.4245","0.4245"
"41484","0.4315","0.4315","0.4315"
"41485","0.4365","0.4365","0.4365"
"41486","0.437","0.437","0.437"
"41487","0.4405","0.4405","0.4405"
"41488","0.4375","0.4375","0.4375"
"41489","0.4395","0.4395","0.4395"
"41490","0.4485","0.4485","0.4485"
"41491","0.449","0.449","0.449"
"41492","0.447","0.447","0.447"
"41493","0.4485","0.4485","0.4485"
"41494","0.446","0.446","0.446"
"41495","0.45","0.45","0.45"
"41496","0.4495","0.4495","0.4495"
"41497","0.4485","0.4485","0.4485"
"41498","0.452","0.452","0.452"
"41499","0.451","0.451","0.451"
"41500","0.0255","0.0255","0.0255"
"41501","0.1275","0.1275","0.1275"
"41502","0.23","0.23","0.23"
"41503","0.322","0.322","0.322"
"41504","0.383","0.383","0.383"
"41505","0.4185","0.4185","0.4185"
"41506","0.4385","0.4385","0.4385"
"41507","0.4485","0.4485","0.4485"
"41508","0.4645","0.4645","0.4645"
"41509","0.47","0.47","0.47"
"41510","0.474","0.474","0.474"
"41511","0.475","0.475","0.475"
"41512","0.484","0.484","0.484"
"41513","0.4865","0.4865","0.4865"
"41514","0.4885","0.4885","0.4885"
"41515","0.4915","0.4915","0.4915"
"41516","0.4975","0.4975","0.4975"
"41517","0.502","0.502","0.502"
"41518","0.502","0.502","0.502"
"41519","0.498","0.498","0.498"
"41520","0.503","0.503","0.503"
"41521","0.506","0.506","0.506"
"41522","0.5025","0.5025","0.5025"
"41523","0.5045","0.5045","0.5045"
"41524","0.5055","0.5055","0.5055"
"41525","0.017","0.017","0.017"
"41526","0.107","0.107","0.107"
"41527","0.212","0.212","0.212"
"41528","0.278","0.278","0.278"
"41529","0.316","0.316","0.316"
"41530","0.336","0.336","0.336"
"41531","0.3545","0.3545","0.3545"
"41532","0.3695","0.3695","0.3695"
"41533","0.3815","0.3815","0.3815"
"41534","0.3835","0.3835","0.3835"
"41535","0.3875","0.3875","0.3875"
"41536","0.3975","0.3975","0.3975"
"41537","0.4035","0.4035","0.4035"
"41538","0.4005","0.4005","0.4005"
"41539","0.408","0.408","0.408"
"41540","0.41","0.41","0.41"
"41541","0.412","0.412","0.412"
"41542","0.4095","0.4095","0.4095"
"41543","0.412","0.412","0.412"
"41544","0.4115","0.4115","0.4115"
"41545","0.4085","0.4085","0.4085"
"41546","0.408","0.408","0.408"
"41547","0.4115","0.4115","0.4115"
"41548","0.4125","0.4125","0.4125"
"41549","0.4105","0.4105","0.4105"
"41550","0.0055","0.0055","0.0055"
"41551","0.107","0.107","0.107"
"41552","0.2415","0.2415","0.2415"
"41553","0.316","0.316","0.316"
"41554","0.3565","0.3565","0.3565"
"41555","0.3745","0.3745","0.3745"
"41556","0.3895","0.3895","0.3895"
"41557","0.4105","0.4105","0.4105"
"41558","0.4165","0.4165","0.4165"
"41559","0.4255","0.4255","0.4255"
"41560","0.4295","0.4295","0.4295"
"41561","0.431","0.431","0.431"
"41562","0.4365","0.4365","0.4365"
"41563","0.437","0.437","0.437"
"41564","0.444","0.444","0.444"
"41565","0.4405","0.4405","0.4405"
"41566","0.4415","0.4415","0.4415"
"41567","0.4435","0.4435","0.4435"
"41568","0.4465","0.4465","0.4465"
"41569","0.444","0.444","0.444"
"41570","0.4505","0.4505","0.4505"
"41571","0.451","0.451","0.451"
"41572","0.4515","0.4515","0.4515"
"41573","0.456","0.456","0.456"
"41574","0.454","0.454","0.454"
"41575","0.0225","0.0225","0.0225"
"41576","0.1085","0.1085","0.1085"
"41577","0.195","0.195","0.195"
"41578","0.2855","0.2855","0.2855"
"41579","0.3445","0.3445","0.3445"
"41580","0.37","0.37","0.37"
"41581","0.389","0.389","0.389"
"41582","0.3995","0.3995","0.3995"
"41583","0.4055","0.4055","0.4055"
"41584","0.4135","0.4135","0.4135"
"41585","0.4195","0.4195","0.4195"
"41586","0.4255","0.4255","0.4255"
"41587","0.4285","0.4285","0.4285"
"41588","0.433","0.433","0.433"
"41589","0.4395","0.4395","0.4395"
"41590","0.442","0.442","0.442"
"41591","0.437","0.437","0.437"
"41592","0.4465","0.4465","0.4465"
"41593","0.4455","0.4455","0.4455"
"41594","0.4445","0.4445","0.4445"
"41595","0.4475","0.4475","0.4475"
"41596","0.4515","0.4515","0.4515"
"41597","0.452","0.452","0.452"
"41598","0.4465","0.4465","0.4465"
"41599","0.446","0.446","0.446"
"41600","0.008","0.008","0.008"
"41601","0.1085","0.1085","0.1085"
"41602","0.225","0.225","0.225"
"41603","0.311","0.311","0.311"
"41604","0.3515","0.3515","0.3515"
"41605","0.3655","0.3655","0.3655"
"41606","0.38","0.38","0.38"
"41607","0.397","0.397","0.397"
"41608","0.401","0.401","0.401"
"41609","0.403","0.403","0.403"
"41610","0.4125","0.4125","0.4125"
"41611","0.4135","0.4135","0.4135"
"41612","0.414","0.414","0.414"
"41613","0.4135","0.4135","0.4135"
"41614","0.414","0.414","0.414"
"41615","0.4235","0.4235","0.4235"
"41616","0.419","0.419","0.419"
"41617","0.4245","0.4245","0.4245"
"41618","0.4205","0.4205","0.4205"
"41619","0.4225","0.4225","0.4225"
"41620","0.4225","0.4225","0.4225"
"41621","0.4275","0.4275","0.4275"
"41622","0.425","0.425","0.425"
"41623","0.431","0.431","0.431"
"41624","0.429","0.429","0.429"
"41625","0.0195","0.0195","0.0195"
"41626","0.0925","0.0925","0.0925"
"41627","0.1725","0.1725","0.1725"
"41628","0.24","0.24","0.24"
"41629","0.292","0.292","0.292"
"41630","0.325","0.325","0.325"
"41631","0.345","0.345","0.345"
"41632","0.357","0.357","0.357"
"41633","0.365","0.365","0.365"
"41634","0.3715","0.3715","0.3715"
"41635","0.3725","0.3725","0.3725"
"41636","0.377","0.377","0.377"
"41637","0.3785","0.3785","0.3785"
"41638","0.383","0.383","0.383"
"41639","0.382","0.382","0.382"
"41640","0.3865","0.3865","0.3865"
"41641","0.3885","0.3885","0.3885"
"41642","0.386","0.386","0.386"
"41643","0.3895","0.3895","0.3895"
"41644","0.39","0.39","0.39"
"41645","0.3895","0.3895","0.3895"
"41646","0.3905","0.3905","0.3905"
"41647","0.391","0.391","0.391"
"41648","0.392","0.392","0.392"
"41649","0.395","0.395","0.395"
"41650","0.003","0.003","0.003"
"41651","0.0865","0.0865","0.0865"
"41652","0.217","0.217","0.217"
"41653","0.3","0.3","0.3"
"41654","0.351","0.351","0.351"
"41655","0.369","0.369","0.369"
"41656","0.3825","0.3825","0.3825"
"41657","0.3885","0.3885","0.3885"
"41658","0.394","0.394","0.394"
"41659","0.4005","0.4005","0.4005"
"41660","0.408","0.408","0.408"
"41661","0.412","0.412","0.412"
"41662","0.4185","0.4185","0.4185"
"41663","0.414","0.414","0.414"
"41664","0.418","0.418","0.418"
"41665","0.422","0.422","0.422"
"41666","0.425","0.425","0.425"
"41667","0.425","0.425","0.425"
"41668","0.4275","0.4275","0.4275"
"41669","0.4265","0.4265","0.4265"
"41670","0.427","0.427","0.427"
"41671","0.4295","0.4295","0.4295"
"41672","0.4325","0.4325","0.4325"
"41673","0.428","0.428","0.428"
"41674","0.43","0.43","0.43"
"41675","0.005","0.005","0.005"
"41676","0.111","0.111","0.111"
"41677","0.2445","0.2445","0.2445"
"41678","0.3105","0.3105","0.3105"
"41679","0.34","0.34","0.34"
"41680","0.355","0.355","0.355"
"41681","0.3695","0.3695","0.3695"
"41682","0.3835","0.3835","0.3835"
"41683","0.3855","0.3855","0.3855"
"41684","0.397","0.397","0.397"
"41685","0.4015","0.4015","0.4015"
"41686","0.4035","0.4035","0.4035"
"41687","0.4035","0.4035","0.4035"
"41688","0.405","0.405","0.405"
"41689","0.409","0.409","0.409"
"41690","0.4095","0.4095","0.4095"
"41691","0.4115","0.4115","0.4115"
"41692","0.4115","0.4115","0.4115"
"41693","0.4115","0.4115","0.4115"
"41694","0.414","0.414","0.414"
"41695","0.413","0.413","0.413"
"41696","0.417","0.417","0.417"
"41697","0.4195","0.4195","0.4195"
"41698","0.4195","0.4195","0.4195"
"41699","0.419","0.419","0.419"
"41700","0.0635","0.0635","0.0635"
"41701","0.159","0.159","0.159"
"41702","0.244","0.244","0.244"
"41703","0.313","0.313","0.313"
"41704","0.3515","0.3515","0.3515"
"41705","0.364","0.364","0.364"
"41706","0.3815","0.3815","0.3815"
"41707","0.394","0.394","0.394"
"41708","0.3985","0.3985","0.3985"
"41709","0.408","0.408","0.408"
"41710","0.408","0.408","0.408"
"41711","0.4125","0.4125","0.4125"
"41712","0.417","0.417","0.417"
"41713","0.4185","0.4185","0.4185"
"41714","0.4195","0.4195","0.4195"
"41715","0.4235","0.4235","0.4235"
"41716","0.428","0.428","0.428"
"41717","0.4265","0.4265","0.4265"
"41718","0.4305","0.4305","0.4305"
"41719","0.431","0.431","0.431"
"41720","0.431","0.431","0.431"
"41721","0.431","0.431","0.431"
"41722","0.4355","0.4355","0.4355"
"41723","0.432","0.432","0.432"
"41724","0.4365","0.4365","0.4365"
"41725","0.017","0.017","0.017"
"41726","0.126","0.126","0.126"
"41727","0.237","0.237","0.237"
"41728","0.312","0.312","0.312"
"41729","0.352","0.352","0.352"
"41730","0.3715","0.3715","0.3715"
"41731","0.384","0.384","0.384"
"41732","0.391","0.391","0.391"
"41733","0.4015","0.4015","0.4015"
"41734","0.4075","0.4075","0.4075"
"41735","0.41","0.41","0.41"
"41736","0.414","0.414","0.414"
"41737","0.413","0.413","0.413"
"41738","0.4185","0.4185","0.4185"
"41739","0.414","0.414","0.414"
"41740","0.419","0.419","0.419"
"41741","0.426","0.426","0.426"
"41742","0.4185","0.4185","0.4185"
"41743","0.4195","0.4195","0.4195"
"41744","0.4215","0.4215","0.4215"
"41745","0.42","0.42","0.42"
"41746","0.4225","0.4225","0.4225"
"41747","0.4265","0.4265","0.4265"
"41748","0.4235","0.4235","0.4235"
"41749","0.4255","0.4255","0.4255"
"41750","0.0005","0.0005","0.0005"
"41751","0.069","0.069","0.069"
"41752","0.157","0.157","0.157"
"41753","0.237","0.237","0.237"
"41754","0.2885","0.2885","0.2885"
"41755","0.315","0.315","0.315"
"41756","0.335","0.335","0.335"
"41757","0.3425","0.3425","0.3425"
"41758","0.3505","0.3505","0.3505"
"41759","0.359","0.359","0.359"
"41760","0.362","0.362","0.362"
"41761","0.364","0.364","0.364"
"41762","0.369","0.369","0.369"
"41763","0.3705","0.3705","0.3705"
"41764","0.3715","0.3715","0.3715"
"41765","0.3695","0.3695","0.3695"
"41766","0.3735","0.3735","0.3735"
"41767","0.374","0.374","0.374"
"41768","0.3765","0.3765","0.3765"
"41769","0.381","0.381","0.381"
"41770","0.379","0.379","0.379"
"41771","0.383","0.383","0.383"
"41772","0.383","0.383","0.383"
"41773","0.381","0.381","0.381"
"41774","0.382","0.382","0.382"
"41775","0.008","0.008","0.008"
"41776","0.0945","0.0945","0.0945"
"41777","0.1945","0.1945","0.1945"
"41778","0.2915","0.2915","0.2915"
"41779","0.367","0.367","0.367"
"41780","0.4105","0.4105","0.4105"
"41781","0.4285","0.4285","0.4285"
"41782","0.447","0.447","0.447"
"41783","0.451","0.451","0.451"
"41784","0.4575","0.4575","0.4575"
"41785","0.465","0.465","0.465"
"41786","0.4715","0.4715","0.4715"
"41787","0.47","0.47","0.47"
"41788","0.4685","0.4685","0.4685"
"41789","0.472","0.472","0.472"
"41790","0.4765","0.4765","0.4765"
"41791","0.4795","0.4795","0.4795"
"41792","0.484","0.484","0.484"
"41793","0.4895","0.4895","0.4895"
"41794","0.4875","0.4875","0.4875"
"41795","0.4865","0.4865","0.4865"
"41796","0.489","0.489","0.489"
"41797","0.488","0.488","0.488"
"41798","0.4935","0.4935","0.4935"
"41799","0.4915","0.4915","0.4915"
"41800","0.003","0.003","0.003"
"41801","0.0975","0.0975","0.0975"
"41802","0.2095","0.2095","0.2095"
"41803","0.287","0.287","0.287"
"41804","0.325","0.325","0.325"
"41805","0.3505","0.3505","0.3505"
"41806","0.3625","0.3625","0.3625"
"41807","0.3735","0.3735","0.3735"
"41808","0.381","0.381","0.381"
"41809","0.38","0.38","0.38"
"41810","0.3835","0.3835","0.3835"
"41811","0.3875","0.3875","0.3875"
"41812","0.389","0.389","0.389"
"41813","0.3895","0.3895","0.3895"
"41814","0.387","0.387","0.387"
"41815","0.3925","0.3925","0.3925"
"41816","0.3975","0.3975","0.3975"
"41817","0.3925","0.3925","0.3925"
"41818","0.394","0.394","0.394"
"41819","0.3955","0.3955","0.3955"
"41820","0.397","0.397","0.397"
"41821","0.3945","0.3945","0.3945"
"41822","0.3935","0.3935","0.3935"
"41823","0.3965","0.3965","0.3965"
"41824","0.398","0.398","0.398"
"41825","0.0045","0.0045","0.0045"
"41826","0.104","0.104","0.104"
"41827","0.1965","0.1965","0.1965"
"41828","0.2745","0.2745","0.2745"
"41829","0.326","0.326","0.326"
"41830","0.3635","0.3635","0.3635"
"41831","0.3805","0.3805","0.3805"
"41832","0.3855","0.3855","0.3855"
"41833","0.394","0.394","0.394"
"41834","0.397","0.397","0.397"
"41835","0.4035","0.4035","0.4035"
"41836","0.4025","0.4025","0.4025"
"41837","0.413","0.413","0.413"
"41838","0.411","0.411","0.411"
"41839","0.4155","0.4155","0.4155"
"41840","0.416","0.416","0.416"
"41841","0.4195","0.4195","0.4195"
"41842","0.4165","0.4165","0.4165"
