"Step","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MAX"
"53961","0.5655","0.5655","0.5655"
"53972","0.4665","0.4665","0.4665"
"53977","0.5585","0.5585","0.5585"
"53979","0.5755","0.5755","0.5755"
"53986","0.621","0.621","0.621"
"53987","0.5835","0.5835","0.5835"
"53993","0.5195","0.5195","0.5195"
"53996","0.5045","0.5045","0.5045"
"54012","0.483","0.483","0.483"
"54017","0.49","0.49","0.49"
"54025","0","0","0"
"54029","0.6695","0.6695","0.6695"
"54036","0.6035","0.6035","0.6035"
"54039","0.5535","0.5535","0.5535"
"54044","0.4915","0.4915","0.4915"
"54046","0.4755","0.4755","0.4755"
"54077","0.5215","0.5215","0.5215"
"54081","0.603","0.603","0.603"
"54093","0.4495","0.4495","0.4495"
"54099","0.4195","0.4195","0.4195"
"54102","0.4585","0.4585","0.4585"
"54106","0.5445","0.5445","0.5445"
"54112","0.494","0.494","0.494"
"54117","0.461","0.461","0.461"
"54134","0.5465","0.5465","0.5465"
"54138","0.5265","0.5265","0.5265"
"54151","0.41","0.41","0.41"
"54152","0.4585","0.4585","0.4585"
"54161","0.529","0.529","0.529"
"54164","0.492","0.492","0.492"
"54172","0.458","0.458","0.458"
"54175","0","0","0"
"54185","0.535","0.535","0.535"
"54187","0.4805","0.4805","0.4805"
"54192","0.4195","0.4195","0.4195"
"54210","0.5405","0.5405","0.5405"
"54215","0.4575","0.4575","0.4575"
"54224","0.4455","0.4455","0.4455"
"54226","0.3715","0.3715","0.3715"
"54231","0.514","0.514","0.514"
"54237","0.5235","0.5235","0.5235"
"54239","0.4715","0.4715","0.4715"
"54240","0.507","0.507","0.507"
"54247","0.4225","0.4225","0.4225"
"54262","0.511","0.511","0.511"
"54265","0.437","0.437","0.437"
"54269","0.4325","0.4325","0.4325"
"54275","0","0","0"
"54279","0.6555","0.6555","0.6555"
"54280","0.634","0.634","0.634"
"54286","0.563","0.563","0.563"
"54300","0","0","0"
"54302","0.506","0.506","0.506"
"54306","0.6055","0.6055","0.6055"
"54316","0.51","0.51","0.51"
"54318","0.4905","0.4905","0.4905"
"54330","0.626","0.626","0.626"
"54340","0.513","0.513","0.513"
"54342","0.4965","0.4965","0.4965"
"54357","0.5265","0.5265","0.5265"
"54361","0.571","0.571","0.571"
"54362","0.5325","0.5325","0.5325"
"54370","0.421","0.421","0.421"
"54371","0.4815","0.4815","0.4815"
"54374","0.473","0.473","0.473"
"54376","0.372","0.372","0.372"
"54378","0.4955","0.4955","0.4955"
"54380","0.5435","0.5435","0.5435"
"54383","0.558","0.558","0.558"
"54387","0.5685","0.5685","0.5685"
"54402","0.524","0.524","0.524"
"54407","0.6575","0.6575","0.6575"
"54410","0.556","0.556","0.556"
"54419","0.494","0.494","0.494"
"54422","0.5325","0.5325","0.5325"
"54424","0.428","0.428","0.428"
"54434","0.581","0.581","0.581"
"54436","0.5465","0.5465","0.5465"
"54438","0.552","0.552","0.552"
"54440","0.5045","0.5045","0.5045"
"54447","0.455","0.455","0.455"
"54449","0.4395","0.4395","0.4395"
"54455","0.607","0.607","0.607"
"54464","0.589","0.589","0.589"
"54466","0.5445","0.5445","0.5445"
"54470","0.471","0.471","0.471"
"54471","0.459","0.459","0.459"
"54477","0.496","0.496","0.496"
"54481","0.5015","0.5015","0.5015"
"54482","0.4865","0.4865","0.4865"
"54488","0.4885","0.4885","0.4885"
"54492","0.435","0.435","0.435"
"54503","0.5525","0.5525","0.5525"
"54507","0.586","0.586","0.586"
"54508","0.564","0.564","0.564"
"54511","0.546","0.546","0.546"
"54515","0.523","0.523","0.523"
"54522","0.4665","0.4665","0.4665"
"54523","0.458","0.458","0.458"
"54525","0","0","0"
"54534","0.5445","0.5445","0.5445"
"54537","0.4685","0.4685","0.4685"
"54539","0.524","0.524","0.524"
"54549","0.4245","0.4245","0.4245"
"54555","0.618","0.618","0.618"
"54556","0.535","0.535","0.535"
"54561","0.4735","0.4735","0.4735"
"54566","0.44","0.44","0.44"
"54567","0.461","0.461","0.461"
"54569","0.3705","0.3705","0.3705"
"54574","0.3825","0.3825","0.3825"
"54580","0.637","0.637","0.637"
"54581","0.58","0.58","0.58"
"54582","0.569","0.569","0.569"
"54584","0.5185","0.5185","0.5185"
"54590","0.463","0.463","0.463"
"54596","0.4125","0.4125","0.4125"
"54617","0.521","0.521","0.521"
"54630","0.5905","0.5905","0.5905"
"54640","0.4135","0.4135","0.4135"
"54647","0.464","0.464","0.464"
"54648","0.502","0.502","0.502"
"54658","0.63","0.63","0.63"
"54671","0.473","0.473","0.473"
"54680","0.565","0.565","0.565"
"54698","0.3405","0.3405","0.3405"
"54699","0.366","0.366","0.366"
"54709","0.6185","0.6185","0.6185"
"54715","0.5395","0.5395","0.5395"
"54724","0.443","0.443","0.443"
"54726","0.4665","0.4665","0.4665"
"54745","0.494","0.494","0.494"
"54748","0.3875","0.3875","0.3875"
"54749","0.441","0.441","0.441"
"54750","0","0","0"
"54756","0.5295","0.5295","0.5295"
"54759","0.529","0.529","0.529"
"54763","0.496","0.496","0.496"
"54770","0.4015","0.4015","0.4015"
"54779","0.547","0.547","0.547"
"54781","0.536","0.536","0.536"
"54787","0.569","0.569","0.569"
"54790","0.462","0.462","0.462"
"54792","0.4215","0.4215","0.4215"
"54829","0.65","0.65","0.65"
"54842","0.4575","0.4575","0.4575"
"54847","0.431","0.431","0.431"
"54848","0.4695","0.4695","0.4695"
"54856","0.5695","0.5695","0.5695"
"54863","0.5135","0.5135","0.5135"
"54870","0.3925","0.3925","0.3925"
"54877","0.4945","0.4945","0.4945"
"54881","0.693","0.693","0.693"
"54884","0.661","0.661","0.661"
"54886","0.5565","0.5565","0.5565"
"54892","0.4525","0.4525","0.4525"
"54893","0.454","0.454","0.454"
"54894","0.4545","0.4545","0.4545"
"54907","0.6375","0.6375","0.6375"
"54908","0.5455","0.5455","0.5455"
"54910","0.543","0.543","0.543"
"54918","0.427","0.427","0.427"
"54922","0.3665","0.3665","0.3665"
"54924","0.425","0.425","0.425"
"54937","0.5925","0.5925","0.5925"
"54946","0.5205","0.5205","0.5205"
"54954","0.6365","0.6365","0.6365"
"54956","0.644","0.644","0.644"
"54964","0.572","0.572","0.572"
"54975","0","0","0"
"54989","0.4695","0.4695","0.4695"
"54991","0.4475","0.4475","0.4475"
"54995","0.438","0.438","0.438"
"54996","0.404","0.404","0.404"
"55000","0","0","0"
"55007","0.4855","0.4855","0.4855"
"55009","0.408","0.408","0.408"
"55017","0.4025","0.4025","0.4025"
"55018","0.424","0.424","0.424"
"55026","0.4615","0.4615","0.4615"
"55028","0.608","0.608","0.608"
"55029","0.6165","0.6165","0.6165"
"55037","0.483","0.483","0.483"
"55038","0.4115","0.4115","0.4115"
"55048","0.393","0.393","0.393"
"55059","0.487","0.487","0.487"
"55073","0.4585","0.4585","0.4585"
"55085","0.524","0.524","0.524"
"55088","0.4785","0.4785","0.4785"
"55092","0.4915","0.4915","0.4915"
"55095","0.464","0.464","0.464"
"55096","0.4635","0.4635","0.4635"
"55101","0.3935","0.3935","0.3935"
"55104","0.578","0.578","0.578"
"55122","0.428","0.428","0.428"
"55131","0.5575","0.5575","0.5575"
"55144","0.481","0.481","0.481"
"55145","0.4415","0.4415","0.4415"
"55151","0.453","0.453","0.453"
"55157","0.5015","0.5015","0.5015"
"55159","0.5215","0.5215","0.5215"
"55164","0.4975","0.4975","0.4975"
"55169","0.4185","0.4185","0.4185"
"55175","0","0","0"
"55186","0.567","0.567","0.567"
"55192","0.4635","0.4635","0.4635"
"55196","0.407","0.407","0.407"
"55201","0.49","0.49","0.49"
"55202","0.601","0.601","0.601"
"55205","0.6645","0.6645","0.6645"
"55206","0.67","0.67","0.67"
"55207","0.614","0.614","0.614"
"55218","0.55","0.55","0.55"
"55232","0.6065","0.6065","0.6065"
"55237","0.4925","0.4925","0.4925"
"55260","0.6665","0.6665","0.6665"
"55269","0.557","0.557","0.557"
"55271","0.5085","0.5085","0.5085"
"55276","0.4525","0.4525","0.4525"
"55278","0.633","0.633","0.633"
"55279","0.6435","0.6435","0.6435"
"55295","0.4345","0.4345","0.4345"
"55297","0.4305","0.4305","0.4305"
"55309","0.611","0.611","0.611"
"55316","0.5295","0.5295","0.5295"
"55327","0.561","0.561","0.561"
"55335","0.4995","0.4995","0.4995"
"55345","0.4085","0.4085","0.4085"
"55352","0.4615","0.4615","0.4615"
"55354","0.56","0.56","0.56"
"55359","0.5435","0.5435","0.5435"
"55360","0.5545","0.5545","0.5545"
"55362","0.483","0.483","0.483"
"55363","0.5165","0.5165","0.5165"
"55365","0.498","0.498","0.498"
"55370","0.445","0.445","0.445"
"55377","0.477","0.477","0.477"
"55382","0.633","0.633","0.633"
"55384","0.5535","0.5535","0.5535"
"55392","0.506","0.506","0.506"
"55428","0.555","0.555","0.555"
"55439","0.504","0.504","0.504"
"55443","0.447","0.447","0.447"
"55444","0.481","0.481","0.481"
"55465","0.537","0.537","0.537"
"55495","0.415","0.415","0.415"
"55500","0","0","0"
"55503","0.586","0.586","0.586"
"55506","0.5935","0.5935","0.5935"
"55520","0.4195","0.4195","0.4195"
"55528","0.543","0.543","0.543"
"55530","0.5535","0.5535","0.5535"
"55535","0.5275","0.5275","0.5275"
"55547","0.478","0.478","0.478"
"55553","0.6015","0.6015","0.6015"
"55555","0.557","0.557","0.557"
"55561","0.544","0.544","0.544"
"55562","0.6125","0.6125","0.6125"
"55564","0.519","0.519","0.519"
"55569","0.4225","0.4225","0.4225"
"55571","0.461","0.461","0.461"
"55579","0.597","0.597","0.597"
"55585","0.4455","0.4455","0.4455"
"55591","0.414","0.414","0.414"
"55598","0.383","0.383","0.383"
"55612","0.6005","0.6005","0.6005"
"55615","0.551","0.551","0.551"
"55624","0.4455","0.4455","0.4455"
"55630","0.665","0.665","0.665"
"55640","0.496","0.496","0.496"
"55645","0.5565","0.5565","0.5565"
"55646","0.462","0.462","0.462"
"55656","0.6805","0.6805","0.6805"
"55657","0.6245","0.6245","0.6245"
"55658","0.5435","0.5435","0.5435"
"55660","0.5375","0.5375","0.5375"
"55665","0.507","0.507","0.507"
"55677","0.5125","0.5125","0.5125"
"55678","0.581","0.581","0.581"
"55687","0.4955","0.4955","0.4955"
"55688","0.5165","0.5165","0.5165"
"55719","0.44","0.44","0.44"
"55731","0.594","0.594","0.594"
"55734","0.555","0.555","0.555"
"55736","0.5435","0.5435","0.5435"
"55743","0.4955","0.4955","0.4955"
"55750","0","0","0"
"55751","0.4345","0.4345","0.4345"
"55755","0.589","0.589","0.589"
"55758","0.5195","0.5195","0.5195"
"55771","0.4425","0.4425","0.4425"
"55776","0.5235","0.5235","0.5235"
"55788","0.6225","0.6225","0.6225"
"55792","0.535","0.535","0.535"
"55794","0.5305","0.5305","0.5305"
"55797","0.497","0.497","0.497"
"55802","0.613","0.613","0.613"
"55810","0.568","0.568","0.568"
"55812","0.5275","0.5275","0.5275"
"55813","0.5235","0.5235","0.5235"
"55815","0.5045","0.5045","0.5045"
"55816","0.503","0.503","0.503"
"55818","0.5045","0.5045","0.5045"
"55843","0.513","0.513","0.513"
"55852","0.5465","0.5465","0.5465"
"55856","0.5505","0.5505","0.5505"
"55870","0.3835","0.3835","0.3835"
"55889","0.56","0.56","0.56"
"55909","0.6055","0.6055","0.6055"
"55917","0.495","0.495","0.495"
"55918","0.4915","0.4915","0.4915"
"55923","0.461","0.461","0.461"
"55924","0.477","0.477","0.477"
"55927","0.4985","0.4985","0.4985"
"55929","0.5735","0.5735","0.5735"
"55932","0.582","0.582","0.582"
"55940","0.536","0.536","0.536"
"55957","0.4875","0.4875","0.4875"
"55962","0.441","0.441","0.441"
"55965","0.441","0.441","0.441"
"55967","0.437","0.437","0.437"
"55969","0.448","0.448","0.448"
"55976","0.296","0.296","0.296"
"55994","0.4345","0.4345","0.4345"
"55998","0.4095","0.4095","0.4095"
"56000","0","0","0"
"56001","0.463","0.463","0.463"
"56004","0.566","0.566","0.566"
"56013","0.569","0.569","0.569"
"56014","0.533","0.533","0.533"
"56023","0.4795","0.4795","0.4795"
"56027","0.6755","0.6755","0.6755"
"56028","0.7285","0.7285","0.7285"
"56036","0.551","0.551","0.551"
"56037","0.524","0.524","0.524"
"56052","0.5345","0.5345","0.5345"
"56062","0.597","0.597","0.597"
"56067","0.5325","0.5325","0.5325"
"56073","0.431","0.431","0.431"
"56075","0","0","0"
"56077","0.506","0.506","0.506"
"56079","0.621","0.621","0.621"
"56084","0.629","0.629","0.629"
"56091","0.5175","0.5175","0.5175"
"56099","0.4585","0.4585","0.4585"
"56101","0.4435","0.4435","0.4435"
"56102","0.593","0.593","0.593"
"56109","0.53","0.53","0.53"
"56114","0.4555","0.4555","0.4555"
"56119","0.4435","0.4435","0.4435"
"56124","0.4595","0.4595","0.4595"
"56131","0.591","0.591","0.591"
"56133","0.547","0.547","0.547"
"56138","0.4975","0.4975","0.4975"
"56139","0.4495","0.4495","0.4495"
"56145","0.434","0.434","0.434"
"56148","0.4175","0.4175","0.4175"
"56150","0","0","0"
"56162","0.603","0.603","0.603"
"56167","0.56","0.56","0.56"
"56170","0.522","0.522","0.522"
"56179","0.6185","0.6185","0.6185"
"56180","0.6315","0.6315","0.6315"
"56183","0.6115","0.6115","0.6115"
"56190","0.4425","0.4425","0.4425"
"56200","0.0135","0.0135","0.0135"
"56201","0.42","0.42","0.42"
"56203","0.516","0.516","0.516"
"56209","0.509","0.509","0.509"
"56214","0.4825","0.4825","0.4825"
"56216","0.486","0.486","0.486"
"56219","0.436","0.436","0.436"
"56220","0.448","0.448","0.448"
"56223","0.4775","0.4775","0.4775"
"56226","0.488","0.488","0.488"
"56237","0.531","0.531","0.531"
"56240","0.5005","0.5005","0.5005"
"56253","0.6435","0.6435","0.6435"
"56265","0.4925","0.4925","0.4925"
"56274","0.494","0.494","0.494"
"56275","0","0","0"
"56277","0.5595","0.5595","0.5595"
"56280","0.6045","0.6045","0.6045"
"56302","0.585","0.585","0.585"
"56311","0.539","0.539","0.539"
"56318","0.408","0.408","0.408"
"56324","0.396","0.396","0.396"
"56328","0.619","0.619","0.619"
"56335","0.5565","0.5565","0.5565"
"56342","0.4865","0.4865","0.4865"
"56345","0.42","0.42","0.42"
"56353","0.5255","0.5255","0.5255"
"56366","0.5715","0.5715","0.5715"
"56368","0.466","0.466","0.466"
"56374","0.4715","0.4715","0.4715"
"56375","0","0","0"
"56381","0.5265","0.5265","0.5265"
"56383","0.522","0.522","0.522"
"56384","0.5255","0.5255","0.5255"
"56387","0.4445","0.4445","0.4445"
"56388","0.4335","0.4335","0.4335"
"56389","0.4605","0.4605","0.4605"
"56391","0.473","0.473","0.473"
"56393","0.453","0.453","0.453"
"56398","0.3745","0.3745","0.3745"
"56408","0.49","0.49","0.49"
"56411","0.4995","0.4995","0.4995"
"56423","0.4985","0.4985","0.4985"
"56424","0.375","0.375","0.375"
"56431","0.6475","0.6475","0.6475"
"56438","0.4615","0.4615","0.4615"
"56443","0.458","0.458","0.458"
"56447","0.412","0.412","0.412"
"56461","0.589","0.589","0.589"
"56462","0.445","0.445","0.445"
"56464","0.4495","0.4495","0.4495"
"56470","0.4425","0.4425","0.4425"
"56483","0.4625","0.4625","0.4625"
"56484","0.4255","0.4255","0.4255"
"56493","0.4315","0.4315","0.4315"
"56498","0.3595","0.3595","0.3595"
"56500","0","0","0"
"56501","0.437","0.437","0.437"
"56503","0.555","0.555","0.555"
"56505","0.5325","0.5325","0.5325"
"56506","0.54","0.54","0.54"
"56509","0.484","0.484","0.484"
"56518","0.4185","0.4185","0.4185"
"56519","0.4465","0.4465","0.4465"
"56523","0.4685","0.4685","0.4685"
"56542","0.4565","0.4565","0.4565"
"56548","0.5165","0.5165","0.5165"
"56556","0.573","0.573","0.573"
"56558","0.545","0.545","0.545"
"56563","0.562","0.562","0.562"
"56567","0.483","0.483","0.483"
"56569","0.5215","0.5215","0.5215"
"56571","0.557","0.557","0.557"
"56574","0.53","0.53","0.53"
"56586","0.583","0.583","0.583"
"56589","0.5445","0.5445","0.5445"
"56590","0.528","0.528","0.528"
"56591","0.5125","0.5125","0.5125"
"56597","0.457","0.457","0.457"
"56599","0.465","0.465","0.465"
"56602","0.4535","0.4535","0.4535"
"56611","0.514","0.514","0.514"
"56614","0.4625","0.4625","0.4625"
"56623","0.4605","0.4605","0.4605"
"56636","0.471","0.471","0.471"
"56644","0.4085","0.4085","0.4085"
"56645","0.4","0.4","0.4"
"56652","0.541","0.541","0.541"
"56658","0.5605","0.5605","0.5605"
"56659","0.5895","0.5895","0.5895"
"56663","0.5965","0.5965","0.5965"
"56665","0.5515","0.5515","0.5515"
"56673","0.4745","0.4745","0.4745"
"56679","0.56","0.56","0.56"
"56680","0.6005","0.6005","0.6005"
"56686","0.4815","0.4815","0.4815"
"56690","0.3925","0.3925","0.3925"
"56715","0.5075","0.5075","0.5075"
"56717","0.4885","0.4885","0.4885"
"56720","0.4295","0.4295","0.4295"
"56722","0.4515","0.4515","0.4515"
"56723","0.471","0.471","0.471"
"56736","0.543","0.543","0.543"
"56739","0.549","0.549","0.549"
"56741","0.4785","0.4785","0.4785"
"56745","0.4225","0.4225","0.4225"
"56749","0.4025","0.4025","0.4025"
"56755","0.6435","0.6435","0.6435"
"56756","0.605","0.605","0.605"
"56768","0.424","0.424","0.424"
"56772","0.4075","0.4075","0.4075"
"56780","0.564","0.564","0.564"
"56781","0.55","0.55","0.55"
"56796","0.4515","0.4515","0.4515"
"56802","0.545","0.545","0.545"
"56805","0.599","0.599","0.599"
"56810","0.5575","0.5575","0.5575"
"56816","0.5045","0.5045","0.5045"
"56821","0.432","0.432","0.432"
"56826","0.469","0.469","0.469"
"56828","0.5575","0.5575","0.5575"
"56831","0.596","0.596","0.596"
"56837","0.5835","0.5835","0.5835"
"56846","0.543","0.543","0.543"
"56863","0.56","0.56","0.56"
"56886","0.489","0.489","0.489"
"56895","0.423","0.423","0.423"
"56896","0.3925","0.3925","0.3925"
"56905","0.529","0.529","0.529"
"56917","0.571","0.571","0.571"
"56921","0.4685","0.4685","0.4685"
"56926","0.3905","0.3905","0.3905"
"56933","0.559","0.559","0.559"
"56939","0.5125","0.5125","0.5125"
"56942","0.546","0.546","0.546"
"56944","0.43","0.43","0.43"
"56953","0.476","0.476","0.476"
"56954","0.4885","0.4885","0.4885"
"56970","0.4235","0.4235","0.4235"
"56971","0.42","0.42","0.42"
"56973","0.442","0.442","0.442"
"56987","0.5445","0.5445","0.5445"
"56994","0.501","0.501","0.501"
"56998","0.461","0.461","0.461"
"57008","0.581","0.581","0.581"
"57021","0.5175","0.5175","0.5175"
"57030","0.5865","0.5865","0.5865"
"57033","0.5445","0.5445","0.5445"
"57045","0.465","0.465","0.465"
"57049","0.5495","0.5495","0.5495"
"57052","0.5165","0.5165","0.5165"
"57060","0.5675","0.5675","0.5675"
"57065","0.4515","0.4515","0.4515"
"57066","0.4955","0.4955","0.4955"
"57074","0.4735","0.4735","0.4735"
"57075","0","0","0"
"57090","0.4835","0.4835","0.4835"
"57118","0.4105","0.4105","0.4105"
"57120","0.362","0.362","0.362"
"57121","0.49","0.49","0.49"
"57128","0.5245","0.5245","0.5245"
"57130","0.52","0.52","0.52"
"57132","0.5525","0.5525","0.5525"
"57135","0.515","0.515","0.515"
"57149","0.472","0.472","0.472"
"57150","0","0","0"
"57156","0.544","0.544","0.544"
"57170","0.4125","0.4125","0.4125"
"57172","0.361","0.361","0.361"
"57174","0.374","0.374","0.374"
"57185","0.4595","0.4595","0.4595"
"57194","0.465","0.465","0.465"
"57199","0.4045","0.4045","0.4045"
"57200","0","0","0"
"57207","0.5515","0.5515","0.5515"
"57212","0.4935","0.4935","0.4935"
"57216","0.4345","0.4345","0.4345"
"57219","0.4365","0.4365","0.4365"
"57227","0.4935","0.4935","0.4935"
"57232","0.4335","0.4335","0.4335"
"57241","0.3945","0.3945","0.3945"
"57245","0.4185","0.4185","0.4185"
"57260","0.557","0.557","0.557"
"57268","0.4945","0.4945","0.4945"
"57278","0.511","0.511","0.511"
"57284","0.5605","0.5605","0.5605"
"57285","0.521","0.521","0.521"
"57288","0.484","0.484","0.484"
"57290","0.491","0.491","0.491"
"57301","0.4595","0.4595","0.4595"
"57317","0.462","0.462","0.462"
"57327","0.405","0.405","0.405"
"57328","0.4885","0.4885","0.4885"
"57333","0.4425","0.4425","0.4425"
"57339","0.4415","0.4415","0.4415"
"57340","0.393","0.393","0.393"
"57349","0.371","0.371","0.371"
"57365","0.4795","0.4795","0.4795"
"57367","0.459","0.459","0.459"
"57377","0.5685","0.5685","0.5685"
"57382","0.5585","0.5585","0.5585"
"57394","0.527","0.527","0.527"
"57397","0.5205","0.5205","0.5205"
"57404","0.6095","0.6095","0.6095"
"57408","0.577","0.577","0.577"
"57409","0.514","0.514","0.514"
"57416","0.4485","0.4485","0.4485"
"57426","0.452","0.452","0.452"
"57433","0.524","0.524","0.524"
"57437","0.505","0.505","0.505"
"57438","0.522","0.522","0.522"
"57440","0.472","0.472","0.472"
"57442","0.528","0.528","0.528"
"57444","0.4215","0.4215","0.4215"
"57447","0.4485","0.4485","0.4485"
"57452","0.4795","0.4795","0.4795"
"57455","0.544","0.544","0.544"
"57457","0.538","0.538","0.538"
"57458","0.522","0.522","0.522"
"57462","0.4985","0.4985","0.4985"
"57487","0.4605","0.4605","0.4605"
"57492","0.339","0.339","0.339"
"57499","0.4185","0.4185","0.4185"
"57504","0.579","0.579","0.579"
"57509","0.519","0.519","0.519"
"57511","0.479","0.479","0.479"
"57515","0.4775","0.4775","0.4775"
"57524","0.3825","0.3825","0.3825"
"57548","0.4665","0.4665","0.4665"
"57552","0.466","0.466","0.466"
"57557","0.59","0.59","0.59"
"57560","0.6045","0.6045","0.6045"
"57580","0.5485","0.5485","0.5485"
"57583","0.549","0.549","0.549"
"57587","0.5015","0.5015","0.5015"
"57611","0.5795","0.5795","0.5795"
"57614","0.493","0.493","0.493"
"57622","0.432","0.432","0.432"
"57623","0.427","0.427","0.427"
"57635","0.504","0.504","0.504"
"57639","0.4365","0.4365","0.4365"
"57640","0.4335","0.4335","0.4335"
"57644","0.364","0.364","0.364"
"57648","0.44","0.44","0.44"
"57673","0.4945","0.4945","0.4945"
