"Step","IMAGENET1k_CNN_FedALA_sgd_lr0.005_st - Global/Timestep Angle After","IMAGENET1k_CNN_FedALA_sgd_lr0.005_st - Global/Timestep Angle After__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_st - Global/Timestep Angle After__MAX","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_feddbe-test-t[t] - Global/Timestep Angle After","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_feddbe-test-t[t] - Global/Timestep Angle After__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_feddbe-test-t[t] - Global/Timestep Angle After__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_fedavg-test-t[t] - Global/Timestep Angle After","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_fedavg-test-t[t] - Global/Timestep Angle After__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_fedavg-test-t[t] - Global/Timestep Angle After__MAX","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stamp-test-t[t] - Global/Timestep Angle After","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stamp-test-t[t] - Global/Timestep Angle After__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_stamp-test-t[t] - Global/Timestep Angle After__MAX"
"51","0.3005272822247611","0.3005272822247611","0.3005272822247611","0.30045132570796546","0.30045132570796546","0.30045132570796546","0.30437330164843135","0.30437330164843135","0.30437330164843135","0.4389201955662833","0.4389201955662833","0.4389201955662833"
"52","0.30182761185699036","0.30182761185699036","0.30182761185699036","0.29943236062924067","0.29943236062924067","0.29943236062924067","0.3020479728778203","0.3020479728778203","0.3020479728778203","0.4544806830688483","0.4544806830688483","0.4544806830688483"
"53","0.2990443149374591","0.2990443149374591","0.2990443149374591","0.29321792489952514","0.29321792489952514","0.29321792489952514","0.2967633294562499","0.2967633294562499","0.2967633294562499","0.41022284753206706","0.41022284753206706","0.41022284753206706"
"54","0.2922011786037021","0.2922011786037021","0.2922011786037021","0.2980398764212926","0.2980398764212926","0.2980398764212926","0.29704553112387655","0.29704553112387655","0.29704553112387655","0.44697757525783444","0.44697757525783444","0.44697757525783444"
"55","0.2936843938297696","0.2936843938297696","0.2936843938297696","0.2957647661368052","0.2957647661368052","0.2957647661368052","0.3009786339269744","0.3009786339269744","0.3009786339269744","0.4157289708861046","0.4157289708861046","0.4157289708861046"
"56","0.291837246550454","0.291837246550454","0.291837246550454","0.2898350112968021","0.2898350112968021","0.2898350112968021","0.2979145620432165","0.2979145620432165","0.2979145620432165","0.4388299302611914","0.4388299302611914","0.4388299302611914"
"57","0.3047652322385046","0.3047652322385046","0.3047652322385046","0.2919845445288552","0.2919845445288552","0.2919845445288552","0.29764010318451456","0.29764010318451456","0.29764010318451456","0.42168777793801077","0.42168777793801077","0.42168777793801077"
"58","0.29407654305299125","0.29407654305299125","0.29407654305299125","0.2957491861449348","0.2957491861449348","0.2957491861449348","0.29416559181279606","0.29416559181279606","0.29416559181279606","0.4335796330292295","0.4335796330292295","0.4335796330292295"
"59","0.2969410114818149","0.2969410114818149","0.2969410114818149","0.30535532567236157","0.30535532567236157","0.30535532567236157","0.2932189467880461","0.2932189467880461","0.2932189467880461","0.40274548660705073","0.40274548660705073","0.40274548660705073"
"60","0.3028354259000884","0.3028354259000884","0.3028354259000884","0.29760165827141866","0.29760165827141866","0.29760165827141866","0.2972573006318675","0.2972573006318675","0.2972573006318675","0.4398106922292047","0.4398106922292047","0.4398106922292047"
"61","0.3050340028272735","0.3050340028272735","0.3050340028272735","0.3057340777582592","0.3057340777582592","0.3057340777582592","0.29567796546551917","0.29567796546551917","0.29567796546551917","0.3941060239966545","0.3941060239966545","0.3941060239966545"
"62","0.30863557888401877","0.30863557888401877","0.30863557888401877","0.30105146765708923","0.30105146765708923","0.30105146765708923","0.2968232225212786","0.2968232225212786","0.2968232225212786","0.437559438827965","0.437559438827965","0.437559438827965"
"63","0.30438217520713806","0.30438217520713806","0.30438217520713806","0.2919429984357622","0.2919429984357622","0.2919429984357622","0.2982106442252795","0.2982106442252795","0.2982106442252795","0.392334284263456","0.392334284263456","0.392334284263456"
"64","0.3170691717002127","0.3170691717002127","0.3170691717002127","0.2996124787463082","0.2996124787463082","0.2996124787463082","0.3044530596170161","0.3044530596170161","0.3044530596170161","0.44177016680025394","0.44177016680025394","0.44177016680025394"
"65","0.3055310610267851","0.3055310610267851","0.3055310610267851","0.29762752950191496","0.29762752950191496","0.29762752950191496","0.3003647827439838","0.3003647827439838","0.3003647827439838","0.381899024390926","0.381899024390926","0.381899024390926"
"66","0.3107884731557634","0.3107884731557634","0.3107884731557634","0.30476456152068243","0.30476456152068243","0.30476456152068243","0.29928515007098516","0.29928515007098516","0.29928515007098516","0.46659490023222233","0.46659490023222233","0.46659490023222233"
"67","0.30769511742724315","0.30769511742724315","0.30769511742724315","0.2974109838406245","0.2974109838406245","0.2974109838406245","0.3019927405648761","0.3019927405648761","0.3019927405648761","0.3898897534598493","0.3898897534598493","0.3898897534598493"
"68","0.31581216620074376","0.31581216620074376","0.31581216620074376","0.30919378366735245","0.30919378366735245","0.30919378366735245","0.30310155351956686","0.30310155351956686","0.30310155351956686","0.4379935291906198","0.4379935291906198","0.4379935291906198"
"69","0.31081201599703895","0.31081201599703895","0.31081201599703895","0.29904831482304467","0.29904831482304467","0.29904831482304467","0.30289107138911886","0.30289107138911886","0.30289107138911886","0.40557778774204456","0.40557778774204456","0.40557778774204456"
"70","0.31182396395338907","0.31182396395338907","0.31182396395338907","0.3099939891033702","0.3099939891033702","0.3099939891033702","0.3032972594930066","0.3032972594930066","0.3032972594930066","0.43040773001395993","0.43040773001395993","0.43040773001395993"
"71","0.31950363400909637","0.31950363400909637","0.31950363400909637","0.31352880746126177","0.31352880746126177","0.31352880746126177","0.3019088865154319","0.3019088865154319","0.3019088865154319","0.4006692584810985","0.4006692584810985","0.4006692584810985"
"72","0.32056264595852957","0.32056264595852957","0.32056264595852957","0.298529984553655","0.298529984553655","0.298529984553655","0.3043635927968555","0.3043635927968555","0.3043635927968555","0.4254017217498687","0.4254017217498687","0.4254017217498687"
"73","0.31649246911207835","0.31649246911207835","0.31649246911207835","0.3101155107220014","0.3101155107220014","0.3101155107220014","0.304208220458693","0.304208220458693","0.304208220458693","0.41498686951171193","0.41498686951171193","0.41498686951171193"
"74","0.3159436970949173","0.3159436970949173","0.3159436970949173","0.30634972982936437","0.30634972982936437","0.30634972982936437","0.3001116689708498","0.3001116689708498","0.3001116689708498","0.41925277300179004","0.41925277300179004","0.41925277300179004"
"75","0.3171540430850453","0.3171540430850453","0.3171540430850453","0.3165774376855956","0.3165774376855956","0.3165774376855956","0.3049684989783499","0.3049684989783499","0.3049684989783499","0.41005903578673797","0.41005903578673797","0.41005903578673797"
"76","0.2752837016712874","0.2752837016712874","0.2752837016712874","0.2666285613551736","0.2666285613551736","0.2666285613551736","0.2660481347236782","0.2660481347236782","0.2660481347236782","0.4007554645584605","0.4007554645584605","0.4007554645584605"
"77","0.26458200011402366","0.26458200011402366","0.26458200011402366","0.2717906516976655","0.2717906516976655","0.2717906516976655","0.2612671270035207","0.2612671270035207","0.2612671270035207","0.4203761052398477","0.4203761052398477","0.4203761052398477"
"78","0.26926488452591","0.26926488452591","0.26926488452591","0.2589456671848893","0.2589456671848893","0.2589456671848893","0.26106699598021804","0.26106699598021804","0.26106699598021804","0.38019121682445983","0.38019121682445983","0.38019121682445983"
"79","0.27116648470982907","0.27116648470982907","0.27116648470982907","0.26172669576480984","0.26172669576480984","0.26172669576480984","0.2595751949120313","0.2595751949120313","0.2595751949120313","0.41742169299395754","0.41742169299395754","0.41742169299395754"
"80","0.271051166113466","0.271051166113466","0.271051166113466","0.2595471374690533","0.2595471374690533","0.2595471374690533","0.25819047736003997","0.25819047736003997","0.25819047736003997","0.37230164534412324","0.37230164534412324","0.37230164534412324"
"81","0.27691890704445543","0.27691890704445543","0.27691890704445543","0.2656692387536168","0.2656692387536168","0.2656692387536168","0.2586302779614925","0.2586302779614925","0.2586302779614925","0.3898923662725792","0.3898923662725792","0.3898923662725792"
"82","0.275183217227459","0.275183217227459","0.275183217227459","0.2804736877791584","0.2804736877791584","0.2804736877791584","0.25769886169582606","0.25769886169582606","0.25769886169582606","0.3894081780570559","0.3894081780570559","0.3894081780570559"
"83","0.27338850442320106","0.27338850442320106","0.27338850442320106","0.26525111896917225","0.26525111896917225","0.26525111896917225","0.2648008216638118","0.2648008216638118","0.2648008216638118","0.3844542153103248","0.3844542153103248","0.3844542153103248"
"84","0.2709497314877808","0.2709497314877808","0.2709497314877808","0.26996916607022287","0.26996916607022287","0.26996916607022287","0.26390864229761063","0.26390864229761063","0.26390864229761063","0.37707719820173224","0.37707719820173224","0.37707719820173224"
"85","0.2769069030880928","0.2769069030880928","0.2769069030880928","0.28161372104659677","0.28161372104659677","0.28161372104659677","0.2587208192329854","0.2587208192329854","0.2587208192329854","0.37327739084430506","0.37327739084430506","0.37327739084430506"
"86","0.28160336120054125","0.28160336120054125","0.28160336120054125","0.2728001527488232","0.2728001527488232","0.2728001527488232","0.26302066310308875","0.26302066310308875","0.26302066310308875","0.38183579611213647","0.38183579611213647","0.38183579611213647"
"87","0.28238481692969797","0.28238481692969797","0.28238481692969797","0.27034847480244933","0.27034847480244933","0.27034847480244933","0.26365504669956863","0.26365504669956863","0.26365504669956863","0.37178123515768674","0.37178123515768674","0.37178123515768674"
"88","0.27505899854004384","0.27505899854004384","0.27505899854004384","0.274241148121655","0.274241148121655","0.274241148121655","0.2654114418197423","0.2654114418197423","0.2654114418197423","0.3782323508421541","0.3782323508421541","0.3782323508421541"
"89","0.2753864048048854","0.2753864048048854","0.2753864048048854","0.2710976140573621","0.2710976140573621","0.2710976140573621","0.2670848373323679","0.2670848373323679","0.2670848373323679","0.3732852140718023","0.3732852140718023","0.3732852140718023"
"90","0.29383195070840884","0.29383195070840884","0.29383195070840884","0.2765235161408782","0.2765235161408782","0.2765235161408782","0.261440958827734","0.261440958827734","0.261440958827734","0.3732245796840289","0.3732245796840289","0.3732245796840289"
"91","0.2820568845141679","0.2820568845141679","0.2820568845141679","0.2709890053607523","0.2709890053607523","0.2709890053607523","0.26512740552425385","0.26512740552425385","0.26512740552425385","0.37088536942756034","0.37088536942756034","0.37088536942756034"
"92","0.29025732558220624","0.29025732558220624","0.29025732558220624","0.2732756202109158","0.2732756202109158","0.2732756202109158","0.2634006706532091","0.2634006706532091","0.2634006706532091","0.3711224620914436","0.3711224620914436","0.3711224620914436"
"93","0.2786585213150829","0.2786585213150829","0.2786585213150829","0.2727288590744138","0.2727288590744138","0.2727288590744138","0.26857109242118893","0.26857109242118893","0.26857109242118893","0.3600071900164039","0.3600071900164039","0.3600071900164039"
"94","0.2900092646479607","0.2900092646479607","0.2900092646479607","0.2820905136875808","0.2820905136875808","0.2820905136875808","0.2689140327740461","0.2689140327740461","0.2689140327740461","0.3684069559785712","0.3684069559785712","0.3684069559785712"
"95","0.2894707841798663","0.2894707841798663","0.2894707841798663","0.2812543244101107","0.2812543244101107","0.2812543244101107","0.269141742301872","0.269141742301872","0.269141742301872","0.3563393965247087","0.3563393965247087","0.3563393965247087"
"96","0.276856145914644","0.276856145914644","0.276856145914644","0.2757541843689978","0.2757541843689978","0.2757541843689978","0.26397951077669857","0.26397951077669857","0.26397951077669857","0.37062137083376","0.37062137083376","0.37062137083376"
"97","0.29398534293286505","0.29398534293286505","0.29398534293286505","0.28532959427684546","0.28532959427684546","0.28532959427684546","0.26756583019159735","0.26756583019159735","0.26756583019159735","0.3517054245137842","0.3517054245137842","0.3517054245137842"
"98","0.2905503552639857","0.2905503552639857","0.2905503552639857","0.2850043397396803","0.2850043397396803","0.2850043397396803","0.26700449115596714","0.26700449115596714","0.26700449115596714","0.36911697945324706","0.36911697945324706","0.36911697945324706"
"99","0.28229624330997466","0.28229624330997466","0.28229624330997466","0.28157727532088755","0.28157727532088755","0.28157727532088755","0.2645738964434713","0.2645738964434713","0.2645738964434713","0.36985301750828514","0.36985301750828514","0.36985301750828514"
"100","0.29462409417610613","0.29462409417610613","0.29462409417610613","0.2905958580377046","0.2905958580377046","0.2905958580377046","0.2585520173422992","0.2585520173422992","0.2585520173422992","0.35785560745280237","0.35785560745280237","0.35785560745280237"
"101","0.25570283669233324","0.25570283669233324","0.25570283669233324","0.2529947339296341","0.2529947339296341","0.2529947339296341","0.2480739710330963","0.2480739710330963","0.2480739710330963","0.3955776447542012","0.3955776447542012","0.3955776447542012"
"102","0.2587983863949776","0.2587983863949776","0.2587983863949776","0.2529848410487175","0.2529848410487175","0.2529848410487175","0.24683151316642762","0.24683151316642762","0.24683151316642762","0.40177056208252904","0.40177056208252904","0.40177056208252904"
"103","0.24903844231367112","0.24903844231367112","0.24903844231367112","0.2518557622432709","0.2518557622432709","0.2518557622432709","0.24725959560275076","0.24725959560275076","0.24725959560275076","0.3608642159956507","0.3608642159956507","0.3608642159956507"
"104","0.2542800028324127","0.2542800028324127","0.2542800028324127","0.2569032588601112","0.2569032588601112","0.2569032588601112","0.2460473889708519","0.2460473889708519","0.2460473889708519","NaN","",""
"105","0.24995026272535326","0.24995026272535326","0.24995026272535326","0.25120755738019945","0.25120755738019945","0.25120755738019945","0.2426946531534195","0.2426946531534195","0.2426946531534195","0.3516475260062143","0.3516475260062143","0.3516475260062143"
"106","0.24858507418632508","0.24858507418632508","0.24858507418632508","0.2501934459805489","0.2501934459805489","0.2501934459805489","0.2444680633842945","0.2444680633842945","0.2444680633842945","0.3679072311967611","0.3679072311967611","0.3679072311967611"
"107","0.2539661110639572","0.2539661110639572","0.2539661110639572","0.24709910857677458","0.24709910857677458","0.24709910857677458","0.24725801175832748","0.24725801175832748","0.24725801175832748","0.34224231114285064","0.34224231114285064","0.34224231114285064"
"108","0.26086260768771175","0.26086260768771175","0.26086260768771175","0.2589368285536766","0.2589368285536766","0.2589368285536766","0.2438493734896183","0.2438493734896183","0.2438493734896183","0.35796538259182126","0.35796538259182126","0.35796538259182126"
"109","0.2556905413866043","0.2556905413866043","0.2556905413866043","0.25182501727342604","0.25182501727342604","0.25182501727342604","0.24316463881731032","0.24316463881731032","0.24316463881731032","0.3393610886000097","0.3393610886000097","0.3393610886000097"
"110","0.2610452145934105","0.2610452145934105","0.2610452145934105","0.25270735609531403","0.25270735609531403","0.25270735609531403","0.2438923225402832","0.2438923225402832","0.2438923225402832","0.36226779747009275","0.36226779747009275","0.36226779747009275"
"111","0.2504552472233772","0.2504552472233772","0.2504552472233772","0.2531293880343437","0.2531293880343437","0.2531293880343437","0.24951833552122116","0.24951833552122116","0.24951833552122116","0.3324720721509657","0.3324720721509657","0.3324720721509657"
"112","0.25492616146802904","0.25492616146802904","0.25492616146802904","0.24833037823438645","0.24833037823438645","0.24833037823438645","0.2463817310333252","0.2463817310333252","0.2463817310333252","0.3533712513744831","0.3533712513744831","0.3533712513744831"
"113","0.24917868202924728","0.24917868202924728","0.24917868202924728","0.24844183194637298","0.24844183194637298","0.24844183194637298","0.2435273063480854","0.2435273063480854","0.2435273063480854","0.3240581090627238","0.3240581090627238","0.3240581090627238"
"114","0.2582403607964516","0.2582403607964516","0.2582403607964516","0.2527464679479599","0.2527464679479599","0.2527464679479599","0.24870894053578377","0.24870894053578377","0.24870894053578377","0.3582892724778503","0.3582892724778503","0.3582892724778503"
"115","0.2545886701345444","0.2545886701345444","0.2545886701345444","0.2549985777139664","0.2549985777139664","0.2549985777139664","0.2505457735955715","0.2505457735955715","0.2505457735955715","0.33193637629924344","0.33193637629924344","0.33193637629924344"
