"Step","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Timestep Angle After","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MAX","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Timestep Angle After","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_20classes_st - Global/Timestep Angle After","IMAGENET1k_CNN_FedALA_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_20classes_st - Global/Timestep Angle After__MAX","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_20classes[t] - Global/Timestep Angle After","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_20classes[t] - Global/Timestep Angle After__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_20classes[t] - Global/Timestep Angle After__MAX"
"16","0.9999999284744263","0.9999999284744263","0.9999999284744263","0.9999999523162841","0.9999999523162841","0.9999999523162841","1.0000000238418578","1.0000000238418578","1.0000000238418578","0.9999999880790711","0.9999999880790711","0.9999999880790711"
"17","1.000000035762787","1.000000035762787","1.000000035762787","0.9999999403953552","0.9999999403953552","0.9999999403953552","0.9999999701976776","0.9999999701976776","0.9999999701976776","1","1","1"
"18","1.000000035762787","1.000000035762787","1.000000035762787","1.0000000596046448","1.0000000596046448","1.0000000596046448","1.0000000298023224","1.0000000298023224","1.0000000298023224","1","1","1"
"19","1.000000011920929","1.000000011920929","1.000000011920929","1.0000000417232513","1.0000000417232513","1.0000000417232513","0.9999999761581421","0.9999999761581421","0.9999999761581421","1.000000011920929","1.000000011920929","1.000000011920929"
"20","1.0000000178813935","1.0000000178813935","1.0000000178813935","1.0000000476837159","1.0000000476837159","1.0000000476837159","1","1","1","1.0000000059604646","1.0000000059604646","1.0000000059604646"
"21","1.000000011920929","1.000000011920929","1.000000011920929","1","1","1","1.0000000238418578","1.0000000238418578","1.0000000238418578","1.0000000178813935","1.0000000178813935","1.0000000178813935"
"22","1","1","1","1.0000000298023224","1.0000000298023224","1.0000000298023224","0.9999999582767487","0.9999999582767487","0.9999999582767487","1.0000000238418578","1.0000000238418578","1.0000000238418578"
"23","1.0000000476837159","1.0000000476837159","1.0000000476837159","1.0000000059604646","1.0000000059604646","1.0000000059604646","1","1","1","1.0000000596046448","1.0000000596046448","1.0000000596046448"
"24","1.000000011920929","1.000000011920929","1.000000011920929","0.9999999880790711","0.9999999880790711","0.9999999880790711","1","1","1","0.9999999880790711","0.9999999880790711","0.9999999880790711"
"25","1.000000011920929","1.000000011920929","1.000000011920929","1.000000035762787","1.000000035762787","1.000000035762787","0.9999999821186065","0.9999999821186065","0.9999999821186065","1.0000000178813935","1.0000000178813935","1.0000000178813935"
"26","0.5012551354826428","0.5012551354826428","0.5012551354826428","0.5014876832894515","0.5014876832894515","0.5014876832894515","0.5235322048887611","0.5235322048887611","0.5235322048887611","0.6052913911640644","0.6052913911640644","0.6052913911640644"
"27","0.5005427888856502","0.5005427888856502","0.5005427888856502","0.4996586314577144","0.4996586314577144","0.4996586314577144","0.5189264096319676","0.5189264096319676","0.5189264096319676","0.6019191280007362","0.6019191280007362","0.6019191280007362"
"28","0.4992922135781555","0.4992922135781555","0.4992922135781555","0.5005798525860883","0.5005798525860883","0.5005798525860883","0.5171557884663344","0.5171557884663344","0.5171557884663344","0.6141392379999161","0.6141392379999161","0.6141392379999161"
"29","0.49944879393005975","0.49944879393005975","0.49944879393005975","0.5004848458353081","0.5004848458353081","0.5004848458353081","0.5148205594159663","0.5148205594159663","0.5148205594159663","0.627723079174757","0.627723079174757","0.627723079174757"
"30","0.4998068247414267","0.4998068247414267","0.4998068247414267","0.5008028431562707","0.5008028431562707","0.5008028431562707","0.5138563522603363","0.5138563522603363","0.5138563522603363","0.6255831979215145","0.6255831979215145","0.6255831979215145"
"31","0.5001079274108633","0.5001079274108633","0.5001079274108633","0.5001049782658811","0.5001049782658811","0.5001049782658811","0.5129601447144523","0.5129601447144523","0.5129601447144523","0.6638708397746086","0.6638708397746086","0.6638708397746086"
"32","0.499492417415604","0.499492417415604","0.499492417415604","0.49929497992561667","0.49929497992561667","0.49929497992561667","0.5112981209065766","0.5112981209065766","0.5112981209065766","0.6466606505215168","0.6466606505215168","0.6466606505215168"
"33","0.4982555589616823","0.4982555589616823","0.4982555589616823","0.49976965353416747","0.49976965353416747","0.49976965353416747","0.5104598316829652","0.5104598316829652","0.5104598316829652","0.6740851625800133","0.6740851625800133","0.6740851625800133"
"34","0.4999071756072226","0.4999071756072226","0.4999071756072226","0.5003269298533268","0.5003269298533268","0.5003269298533268","0.509136937733274","0.509136937733274","0.509136937733274","0.671896967291832","0.671896967291832","0.671896967291832"
"35","0.4993457212229259","0.4993457212229259","0.4993457212229259","0.49972874359518754","0.49972874359518754","0.49972874359518754","0.508125799393747","0.508125799393747","0.508125799393747","0.6654570281505585","0.6654570281505585","0.6654570281505585"
"36","0.49984861744451337","0.49984861744451337","0.49984861744451337","0.5004287357558497","0.5004287357558497","0.5004287357558497","0.5084641287336126","0.5084641287336126","0.5084641287336126","0.6452669322490692","0.6452669322490692","0.6452669322490692"
"37","0.49993986949120883","0.49993986949120883","0.49993986949120883","0.5005439549684525","0.5005439549684525","0.5005439549684525","0.5069298414280639","0.5069298414280639","0.5069298414280639","0.6404981046915055","0.6404981046915055","0.6404981046915055"
"38","0.4983944827137748","0.4983944827137748","0.4983944827137748","0.49934873404563407","0.49934873404563407","0.49934873404563407","0.5065066349052358","0.5065066349052358","0.5065066349052358","0.6490788057446479","0.6490788057446479","0.6490788057446479"
"39","0.4996585958957439","0.4996585958957439","0.4996585958957439","0.49966701242083217","0.49966701242083217","0.49966701242083217","0.5055804426199757","0.5055804426199757","0.5055804426199757","0.6550417155027389","0.6550417155027389","0.6550417155027389"
"40","0.49902308893797453","0.49902308893797453","0.49902308893797453","0.49869265445449856","0.49869265445449856","0.49869265445449856","0.5055172569816933","0.5055172569816933","0.5055172569816933","0.6277138285338879","0.6277138285338879","0.6277138285338879"
"41","0.4998579545193934","0.4998579545193934","0.4998579545193934","0.5001445684974897","0.5001445684974897","0.5001445684974897","0.5058647018566262","0.5058647018566262","0.5058647018566262","0.6332573801279068","0.6332573801279068","0.6332573801279068"
"42","0.49996776759508066","0.49996776759508066","0.49996776759508066","0.4993412835348863","0.4993412835348863","0.4993412835348863","0.5047600563964807","0.5047600563964807","0.5047600563964807","0.6414630435407161","0.6414630435407161","0.6414630435407161"
"43","0.4999255212547723","0.4999255212547723","0.4999255212547723","0.5002111585985404","0.5002111585985404","0.5002111585985404","0.5041923556244001","0.5041923556244001","0.5041923556244001","0.6660937115550041","0.6660937115550041","0.6660937115550041"
"44","0.5000775440871621","0.5000775440871621","0.5000775440871621","0.49944215146242643","0.49944215146242643","0.49944215146242643","0.5041361856856383","0.5041361856856383","0.5041361856856383","0.6437609575688839","0.6437609575688839","0.6437609575688839"
"45","0.49914405367453585","0.49914405367453585","0.49914405367453585","0.4994552396434301","0.4994552396434301","0.4994552396434301","0.5042481914511882","0.5042481914511882","0.5042481914511882","0.665376926958561","0.665376926958561","0.665376926958561"
"46","0.499134458421031","0.499134458421031","0.499134458421031","0.5002620982006192","0.5002620982006192","0.5002620982006192","0.5036213498882717","0.5036213498882717","0.5036213498882717","0.6477389253675938","0.6477389253675938","0.6477389253675938"
"47","0.5005486901791301","0.5005486901791301","0.5005486901791301","0.4996954756177729","0.4996954756177729","0.4996954756177729","0.5040128731518052","0.5040128731518052","0.5040128731518052","0.669859154522419","0.669859154522419","0.669859154522419"
"48","0.4995692372584017","0.4995692372584017","0.4995692372584017","0.49864202080818815","0.49864202080818815","0.49864202080818815","0.5031597783439793","0.5031597783439793","0.5031597783439793","0.6410116329789162","0.6410116329789162","0.6410116329789162"
"49","0.4993631234014174","0.4993631234014174","0.4993631234014174","0.4998888647052809","0.4998888647052809","0.4998888647052809","0.502490821108222","0.502490821108222","0.502490821108222","0.6587871097028255","0.6587871097028255","0.6587871097028255"
"50","0.50046892518003","0.50046892518003","0.50046892518003","0.49965087378941464","0.49965087378941464","0.49965087378941464","0.501383227336919","0.501383227336919","0.501383227336919","0.6458928376436234","0.6458928376436234","0.6458928376436234"
"51","0.36539916049999493","0.36539916049999493","0.36539916049999493","0.366453194214652","0.366453194214652","0.366453194214652","0.36669185776263474","0.36669185776263474","0.36669185776263474","0.4577057497368918","0.4577057497368918","0.4577057497368918"
"52","0.365457625552598","0.365457625552598","0.365457625552598","0.3664508310974472","0.3664508310974472","0.3664508310974472","0.36677448122451706","0.36677448122451706","0.36677448122451706","0.4595799308684137","0.4595799308684137","0.4595799308684137"
"53","0.3652678436496192","0.3652678436496192","0.3652678436496192","0.3668648636589448","0.3668648636589448","0.3668648636589448","0.3654015008961627","0.3654015008961627","0.3654015008961627","0.4656496783097585","0.4656496783097585","0.4656496783097585"
"54","0.3649657749053505","0.3649657749053505","0.3649657749053505","0.36525814935771955","0.36525814935771955","0.36525814935771955","0.3651442001366781","0.3651442001366781","0.3651442001366781","0.5062349922127194","0.5062349922127194","0.5062349922127194"
"55","0.3650185911036614","0.3650185911036614","0.3650185911036614","0.36598480688925417","0.36598480688925417","0.36598480688925417","0.36396259364329225","0.36396259364329225","0.36396259364329225","0.5199487441115909","0.5199487441115909","0.5199487441115909"
"56","0.3639157304333316","0.3639157304333316","0.3639157304333316","0.36465820297081436","0.36465820297081436","0.36465820297081436","0.3634155065057308","0.3634155065057308","0.3634155065057308","0.49654330545001557","0.49654330545001557","0.49654330545001557"
"57","0.3637880551835729","0.3637880551835729","0.3637880551835729","0.3637477985634986","0.3637477985634986","0.3637477985634986","0.3629522604301365","0.3629522604301365","0.3629522604301365","0.5144896460904015","0.5144896460904015","0.5144896460904015"
"58","0.3630336859884361","0.3630336859884361","0.3630336859884361","0.36346728461277156","0.36346728461277156","0.36346728461277156","0.3627357167327621","0.3627357167327621","0.3627357167327621","0.5092148843738767","0.5092148843738767","0.5092148843738767"
"59","0.3625862061563465","0.3625862061563465","0.3625862061563465","0.36223871977999805","0.36223871977999805","0.36223871977999805","0.361874665469966","0.361874665469966","0.361874665469966","0.4927938474549188","0.4927938474549188","0.4927938474549188"
"60","0.3616999682970345","0.3616999682970345","0.3616999682970345","0.3608511692689111","0.3608511692689111","0.3608511692689111","0.3613262802724623","0.3613262802724623","0.3613262802724623","0.5001524971591101","0.5001524971591101","0.5001524971591101"
"61","0.3617714349904822","0.3617714349904822","0.3617714349904822","0.36225509667355155","0.36225509667355155","0.36225509667355155","0.361255503209961","0.361255503209961","0.361255503209961","0.5256934718953239","0.5256934718953239","0.5256934718953239"
"62","0.36121945367194713","0.36121945367194713","0.36121945367194713","0.3612005677488115","0.3612005677488115","0.3612005677488115","0.35879985864739866","0.35879985864739866","0.35879985864739866","0.5353922466437022","0.5353922466437022","0.5353922466437022"
"63","0.3602255528482298","0.3602255528482298","0.3602255528482298","0.3605730798923307","0.3605730798923307","0.3605730798923307","0.3583464117274464","0.3583464117274464","0.3583464117274464","0.503311981095208","0.503311981095208","0.503311981095208"
"64","0.36011006703807247","0.36011006703807247","0.36011006703807247","0.3604321835976508","0.3604321835976508","0.3604321835976508","0.359325361215613","0.359325361215613","0.359325361215613","0.49154151578744254","0.49154151578744254","0.49154151578744254"
"65","0.35945395258151824","0.35945395258151824","0.35945395258151824","0.359453719906095","0.359453719906095","0.359453719906095","0.3572570099340131","0.3572570099340131","0.3572570099340131","0.4655587275822957","0.4655587275822957","0.4655587275822957"
"66","0.3592359962252279","0.3592359962252279","0.3592359962252279","0.3587560074817803","0.3587560074817803","0.3587560074817803","0.35774697547054124","0.35774697547054124","0.35774697547054124","0.48147155079576703","0.48147155079576703","0.48147155079576703"
"67","0.35922756305792264","0.35922756305792264","0.35922756305792264","0.3587831829260621","0.3587831829260621","0.3587831829260621","0.35653620927284163","0.35653620927284163","0.35653620927284163","0.5001317544115914","0.5001317544115914","0.5001317544115914"
"68","0.3584275123352806","0.3584275123352806","0.3584275123352806","0.3584483333863318","0.3584483333863318","0.3584483333863318","0.3555197169357497","0.3555197169357497","0.3555197169357497","0.5370309299892849","0.5370309299892849","0.5370309299892849"
"69","0.3574265997960336","0.3574265997960336","0.3574265997960336","0.35780255454075005","0.35780255454075005","0.35780255454075005","0.3560805234954589","0.3560805234954589","0.3560805234954589","0.5046690987216101","0.5046690987216101","0.5046690987216101"
"70","0.35772893330237515","0.35772893330237515","0.35772893330237515","0.35754813430313437","0.35754813430313437","0.35754813430313437","0.3556606334168464","0.3556606334168464","0.3556606334168464","0.5311114764875836","0.5311114764875836","0.5311114764875836"
"71","0.3577266929231377","0.3577266929231377","0.3577266929231377","0.35703825255235033","0.35703825255235033","0.35703825255235033","0.3549687776766304","0.3549687776766304","0.3549687776766304","0.5135791586505042","0.5135791586505042","0.5135791586505042"
"72","0.3573911587218087","0.3573911587218087","0.3573911587218087","0.3569368720778988","0.3569368720778988","0.3569368720778988","0.35427279053255917","0.35427279053255917","0.35427279053255917","0.5233728594250149","0.5233728594250149","0.5233728594250149"
"73","0.3558366877647738","0.3558366877647738","0.3558366877647738","0.35628285623259015","0.35628285623259015","0.35628285623259015","0.35356789996019666","0.35356789996019666","0.35356789996019666","0.4964184833897485","0.4964184833897485","0.4964184833897485"
"74","0.35601160683048266","0.35601160683048266","0.35601160683048266","0.356381578096706","0.356381578096706","0.356381578096706","0.3535881020749609","0.3535881020749609","0.3535881020749609","0.5021580732531018","0.5021580732531018","0.5021580732531018"
"75","0.3556698672990832","0.3556698672990832","0.3556698672990832","0.35604899598078593","0.35604899598078593","0.35604899598078593","0.35356140503815064","0.35356140503815064","0.35356140503815064","0.49576575656731925","0.49576575656731925","0.49576575656731925"
"76","0.305445386908832","0.305445386908832","0.305445386908832","0.30456960974916003","0.30456960974916003","0.30456960974916003","0.3035320044182299","0.3035320044182299","0.3035320044182299","0.3672856624238193","0.3672856624238193","0.3672856624238193"
"77","0.30418341304175556","0.30418341304175556","0.30418341304175556","0.30401469662865566","0.30401469662865566","0.30401469662865566","0.3030549483228242","0.3030549483228242","0.3030549483228242","0.40731514785438777","0.40731514785438777","0.40731514785438777"
"78","0.30385862303664907","0.30385862303664907","0.30385862303664907","0.30356742376461626","0.30356742376461626","0.30356742376461626","0.3027101226427476","0.3027101226427476","0.3027101226427476","0.4010618329048157","0.4010618329048157","0.4010618329048157"
"79","0.30220823183772155","0.30220823183772155","0.30220823183772155","0.30262695970595815","0.30262695970595815","0.30262695970595815","0.301978827752464","0.301978827752464","0.301978827752464","0.45294965114444496","0.45294965114444496","0.45294965114444496"
"80","0.3017606751294807","0.3017606751294807","0.3017606751294807","0.3014130478084553","0.3014130478084553","0.3014130478084553","0.3003308294719318","0.3003308294719318","0.3003308294719318","0.4535290187224746","0.4535290187224746","0.4535290187224746"
"81","0.3006068081827834","0.3006068081827834","0.3006068081827834","0.3007769086980261","0.3007769086980261","0.3007769086980261","0.29968293402816926","0.29968293402816926","0.29968293402816926","0.43823070619255305","0.43823070619255305","0.43823070619255305"
"82","0.3007194221834652","0.3007194221834652","0.3007194221834652","0.3000841099768877","0.3000841099768877","0.3000841099768877","0.2991178761345509","0.2991178761345509","0.2991178761345509","0.4488201353698969","0.4488201353698969","0.4488201353698969"
"83","0.29999152350355873","0.29999152350355873","0.29999152350355873","0.2996831236581784","0.2996831236581784","0.2996831236581784","0.29792392615472635","0.29792392615472635","0.29792392615472635","0.42852205131202936","0.42852205131202936","0.42852205131202936"
"84","0.29845105966669505","0.29845105966669505","0.29845105966669505","0.2988988860874088","0.2988988860874088","0.2988988860874088","0.29710599516693037","0.29710599516693037","0.29710599516693037","0.43578566052019596","0.43578566052019596","0.43578566052019596"
"85","0.298862856667256","0.298862856667256","0.298862856667256","0.2979702132579405","0.2979702132579405","0.2979702132579405","0.2964822572219418","0.2964822572219418","0.2964822572219418","0.44583913795650004","0.44583913795650004","0.44583913795650004"
"86","0.29774430381112327","0.29774430381112327","0.29774430381112327","0.29759494626196104","0.29759494626196104","0.29759494626196104","0.29615849604870165","0.29615849604870165","0.29615849604870165","0.4416561143472791","0.4416561143472791","0.4416561143472791"
"87","0.29620727662113494","0.29620727662113494","0.29620727662113494","0.29616163242608307","0.29616163242608307","0.29616163242608307","0.295516051845334","0.295516051845334","0.295516051845334","0.4666822815313935","0.4666822815313935","0.4666822815313935"
"88","0.2966356875229394","0.2966356875229394","0.2966356875229394","0.29584225213620813","0.29584225213620813","0.29584225213620813","0.2953211841484517","0.2953211841484517","0.2953211841484517","0.43868783246725795","0.43868783246725795","0.43868783246725795"
"89","0.29535286097670904","0.29535286097670904","0.29535286097670904","0.294493291946128","0.294493291946128","0.294493291946128","0.2940108126713312","0.2940108126713312","0.2940108126713312","0.5005675971508026","0.5005675971508026","0.5005675971508026"
"90","0.2945891982293688","0.2945891982293688","0.2945891982293688","0.2944075081293704","0.2944075081293704","0.2944075081293704","0.293113719880057","0.293113719880057","0.293113719880057","0.439128053188324","0.439128053188324","0.439128053188324"
"91","0.2934461106779054","0.2934461106779054","0.2934461106779054","0.2934068569273222","0.2934068569273222","0.2934068569273222","0.2929313043510774","0.2929313043510774","0.2929313043510774","0.41442681215703486","0.41442681215703486","0.41442681215703486"
"92","0.293706022168044","0.293706022168044","0.293706022168044","0.29291135365347143","0.29291135365347143","0.29291135365347143","0.29230262112323546","0.29230262112323546","0.29230262112323546","0.4382483776658773","0.4382483776658773","0.4382483776658773"
"93","0.2929315637215041","0.2929315637215041","0.2929315637215041","0.2925083902897313","0.2925083902897313","0.2925083902897313","0.2925265293044504","0.2925265293044504","0.2925265293044504","0.4292175818234682","0.4292175818234682","0.4292175818234682"
"94","0.2924966210033745","0.2924966210033745","0.2924966210033745","0.2916846436681226","0.2916846436681226","0.2916846436681226","0.2915223573421827","0.2915223573421827","0.2915223573421827","0.42496495842933657","0.42496495842933657","0.42496495842933657"
"95","0.29208020179648886","0.29208020179648886","0.29208020179648886","0.29109728332841767","0.29109728332841767","0.29109728332841767","0.290822665131418","0.290822665131418","0.290822665131418","0.44655384235084056","0.44655384235084056","0.44655384235084056"
"96","0.29082216242095454","0.29082216242095454","0.29082216242095454","0.2900413179304451","0.2900413179304451","0.2900413179304451","0.29036656235693953","0.29036656235693953","0.29036656235693953","0.4439587861299515","0.4439587861299515","0.4439587861299515"
"97","0.2909691882319748","0.2909691882319748","0.2909691882319748","0.28979222921843756","0.28979222921843756","0.28979222921843756","0.28993399973842315","0.28993399973842315","0.28993399973842315","0.445674741640687","0.445674741640687","0.445674741640687"
"98","0.29000331700081006","0.29000331700081006","0.29000331700081006","0.2896667627734132","0.2896667627734132","0.2896667627734132","0.28840937529166694","0.28840937529166694","0.28840937529166694","0.4442064829170704","0.4442064829170704","0.4442064829170704"
"99","0.2892557002021931","0.2892557002021931","0.2892557002021931","0.28955981532344593","0.28955981532344593","0.28955981532344593","0.28847309530247","0.28847309530247","0.28847309530247","0.43001628667116165","0.43001628667116165","0.43001628667116165"
"100","0.2890004465938546","0.2890004465938546","0.2890004465938546","0.28871429355931466","0.28871429355931466","0.28871429355931466","0.2883857444569003","0.2883857444569003","0.2883857444569003","0.429491657204926","0.429491657204926","0.429491657204926"
"101","0.2666832354841754","0.2666832354841754","0.2666832354841754","0.2683769507096149","0.2683769507096149","0.2683769507096149","0.2686699448129657","0.2686699448129657","0.2686699448129657","0.35788421893119815","0.35788421893119815","0.35788421893119815"
"102","0.2657673886027187","0.2657673886027187","0.2657673886027187","0.2671745534138754","0.2671745534138754","0.2671745534138754","0.26533404596708715","0.26533404596708715","0.26533404596708715","0.39173289740085604","0.39173289740085604","0.39173289740085604"
"103","0.26518666161969306","0.26518666161969306","0.26518666161969306","0.26535544504597786","0.26535544504597786","0.26535544504597786","0.26428009576079786","0.26428009576079786","0.26428009576079786","0.4000422936677933","0.4000422936677933","0.4000422936677933"
"104","0.2638619968295097","0.2638619968295097","0.2638619968295097","0.2639593298844993","0.2639593298844993","0.2639593298844993","0.2635891970344819","0.2635891970344819","0.2635891970344819","0.3760389149188995","0.3760389149188995","0.3760389149188995"
"105","0.26208158775419","0.26208158775419","0.26208158775419","0.2625511166676879","0.2625511166676879","0.2625511166676879","0.2628677285443991","0.2628677285443991","0.2628677285443991","0.37799524211883545","0.37799524211883545","0.37799524211883545"
"106","0.2623450546115637","0.2623450546115637","0.2623450546115637","0.2625194060951471","0.2625194060951471","0.2625194060951471","0.2612165425233543","0.2612165425233543","0.2612165425233543","0.3837924950122833","0.3837924950122833","0.3837924950122833"
"107","0.26062383873015643","0.26062383873015643","0.26062383873015643","0.26117231787741185","0.26117231787741185","0.26117231787741185","0.2598724332964048","0.2598724332964048","0.2598724332964048","0.3833132374286652","0.3833132374286652","0.3833132374286652"
"108","0.2602887268066406","0.2602887268066406","0.2602887268066406","0.26090398655831815","0.26090398655831815","0.26090398655831815","0.2594625415671617","0.2594625415671617","0.2594625415671617","0.3830837540626526","0.3830837540626526","0.3830837540626526"
"109","0.2595097442120314","0.2595097442120314","0.2595097442120314","0.260033109292388","0.260033109292388","0.260033109292388","0.2600836298968643","0.2600836298968643","0.2600836298968643","0.4040506637096405","0.4040506637096405","0.4040506637096405"
"110","0.25732807035371663","0.25732807035371663","0.25732807035371663","0.25942212806269527","0.25942212806269527","0.25942212806269527","0.2582200508527458","0.2582200508527458","0.2582200508527458","0.3757800385951996","0.3757800385951996","0.3757800385951996"
"111","0.2584260036349296","0.2584260036349296","0.2584260036349296","0.2587279734537006","0.2587279734537006","0.2587279734537006","0.25814571720268575","0.25814571720268575","0.25814571720268575","0.386694263458252","0.386694263458252","0.386694263458252"
"112","0.25703711693361403","0.25703711693361403","0.25703711693361403","0.2575516535490751","0.2575516535490751","0.2575516535490751","0.25710875576362013","0.25710875576362013","0.25710875576362013","0.3914317992925644","0.3914317992925644","0.3914317992925644"
"113","0.25747615410387514","0.25747615410387514","0.25747615410387514","0.25667653657123446","0.25667653657123446","0.25667653657123446","0.25659298761188987","0.25659298761188987","0.25659298761188987","0.4028975394964218","0.4028975394964218","0.4028975394964218"
"114","0.25644451378658417","0.25644451378658417","0.25644451378658417","0.25610370097309354","0.25610370097309354","0.25610370097309354","0.25561508248746395","0.25561508248746395","0.25561508248746395","0.39391766798496247","0.39391766798496247","0.39391766798496247"
"115","0.2550866168923676","0.2550866168923676","0.2550866168923676","0.2558393374606967","0.2558393374606967","0.2558393374606967","0.2551848153825849","0.2551848153825849","0.2551848153825849","0.3839052940607071","0.3839052940607071","0.3839052940607071"
"116","0.2549349173977971","0.2549349173977971","0.2549349173977971","0.25494089636951683","0.25494089636951683","0.25494089636951683","0.25440313418954613","0.25440313418954613","0.25440313418954613","0.3792564902305603","0.3792564902305603","0.3792564902305603"
"117","0.25416965274885295","0.25416965274885295","0.25416965274885295","0.2549335838519037","0.2549335838519037","0.2549335838519037","0.25391018043272195","0.25391018043272195","0.25391018043272195","0.3732451845407486","0.3732451845407486","0.3732451845407486"
