"Step","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/75","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/75__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/75__MAX","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/75","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/75__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/75__MAX"
"0","0.41479483246803284","0.41479483246803284","0.41479483246803284","-0.05841357260942459","-0.05841357260942459","-0.05841357260942459"
"1","0.2996201515197754","0.2996201515197754","0.2996201515197754","0.1954403817653656","0.1954403817653656","0.1954403817653656"
"2","-0.03081578016281128","-0.03081578016281128","-0.03081578016281128","0.026359757408499718","0.026359757408499718","0.026359757408499718"
"3","-0.05148351192474365","-0.05148351192474365","-0.05148351192474365","-0.005946784745901823","-0.005946784745901823","-0.005946784745901823"
"4","-0.04802679270505905","-0.04802679270505905","-0.04802679270505905","-0.03669756278395653","-0.03669756278395653","-0.03669756278395653"
"5","-0.050615109503269196","-0.050615109503269196","-0.050615109503269196","-0.04317604750394821","-0.04317604750394821","-0.04317604750394821"
"6","-0.05695631727576256","-0.05695631727576256","-0.05695631727576256","-0.019059162586927414","-0.019059162586927414","-0.019059162586927414"
"7","-0.05622602626681328","-0.05622602626681328","-0.05622602626681328","-0.017270728945732117","-0.017270728945732117","-0.017270728945732117"
"8","-0.05448906868696213","-0.05448906868696213","-0.05448906868696213","-0.024494022130966187","-0.024494022130966187","-0.024494022130966187"
"9","-0.05177516117691994","-0.05177516117691994","-0.05177516117691994","-0.009336786344647408","-0.009336786344647408","-0.009336786344647408"
"10","-0.05111072212457657","-0.05111072212457657","-0.05111072212457657","-0.028576238080859184","-0.028576238080859184","-0.028576238080859184"
"11","-0.046780265867710114","-0.046780265867710114","-0.046780265867710114","0.0005347958067432046","0.0005347958067432046","0.0005347958067432046"
"12","-0.049407899379730225","-0.049407899379730225","-0.049407899379730225","-0.009138491936028004","-0.009138491936028004","-0.009138491936028004"
"13","-0.04959631338715553","-0.04959631338715553","-0.04959631338715553","0.021937979385256767","0.021937979385256767","0.021937979385256767"
"14","-0.04453756660223007","-0.04453756660223007","-0.04453756660223007","-0.015221340581774712","-0.015221340581774712","-0.015221340581774712"
"15","-0.04961371794342995","-0.04961371794342995","-0.04961371794342995","-0.025070710107684135","-0.025070710107684135","-0.025070710107684135"
"16","-0.04254215583205223","-0.04254215583205223","-0.04254215583205223","0.012521021999418736","0.012521021999418736","0.012521021999418736"
"17","-0.04452104866504669","-0.04452104866504669","-0.04452104866504669","-0.00345875252969563","-0.00345875252969563","-0.00345875252969563"
"18","-0.04129933938384056","-0.04129933938384056","-0.04129933938384056","0.009906930848956108","0.009906930848956108","0.009906930848956108"
"19","-0.03906583786010742","-0.03906583786010742","-0.03906583786010742","-0.002473985543474555","-0.002473985543474555","-0.002473985543474555"
"20","-0.04254384711384773","-0.04254384711384773","-0.04254384711384773","0.014894642867147923","0.014894642867147923","0.014894642867147923"
"21","-0.043137989938259125","-0.043137989938259125","-0.043137989938259125","0.0008217522408813238","0.0008217522408813238","0.0008217522408813238"
"22","-0.039659079164266586","-0.039659079164266586","-0.039659079164266586","0.04064005985856056","0.04064005985856056","0.04064005985856056"
"23","-0.037322986871004105","-0.037322986871004105","-0.037322986871004105","-0.006882842164486647","-0.006882842164486647","-0.006882842164486647"
"24","-0.04756864160299301","-0.04756864160299301","-0.04756864160299301","0.047017134726047516","0.047017134726047516","0.047017134726047516"
"25","-0.013118024915456772","-0.013118024915456772","-0.013118024915456772","0.0026359574403613806","0.0026359574403613806","0.0026359574403613806"
"26","-0.019383233040571213","-0.019383233040571213","-0.019383233040571213","0.0712076723575592","0.0712076723575592","0.0712076723575592"
"27","-0.02482193149626255","-0.02482193149626255","-0.02482193149626255","-0.04134455323219299","-0.04134455323219299","-0.04134455323219299"
"28","-0.022591188549995422","-0.022591188549995422","-0.022591188549995422","-0.04382134601473808","-0.04382134601473808","-0.04382134601473808"
"29","-0.026911569759249687","-0.026911569759249687","-0.026911569759249687","-0.051026083528995514","-0.051026083528995514","-0.051026083528995514"
