"Step","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/85","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/85__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/85__MAX","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/85","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/85__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/85__MAX"
"0","0.3843558430671692","0.3843558430671692","0.3843558430671692","0.15372271835803986","0.15372271835803986","0.15372271835803986"
"1","0.2656169533729553","0.2656169533729553","0.2656169533729553","0.09769290685653687","0.09769290685653687","0.09769290685653687"
"2","-0.03191329538822174","-0.03191329538822174","-0.03191329538822174","0.06480053812265396","0.06480053812265396","0.06480053812265396"
"3","-0.03281059116125107","-0.03281059116125107","-0.03281059116125107","0.015480979345738888","0.015480979345738888","0.015480979345738888"
"4","-0.031896743923425674","-0.031896743923425674","-0.031896743923425674","-0.012923084199428558","-0.012923084199428558","-0.012923084199428558"
"5","-0.02576332911849022","-0.02576332911849022","-0.02576332911849022","-0.011628974229097366","-0.011628974229097366","-0.011628974229097366"
"6","-0.024332556873559952","-0.024332556873559952","-0.024332556873559952","-0.003532617585733533","-0.003532617585733533","-0.003532617585733533"
"7","-0.024036457762122154","-0.024036457762122154","-0.024036457762122154","0.019134722650051117","0.019134722650051117","0.019134722650051117"
"8","-0.02550896443426609","-0.02550896443426609","-0.02550896443426609","-0.008040039800107479","-0.008040039800107479","-0.008040039800107479"
"9","-0.020441237837076187","-0.020441237837076187","-0.020441237837076187","0.015109717845916748","0.015109717845916748","0.015109717845916748"
"10","-0.023382076993584633","-0.023382076993584633","-0.023382076993584633","-0.009156599640846252","-0.009156599640846252","-0.009156599640846252"
"11","-0.021518902853131294","-0.021518902853131294","-0.021518902853131294","0.0254796352237463","0.0254796352237463","0.0254796352237463"
"12","-0.02061518281698227","-0.02061518281698227","-0.02061518281698227","0.06529407203197479","0.06529407203197479","0.06529407203197479"
"13","-0.015942346304655075","-0.015942346304655075","-0.015942346304655075","0.01929313875734806","0.01929313875734806","0.01929313875734806"
"14","-0.021207962185144424","-0.021207962185144424","-0.021207962185144424","0.012250863946974277","0.012250863946974277","0.012250863946974277"
"15","-0.016017677262425423","-0.016017677262425423","-0.016017677262425423","0.001889290171675384","0.001889290171675384","0.001889290171675384"
"16","-0.024622885510325432","-0.024622885510325432","-0.024622885510325432","0.028280062600970268","0.028280062600970268","0.028280062600970268"
"17","-0.021841464564204216","-0.021841464564204216","-0.021841464564204216","0.017429130151867867","0.017429130151867867","0.017429130151867867"
"18","-0.02728711999952793","-0.02728711999952793","-0.02728711999952793","0.021030368283391","0.021030368283391","0.021030368283391"
"19","-0.020388349890708923","-0.020388349890708923","-0.020388349890708923","0.013424732722342014","0.013424732722342014","0.013424732722342014"
"20","-0.020242026075720787","-0.020242026075720787","-0.020242026075720787","0.06850475817918777","0.06850475817918777","0.06850475817918777"
"21","-0.012842309661209583","-0.012842309661209583","-0.012842309661209583","0.03509879112243652","0.03509879112243652","0.03509879112243652"
"22","-0.016377301886677742","-0.016377301886677742","-0.016377301886677742","0.059075675904750824","0.059075675904750824","0.059075675904750824"
"23","-0.020686235278844833","-0.020686235278844833","-0.020686235278844833","0.021638426929712296","0.021638426929712296","0.021638426929712296"
"24","-0.016256190836429596","-0.016256190836429596","-0.016256190836429596","0.06592089682817459","0.06592089682817459","0.06592089682817459"
"25","0.006874165963381529","0.006874165963381529","0.006874165963381529","0.26187369227409363","0.26187369227409363","0.26187369227409363"
"26","0.004963447339832783","0.004963447339832783","0.004963447339832783","0.29829758405685425","0.29829758405685425","0.29829758405685425"
"27","0.005101477261632681","0.005101477261632681","0.005101477261632681","0.2775103449821472","0.2775103449821472","0.2775103449821472"
"28","0.0015376292867586017","0.0015376292867586017","0.0015376292867586017","0.26900604367256165","0.26900604367256165","0.26900604367256165"
"29","0.0017589371418580413","0.0017589371418580413","0.0017589371418580413","0.27005305886268616","0.27005305886268616","0.27005305886268616"
"30","0.0027931297663599253","0.0027931297663599253","0.0027931297663599253","0.293111115694046","0.293111115694046","0.293111115694046"
"31","0.002978004515171051","0.002978004515171051","0.002978004515171051","0.3029211163520813","0.3029211163520813","0.3029211163520813"
"32","0.0035468062851577997","0.0035468062851577997","0.0035468062851577997","0.3100755214691162","0.3100755214691162","0.3100755214691162"
"33","0.0040139611810445786","0.0040139611810445786","0.0040139611810445786","0.28169047832489014","0.28169047832489014","0.28169047832489014"
"34","0.0039660632610321045","0.0039660632610321045","0.0039660632610321045","0.29259586334228516","0.29259586334228516","0.29259586334228516"
"35","0.001692935824394226","0.001692935824394226","0.001692935824394226","0.2555043697357178","0.2555043697357178","0.2555043697357178"
"36","0.005524721462279558","0.005524721462279558","0.005524721462279558","0.32289403676986694","0.32289403676986694","0.32289403676986694"
"37","0.002326291287317872","0.002326291287317872","0.002326291287317872","0.3016569912433624","0.3016569912433624","0.3016569912433624"
"38","0.0021031491924077272","0.0021031491924077272","0.0021031491924077272","0.3317539691925049","0.3317539691925049","0.3317539691925049"
"39","0.002053583972156048","0.002053583972156048","0.002053583972156048","0.32191240787506104","0.32191240787506104","0.32191240787506104"
"40","0.002551180776208639","0.002551180776208639","0.002551180776208639","0.3069973289966583","0.3069973289966583","0.3069973289966583"
"41","0.0016516755567863584","0.0016516755567863584","0.0016516755567863584","0.3082790970802307","0.3082790970802307","0.3082790970802307"
"42","0.0034070187248289585","0.0034070187248289585","0.0034070187248289585","0.31279152631759644","0.31279152631759644","0.31279152631759644"
"43","0.004460036288946867","0.004460036288946867","0.004460036288946867","0.30453571677207947","0.30453571677207947","0.30453571677207947"
"44","0.002402830170467496","0.002402830170467496","0.002402830170467496","0.31936901807785034","0.31936901807785034","0.31936901807785034"
"45","0.00025677052326500416","0.00025677052326500416","0.00025677052326500416","0.3440546989440918","0.3440546989440918","0.3440546989440918"
"46","0.0021914879325777292","0.0021914879325777292","0.0021914879325777292","0.3387717306613922","0.3387717306613922","0.3387717306613922"
"47","0.0004618532257154584","0.0004618532257154584","0.0004618532257154584","0.3369016647338867","0.3369016647338867","0.3369016647338867"
"48","0.0016432872507721186","0.0016432872507721186","0.0016432872507721186","0.33993208408355713","0.33993208408355713","0.33993208408355713"
"49","-0.0048293438740074635","-0.0048293438740074635","-0.0048293438740074635","0.3421896994113922","0.3421896994113922","0.3421896994113922"
"50","-0.03219504654407501","-0.03219504654407501","-0.03219504654407501","0.11372165381908417","0.11372165381908417","0.11372165381908417"
"51","-0.0377715528011322","-0.0377715528011322","-0.0377715528011322","0.19235840439796448","0.19235840439796448","0.19235840439796448"
"52","-0.03791169077157974","-0.03791169077157974","-0.03791169077157974","0.16239066421985626","0.16239066421985626","0.16239066421985626"
"53","-0.038368191570043564","-0.038368191570043564","-0.038368191570043564","0.26465466618537903","0.26465466618537903","0.26465466618537903"
"54","-0.045629557222127914","-0.045629557222127914","-0.045629557222127914","0.1329275667667389","0.1329275667667389","0.1329275667667389"
"55","-0.04243706911802292","-0.04243706911802292","-0.04243706911802292","0.19507744908332825","0.19507744908332825","0.19507744908332825"
"56","-0.046115607023239136","-0.046115607023239136","-0.046115607023239136","0.16268278658390045","0.16268278658390045","0.16268278658390045"
"57","-0.04485718160867691","-0.04485718160867691","-0.04485718160867691","0.24255645275115967","0.24255645275115967","0.24255645275115967"
"58","-0.04677455127239227","-0.04677455127239227","-0.04677455127239227","0.14816370606422424","0.14816370606422424","0.14816370606422424"
"59","-0.045886147767305374","-0.045886147767305374","-0.045886147767305374","0.23169809579849243","0.23169809579849243","0.23169809579849243"
"60","-0.04509979858994484","-0.04509979858994484","-0.04509979858994484","0.1687052845954895","0.1687052845954895","0.1687052845954895"
"61","-0.04301932081580162","-0.04301932081580162","-0.04301932081580162","0.22695329785346985","0.22695329785346985","0.22695329785346985"
"62","-0.04547671973705292","-0.04547671973705292","-0.04547671973705292","0.18395547568798065","0.18395547568798065","0.18395547568798065"
"63","-0.04556652531027794","-0.04556652531027794","-0.04556652531027794","0.23145653307437897","0.23145653307437897","0.23145653307437897"
"64","-0.04403286799788475","-0.04403286799788475","-0.04403286799788475","0.1874334067106247","0.1874334067106247","0.1874334067106247"
"65","-0.041680995374917984","-0.041680995374917984","-0.041680995374917984","0.18781881034374237","0.18781881034374237","0.18781881034374237"
"66","-0.046612150967121124","-0.046612150967121124","-0.046612150967121124","0.15994058549404144","0.15994058549404144","0.15994058549404144"
"67","-0.04466424137353897","-0.04466424137353897","-0.04466424137353897","0.24626819789409637","0.24626819789409637","0.24626819789409637"
"68","-0.04768040031194687","-0.04768040031194687","-0.04768040031194687","0.16697613894939423","0.16697613894939423","0.16697613894939423"
"69","-0.04529445990920067","-0.04529445990920067","-0.04529445990920067","0.19099897146224976","0.19099897146224976","0.19099897146224976"
"70","-0.0428277812898159","-0.0428277812898159","-0.0428277812898159","0.16410987079143524","0.16410987079143524","0.16410987079143524"
"71","-0.045704204589128494","-0.045704204589128494","-0.045704204589128494","0.20439280569553375","0.20439280569553375","0.20439280569553375"
"72","-0.04754716157913208","-0.04754716157913208","-0.04754716157913208","0.1759718805551529","0.1759718805551529","0.1759718805551529"
"73","-0.051826927810907364","-0.051826927810907364","-0.051826927810907364","0.1731976419687271","0.1731976419687271","0.1731976419687271"
"74","-0.04836101830005646","-0.04836101830005646","-0.04836101830005646","0.1528782993555069","0.1528782993555069","0.1528782993555069"
"75","0.016245856881141663","0.016245856881141663","0.016245856881141663","0.09808146953582764","0.09808146953582764","0.09808146953582764"
"76","0.0007331196102313697","0.0007331196102313697","0.0007331196102313697","0.1347474604845047","0.1347474604845047","0.1347474604845047"
"77","0.002953224116936326","0.002953224116936326","0.002953224116936326","0.140354186296463","0.140354186296463","0.140354186296463"
"78","-0.002974039176478982","-0.002974039176478982","-0.002974039176478982","0.10877740383148193","0.10877740383148193","0.10877740383148193"
"79","-0.005008108913898468","-0.005008108913898468","-0.005008108913898468","0.1286594569683075","0.1286594569683075","0.1286594569683075"
