"Step","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/97","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/97__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/97__MAX","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/97","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/97__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/97__MAX"
"0","0.3358485698699951","0.3358485698699951","0.3358485698699951","0.30785343050956726","0.30785343050956726","0.30785343050956726"
"1","0.28751078248023987","0.28751078248023987","0.28751078248023987","0.2717124819755554","0.2717124819755554","0.2717124819755554"
"2","-0.007514030672609806","-0.007514030672609806","-0.007514030672609806","0.04613065347075462","0.04613065347075462","0.04613065347075462"
"3","-0.028393201529979706","-0.028393201529979706","-0.028393201529979706","-0.01659369468688965","-0.01659369468688965","-0.01659369468688965"
"4","-0.028796713799238205","-0.028796713799238205","-0.028796713799238205","-0.03394296392798424","-0.03394296392798424","-0.03394296392798424"
"5","-0.027605542913079262","-0.027605542913079262","-0.027605542913079262","-0.02410568855702877","-0.02410568855702877","-0.02410568855702877"
"6","-0.03122757375240326","-0.03122757375240326","-0.03122757375240326","-0.02275756187736988","-0.02275756187736988","-0.02275756187736988"
"7","-0.032231252640485764","-0.032231252640485764","-0.032231252640485764","0.00998345110565424","0.00998345110565424","0.00998345110565424"
"8","-0.03284446895122528","-0.03284446895122528","-0.03284446895122528","-0.015927467495203018","-0.015927467495203018","-0.015927467495203018"
"9","-0.03377583250403404","-0.03377583250403404","-0.03377583250403404","0.013273567892611027","0.013273567892611027","0.013273567892611027"
"10","-0.03243972733616829","-0.03243972733616829","-0.03243972733616829","-0.023335648700594902","-0.023335648700594902","-0.023335648700594902"
"11","-0.0328042209148407","-0.0328042209148407","-0.0328042209148407","0.005823287647217512","0.005823287647217512","0.005823287647217512"
"12","-0.033696096390485764","-0.033696096390485764","-0.033696096390485764","-0.011791891418397427","-0.011791891418397427","-0.011791891418397427"
"13","-0.02953365072607994","-0.02953365072607994","-0.02953365072607994","-0.003665267489850521","-0.003665267489850521","-0.003665267489850521"
"14","-0.035265274345874786","-0.035265274345874786","-0.035265274345874786","-0.007757336832582951","-0.007757336832582951","-0.007757336832582951"
"15","-0.03872102499008179","-0.03872102499008179","-0.03872102499008179","-0.007882245816290379","-0.007882245816290379","-0.007882245816290379"
"16","-0.03784642741084099","-0.03784642741084099","-0.03784642741084099","0.01545841246843338","0.01545841246843338","0.01545841246843338"
"17","-0.03738313540816307","-0.03738313540816307","-0.03738313540816307","-0.012009920552372932","-0.012009920552372932","-0.012009920552372932"
"18","-0.03472492843866348","-0.03472492843866348","-0.03472492843866348","0.008131804876029491","0.008131804876029491","0.008131804876029491"
"19","-0.034567058086395264","-0.034567058086395264","-0.034567058086395264","0.012544448487460613","0.012544448487460613","0.012544448487460613"
"20","-0.038475751876831055","-0.038475751876831055","-0.038475751876831055","0.02397712878882885","0.02397712878882885","0.02397712878882885"
