"Step","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/96","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/96__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005_100clients - cosine/96__MAX","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/96","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/96__MIN","CIFAR100_CNN_FedSTGM_sgd_lr0.05_100clients - cosine/96__MAX"
"0","0.4303719103336334","0.4303719103336334","0.4303719103336334","-0.03923538327217102","-0.03923538327217102","-0.03923538327217102"
"1","0.3167746067047119","0.3167746067047119","0.3167746067047119","0.2550388276576996","0.2550388276576996","0.2550388276576996"
"2","0.0017484694253653288","0.0017484694253653288","0.0017484694253653288","0.06025359407067299","0.06025359407067299","0.06025359407067299"
"3","-0.007908851839601994","-0.007908851839601994","-0.007908851839601994","0.01542394794523716","0.01542394794523716","0.01542394794523716"
"4","-0.005498776212334633","-0.005498776212334633","-0.005498776212334633","-0.020979806780815125","-0.020979806780815125","-0.020979806780815125"
"5","-0.013513367623090744","-0.013513367623090744","-0.013513367623090744","-0.014468830078840256","-0.014468830078840256","-0.014468830078840256"
"6","-0.010627959854900837","-0.010627959854900837","-0.010627959854900837","-0.0017481913091614842","-0.0017481913091614842","-0.0017481913091614842"
"7","-0.009556959383189678","-0.009556959383189678","-0.009556959383189678","0.008030356839299202","0.008030356839299202","0.008030356839299202"
"8","-0.006593848112970591","-0.006593848112970591","-0.006593848112970591","0.0010766455670818686","0.0010766455670818686","0.0010766455670818686"
"9","-0.011157155968248844","-0.011157155968248844","-0.011157155968248844","0.009431716986000538","0.009431716986000538","0.009431716986000538"
"10","-0.008177266456186771","-0.008177266456186771","-0.008177266456186771","-0.010541667230427265","-0.010541667230427265","-0.010541667230427265"
"11","-0.007467365358024836","-0.007467365358024836","-0.007467365358024836","0.02053184248507023","0.02053184248507023","0.02053184248507023"
"12","-0.008436660282313824","-0.008436660282313824","-0.008436660282313824","0.11953403055667877","0.11953403055667877","0.11953403055667877"
"13","-0.013609674759209156","-0.013609674759209156","-0.013609674759209156","0.042672183364629745","0.042672183364629745","0.042672183364629745"
"14","-0.011753070168197155","-0.011753070168197155","-0.011753070168197155","0.01661590114235878","0.01661590114235878","0.01661590114235878"
"15","-0.005156625062227249","-0.005156625062227249","-0.005156625062227249","0.009394328109920025","0.009394328109920025","0.009394328109920025"
"16","-0.011864220723509789","-0.011864220723509789","-0.011864220723509789","0.049361467361450195","0.049361467361450195","0.049361467361450195"
"17","-0.008285677060484886","-0.008285677060484886","-0.008285677060484886","0.022043002769351006","0.022043002769351006","0.022043002769351006"
"18","-0.0016351736849173903","-0.0016351736849173903","-0.0016351736849173903","0.025555385276675224","0.025555385276675224","0.025555385276675224"
"19","-0.00653580529615283","-0.00653580529615283","-0.00653580529615283","0.015411117114126682","0.015411117114126682","0.015411117114126682"
"20","-0.003748067654669285","-0.003748067654669285","-0.003748067654669285","0.056462422013282776","0.056462422013282776","0.056462422013282776"
"21","-0.011360954493284225","-0.011360954493284225","-0.011360954493284225","0.026888897642493248","0.026888897642493248","0.026888897642493248"
"22","-0.010767937637865543","-0.010767937637865543","-0.010767937637865543","0.10621988028287888","0.10621988028287888","0.10621988028287888"
"23","-0.006557931657880545","-0.006557931657880545","-0.006557931657880545","0.02747371792793274","0.02747371792793274","0.02747371792793274"
"24","-0.0020353468134999275","-0.0020353468134999275","-0.0020353468134999275","0.09531562775373459","0.09531562775373459","0.09531562775373459"
"25","-0.019528169184923172","-0.019528169184923172","-0.019528169184923172","0.05609440058469772","0.05609440058469772","0.05609440058469772"
"26","-0.024617403745651245","-0.024617403745651245","-0.024617403745651245","0.09006118774414062","0.09006118774414062","0.09006118774414062"
"27","-0.029279934242367744","-0.029279934242367744","-0.029279934242367744","0.009784975089132786","0.009784975089132786","0.009784975089132786"
"28","-0.027745530009269714","-0.027745530009269714","-0.027745530009269714","0.01757943630218506","0.01757943630218506","0.01757943630218506"
"29","-0.03142549470067024","-0.03142549470067024","-0.03142549470067024","0.011963827535510063","0.011963827535510063","0.011963827535510063"
"30","-0.03017149120569229","-0.03017149120569229","-0.03017149120569229","0.043429695069789886","0.043429695069789886","0.043429695069789886"
"31","-0.03700300306081772","-0.03700300306081772","-0.03700300306081772","0.05978897586464882","0.05978897586464882","0.05978897586464882"
"32","-0.03550942614674568","-0.03550942614674568","-0.03550942614674568","0.04579998552799225","0.04579998552799225","0.04579998552799225"
"33","-0.030327020213007927","-0.030327020213007927","-0.030327020213007927","0.03960520774126053","0.03960520774126053","0.03960520774126053"
"34","-0.031548142433166504","-0.031548142433166504","-0.031548142433166504","0.016365347430109978","0.016365347430109978","0.016365347430109978"
"35","-0.029672320932149887","-0.029672320932149887","-0.029672320932149887","0.026965493336319923","0.026965493336319923","0.026965493336319923"
"36","-0.037944260984659195","-0.037944260984659195","-0.037944260984659195","0.04127240926027298","0.04127240926027298","0.04127240926027298"
"37","-0.031177539378404617","-0.031177539378404617","-0.031177539378404617","0.07427835464477539","0.07427835464477539","0.07427835464477539"
"38","-0.03144758194684982","-0.03144758194684982","-0.03144758194684982","0.10268305242061615","0.10268305242061615","0.10268305242061615"
"39","-0.03239942714571953","-0.03239942714571953","-0.03239942714571953","0.060478903353214264","0.060478903353214264","0.060478903353214264"
"40","-0.03413611277937889","-0.03413611277937889","-0.03413611277937889","0.02378058061003685","0.02378058061003685","0.02378058061003685"
"41","-0.039841774851083755","-0.039841774851083755","-0.039841774851083755","0.011667875573039055","0.011667875573039055","0.011667875573039055"
"42","-0.033632151782512665","-0.033632151782512665","-0.033632151782512665","0.02678738348186016","0.02678738348186016","0.02678738348186016"
"43","-0.0372912771999836","-0.0372912771999836","-0.0372912771999836","0.018482480198144913","0.018482480198144913","0.018482480198144913"
"44","-0.04025724157691002","-0.04025724157691002","-0.04025724157691002","0.08038852363824844","0.08038852363824844","0.08038852363824844"
"45","-0.037388868629932404","-0.037388868629932404","-0.037388868629932404","0.0497431755065918","0.0497431755065918","0.0497431755065918"
"46","-0.03921671211719513","-0.03921671211719513","-0.03921671211719513","0.08180449903011322","0.08180449903011322","0.08180449903011322"
"47","-0.03210469335317612","-0.03210469335317612","-0.03210469335317612","0.04564189538359642","0.04564189538359642","0.04564189538359642"
"48","-0.04132227227091789","-0.04132227227091789","-0.04132227227091789","0.0728861391544342","0.0728861391544342","0.0728861391544342"
"49","-0.032044436782598495","-0.032044436782598495","-0.032044436782598495","0.034311920404434204","0.034311920404434204","0.034311920404434204"
"50","0.007549076806753874","0.007549076806753874","0.007549076806753874","0.025305887684226036","0.025305887684226036","0.025305887684226036"
"51","0.0002124819584423676","0.0002124819584423676","0.0002124819584423676","0.1001652330160141","0.1001652330160141","0.1001652330160141"
"52","-0.003979306202381849","-0.003979306202381849","-0.003979306202381849","0.10135610401630402","0.10135610401630402","0.10135610401630402"
"53","-0.002379421144723892","-0.002379421144723892","-0.002379421144723892","0.21441692113876343","0.21441692113876343","0.21441692113876343"
"54","-0.0091801006346941","-0.0091801006346941","-0.0091801006346941","0.2255546897649765","0.2255546897649765","0.2255546897649765"
"55","-0.009527034126222134","-0.009527034126222134","-0.009527034126222134","0.11777936667203903","0.11777936667203903","0.11777936667203903"
"56","-0.009593420661985874","-0.009593420661985874","-0.009593420661985874","0.06977128982543945","0.06977128982543945","0.06977128982543945"
"57","-0.009447681717574596","-0.009447681717574596","-0.009447681717574596","0.12832869589328766","0.12832869589328766","0.12832869589328766"
"58","-0.01191285252571106","-0.01191285252571106","-0.01191285252571106","0.08435620367527008","0.08435620367527008","0.08435620367527008"
"59","-0.012426416389644146","-0.012426416389644146","-0.012426416389644146","0.1050289198756218","0.1050289198756218","0.1050289198756218"
"60","-0.012726172804832458","-0.012726172804832458","-0.012726172804832458","0.05628042668104172","0.05628042668104172","0.05628042668104172"
"61","-0.012723132036626339","-0.012723132036626339","-0.012723132036626339","0.10041778534650803","0.10041778534650803","0.10041778534650803"
"62","-0.01372898742556572","-0.01372898742556572","-0.01372898742556572","0.06430844217538834","0.06430844217538834","0.06430844217538834"
"63","-0.013134430162608624","-0.013134430162608624","-0.013134430162608624","0.12593092024326324","0.12593092024326324","0.12593092024326324"
"64","-0.014574809931218624","-0.014574809931218624","-0.014574809931218624","0.06614113599061966","0.06614113599061966","0.06614113599061966"
"65","-0.008038271218538284","-0.008038271218538284","-0.008038271218538284","0.07995647937059402","0.07995647937059402","0.07995647937059402"
"66","-0.014638127759099007","-0.014638127759099007","-0.014638127759099007","0.04032934457063675","0.04032934457063675","0.04032934457063675"
"67","-0.013375047594308853","-0.013375047594308853","-0.013375047594308853","0.09568991512060165","0.09568991512060165","0.09568991512060165"
"68","-0.014498762786388397","-0.014498762786388397","-0.014498762786388397","0.06452624499797821","0.06452624499797821","0.06452624499797821"
"69","-0.014828924089670181","-0.014828924089670181","-0.014828924089670181","0.04975364729762077","0.04975364729762077","0.04975364729762077"
"70","-0.012742361053824425","-0.012742361053824425","-0.012742361053824425","0.03448697179555893","0.03448697179555893","0.03448697179555893"
"71","-0.014098197221755981","-0.014098197221755981","-0.014098197221755981","0.029901064932346344","0.029901064932346344","0.029901064932346344"
"72","-0.015555308200418949","-0.015555308200418949","-0.015555308200418949","0.05094556510448456","0.05094556510448456","0.05094556510448456"
"73","-0.01712954044342041","-0.01712954044342041","-0.01712954044342041","0.0184928085654974","0.0184928085654974","0.0184928085654974"
"74","-0.012603453360497952","-0.012603453360497952","-0.012603453360497952","0.012621939182281494","0.012621939182281494","0.012621939182281494"
"75","-0.004370600916445255","-0.004370600916445255","-0.004370600916445255","0.030429167672991753","0.030429167672991753","0.030429167672991753"
"76","-0.018431177362799644","-0.018431177362799644","-0.018431177362799644","0.06526758521795273","0.06526758521795273","0.06526758521795273"
"77","-0.023228103294968605","-0.023228103294968605","-0.023228103294968605","0.08043135702610016","0.08043135702610016","0.08043135702610016"
"78","-0.028404563665390015","-0.028404563665390015","-0.028404563665390015","0.0681300088763237","0.0681300088763237","0.0681300088763237"
"79","-0.032002806663513184","-0.032002806663513184","-0.032002806663513184","0.03642925247550011","0.03642925247550011","0.03642925247550011"
"80","-0.03126173093914986","-0.03126173093914986","-0.03126173093914986","0.05226743221282959","0.05226743221282959","0.05226743221282959"
"81","-0.030593838542699814","-0.030593838542699814","-0.030593838542699814","0.05033717304468155","0.05033717304468155","0.05033717304468155"
"82","-0.03732747957110405","-0.03732747957110405","-0.03732747957110405","0.03430153802037239","0.03430153802037239","0.03430153802037239"
"83","-0.03459647670388222","-0.03459647670388222","-0.03459647670388222","0.045235808938741684","0.045235808938741684","0.045235808938741684"
"84","-0.03496181592345238","-0.03496181592345238","-0.03496181592345238","0.017390398308634758","0.017390398308634758","0.017390398308634758"
"85","-0.03819774091243744","-0.03819774091243744","-0.03819774091243744","0.024712475016713142","0.024712475016713142","0.024712475016713142"
"86","-0.030394457280635834","-0.030394457280635834","-0.030394457280635834","0.011330485343933105","0.011330485343933105","0.011330485343933105"
"87","-0.037002358585596085","-0.037002358585596085","-0.037002358585596085","0.03016279824078083","0.03016279824078083","0.03016279824078083"
"88","-0.039617232978343964","-0.039617232978343964","-0.039617232978343964","0.02461419627070427","0.02461419627070427","0.02461419627070427"
"89","-0.03653284162282944","-0.03653284162282944","-0.03653284162282944","0.030322568491101265","0.030322568491101265","0.030322568491101265"
"90","-0.028448205441236496","-0.028448205441236496","-0.028448205441236496","0.02538222447037697","0.02538222447037697","0.02538222447037697"
"91","-0.03209865465760231","-0.03209865465760231","-0.03209865465760231","0.02387085184454918","0.02387085184454918","0.02387085184454918"
"92","-0.03568776696920395","-0.03568776696920395","-0.03568776696920395","0.01440272107720375","0.01440272107720375","0.01440272107720375"
