Step,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MIN,IMAGENET1k_CNN_FedAvg_sgd_lr0.005[g] - Global/Averaged Distance__MAX
9188,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08,4.22E-08
9190,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08,4.13E-08
9206,4.77E-08,4.77E-08,4.77E-08,4.77E-08,4.77E-08,4.77E-08,4.77E-08,4.77E-08,4.77E-08
9212,3.88E-08,3.88E-08,3.88E-08,3.88E-08,3.88E-08,3.88E-08,3.88E-08,3.88E-08,3.88E-08
9224,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08
9235,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08,4.03E-08
9240,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08
9243,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08
9250,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08
9252,9.79E-08,9.79E-08,9.79E-08,9.79E-08,9.79E-08,9.79E-08,9.79E-08,9.79E-08,9.79E-08
9255,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08,6.42E-08
9265,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08,4.16E-08
9283,5.04E-08,5.04E-08,5.04E-08,5.04E-08,5.04E-08,5.04E-08,5.04E-08,5.04E-08,5.04E-08
9289,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08
9291,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08,4.14E-08
9295,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08,3.96E-08
9296,3.91E-08,3.91E-08,3.91E-08,3.91E-08,3.91E-08,3.91E-08,3.91E-08,3.91E-08,3.91E-08
9301,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07
9303,7.50E-08,7.50E-08,7.50E-08,7.50E-08,7.50E-08,7.50E-08,7.50E-08,7.50E-08,7.50E-08
9312,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08,4.04E-08
9314,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08,3.90E-08
9320,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08
9332,5.00E-08,5.00E-08,5.00E-08,5.00E-08,5.00E-08,5.00E-08,5.00E-08,5.00E-08,5.00E-08
9335,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08
9346,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08
9350,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08,3.39E-08
9356,5.07E-08,5.07E-08,5.07E-08,5.07E-08,5.07E-08,5.07E-08,5.07E-08,5.07E-08,5.07E-08
9358,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08
9365,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08
9367,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08
9372,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08
9376,1.28E-07,1.28E-07,1.28E-07,1.28E-07,1.28E-07,1.28E-07,1.28E-07,1.28E-07,1.28E-07
9378,8.25E-08,8.25E-08,8.25E-08,8.25E-08,8.25E-08,8.25E-08,8.25E-08,8.25E-08,8.25E-08
9381,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08,5.51E-08
9387,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08
9409,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08
9412,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08,4.71E-08
9426,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07
9440,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08,4.23E-08
9448,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08
9450,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08
9452,9.52E-08,9.52E-08,9.52E-08,9.52E-08,9.52E-08,9.52E-08,9.52E-08,9.52E-08,9.52E-08
9454,6.75E-08,6.75E-08,6.75E-08,6.75E-08,6.75E-08,6.75E-08,6.75E-08,6.75E-08,6.75E-08
9459,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08,4.75E-08
9461,4.56E-08,4.56E-08,4.56E-08,4.56E-08,4.56E-08,4.56E-08,4.56E-08,4.56E-08,4.56E-08
9471,3.84E-08,3.84E-08,3.84E-08,3.84E-08,3.84E-08,3.84E-08,3.84E-08,3.84E-08,3.84E-08
9475,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08
9490,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08
9492,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08,3.77E-08
9493,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08
9497,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08
9499,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08,3.47E-08
9501,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07
9502,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08,9.83E-08
9517,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08,4.07E-08
9520,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08
9523,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08,3.73E-08
9524,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08
9534,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08
9535,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08,4.11E-08
9546,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08,3.43E-08
9548,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08,3.37E-08
9550,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08,3.34E-08
9567,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08
9568,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08,3.63E-08
9571,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08,3.60E-08
9578,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08,7.07E-08
9592,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08,3.69E-08
9597,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08,3.41E-08
9599,3.29E-08,3.29E-08,3.29E-08,3.29E-08,3.29E-08,3.29E-08,3.29E-08,3.29E-08,3.29E-08
9602,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08,9.61E-08
9621,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08
9624,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08
9633,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08,4.27E-08
9636,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08
9644,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08,3.36E-08
9645,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08
9649,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08,3.16E-08
9653,7.62E-08,7.62E-08,7.62E-08,7.62E-08,7.62E-08,7.62E-08,7.62E-08,7.62E-08,7.62E-08
9661,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08
9662,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08,4.25E-08
9663,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08,4.17E-08
9666,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08
9669,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08
9670,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08
9671,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08,3.67E-08
9675,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08,3.55E-08
9679,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08
9684,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08
9686,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08
9688,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08,4.01E-08
9696,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08,3.58E-08
9706,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08,5.30E-08
9718,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08
9726,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07
9738,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08,4.44E-08
9740,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08,4.32E-08
9742,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08,4.19E-08
9765,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08
9766,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08
9768,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08
9774,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08
9782,5.01E-08,5.01E-08,5.01E-08,5.01E-08,5.01E-08,5.01E-08,5.01E-08,5.01E-08,5.01E-08
9806,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08,5.12E-08
9812,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08,3.94E-08
9815,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08
9817,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08,3.68E-08
9825,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08,3.35E-08
9828,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08,7.56E-08
9829,6.40E-08,6.40E-08,6.40E-08,6.40E-08,6.40E-08,6.40E-08,6.40E-08,6.40E-08,6.40E-08
9830,5.71E-08,5.71E-08,5.71E-08,5.71E-08,5.71E-08,5.71E-08,5.71E-08,5.71E-08,5.71E-08
9832,4.91E-08,4.91E-08,4.91E-08,4.91E-08,4.91E-08,4.91E-08,4.91E-08,4.91E-08,4.91E-08
9847,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08,3.33E-08
9855,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08,5.84E-08
9858,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08,4.85E-08
9863,4.09E-08,4.09E-08,4.09E-08,4.09E-08,4.09E-08,4.09E-08,4.09E-08,4.09E-08,4.09E-08
9866,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08
9872,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08,3.65E-08
9877,1.06E-07,1.06E-07,1.06E-07,1.06E-07,1.06E-07,1.06E-07,1.06E-07,1.06E-07,1.06E-07
9879,7.48E-08,7.48E-08,7.48E-08,7.48E-08,7.48E-08,7.48E-08,7.48E-08,7.48E-08,7.48E-08
9881,6.07E-08,6.07E-08,6.07E-08,6.07E-08,6.07E-08,6.07E-08,6.07E-08,6.07E-08,6.07E-08
9883,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08,5.28E-08
9892,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08,4.15E-08
9898,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08,3.83E-08
9900,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08,3.80E-08
9921,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08,3.49E-08
9923,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08,3.46E-08
9931,5.39E-08,5.39E-08,5.39E-08,5.39E-08,5.39E-08,5.39E-08,5.39E-08,5.39E-08,5.39E-08
9937,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08
9939,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08,3.92E-08
9940,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08
9945,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08,3.57E-08
9946,3.52E-08,3.52E-08,3.52E-08,3.52E-08,3.52E-08,3.52E-08,3.52E-08,3.52E-08,3.52E-08
9959,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08,4.65E-08
9960,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08
9962,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08
9963,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08,4.21E-08
9969,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08,3.74E-08
9991,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08
10002,8.44E-08,8.44E-08,8.44E-08,8.44E-08,8.44E-08,8.44E-08,8.44E-08,8.44E-08,8.44E-08
10004,6.10E-08,6.10E-08,6.10E-08,6.10E-08,6.10E-08,6.10E-08,6.10E-08,6.10E-08,6.10E-08
10017,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08,3.72E-08
10021,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08
10027,9.53E-08,9.53E-08,9.53E-08,9.53E-08,9.53E-08,9.53E-08,9.53E-08,9.53E-08,9.53E-08
10030,6.58E-08,6.58E-08,6.58E-08,6.58E-08,6.58E-08,6.58E-08,6.58E-08,6.58E-08,6.58E-08
10037,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08,4.86E-08
10049,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08,4.08E-08
10058,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08
10059,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08
10060,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08,4.33E-08
10063,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08,3.99E-08
10065,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08,3.78E-08
10077,9.45E-08,9.45E-08,9.45E-08,9.45E-08,9.45E-08,9.45E-08,9.45E-08,9.45E-08,9.45E-08
10078,7.75E-08,7.75E-08,7.75E-08,7.75E-08,7.75E-08,7.75E-08,7.75E-08,7.75E-08,7.75E-08
10084,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08
10085,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08,4.46E-08
10095,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08
10096,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08,3.66E-08
10108,4.97E-08,4.97E-08,4.97E-08,4.97E-08,4.97E-08,4.97E-08,4.97E-08,4.97E-08,4.97E-08
10113,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08,4.12E-08
10121,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08,3.64E-08
10128,8.04E-08,8.04E-08,8.04E-08,8.04E-08,8.04E-08,8.04E-08,8.04E-08,8.04E-08,8.04E-08
10130,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08,6.19E-08
10145,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08,3.98E-08
10149,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08
10161,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08,3.85E-08
10163,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08
10169,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08,3.38E-08
10171,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08,3.28E-08
10174,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08,3.13E-08
10176,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07,1.32E-07
10181,6.28E-08,6.28E-08,6.28E-08,6.28E-08,6.28E-08,6.28E-08,6.28E-08,6.28E-08,6.28E-08
10183,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08,5.61E-08
10185,5.20E-08,5.20E-08,5.20E-08,5.20E-08,5.20E-08,5.20E-08,5.20E-08,5.20E-08,5.20E-08
10188,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08,4.72E-08
10207,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08,5.68E-08
10211,4.89E-08,4.89E-08,4.89E-08,4.89E-08,4.89E-08,4.89E-08,4.89E-08,4.89E-08,4.89E-08
10216,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08,4.28E-08
10226,1.29E-07,1.29E-07,1.29E-07,1.29E-07,1.29E-07,1.29E-07,1.29E-07,1.29E-07,1.29E-07
10227,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07,1.01E-07
10234,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08,4.81E-08
10235,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08,4.62E-08
10237,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08,4.37E-08
10245,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08,3.82E-08
10251,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07,1.20E-07
10259,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08,4.74E-08
10270,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08
10280,5.65E-08,5.65E-08,5.65E-08,5.65E-08,5.65E-08,5.65E-08,5.65E-08,5.65E-08,5.65E-08
10304,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08,6.26E-08
10309,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08,4.18E-08
10313,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08,3.75E-08
10320,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08,3.31E-08
10322,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08,3.26E-08
10329,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08,5.75E-08
10338,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08
10340,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08,3.56E-08
10341,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08,3.48E-08
10349,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08,3.21E-08
10350,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08,3.15E-08
10360,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08,4.38E-08
10367,3.81E-08,3.81E-08,3.81E-08,3.81E-08,3.81E-08,3.81E-08,3.81E-08,3.81E-08,3.81E-08
10369,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08,3.70E-08
10377,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08,9.32E-08
10384,4.29E-08,4.29E-08,4.29E-08,4.29E-08,4.29E-08,4.29E-08,4.29E-08,4.29E-08,4.29E-08
10389,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08,3.79E-08
