"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"45186","0.462","0.462","0.462","0.801","0.801","0.801","0.458","0.458","0.458","","",""
"45187","","","","","","","","","","0.48","0.48","0.48"
"45188","0.4635","0.4635","0.4635","","","","0.4635","0.4635","0.4635","","",""
"45189","","","","0.794","0.794","0.794","","","","","",""
"45190","0.466","0.466","0.466","","","","0.4665","0.4665","0.4665","","",""
"45191","","","","0.7935","0.7935","0.7935","","","","","",""
"45192","0.47","0.47","0.47","","","","0.4695","0.4695","0.4695","","",""
"45196","","","","0.791","0.791","0.791","","","","","",""
"45198","0.4785","0.4785","0.4785","","","","0.479","0.479","0.479","","",""
"45208","","","","","","","","","","0.4575","0.4575","0.4575"
"45210","0.452","0.452","0.452","","","","0.432","0.432","0.432","0.466","0.466","0.466"
"45212","","","","0.742","0.742","0.742","","","","","",""
"45213","","","","0.7705","0.7705","0.7705","","","","0.466","0.466","0.466"
"45215","","","","0.7475","0.7475","0.7475","","","","","",""
"45223","","","","","","","","","","0.4815","0.4815","0.4815"
"45225","","","","","","","","","","0.029","0.029","0.029"
"45228","0.357","0.357","0.357","","","","0.3935","0.3935","0.3935","","",""
"45229","0.4125","0.4125","0.4125","","","","0.4285","0.4285","0.4285","","",""
"45231","0.4685","0.4685","0.4685","","","","0.476","0.476","0.476","","",""
"45233","","","","0.8355","0.8355","0.8355","","","","","",""
"45236","0.5055","0.5055","0.5055","","","","0.5005","0.5005","0.5005","0.5115","0.5115","0.5115"
"45237","0.5075","0.5075","0.5075","","","","0.5035","0.5035","0.5035","","",""
"45240","","","","","","","","","","0.5155","0.5155","0.5155"
"45241","0.509","0.509","0.509","0.825","0.825","0.825","0.5105","0.5105","0.5105","","",""
"45249","","","","","","","","","","0.5275","0.5275","0.5275"
"45252","","","","","","","","","","0.2845","0.2845","0.2845"
"45256","","","","0.7235","0.7235","0.7235","","","","","",""
"45258","","","","","","","","","","0.423","0.423","0.423"
"45261","","","","0.721","0.721","0.721","","","","","",""
"45265","0.4245","0.4245","0.4245","","","","0.404","0.404","0.404","","",""
"45267","","","","0.733","0.733","0.733","","","","","",""
"45271","","","","0.735","0.735","0.735","","","","","",""
"45272","0.4325","0.4325","0.4325","0.749","0.749","0.749","0.4145","0.4145","0.4145","","",""
"45273","0.4305","0.4305","0.4305","","","","0.416","0.416","0.416","0.4445","0.4445","0.4445"
"45275","","","","0","0","0","","","","","",""
"45277","","","","0.69","0.69","0.69","","","","","",""
"45278","0.2895","0.2895","0.2895","","","","0.239","0.239","0.239","","",""
"45286","","","","0.7505","0.7505","0.7505","","","","","",""
"45287","0.421","0.421","0.421","","","","0.4065","0.4065","0.4065","","",""
"45288","0.4245","0.4245","0.4245","","","","0.4105","0.4105","0.4105","","",""
"45289","","","","0.74","0.74","0.74","","","","","",""
"45293","0.4315","0.4315","0.4315","","","","0.424","0.424","0.424","","",""
"45295","0.434","0.434","0.434","","","","0.4295","0.4295","0.4295","","",""
"45300","","","","0","0","0","","","","","",""
"45301","0.131","0.131","0.131","","","","0.1065","0.1065","0.1065","0.289","0.289","0.289"
"45302","0.2485","0.2485","0.2485","","","","0.2165","0.2165","0.2165","","",""
"45304","","","","0.8035","0.8035","0.8035","","","","","",""
"45307","","","","0.829","0.829","0.829","","","","","",""
"45310","0.4615","0.4615","0.4615","0.821","0.821","0.821","0.4685","0.4685","0.4685","","",""
"45311","","","","0.8265","0.8265","0.8265","","","","","",""
"45314","","","","0.8355","0.8355","0.8355","","","","","",""
"45319","","","","","","","","","","0.4955","0.4955","0.4955"
"45321","","","","0.8285","0.8285","0.8285","","","","0.51","0.51","0.51"
"45327","0.2285","0.2285","0.2285","","","","0.2265","0.2265","0.2265","","",""
"45328","","","","","","","","","","0.371","0.371","0.371"
"45330","0.397","0.397","0.397","","","","0.4145","0.4145","0.4145","","",""
"45332","0.424","0.424","0.424","","","","0.435","0.435","0.435","","",""
"45334","0.4395","0.4395","0.4395","0.788","0.788","0.788","0.4495","0.4495","0.4495","","",""
"45335","","","","0.771","0.771","0.771","","","","","",""
"45336","0.45","0.45","0.45","0.8015","0.8015","0.8015","0.4625","0.4625","0.4625","","",""
"45341","0.458","0.458","0.458","0.7735","0.7735","0.7735","0.4745","0.4745","0.4745","0.5025","0.5025","0.5025"
"45343","","","","","","","","","","0.503","0.503","0.503"
"45346","0.4625","0.4625","0.4625","0.8055","0.8055","0.8055","0.4765","0.4765","0.4765","","",""
"45347","0.462","0.462","0.462","","","","0.478","0.478","0.478","","",""
"45349","0.462","0.462","0.462","","","","0.481","0.481","0.481","","",""
"45351","0.134","0.134","0.134","","","","0.1495","0.1495","0.1495","","",""
"45354","0.362","0.362","0.362","0.766","0.766","0.766","0.374","0.374","0.374","","",""
"45357","","","","0.756","0.756","0.756","","","","","",""
"45361","0.445","0.445","0.445","","","","0.455","0.455","0.455","0.4795","0.4795","0.4795"
"45362","0.447","0.447","0.447","","","","0.455","0.455","0.455","0.4775","0.4775","0.4775"
"45363","0.449","0.449","0.449","","","","0.459","0.459","0.459","","",""
"45364","0.4505","0.4505","0.4505","","","","0.4605","0.4605","0.4605","","",""
"45366","","","","","","","","","","0.494","0.494","0.494"
"45367","","","","","","","","","","0.4905","0.4905","0.4905"
"45369","","","","","","","","","","0.4885","0.4885","0.4885"
"45370","","","","0.818","0.818","0.818","","","","","",""
"45371","","","","0.8265","0.8265","0.8265","","","","","",""
"45372","","","","0.8015","0.8015","0.8015","","","","","",""
"45378","","","","0.776","0.776","0.776","","","","","",""
"45382","0.405","0.405","0.405","","","","0.4115","0.4115","0.4115","","",""
"45383","","","","","","","","","","0.432","0.432","0.432"
"45386","","","","","","","","","","0.445","0.445","0.445"
"45391","","","","0.809","0.809","0.809","","","","","",""
"45394","","","","","","","","","","0.453","0.453","0.453"
"45396","0.4365","0.4365","0.4365","","","","0.438","0.438","0.438","","",""
"45398","","","","0.799","0.799","0.799","","","","","",""
"45399","0.442","0.442","0.442","","","","0.443","0.443","0.443","","",""
"45401","","","","","","","","","","0.286","0.286","0.286"
"45402","0.2","0.2","0.2","0.759","0.759","0.759","0.2345","0.2345","0.2345","","",""
"45404","","","","","","","","","","0.3855","0.3855","0.3855"
"45405","","","","0.7345","0.7345","0.7345","","","","","",""
"45408","","","","","","","","","","0.4375","0.4375","0.4375"
"45410","","","","","","","","","","0.4395","0.4395","0.4395"
"45413","0.3855","0.3855","0.3855","0.767","0.767","0.767","0.4055","0.4055","0.4055","0.4405","0.4405","0.4405"
"45415","","","","0.78","0.78","0.78","","","","","",""
"45420","","","","0.7675","0.7675","0.7675","","","","","",""
"45424","","","","","","","","","","0.4525","0.4525","0.4525"
"45425","","","","","","","","","","0.009","0.009","0.009"
"45427","","","","","","","","","","0.348","0.348","0.348"
"45429","0.398","0.398","0.398","","","","0.406","0.406","0.406","","",""
"45430","","","","0.793","0.793","0.793","","","","","",""
"45435","","","","0.7845","0.7845","0.7845","","","","","",""
"45440","","","","","","","","","","0.4905","0.4905","0.4905"
"45446","","","","","","","","","","0.496","0.496","0.496"
"45450","","","","0","0","0","","","","","",""
"45451","0.121","0.121","0.121","","","","0.122","0.122","0.122","","",""
"45455","","","","0.772","0.772","0.772","","","","","",""
"45456","","","","0.7565","0.7565","0.7565","","","","","",""
"45458","","","","0.7495","0.7495","0.7495","","","","","",""
"45460","0.464","0.464","0.464","","","","0.473","0.473","0.473","","",""
"45461","0.4635","0.4635","0.4635","","","","0.473","0.473","0.473","","",""
"45463","","","","0.8115","0.8115","0.8115","","","","","",""
"45465","","","","0.7685","0.7685","0.7685","","","","","",""
"45466","","","","0.805","0.805","0.805","","","","","",""
"45467","","","","0.788","0.788","0.788","","","","","",""
"45469","0.4775","0.4775","0.4775","","","","0.4935","0.4935","0.4935","","",""
"45470","0.48","0.48","0.48","","","","0.4955","0.4955","0.4955","","",""
"45473","0.4815","0.4815","0.4815","0.803","0.803","0.803","0.499","0.499","0.499","","",""
"45475","","","","","","","","","","0.0275","0.0275","0.0275"
"45479","0.3865","0.3865","0.3865","","","","0.3435","0.3435","0.3435","","",""
"45481","0.4205","0.4205","0.4205","","","","0.4035","0.4035","0.4035","","",""
"45485","","","","0.7775","0.7775","0.7775","","","","","",""
"45486","0.446","0.446","0.446","","","","0.447","0.447","0.447","","",""
"45487","","","","0.7755","0.7755","0.7755","","","","","",""
"45489","","","","","","","","","","0.4815","0.4815","0.4815"
"45494","","","","","","","","","","0.481","0.481","0.481"
"45495","","","","","","","","","","0.477","0.477","0.477"
"45497","0.4505","0.4505","0.4505","","","","0.46","0.46","0.46","","",""
"45499","0.455","0.455","0.455","0.785","0.785","0.785","0.461","0.461","0.461","","",""
"45501","","","","","","","","","","0.2625","0.2625","0.2625"
"45509","","","","0.7455","0.7455","0.7455","","","","","",""
"45512","0.416","0.416","0.416","0.731","0.731","0.731","0.4355","0.4355","0.4355","","",""
"45515","","","","0.7465","0.7465","0.7465","","","","","",""
"45516","","","","","","","","","","0.4525","0.4525","0.4525"
"45518","","","","","","","","","","0.458","0.458","0.458"
"45519","","","","0.7865","0.7865","0.7865","","","","","",""
"45520","","","","0.768","0.768","0.768","","","","","",""
"45522","","","","0.7865","0.7865","0.7865","","","","","",""
"45524","0.427","0.427","0.427","","","","0.4485","0.4485","0.4485","","",""
"45525","","","","0","0","0","","","","","",""
"45526","","","","","","","","","","0.3475","0.3475","0.3475"
"45531","0.475","0.475","0.475","","","","0.4855","0.4855","0.4855","","",""
"45533","","","","0.7945","0.7945","0.7945","","","","","",""
"45535","0.5025","0.5025","0.5025","","","","0.519","0.519","0.519","","",""
"45538","","","","","","","","","","0.562","0.562","0.562"
"45539","0.516","0.516","0.516","","","","0.525","0.525","0.525","","",""
"45540","","","","","","","","","","0.5645","0.5645","0.5645"
"45545","","","","0.8325","0.8325","0.8325","","","","","",""
"45546","0.529","0.529","0.529","","","","0.5325","0.5325","0.5325","0.5745","0.5745","0.5745"
"45547","","","","0.8195","0.8195","0.8195","","","","","",""
"45554","","","","","","","","","","0.357","0.357","0.357"
"45557","0.3705","0.3705","0.3705","","","","0.358","0.358","0.358","0.411","0.411","0.411"
"45562","","","","0.706","0.706","0.706","","","","","",""
"45568","","","","","","","","","","0.4385","0.4385","0.4385"
"45569","","","","","","","","","","0.443","0.443","0.443"
"45572","","","","","","","","","","0.4405","0.4405","0.4405"
"45574","","","","0.6865","0.6865","0.6865","","","","","",""
"45575","","","","0","0","0","","","","0.017","0.017","0.017"
"45576","","","","0.616","0.616","0.616","","","","","",""
"45580","0.3325","0.3325","0.3325","","","","0.33","0.33","0.33","0.3525","0.3525","0.3525"
"45581","","","","0.6575","0.6575","0.6575","","","","","",""
"45585","0.375","0.375","0.375","","","","0.366","0.366","0.366","","",""
"45587","","","","","","","","","","0.401","0.401","0.401"
"45588","0.3845","0.3845","0.3845","","","","0.373","0.373","0.373","0.409","0.409","0.409"
"45590","0.39","0.39","0.39","","","","0.3795","0.3795","0.3795","","",""
"45591","0.3915","0.3915","0.3915","0.709","0.709","0.709","0.3775","0.3775","0.3775","","",""
"45594","","","","","","","","","","0.408","0.408","0.408"
"45595","","","","0.7505","0.7505","0.7505","","","","0.413","0.413","0.413"
"45598","","","","","","","","","","0.405","0.405","0.405"
"45599","0.3965","0.3965","0.3965","","","","0.388","0.388","0.388","","",""
"45601","0.11","0.11","0.11","","","","0.1415","0.1415","0.1415","","",""
"45605","0.407","0.407","0.407","","","","0.429","0.429","0.429","0.429","0.429","0.429"
"45607","","","","0.724","0.724","0.724","","","","0.458","0.458","0.458"
"45609","0.452","0.452","0.452","","","","0.4655","0.4655","0.4655","0.471","0.471","0.471"
"45611","","","","0.7415","0.7415","0.7415","","","","","",""
"45613","","","","","","","","","","0.4885","0.4885","0.4885"
"45614","","","","","","","","","","0.4905","0.4905","0.4905"
"45618","","","","0.7245","0.7245","0.7245","","","","","",""
"45620","","","","0.7715","0.7715","0.7715","","","","","",""
"45621","","","","0.757","0.757","0.757","","","","","",""
"45623","","","","0.757","0.757","0.757","","","","","",""
"45624","","","","","","","","","","0.506","0.506","0.506"
"45625","0.0095","0.0095","0.0095","","","","0.0165","0.0165","0.0165","","",""
"45628","","","","","","","","","","0.3655","0.3655","0.3655"
"45631","0.447","0.447","0.447","0.7515","0.7515","0.7515","0.4445","0.4445","0.4445","0.4405","0.4405","0.4405"
"45636","0.482","0.482","0.482","0.776","0.776","0.776","0.4785","0.4785","0.4785","","",""
"45641","0.4935","0.4935","0.4935","0.764","0.764","0.764","0.49","0.49","0.49","","",""
"45645","","","","","","","","","","0.517","0.517","0.517"
"45649","","","","","","","","","","0.5165","0.5165","0.5165"
"45652","0.2045","0.2045","0.2045","","","","0.223","0.223","0.223","","",""
"45653","","","","0.755","0.755","0.755","","","","","",""
"45655","","","","0.7795","0.7795","0.7795","","","","0.3555","0.3555","0.3555"
"45661","0.406","0.406","0.406","","","","0.4105","0.4105","0.4105","","",""
"45662","","","","","","","","","","0.4275","0.4275","0.4275"
"45663","0.4085","0.4085","0.4085","","","","0.411","0.411","0.411","","",""
"45666","","","","0.806","0.806","0.806","","","","0.44","0.44","0.44"
"45670","","","","","","","","","","0.435","0.435","0.435"
"45672","0.4225","0.4225","0.4225","0.8065","0.8065","0.8065","0.428","0.428","0.428","0.44","0.44","0.44"
"45674","","","","","","","","","","0.4445","0.4445","0.4445"
"45675","","","","0","0","0","","","","0.0125","0.0125","0.0125"
"45679","","","","0.786","0.786","0.786","","","","","",""
"45680","0.3585","0.3585","0.3585","","","","0.3635","0.3635","0.3635","0.371","0.371","0.371"
"45681","","","","","","","","","","0.408","0.408","0.408"
"45685","","","","0.7945","0.7945","0.7945","","","","","",""
"45687","","","","0.823","0.823","0.823","","","","","",""
"45691","0.418","0.418","0.418","","","","0.4205","0.4205","0.4205","","",""
"45701","0.134","0.134","0.134","","","","0.133","0.133","0.133","","",""
"45703","","","","","","","","","","0.3485","0.3485","0.3485"
"45704","","","","","","","","","","0.3685","0.3685","0.3685"
"45705","","","","","","","","","","0.3905","0.3905","0.3905"
"45706","0.3825","0.3825","0.3825","","","","0.3975","0.3975","0.3975","","",""
"45707","","","","0.7835","0.7835","0.7835","","","","","",""
"45709","0.399","0.399","0.399","","","","0.417","0.417","0.417","","",""
"45710","0.4055","0.4055","0.4055","","","","0.4195","0.4195","0.4195","","",""
"45713","","","","0.8205","0.8205","0.8205","","","","","",""
"45716","0.417","0.417","0.417","","","","0.426","0.426","0.426","","",""
"45719","0.42","0.42","0.42","","","","0.427","0.427","0.427","","",""
"45720","0.424","0.424","0.424","","","","0.4295","0.4295","0.4295","","",""
"45721","","","","","","","","","","0.4585","0.4585","0.4585"
"45722","","","","0.834","0.834","0.834","","","","","",""
"45723","","","","","","","","","","0.462","0.462","0.462"
"45724","","","","0.8135","0.8135","0.8135","","","","0.463","0.463","0.463"
"45725","","","","","","","","","","0.0135","0.0135","0.0135"
"45733","","","","0.7825","0.7825","0.7825","","","","","",""
"45734","","","","","","","","","","0.4425","0.4425","0.4425"
"45735","0.4285","0.4285","0.4285","0.785","0.785","0.785","0.427","0.427","0.427","","",""
"45736","","","","0.786","0.786","0.786","","","","","",""
"45738","","","","0.802","0.802","0.802","","","","","",""
"45739","","","","0.7925","0.7925","0.7925","","","","","",""
"45744","0.463","0.463","0.463","","","","0.444","0.444","0.444","","",""
"45747","0.4625","0.4625","0.4625","","","","0.4525","0.4525","0.4525","","",""
"45751","0.078","0.078","0.078","","","","0.115","0.115","0.115","","",""
"45754","","","","","","","","","","0.369","0.369","0.369"
"45756","0.3825","0.3825","0.3825","","","","0.382","0.382","0.382","","",""
"45759","","","","","","","","","","0.436","0.436","0.436"
"45760","","","","0.775","0.775","0.775","","","","","",""
"45761","0.4225","0.4225","0.4225","","","","0.4235","0.4235","0.4235","","",""
"45762","","","","0.7655","0.7655","0.7655","","","","","",""
"45763","0.4265","0.4265","0.4265","","","","0.42","0.42","0.42","","",""
"45764","0.4325","0.4325","0.4325","","","","0.4205","0.4205","0.4205","","",""
"45765","","","","0.801","0.801","0.801","","","","","",""
"45766","","","","","","","","","","0.454","0.454","0.454"
"45767","0.4355","0.4355","0.4355","","","","0.4295","0.4295","0.4295","","",""
"45770","0.4435","0.4435","0.4435","","","","0.4295","0.4295","0.4295","","",""
"45771","","","","0.821","0.821","0.821","","","","","",""
"45772","","","","","","","","","","0.4605","0.4605","0.4605"
"45773","0.445","0.445","0.445","","","","0.437","0.437","0.437","0.4625","0.4625","0.4625"
