"Step","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_20classes - Global/Averaged Angle","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_20classes - Global/Averaged Angle__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_20classes - Global/Averaged Angle__MAX","IMAGENET1k_AFFCLModel_PreciseFCL_adam_lr0.001_20classes - Global/Averaged Angle","IMAGENET1k_AFFCLModel_PreciseFCL_adam_lr0.001_20classes - Global/Averaged Angle__MIN","IMAGENET1k_AFFCLModel_PreciseFCL_adam_lr0.001_20classes - Global/Averaged Angle__MAX","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes - Global/Averaged Angle","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes - Global/Averaged Angle__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes - Global/Averaged Angle__MAX","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_20classes - Global/Averaged Angle","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_20classes - Global/Averaged Angle__MIN","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_20classes - Global/Averaged Angle__MAX","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Angle","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Angle__MIN","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Angle__MAX"
"140","0.650415575504303","0.650415575504303","0.650415575504303","0.34625173211097715","0.34625173211097715","0.34625173211097715","0.2530036851763725","0.2530036851763725","0.2530036851763725","0.25908083766698836","0.25908083766698836","0.25908083766698836","0.2523465543985367","0.2523465543985367","0.2523465543985367"
"141","0.6414820969104766","0.6414820969104766","0.6414820969104766","0.3422422468662262","0.3422422468662262","0.3422422468662262","0.25187287479639053","0.25187287479639053","0.25187287479639053","0.2523913890123367","0.2523913890123367","0.2523913890123367","0.2632785826921463","0.2632785826921463","0.2632785826921463"
"142","0.6525260388851166","0.6525260388851166","0.6525260388851166","0.3366524547338486","0.3366524547338486","0.3366524547338486","0.25080198645591734","0.25080198645591734","0.25080198645591734","0.24668908566236497","0.24668908566236497","0.24668908566236497","0.25392974615097047","0.25392974615097047","0.25392974615097047"
"143","0.6326519608497619","0.6326519608497619","0.6326519608497619","0.3430567681789398","0.3430567681789398","0.3430567681789398","0.2497696340084076","0.2497696340084076","0.2497696340084076","0.23913912028074263","0.23913912028074263","0.23913912028074263","0.268024280667305","0.268024280667305","0.268024280667305"
"144","0.6388992190361023","0.6388992190361023","0.6388992190361023","0.3442163199186325","0.3442163199186325","0.3442163199186325","0.24880293607711793","0.24880293607711793","0.24880293607711793","0.23693923950195311","0.23693923950195311","0.23693923950195311","0.24544202536344528","0.24544202536344528","0.24544202536344528"
"145","0.643436586856842","0.643436586856842","0.643436586856842","0.36303932368755343","0.36303932368755343","0.36303932368755343","0.24766812324523926","0.24766812324523926","0.24766812324523926","0.22984933406114577","0.22984933406114577","0.22984933406114577","0.23987758606672288","0.23987758606672288","0.23987758606672288"
"146","0.6576642036437989","0.6576642036437989","0.6576642036437989","0.3919493928551674","0.3919493928551674","0.3919493928551674","0.24706122875213624","0.24706122875213624","0.24706122875213624","0.21765400916337968","0.21765400916337968","0.21765400916337968","0.24696298390626908","0.24696298390626908","0.24696298390626908"
"147","0.6651230573654174","0.6651230573654174","0.6651230573654174","0.39932717978954313","0.39932717978954313","0.39932717978954313","0.24660129845142365","0.24660129845142365","0.24660129845142365","0.2202446773648262","0.2202446773648262","0.2202446773648262","0.24652003683149815","0.24652003683149815","0.24652003683149815"
"148","0.6601687967777252","0.6601687967777252","0.6601687967777252","0.38251989185810087","0.38251989185810087","0.38251989185810087","0.24582542330026627","0.24582542330026627","0.24582542330026627","0.22648471891880034","0.22648471891880034","0.22648471891880034","0.2728062361478806","0.2728062361478806","0.2728062361478806"
"149","0.6713306248188019","0.6713306248188019","0.6713306248188019","0.36326519548892977","0.36326519548892977","0.36326519548892977","0.2453652486205101","0.2453652486205101","0.2453652486205101","0.22378212362527847","0.22378212362527847","0.22378212362527847","0.24498158395290376","0.24498158395290376","0.24498158395290376"
"150","0.6632524728775024","0.6632524728775024","0.6632524728775024","0.34946894347667695","0.34946894347667695","0.34946894347667695","0.24477797895669937","0.24477797895669937","0.24477797895669937","0.22148644477128981","0.22148644477128981","0.22148644477128981","0.23492495715618134","0.23492495715618134","0.23492495715618134"
"151","0.5813015639781952","0.5813015639781952","0.5813015639781952","0.34510367512702944","0.34510367512702944","0.34510367512702944","0.3637510299682617","0.3637510299682617","0.3637510299682617","0.3385486274957657","0.3385486274957657","0.3385486274957657","0.5196583926677704","0.5196583926677704","0.5196583926677704"
"152","0.5496035099029541","0.5496035099029541","0.5496035099029541","0.334668305516243","0.334668305516243","0.334668305516243","0.3208687096834183","0.3208687096834183","0.3208687096834183","0.3061263233423233","0.3061263233423233","0.3061263233423233","0.46190873980522157","0.46190873980522157","0.46190873980522157"
"153","0.5318976521492005","0.5318976521492005","0.5318976521492005","0.33090353608131406","0.33090353608131406","0.33090353608131406","0.3027155935764313","0.3027155935764313","0.3027155935764313","0.2898611754179001","0.2898611754179001","0.2898611754179001","0.4034095764160156","0.4034095764160156","0.4034095764160156"
"154","0.5792203545570374","0.5792203545570374","0.5792203545570374","0.334729865193367","0.334729865193367","0.334729865193367","0.2909404218196869","0.2909404218196869","0.2909404218196869","0.28101852536201477","0.28101852536201477","0.28101852536201477","0.35402615964412687","0.35402615964412687","0.35402615964412687"
"155","0.6239376366138458","0.6239376366138458","0.6239376366138458","0.33833936750888827","0.33833936750888827","0.33833936750888827","0.2812796697020531","0.2812796697020531","0.2812796697020531","0.27465234100818636","0.27465234100818636","0.27465234100818636","0.3316862225532532","0.3316862225532532","0.3316862225532532"
"156","0.6383154690265656","0.6383154690265656","0.6383154690265656","0.34179702699184417","0.34179702699184417","0.34179702699184417","0.2735181048512459","0.2735181048512459","0.2735181048512459","0.271463143825531","0.271463143825531","0.271463143825531","0.3116383284330368","0.3116383284330368","0.3116383284330368"
"157","0.6076399147510528","0.6076399147510528","0.6076399147510528","0.3446970134973526","0.3446970134973526","0.3446970134973526","0.26731814444065094","0.26731814444065094","0.26731814444065094","0.26931188702583314","0.26931188702583314","0.26931188702583314","0.31261352002620696","0.31261352002620696","0.31261352002620696"
"158","0.6247089564800262","0.6247089564800262","0.6247089564800262","0.34867153167724607","0.34867153167724607","0.34867153167724607","0.2627277597784996","0.2627277597784996","0.2627277597784996","0.2676012128591537","0.2676012128591537","0.2676012128591537","0.2901556082069874","0.2901556082069874","0.2901556082069874"
"159","0.6387128531932831","0.6387128531932831","0.6387128531932831","0.350484699010849","0.350484699010849","0.350484699010849","0.25857289880514145","0.25857289880514145","0.25857289880514145","0.2674176931381226","0.2674176931381226","0.2674176931381226","0.29441664516925814","0.29441664516925814","0.29441664516925814"
"160","0.6455405533313752","0.6455405533313752","0.6455405533313752","0.3468566477298737","0.3468566477298737","0.3468566477298737","0.2551680043339729","0.2551680043339729","0.2551680043339729","0.26737650781869887","0.26737650781869887","0.26737650781869887","0.2847415328025818","0.2847415328025818","0.2847415328025818"
"161","0.6532809734344482","0.6532809734344482","0.6532809734344482","0.3383167624473572","0.3383167624473572","0.3383167624473572","0.25259528756141664","0.25259528756141664","0.25259528756141664","0.2665851294994354","0.2665851294994354","0.2665851294994354","0.3150679649086669","0.3150679649086669","0.3150679649086669"
"162","0.637502270936966","0.637502270936966","0.637502270936966","0.32973998188972475","0.32973998188972475","0.32973998188972475","0.25016516596078875","0.25016516596078875","0.25016516596078875","0.2660751476883888","0.2660751476883888","0.2660751476883888","0.2829174190759659","0.2829174190759659","0.2829174190759659"
"163","0.6059047877788544","0.6059047877788544","0.6059047877788544","0.33115227818489074","0.33115227818489074","0.33115227818489074","0.2482747718691826","0.2482747718691826","0.2482747718691826","0.26470106542110444","0.26470106542110444","0.26470106542110444","0.2580605447292328","0.2580605447292328","0.2580605447292328"
"164","0.6522032499313355","0.6522032499313355","0.6522032499313355","0.3481788396835327","0.3481788396835327","0.3481788396835327","0.2464243322610855","0.2464243322610855","0.2464243322610855","0.26155349165201186","0.26155349165201186","0.26155349165201186","0.24277817606925964","0.24277817606925964","0.24277817606925964"
"165","0.6508284986019135","0.6508284986019135","0.6508284986019135","0.36346625685691836","0.36346625685691836","0.36346625685691836","0.24513747543096542","0.24513747543096542","0.24513747543096542","0.25365853160619733","0.25365853160619733","0.25365853160619733","0.24301640689373016","0.24301640689373016","0.24301640689373016"
"166","0.6391142666339874","0.6391142666339874","0.6391142666339874","0.35095839500427245","0.35095839500427245","0.35095839500427245","0.24386956095695494","0.24386956095695494","0.24386956095695494","0.25146746039390566","0.25146746039390566","0.25146746039390566","0.23503279983997344","0.23503279983997344","0.23503279983997344"
"167","0.6470493495464325","0.6470493495464325","0.6470493495464325","0.33539238274097444","0.33539238274097444","0.33539238274097444","0.2425728842616081","0.2425728842616081","0.2425728842616081","0.24439913928508758","0.24439913928508758","0.24439913928508758","0.2593987226486206","0.2593987226486206","0.2593987226486206"
"168","0.6737707853317261","0.6737707853317261","0.6737707853317261","0.3302247881889343","0.3302247881889343","0.3302247881889343","0.24154578298330306","0.24154578298330306","0.24154578298330306","0.23524501472711562","0.23524501472711562","0.23524501472711562","0.22915873676538467","0.22915873676538467","0.22915873676538467"
"169","0.6662191331386567","0.6662191331386567","0.6662191331386567","0.33000656962394714","0.33000656962394714","0.33000656962394714","0.24045074433088304","0.24045074433088304","0.24045074433088304","0.2314743384718895","0.2314743384718895","0.2314743384718895","0.24134585857391358","0.24134585857391358","0.24134585857391358"
"170","0.6721506476402282","0.6721506476402282","0.6721506476402282","0.3293896734714508","0.3293896734714508","0.3293896734714508","0.23923989236354828","0.23923989236354828","0.23923989236354828","0.22545277327299118","0.22545277327299118","0.22545277327299118","0.22781191766262054","0.22781191766262054","0.22781191766262054"
"171","0.658988356590271","0.658988356590271","0.658988356590271","0.33058129251003265","0.33058129251003265","0.33058129251003265","0.23860340863466262","0.23860340863466262","0.23860340863466262","0.2257502406835556","0.2257502406835556","0.2257502406835556","0.213163423538208","0.213163423538208","0.213163423538208"
"172","0.6730892479419708","0.6730892479419708","0.6730892479419708","0.3280496895313263","0.3280496895313263","0.3280496895313263","0.23707678616046907","0.23707678616046907","0.23707678616046907","0.2279352605342865","0.2279352605342865","0.2279352605342865","0.2199463963508606","0.2199463963508606","0.2199463963508606"
"173","0.6631996333599091","0.6631996333599091","0.6631996333599091","0.3425451874732971","0.3425451874732971","0.3425451874732971","0.23638451993465423","0.23638451993465423","0.23638451993465423","0.23181062638759614","0.23181062638759614","0.23181062638759614","0.19078409671783447","0.19078409671783447","0.19078409671783447"
"174","0.6545598685741425","0.6545598685741425","0.6545598685741425","0.35058616697788236","0.35058616697788236","0.35058616697788236","0.2356181263923645","0.2356181263923645","0.2356181263923645","0.22696687132120133","0.22696687132120133","0.22696687132120133","0.2042422980070114","0.2042422980070114","0.2042422980070114"
"175","0.676168555021286","0.676168555021286","0.676168555021286","0.35664746165275574","0.35664746165275574","0.35664746165275574","0.2351507604122162","0.2351507604122162","0.2351507604122162","0.22411389648914337","0.22411389648914337","0.22411389648914337","0.2521337181329727","0.2521337181329727","0.2521337181329727"
"176","0.5654384195804596","0.5654384195804596","0.5654384195804596","0.35266461670398713","0.35266461670398713","0.35266461670398713","0.37698544561862946","0.37698544561862946","0.37698544561862946","0.34824142754077914","0.34824142754077914","0.34824142754077914","0.5146273255348206","0.5146273255348206","0.5146273255348206"
"177","0.5434373795986176","0.5434373795986176","0.5434373795986176","0.34001921117305756","0.34001921117305756","0.34001921117305756","0.33325582146644595","0.33325582146644595","0.33325582146644595","0.31483056843280793","0.31483056843280793","0.31483056843280793","0.44978161454200744","0.44978161454200744","0.44978161454200744"
"178","0.556351363658905","0.556351363658905","0.556351363658905","0.33718853294849394","0.33718853294849394","0.33718853294849394","0.3128095865249634","0.3128095865249634","0.3128095865249634","0.2969232827425003","0.2969232827425003","0.2969232827425003","0.40848331451416015","0.40848331451416015","0.40848331451416015"
"179","0.6003405570983886","0.6003405570983886","0.6003405570983886","0.3438760757446289","0.3438760757446289","0.3438760757446289","0.299159973859787","0.299159973859787","0.299159973859787","0.2865090623497963","0.2865090623497963","0.2865090623497963","0.3582128405570984","0.3582128405570984","0.3582128405570984"
"180","0.6258191466331482","0.6258191466331482","0.6258191466331482","0.34523443281650545","0.34523443281650545","0.34523443281650545","0.28791389167308806","0.28791389167308806","0.28791389167308806","0.27980166077613833","0.27980166077613833","0.27980166077613833","0.32901689410209656","0.32901689410209656","0.32901689410209656"
"181","0.6180902123451233","0.6180902123451233","0.6180902123451233","0.3399800300598145","0.3399800300598145","0.3399800300598145","0.27941661775112153","0.27941661775112153","0.27941661775112153","0.2759452059864998","0.2759452059864998","0.2759452059864998","0.31051945090293886","0.31051945090293886","0.31051945090293886"
"182","0.6334682404994965","0.6334682404994965","0.6334682404994965","0.32638700008392335","0.32638700008392335","0.32638700008392335","0.27287048399448394","0.27287048399448394","0.27287048399448394","0.2732407137751579","0.2732407137751579","0.2732407137751579","0.3067177623510361","0.3067177623510361","0.3067177623510361"
"183","0.6450056612491608","0.6450056612491608","0.6450056612491608","0.3291947215795517","0.3291947215795517","0.3291947215795517","0.2671785518527031","0.2671785518527031","0.2671785518527031","0.27225367575883863","0.27225367575883863","0.27225367575883863","0.28402674943208694","0.28402674943208694","0.28402674943208694"
"184","0.6470373213291168","0.6470373213291168","0.6470373213291168","0.3288621962070465","0.3288621962070465","0.3288621962070465","0.2626776024699211","0.2626776024699211","0.2626776024699211","0.27043664157390596","0.27043664157390596","0.27043664157390596","0.31736876592040064","0.31736876592040064","0.31736876592040064"
"185","0.6274441123008728","0.6274441123008728","0.6274441123008728","0.30081148743629454","0.30081148743629454","0.30081148743629454","0.25898081064224243","0.25898081064224243","0.25898081064224243","0.26849758327007295","0.26849758327007295","0.26849758327007295","0.29346104990690947","0.29346104990690947","0.29346104990690947"
"186","0.6576005280017853","0.6576005280017853","0.6576005280017853","0.30908275991678236","0.30908275991678236","0.30908275991678236","0.2555316910147667","0.2555316910147667","0.2555316910147667","0.26684347838163375","0.26684347838163375","0.26684347838163375","0.3008011743426323","0.3008011743426323","0.3008011743426323"
"187","0.6742971301078796","0.6742971301078796","0.6742971301078796","0.3337180554866791","0.3337180554866791","0.3337180554866791","0.253046378493309","0.253046378493309","0.253046378493309","0.26530706584453584","0.26530706584453584","0.26530706584453584","0.3178055822849274","0.3178055822849274","0.3178055822849274"
"188","0.6758521556854248","0.6758521556854248","0.6758521556854248","0.3429765716195107","0.3429765716195107","0.3429765716195107","0.2506273940205574","0.2506273940205574","0.2506273940205574","0.2620712473988533","0.2620712473988533","0.2620712473988533","0.24612513929605484","0.24612513929605484","0.24612513929605484"
"189","0.6779622316360474","0.6779622316360474","0.6779622316360474","0.33710331916809083","0.33710331916809083","0.33710331916809083","0.24872145056724548","0.24872145056724548","0.24872145056724548","0.2586138412356377","0.2586138412356377","0.2586138412356377","0.2468288093805313","0.2468288093805313","0.2468288093805313"
"190","0.6623462021350861","0.6623462021350861","0.6623462021350861","0.32673320174217224","0.32673320174217224","0.32673320174217224","0.24688215553760529","0.24688215553760529","0.24688215553760529","0.249938403069973","0.249938403069973","0.249938403069973","0.20594737753272058","0.20594737753272058","0.20594737753272058"
"191","0.6343075156211853","0.6343075156211853","0.6343075156211853","0.3000951617956161","0.3000951617956161","0.3000951617956161","0.24550097733736037","0.24550097733736037","0.24550097733736037","0.24639932811260223","0.24639932811260223","0.24639932811260223","0.2310626745223999","0.2310626745223999","0.2310626745223999"
"192","0.6532914459705352","0.6532914459705352","0.6532914459705352","0.28372099697589875","0.28372099697589875","0.28372099697589875","0.24425923973321914","0.24425923973321914","0.24425923973321914","0.23658952116966248","0.23658952116966248","0.23658952116966248","0.2377087503671646","0.2377087503671646","0.2377087503671646"
"193","0.6728437721729279","0.6728437721729279","0.6728437721729279","0.2885462984442711","0.2885462984442711","0.2885462984442711","0.24298929572105407","0.24298929572105407","0.24298929572105407","0.23167589008808137","0.23167589008808137","0.23167589008808137","0.262530767172575","0.262530767172575","0.262530767172575"
"194","0.6762764096260071","0.6762764096260071","0.6762764096260071","0.29232666194438933","0.29232666194438933","0.29232666194438933","0.24176848083734512","0.24176848083734512","0.24176848083734512","0.23103173822164536","0.23103173822164536","0.23103173822164536","0.26136778220534324","0.26136778220534324","0.26136778220534324"
"195","0.6643408358097076","0.6643408358097076","0.6643408358097076","0.2929333373904228","0.2929333373904228","0.2929333373904228","0.24044096767902373","0.24044096767902373","0.24044096767902373","0.22605692148208617","0.22605692148208617","0.22605692148208617","0.2436049371957779","0.2436049371957779","0.2436049371957779"
"196","0.6840464055538178","0.6840464055538178","0.6840464055538178","0.29685281217098236","0.29685281217098236","0.29685281217098236","0.23957549333572387","0.23957549333572387","0.23957549333572387","0.2251545786857605","0.2251545786857605","0.2251545786857605","0.23839626163244249","0.23839626163244249","0.23839626163244249"
"197","0.6676768839359284","0.6676768839359284","0.6676768839359284","0.3046730041503906","0.3046730041503906","0.3046730041503906","0.23856708407402039","0.23856708407402039","0.23856708407402039","0.2248268708586693","0.2248268708586693","0.2248268708586693","0.23930124938488007","0.23930124938488007","0.23930124938488007"
"198","0.6632758021354676","0.6632758021354676","0.6632758021354676","0.3067790135741234","0.3067790135741234","0.3067790135741234","0.2377161204814911","0.2377161204814911","0.2377161204814911","0.2272801160812378","0.2272801160812378","0.2272801160812378","0.2245066124945879","0.2245066124945879","0.2245066124945879"
"199","0.6590345680713654","0.6590345680713654","0.6590345680713654","0.3073255613446236","0.3073255613446236","0.3073255613446236","0.23684482723474504","0.23684482723474504","0.23684482723474504","0.22337548583745956","0.22337548583745956","0.22337548583745956","0.23654409050941466","0.23654409050941466","0.23654409050941466"
"200","0.7075815677642823","0.7075815677642823","0.7075815677642823","0.30220056027173997","0.30220056027173997","0.30220056027173997","0.23615658283233643","0.23615658283233643","0.23615658283233643","0.2269675239920616","0.2269675239920616","0.2269675239920616","0.2014136329293251","0.2014136329293251","0.2014136329293251"
"201","0.608694064617157","0.608694064617157","0.608694064617157","0.31634292006492615","0.31634292006492615","0.31634292006492615","0.3880045622587204","0.3880045622587204","0.3880045622587204","0.3535470485687256","0.3535470485687256","0.3535470485687256","0.4953255534172058","0.4953255534172058","0.4953255534172058"
"202","0.5929098069667816","0.5929098069667816","0.5929098069667816","0.31826595962047577","0.31826595962047577","0.31826595962047577","0.341427281498909","0.341427281498909","0.341427281498909","0.31814160346984866","0.31814160346984866","0.31814160346984866","0.4288874864578247","0.4288874864578247","0.4288874864578247"
"203","0.564482057094574","0.564482057094574","0.564482057094574","0.3090892121195793","0.3090892121195793","0.3090892121195793","0.32132311463356017","0.32132311463356017","0.32132311463356017","0.3004201829433441","0.3004201829433441","0.3004201829433441","0.37856594324111936","0.37856594324111936","0.37856594324111936"
"204","0.6053334712982178","0.6053334712982178","0.6053334712982178","0.2995935320854187","0.2995935320854187","0.2995935320854187","0.3048041582107544","0.3048041582107544","0.3048041582107544","0.29006812870502474","0.29006812870502474","0.29006812870502474","0.3440913200378418","0.3440913200378418","0.3440913200378418"
"205","0.6298992693424225","0.6298992693424225","0.6298992693424225","0.32192174941301344","0.32192174941301344","0.32192174941301344","0.29212934970855714","0.29212934970855714","0.29212934970855714","0.28446057736873626","0.28446057736873626","0.28446057736873626","0.32317642867565155","0.32317642867565155","0.32317642867565155"
"206","0.6385971009731293","0.6385971009731293","0.6385971009731293","0.3367792025208473","0.3367792025208473","0.3367792025208473","0.28191499412059784","0.28191499412059784","0.28191499412059784","0.28047269880771636","0.28047269880771636","0.28047269880771636","0.29976145289838313","0.29976145289838313","0.29976145289838313"
"207","0.6306865453720093","0.6306865453720093","0.6306865453720093","0.35018582344055177","0.35018582344055177","0.35018582344055177","0.2744800612330437","0.2744800612330437","0.2744800612330437","0.2783006876707077","0.2783006876707077","0.2783006876707077","0.30192373096942904","0.30192373096942904","0.30192373096942904"
"208","0.6425679326057434","0.6425679326057434","0.6425679326057434","0.3441675215959549","0.3441675215959549","0.3441675215959549","0.2681220456957817","0.2681220456957817","0.2681220456957817","0.2764969229698181","0.2764969229698181","0.2764969229698181","0.3343722611665726","0.3343722611665726","0.3343722611665726"
"209","0.6552220940589905","0.6552220940589905","0.6552220940589905","0.344148588180542","0.344148588180542","0.344148588180542","0.2628884822130203","0.2628884822130203","0.2628884822130203","0.27559655606746675","0.27559655606746675","0.27559655606746675","0.45284603387117384","0.45284603387117384","0.45284603387117384"
"210","0.6675839781761169","0.6675839781761169","0.6675839781761169","0.34317589849233626","0.34317589849233626","0.34317589849233626","0.25881229937076566","0.25881229937076566","0.25881229937076566","0.2740407049655914","0.2740407049655914","0.2740407049655914","0.3450424879789352","0.3450424879789352","0.3450424879789352"
"211","0.6640618860721588","0.6640618860721588","0.6640618860721588","0.33474989980459213","0.33474989980459213","0.33474989980459213","0.2552927270531654","0.2552927270531654","0.2552927270531654","0.27089968621730803","0.27089968621730803","0.27089968621730803","0.2967170286923647","0.2967170286923647","0.2967170286923647"
"212","0.6795087277889251","0.6795087277889251","0.6795087277889251","0.3337085500359535","0.3337085500359535","0.3337085500359535","0.2523393571376801","0.2523393571376801","0.2523393571376801","0.2649203225970268","0.2649203225970268","0.2649203225970268","0.2708158291876316","0.2708158291876316","0.2708158291876316"
"213","0.6823546171188355","0.6823546171188355","0.6823546171188355","0.3198683798313141","0.3198683798313141","0.3198683798313141","0.25013169795274737","0.25013169795274737","0.25013169795274737","0.2609411314129829","0.2609411314129829","0.2609411314129829","0.24833830296993256","0.24833830296993256","0.24833830296993256"
"214","0.6586452662944794","0.6586452662944794","0.6586452662944794","0.3075395032763481","0.3075395032763481","0.3075395032763481","0.24791812300682067","0.24791812300682067","0.24791812300682067","0.253566475212574","0.253566475212574","0.253566475212574","0.24970125108957292","0.24970125108957292","0.24970125108957292"
"215","0.6473573207855224","0.6473573207855224","0.6473573207855224","0.3376490853726864","0.3376490853726864","0.3376490853726864","0.2458074137568474","0.2458074137568474","0.2458074137568474","0.24191864728927612","0.24191864728927612","0.24191864728927612","0.2334469895809889","0.2334469895809889","0.2334469895809889"
"216","0.6630715906620026","0.6630715906620026","0.6630715906620026","0.356571726500988","0.356571726500988","0.356571726500988","0.2442881628870964","0.2442881628870964","0.2442881628870964","","","","0.24927865713834763","0.24927865713834763","0.24927865713834763"
"217","0.672924029827118","0.672924029827118","0.672924029827118","0.357942321151495","0.357942321151495","0.357942321151495","0.24276788979768754","0.24276788979768754","0.24276788979768754","","","","0.24460667967796326","0.24460667967796326","0.24460667967796326"
"218","0.6695403754711151","0.6695403754711151","0.6695403754711151","0.3538347281515598","0.3538347281515598","0.3538347281515598","0.24143700897693635","0.24143700897693635","0.24143700897693635","","","","0.28387627601623533","0.28387627601623533","0.28387627601623533"
"219","0.6675630748271942","0.6675630748271942","0.6675630748271942","0.3471684969961643","0.3471684969961643","0.3471684969961643","0.24057591706514359","0.24057591706514359","0.24057591706514359","","","","0.2915484458208084","0.2915484458208084","0.2915484458208084"
"220","0.6718684375286103","0.6718684375286103","0.6718684375286103","0.3430699400603771","0.3430699400603771","0.3430699400603771","0.23897357285022736","0.23897357285022736","0.23897357285022736","","","","0.25316681861877444","0.25316681861877444","0.25316681861877444"
"221","0.6904626250267029","0.6904626250267029","0.6904626250267029","0.34061729460954665","0.34061729460954665","0.34061729460954665","0.23810356259346008","0.23810356259346008","0.23810356259346008","","","","0.2467332661151886","0.2467332661151886","0.2467332661151886"
"222","0.6950426161289215","0.6950426161289215","0.6950426161289215","0.36484086215496064","0.36484086215496064","0.36484086215496064","0.2371472805738449","0.2371472805738449","0.2371472805738449","","","","0.2594749167561531","0.2594749167561531","0.2594749167561531"
"223","0.6831409513950348","0.6831409513950348","0.6831409513950348","0.3863353058695793","0.3863353058695793","0.3863353058695793","0.23616717457771302","0.23616717457771302","0.23616717457771302","","","","0.20946491956710817","0.20946491956710817","0.20946491956710817"
"224","0.6923249781131744","0.6923249781131744","0.6923249781131744","0.4060277685523033","0.4060277685523033","0.4060277685523033","0.23539789021015167","0.23539789021015167","0.23539789021015167","","","","0.20949558317661285","0.20949558317661285","0.20949558317661285"
"225","0.6920302629470825","0.6920302629470825","0.6920302629470825","0.41362941414117815","0.41362941414117815","0.41362941414117815","0.2343045324087143","0.2343045324087143","0.2343045324087143","","","","0.19682991597801447","0.19682991597801447","0.19682991597801447"
"226","0.5599071264266968","0.5599071264266968","0.5599071264266968","0.41904741525650024","0.41904741525650024","0.41904741525650024","0.3706072002649307","0.3706072002649307","0.3706072002649307","","","","0.49699400663375853","0.49699400663375853","0.49699400663375853"
"227","0.5514290273189545","0.5514290273189545","0.5514290273189545","0.4122080445289612","0.4122080445289612","0.4122080445289612","0.32407783567905424","0.32407783567905424","0.32407783567905424","","","","0.4332511007785797","0.4332511007785797","0.4332511007785797"
"228","0.5532257676124572","0.5532257676124572","0.5532257676124572","0.40402151495218275","0.40402151495218275","0.40402151495218275","0.3062834322452545","0.3062834322452545","0.3062834322452545","","","","0.3888495028018951","0.3888495028018951","0.3888495028018951"
"229","0.6107012689113617","0.6107012689113617","0.6107012689113617","0.4015828028321266","0.4015828028321266","0.4015828028321266","0.29275997579097746","0.29275997579097746","0.29275997579097746","","","","0.34853555262088776","0.34853555262088776","0.34853555262088776"
"230","0.6477795779705048","0.6477795779705048","0.6477795779705048","0.39628822207450864","0.39628822207450864","0.39628822207450864","0.28148883730173113","0.28148883730173113","0.28148883730173113","","","","0.3236196994781494","0.3236196994781494","0.3236196994781494"
"231","0.6328358113765716","0.6328358113765716","0.6328358113765716","0.38762151300907133","0.38762151300907133","0.38762151300907133","0.27196945399045946","0.27196945399045946","0.27196945399045946","","","","0.3113492548465729","0.3113492548465729","0.3113492548465729"
"232","0.6250340938568115","0.6250340938568115","0.6250340938568115","0.3597683981060982","0.3597683981060982","0.3597683981060982","0.2647695869207382","0.2647695869207382","0.2647695869207382","","","","0.2933733403682709","0.2933733403682709","0.2933733403682709"
"233","0.6482388615608216","0.6482388615608216","0.6482388615608216","0.3304210215806961","0.3304210215806961","0.3304210215806961","0.25864498019218446","0.25864498019218446","0.25864498019218446","","","","0.2858955875039101","0.2858955875039101","0.2858955875039101"
"234","0.6639724612236023","0.6639724612236023","0.6639724612236023","0.3152820959687233","0.3152820959687233","0.3152820959687233","0.25339886695146563","0.25339886695146563","0.25339886695146563","","","","0.27698089480400084","0.27698089480400084","0.27698089480400084"
"235","0.6649295806884765","0.6649295806884765","0.6649295806884765","0.3092383325099945","0.3092383325099945","0.3092383325099945","0.24951986968517303","0.24951986968517303","0.24951986968517303","","","","0.28675832152366637","0.28675832152366637","0.28675832152366637"
"236","0.6440772294998169","0.6440772294998169","0.6440772294998169","0.3072704881429672","0.3072704881429672","0.3072704881429672","0.2457649976015091","0.2457649976015091","0.2457649976015091","","","","0.28291826248168944","0.28291826248168944","0.28291826248168944"
"237","0.6768197536468505","0.6768197536468505","0.6768197536468505","0.3018415778875351","0.3018415778875351","0.3018415778875351","0.2431958168745041","0.2431958168745041","0.2431958168745041","","","","0.31949089765548705","0.31949089765548705","0.31949089765548705"
"238","0.6707024097442627","0.6707024097442627","0.6707024097442627","0.2995040208101273","0.2995040208101273","0.2995040208101273","0.2407013401389122","0.2407013401389122","0.2407013401389122","","","","0.28034682422876356","0.28034682422876356","0.28034682422876356"
"239","0.693846195936203","0.693846195936203","0.693846195936203","0.3005764365196228","0.3005764365196228","0.3005764365196228","0.23820718377828598","0.23820718377828598","0.23820718377828598","","","","0.30779343396425246","0.30779343396425246","0.30779343396425246"
