"Step","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_distance-le5-sgm - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_distance-le5-sgm - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_distance-le5-sgm - Global/Averaged Grads Angle__MAX","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_distance-tgm5-le5 - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_distance-tgm5-le5 - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05_distance-tgm5-le5 - Global/Averaged Grads Angle__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.05_distance-tgm5-le5 - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedAvg_sgd_lr0.05_distance-tgm5-le5 - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.05_distance-tgm5-le5 - Global/Averaged Grads Angle__MAX"
"12","0.027234212011098862","0.027234212011098862","0.027234212011098862","0.024348362535238265","0.024348362535238265","0.024348362535238265","0.03397735497819667","0.03397735497819667","0.03397735497819667"
"13","0.025988802313804626","0.025988802313804626","0.025988802313804626","0.023871706277132036","0.023871706277132036","0.023871706277132036","0.032085846113186565","0.032085846113186565","0.032085846113186565"
"14","0.024877513498067855","0.024877513498067855","0.024877513498067855","0.02377015620470047","0.02377015620470047","0.02377015620470047","0.030858286083021085","0.030858286083021085","0.030858286083021085"
"15","0.02361634247004986","0.02361634247004986","0.02361634247004986","0.02349335290491581","0.02349335290491581","0.02349335290491581","0.029252407116764516","0.029252407116764516","0.029252407116764516"
"16","0.02338662188500166","0.02338662188500166","0.02338662188500166","0.02409123696386814","0.02409123696386814","0.02409123696386814","0.028165263574919663","0.028165263574919663","0.028165263574919663"
"17","0.02343045324087143","0.02343045324087143","0.02343045324087143","0.024204949513077736","0.024204949513077736","0.024204949513077736","0.027386743608003597","0.027386743608003597","0.027386743608003597"
"18","0.023429851680994034","0.023429851680994034","0.023429851680994034","0.024015663228929042","0.024015663228929042","0.024015663228929042","0.025480235255963636","0.025480235255963636","0.025480235255963636"
"19","0.023393649645149707","0.023393649645149707","0.023393649645149707","0.02466846030205488","0.02466846030205488","0.02466846030205488","0.02484624197386438","0.02484624197386438","0.02484624197386438"
"20","0.023070408441126348","0.023070408441126348","0.023070408441126348","0.02420401867479086","0.02420401867479086","0.02420401867479086","0.024041459001382465","0.024041459001382465","0.024041459001382465"
"21","0.023918278925120832","0.023918278925120832","0.023918278925120832","0.02290736574679613","0.02290736574679613","0.02290736574679613","0.023191497621883172","0.023191497621883172","0.023191497621883172"
"22","0.024591452926397323","0.024591452926397323","0.024591452926397323","0.024407483041286468","0.024407483041286468","0.024407483041286468","0.02277272002702375","0.02277272002702375","0.02277272002702375"
"23","0.023289785757660865","0.023289785757660865","0.023289785757660865","0.022776418700814247","0.022776418700814247","0.022776418700814247","0.022538901087536943","0.022538901087536943","0.022538901087536943"
"24","0.02324570544064045","0.02324570544064045","0.02324570544064045","0.021571042351424694","0.021571042351424694","0.021571042351424694","0.02153263282845728","0.02153263282845728","0.02153263282845728"
"25","0.02392310809344053","0.02392310809344053","0.02392310809344053","0.02203296683728695","0.02203296683728695","0.02203296683728695","0.021356473788182485","0.021356473788182485","0.021356473788182485"
"26","0.14142472393810748","0.14142472393810748","0.14142472393810748","0.14190935146063566","0.14190935146063566","0.14190935146063566","0.07663308160263113","0.07663308160263113","0.07663308160263113"
"27","0.10698383002600168","0.10698383002600168","0.10698383002600168","0.1057592098833993","0.1057592098833993","0.1057592098833993","0.06367703640476975","0.06367703640476975","0.06367703640476975"
"28","0.0901998634764459","0.0901998634764459","0.0901998634764459","0.0867690266110003","0.0867690266110003","0.0867690266110003","0.057143442489104926","0.057143442489104926","0.057143442489104926"
"29","0.0755945043824613","0.0755945043824613","0.0755945043824613","0.07097118358127773","0.07097118358127773","0.07097118358127773","0.05072176307019618","0.05072176307019618","0.05072176307019618"
"30","0.06221490683732554","0.06221490683732554","0.06221490683732554","0.05540643720887602","0.05540643720887602","0.05540643720887602","0.04544720723552018","0.04544720723552018","0.04544720723552018"
"31","0.05300881616771221","0.05300881616771221","0.05300881616771221","0.045111592561006546","0.045111592561006546","0.045111592561006546","0.04067972546792589","0.04067972546792589","0.04067972546792589"
"32","0.04628920506685972","0.04628920506685972","0.04628920506685972","0.03875081472098827","0.03875081472098827","0.03875081472098827","0.036530833230062856","0.036530833230062856","0.036530833230062856"
"33","0.0403624876588583","0.0403624876588583","0.0403624876588583","0.033089692033827306","0.033089692033827306","0.033089692033827306","0.033325541761441854","0.033325541761441854","0.033325541761441854"
"34","0.03600617613643408","0.03600617613643408","0.03600617613643408","0.028619407564401626","0.028619407564401626","0.028619407564401626","0.029813892978454534","0.029813892978454534","0.029813892978454534"
"35","0.031432984322309496","0.031432984322309496","0.031432984322309496","0.02636010982096195","0.02636010982096195","0.02636010982096195","0.027551349508867132","0.027551349508867132","0.027551349508867132"
"36","0.028764792159199713","0.028764792159199713","0.028764792159199713","0.024210302457213402","0.024210302457213402","0.024210302457213402","0.025650417151628063","0.025650417151628063","0.025650417151628063"
"37","0.02576736278831959","0.02576736278831959","0.02576736278831959","0.023778435215353964","0.023778435215353964","0.023778435215353964","0.02414983306778595","0.02414983306778595","0.02414983306778595"
"38","0.025569496378302574","0.025569496378302574","0.025569496378302574","0.02291818253695965","0.02291818253695965","0.02291818253695965","0.022506829285412096","0.022506829285412096","0.022506829285412096"
"39","0.024134762063622476","0.024134762063622476","0.024134762063622476","0.021206010580062867","0.021206010580062867","0.021206010580062867","0.021739987048931653","0.021739987048931653","0.021739987048931653"
"40","0.023349134251475334","0.023349134251475334","0.023349134251475334","0.020950801372528076","0.020950801372528076","0.020950801372528076","0.02056762330874335","0.02056762330874335","0.02056762330874335"
"41","0.02122773863375187","0.02122773863375187","0.02122773863375187","0.019866498783230782","0.019866498783230782","0.019866498783230782","0.02015030194626888","0.02015030194626888","0.02015030194626888"
"42","0.021157123148441315","0.021157123148441315","0.021157123148441315","0.019138030335307123","0.019138030335307123","0.019138030335307123","0.01974177226118627","0.01974177226118627","0.01974177226118627"
"43","0.02112420529127121","0.02112420529127121","0.02112420529127121","0.0191207692027092","0.0191207692027092","0.0191207692027092","0.019107689088195913","0.019107689088195913","0.019107689088195913"
"44","0.020456156805157662","0.020456156805157662","0.020456156805157662","0.019498490318655966","0.019498490318655966","0.019498490318655966","0.01880603605124634","0.01880603605124634","0.01880603605124634"
"45","0.019852556511759756","0.019852556511759756","0.019852556511759756","0.01821250796318054","0.01821250796318054","0.01821250796318054","0.018460913964481733","0.018460913964481733","0.018460913964481733"
"46","0.020038814321160316","0.020038814321160316","0.020038814321160316","0.0182160634547472","0.0182160634547472","0.0182160634547472","0.018213927317410707","0.018213927317410707","0.018213927317410707"
"47","0.019673413261771203","0.019673413261771203","0.019673413261771203","0.0190422123670578","0.0190422123670578","0.0190422123670578","0.017726414237986318","0.017726414237986318","0.017726414237986318"
"48","0.018634247481822967","0.018634247481822967","0.018634247481822967","0.0178506138920784","0.0178506138920784","0.0178506138920784","0.01762105057016015","0.01762105057016015","0.01762105057016015"
"49","0.018244788646698","0.018244788646698","0.018244788646698","0.01756734140217304","0.01756734140217304","0.01756734140217304","0.017606268607778475","0.017606268607778475","0.017606268607778475"
"50","0.018098334595561028","0.018098334595561028","0.018098334595561028","0.0167986299097538","0.0167986299097538","0.0167986299097538","0.01736565703900851","0.01736565703900851","0.01736565703900851"
"51","0.13920053547248246","0.13920053547248246","0.13920053547248246","0.1451314889639616","0.1451314889639616","0.1451314889639616","0.07264059844223084","0.07264059844223084","0.07264059844223084"
"52","0.11488717254600488","0.11488717254600488","0.11488717254600488","0.1097033535502851","0.1097033535502851","0.1097033535502851","0.0681281060438232","0.0681281060438232","0.0681281060438232"
"53","0.08955247535661329","0.08955247535661329","0.08955247535661329","0.08482255826704205","0.08482255826704205","0.08482255826704205","0.061016034441345256","0.061016034441345256","0.061016034441345256"
"54","0.07586159494239837","0.07586159494239837","0.07586159494239837","0.06597700594516936","0.06597700594516936","0.06597700594516936","0.05132632857443241","0.05132632857443241","0.05132632857443241"
"55","0.0603759726556018","0.0603759726556018","0.0603759726556018","0.05360408262116834","0.05360408262116834","0.05360408262116834","0.0448187771589437","0.0448187771589437","0.0448187771589437"
"56","0.05164869025582448","0.05164869025582448","0.05164869025582448","0.043832020186819136","0.043832020186819136","0.043832020186819136","0.039958054909984636","0.039958054909984636","0.039958054909984636"
"57","0.042505981838330625","0.042505981838330625","0.042505981838330625","0.03635227687656879","0.03635227687656879","0.03635227687656879","0.03602782834845129","0.03602782834845129","0.03602782834845129"
"58","0.03788112006150186","0.03788112006150186","0.03788112006150186","0.03444621190428734","0.03444621190428734","0.03444621190428734","0.033176821849046974","0.033176821849046974","0.033176821849046974"
"59","0.03312238602899015","0.03312238602899015","0.03312238602899015","0.031222706101834773","0.031222706101834773","0.031222706101834773","0.030599480063019654","0.030599480063019654","0.030599480063019654"
"60","0.0294740435667336","0.0294740435667336","0.0294740435667336","0.02749523852020502","0.02749523852020502","0.02749523852020502","0.028920915280177723","0.028920915280177723","0.028920915280177723"
"61","0.027023236993700267","0.027023236993700267","0.027023236993700267","0.026467337869107724","0.026467337869107724","0.026467337869107724","0.026735070836730303","0.026735070836730303","0.026735070836730303"
"62","0.027264566849917172","0.027264566849917172","0.027264566849917172","0.025133173316717147","0.025133173316717147","0.025133173316717147","0.025250461111863843","0.025250461111863843","0.025250461111863843"
"63","0.025913788937032223","0.025913788937032223","0.025913788937032223","0.02448619093745947","0.02448619093745947","0.02448619093745947","0.024085553311051625","0.024085553311051625","0.024085553311051625"
"64","0.024518600441515447","0.024518600441515447","0.024518600441515447","0.023593801632523538","0.023593801632523538","0.023593801632523538","0.022904148850648197","0.022904148850648197","0.022904148850648197"
"65","0.024244013987481595","0.024244013987481595","0.024244013987481595","0.023515676707029344","0.023515676707029344","0.023515676707029344","0.022514540093543475","0.022514540093543475","0.022514540093543475"
"66","0.02334963895380497","0.02334963895380497","0.02334963895380497","0.02304153561592102","0.02304153561592102","0.02304153561592102","0.021645316527283284","0.021645316527283284","0.021645316527283284"
"67","0.022851530238986017","0.022851530238986017","0.022851530238986017","0.02290955051779747","0.02290955051779747","0.02290955051779747","0.02136316375923343","0.02136316375923343","0.02136316375923343"
"68","0.02297237705439329","0.02297237705439329","0.02297237705439329","0.021860688105225564","0.021860688105225564","0.021860688105225564","0.020921500363911036","0.020921500363911036","0.020921500363911036"
"69","0.021929343417286872","0.021929343417286872","0.021929343417286872","0.022721701636910438","0.022721701636910438","0.022721701636910438","0.020450062989257275","0.020450062989257275","0.020450062989257275"
"70","0.021795790642499924","0.021795790642499924","0.021795790642499924","0.021952821239829064","0.021952821239829064","0.021952821239829064","0.020227666810387745","0.020227666810387745","0.020227666810387745"
"71","0.022312976196408273","0.022312976196408273","0.022312976196408273","0.0219194670766592","0.0219194670766592","0.0219194670766592","0.019515538557461697","0.019515538557461697","0.019515538557461697"
"72","0.02108224406838417","0.02108224406838417","0.02108224406838417","0.02146471485495567","0.02146471485495567","0.02146471485495567","0.019626151531701906","0.019626151531701906","0.019626151531701906"
"73","0.021420681029558183","0.021420681029558183","0.021420681029558183","0.02067055769264698","0.02067055769264698","0.02067055769264698","0.019322663061320782","0.019322663061320782","0.019322663061320782"
"74","0.021433184370398522","0.021433184370398522","0.021433184370398522","0.02173290476202965","0.02173290476202965","0.02173290476202965","0.019153263511834665","0.019153263511834665","0.019153263511834665"
"75","0.021179329976439475","0.021179329976439475","0.021179329976439475","0.021756924763321875","0.021756924763321875","0.021756924763321875","0.018818418808259595","0.018818418808259595","0.018818418808259595"
"76","0.13960015414282678","0.13960015414282678","0.13960015414282678","0.14406896196305752","0.14406896196305752","0.14406896196305752","0.07765770876329042","0.07765770876329042","0.07765770876329042"
"77","0.12315172893519048","0.12315172893519048","0.12315172893519048","0.11652853106381372","0.11652853106381372","0.11652853106381372","0.06563307540161986","0.06563307540161986","0.06563307540161986"
"78","0.09719995995401405","0.09719995995401405","0.09719995995401405","0.08963218476739712","0.08963218476739712","0.08963218476739712","0.05923069195707285","0.05923069195707285","0.05923069195707285"
"79","0.0760456370835891","0.0760456370835891","0.0760456370835891","0.06731615235679783","0.06731615235679783","0.06731615235679783","0.05142304874621914","0.05142304874621914","0.05142304874621914"
"80","0.062247753347910474","0.062247753347910474","0.062247753347910474","0.05725406422279775","0.05725406422279775","0.05725406422279775","0.04578881946792535","0.04578881946792535","0.04578881946792535"
"81","0.05329488066257909","0.05329488066257909","0.05329488066257909","0.04648116595111787","0.04648116595111787","0.04648116595111787","0.04063893206803186","0.04063893206803186","0.04063893206803186"
"82","0.04590250364039093","0.04590250364039093","0.04590250364039093","0.0401882565766573","0.0401882565766573","0.0401882565766573","0.03670271052571479","0.03670271052571479","0.03670271052571479"
"83","0.04083295836113393","0.04083295836113393","0.04083295836113393","0.03618958618491888","0.03618958618491888","0.03618958618491888","0.0339419648470539","0.0339419648470539","0.0339419648470539"
"84","0.03677909769117832","0.03677909769117832","0.03677909769117832","0.03329254940152168","0.03329254940152168","0.03329254940152168","0.03124436338097439","0.03124436338097439","0.03124436338097439"
"85","0.033676416613161564","0.033676416613161564","0.033676416613161564","0.0323640713095665","0.0323640713095665","0.0323640713095665","0.0292989388325077","0.0292989388325077","0.0292989388325077"
"86","0.03246612560003996","0.03246612560003996","0.03246612560003996","0.030399680994451048","0.030399680994451048","0.030399680994451048","0.027786624676082283","0.027786624676082283","0.027786624676082283"
"87","0.0293326985090971","0.0293326985090971","0.0293326985090971","0.027031837701797484","0.027031837701797484","0.027031837701797484","0.026256711301393808","0.026256711301393808","0.026256711301393808"
"88","0.0283007512614131","0.0283007512614131","0.0283007512614131","0.026436931826174258","0.026436931826174258","0.026436931826174258","0.02535861825803295","0.02535861825803295","0.02535861825803295"
"89","0.026564349345862867","0.026564349345862867","0.026564349345862867","0.025296034961938857","0.025296034961938857","0.025296034961938857","0.024494237343315035","0.024494237343315035","0.024494237343315035"
"90","0.02660545617341995","0.02660545617341995","0.02660545617341995","0.02448254093527794","0.02448254093527794","0.02448254093527794","0.023768811527697834","0.023768811527697834","0.023768811527697834"
"91","0.025961109176278113","0.025961109176278113","0.025961109176278113","0.023309431821107864","0.023309431821107864","0.023309431821107864","0.023476563012227416","0.023476563012227416","0.023476563012227416"
"92","0.02413811579346657","0.02413811579346657","0.02413811579346657","0.023954866528511046","0.023954866528511046","0.023954866528511046","0.02294273747349507","0.02294273747349507","0.02294273747349507"
"93","0.023177985101938248","0.023177985101938248","0.023177985101938248","0.02512987971305847","0.02512987971305847","0.02512987971305847","0.023030556391749998","0.023030556391749998","0.023030556391749998"
"94","0.022848840951919556","0.022848840951919556","0.022848840951919556","0.02358606308698654","0.02358606308698654","0.02358606308698654","0.022571863811463116","0.022571863811463116","0.022571863811463116"
"95","0.022212524637579917","0.022212524637579917","0.022212524637579917","0.022487948685884475","0.022487948685884475","0.022487948685884475","0.02219928684644401","0.02219928684644401","0.02219928684644401"
"96","0.021794682517647743","0.021794682517647743","0.021794682517647743","0.021920976340770722","0.021920976340770722","0.021920976340770722","0.02216501512360992","0.02216501512360992","0.02216501512360992"
"97","0.02233612522482872","0.02233612522482872","0.02233612522482872","0.021419953405857086","0.021419953405857086","0.021419953405857086","0.021787392811093015","0.021787392811093015","0.021787392811093015"
"98","0.02170871965587139","0.02170871965587139","0.02170871965587139","0.020390548408031464","0.020390548408031464","0.020390548408031464","0.02199796756147407","0.02199796756147407","0.02199796756147407"
"99","0.020481666401028633","0.020481666401028633","0.020481666401028633","0.019909574761986733","0.019909574761986733","0.019909574761986733","0.02202112487400882","0.02202112487400882","0.02202112487400882"
"100","0.020281885489821433","0.020281885489821433","0.020281885489821433","0.02112763099372387","0.02112763099372387","0.02112763099372387","0.02227868053189013","0.02227868053189013","0.02227868053189013"
"101","0.14231354026123882","0.14231354026123882","0.14231354026123882","0.1501575754582882","0.1501575754582882","0.1501575754582882","0.06949908514716299","0.06949908514716299","0.06949908514716299"
"102","0.11304562715124121","0.11304562715124121","0.11304562715124121","0.10839810713747283","0.10839810713747283","0.10839810713747283","0.057684761469627116","0.057684761469627116","0.057684761469627116"
"103","0.09165513856103644","0.09165513856103644","0.09165513856103644","0.08538437292561867","0.08538437292561867","0.08538437292561867","0.05197367217038845","0.05197367217038845","0.05197367217038845"
"104","0.0756436996650882","0.0756436996650882","0.0756436996650882","0.06970267836521088","0.06970267836521088","0.06970267836521088","0.04688753455418009","0.04688753455418009","0.04688753455418009"
"105","0.06518685273826122","0.06518685273826122","0.06518685273826122","0.0586786274521728","0.0586786274521728","0.0586786274521728","0.0422054930919694","0.0422054930919694","0.0422054930919694"
"106","0.05387869733385742","0.05387869733385742","0.05387869733385742","0.048605712270364164","0.048605712270364164","0.048605712270364164","0.03857281730812247","0.03857281730812247","0.03857281730812247"
"107","0.04649848448112607","0.04649848448112607","0.04649848448112607","0.04090500492602587","0.04090500492602587","0.04090500492602587","0.03568162797710102","0.03568162797710102","0.03568162797710102"
"108","0.03941010341048241","0.03941010341048241","0.03941010341048241","0.035046795895323155","0.035046795895323155","0.035046795895323155","0.03316621715443034","0.03316621715443034","0.03316621715443034"
"109","0.035497273011133076","0.035497273011133076","0.035497273011133076","0.03168008094653487","0.03168008094653487","0.03168008094653487","0.03133829048500047","0.03133829048500047","0.03133829048500047"
"110","0.0315129397297278","0.0315129397297278","0.0315129397297278","0.028588575487956406","0.028588575487956406","0.028588575487956406","0.029003934188658605","0.029003934188658605","0.029003934188658605"
"111","0.02848914673551917","0.02848914673551917","0.02848914673551917","0.02619684051722288","0.02619684051722288","0.02619684051722288","0.027614814094849862","0.027614814094849862","0.027614814094849862"
"112","0.027094016298651696","0.027094016298651696","0.027094016298651696","0.025378444343805314","0.025378444343805314","0.025378444343805314","0.02714023329608608","0.02714023329608608","0.02714023329608608"
"113","0.026409325562417506","0.026409325562417506","0.026409325562417506","0.02357069693505764","0.02357069693505764","0.02357069693505764","0.02502046805457212","0.02502046805457212","0.02502046805457212"
"114","0.024105657101608814","0.024105657101608814","0.024105657101608814","0.023615033999085426","0.023615033999085426","0.023615033999085426","0.02466124212834984","0.02466124212834984","0.02466124212834984"
"115","0.023289310997352004","0.023289310997352004","0.023289310997352004","0.024194414094090462","0.024194414094090462","0.024194414094090462","0.024225051394751063","0.024225051394751063","0.024225051394751063"
"116","0.023373817540705204","0.023373817540705204","0.023373817540705204","0.022363901138305664","0.022363901138305664","0.022363901138305664","0.023386409006780014","0.023386409006780014","0.023386409006780014"
"117","0.0220215174369514","0.0220215174369514","0.0220215174369514","0.02251962333917618","0.02251962333917618","0.02251962333917618","0.023411277911509387","0.023411277911509387","0.023411277911509387"
"118","0.021742038354277612","0.021742038354277612","0.021742038354277612","0.021838185861706733","0.021838185861706733","0.021838185861706733","0.023262401884421705","0.023262401884421705","0.023262401884421705"
"119","0.021130781173706054","0.021130781173706054","0.021130781173706054","0.021870724111795425","0.021870724111795425","0.021870724111795425","0.022923540597548708","0.022923540597548708","0.022923540597548708"
"120","0.02066238384693861","0.02066238384693861","0.02066238384693861","0.020974904149770737","0.020974904149770737","0.020974904149770737","0.02258604403352365","0.02258604403352365","0.02258604403352365"
"121","0.020343622639775277","0.020343622639775277","0.020343622639775277","0.02123361177742481","0.02123361177742481","0.02123361177742481","0.022297885126217807","0.022297885126217807","0.022297885126217807"
"122","0.020062408708035946","0.020062408708035946","0.020062408708035946","0.02223639875650406","0.02223639875650406","0.02223639875650406","0.022514313552237583","0.022514313552237583","0.022514313552237583"
"123","0.020749512277543545","0.020749512277543545","0.020749512277543545","0.02237088471651077","0.02237088471651077","0.02237088471651077","0.022509947976795956","0.022509947976795956","0.022509947976795956"
"124","0.019874991662800313","0.019874991662800313","0.019874991662800313","0.022538502365350724","0.022538502365350724","0.022538502365350724","0.02238995190593414","0.02238995190593414","0.02238995190593414"
"125","0.01963593076914549","0.01963593076914549","0.01963593076914549","0.021628622636198996","0.021628622636198996","0.021628622636198996","0.022525031679251697","0.022525031679251697","0.022525031679251697"
"126","0.1387892197817564","0.1387892197817564","0.1387892197817564","0.15250204507261514","0.15250204507261514","0.15250204507261514","0.07247107264396618","0.07247107264396618","0.07247107264396618"
"127","0.11615484207402915","0.11615484207402915","0.11615484207402915","0.11167964330292307","0.11167964330292307","0.11167964330292307","0.062263470029574816","0.062263470029574816","0.062263470029574816"
"128","0.09421400006656767","0.09421400006656767","0.09421400006656767","0.08925647117081098","0.08925647117081098","0.08925647117081098","0.05600463144146488","0.05600463144146488","0.05600463144146488"
"129","0.0768035375647014","0.0768035375647014","0.0768035375647014","0.0716191583359614","0.0716191583359614","0.0716191583359614","0.050183414629427714","0.050183414629427714","0.050183414629427714"
"130","0.06472867403179407","0.06472867403179407","0.06472867403179407","0.05871412927750498","0.05871412927750498","0.05871412927750498","0.045528185011135064","0.045528185011135064","0.045528185011135064"
"131","0.05392065645428375","0.05392065645428375","0.05392065645428375","0.04886042302008718","0.04886042302008718","0.04886042302008718","0.041329562132027604","0.041329562132027604","0.041329562132027604"
"132","0.04521422121208161","0.04521422121208161","0.04521422121208161","0.04344959563924931","0.04344959563924931","0.04344959563924931","0.038609970960242206","0.038609970960242206","0.038609970960242206"
"133","0.03943384911864996","0.03943384911864996","0.03943384911864996","0.03460661153309047","0.03460661153309047","0.03460661153309047","0.036398723226739094","0.036398723226739094","0.036398723226739094"
"134","0.03569094371050596","0.03569094371050596","0.03569094371050596","0.033864855282008645","0.033864855282008645","0.033864855282008645","0.03390925863117445","0.03390925863117445","0.03390925863117445"
"135","0.03216963354498148","0.03216963354498148","0.03216963354498148","0.0314392838254571","0.0314392838254571","0.0314392838254571","0.03201725139195332","0.03201725139195332","0.03201725139195332"
"136","0.030658143796026705","0.030658143796026705","0.030658143796026705","0.029655456319451334","0.029655456319451334","0.029655456319451334","0.030741882644269934","0.030741882644269934","0.030741882644269934"
"137","0.027659613862633704","0.027659613862633704","0.027659613862633704","0.028265529423952104","0.028265529423952104","0.028265529423952104","0.029333936996754347","0.029333936996754347","0.029333936996754347"
"138","0.02760515972971916","0.02760515972971916","0.02760515972971916","0.02686992406845093","0.02686992406845093","0.02686992406845093","0.028379291085875592","0.028379291085875592","0.028379291085875592"
"139","0.026302540451288225","0.026302540451288225","0.026302540451288225","0.026010622382164002","0.026010622382164002","0.026010622382164002","0.02685025496757589","0.02685025496757589","0.02685025496757589"
"140","0.025391681864857674","0.025391681864857674","0.025391681864857674","0.02541747786104679","0.02541747786104679","0.02541747786104679","0.026585011517745442","0.026585011517745442","0.026585011517745442"
"141","0.024433645233511925","0.024433645233511925","0.024433645233511925","0.025378458723425864","0.025378458723425864","0.025378458723425864","0.025911000190826598","0.025911000190826598","0.025911000190826598"
"142","0.025676521584391595","0.025676521584391595","0.025676521584391595","0.023915909826755524","0.023915909826755524","0.023915909826755524","0.026216049725189806","0.026216049725189806","0.026216049725189806"
"143","0.02402014411985874","0.02402014411985874","0.02402014411985874","0.024213939607143402","0.024213939607143402","0.024213939607143402","0.025086326972814276","0.025086326972814276","0.025086326972814276"
"144","0.02435083784162998","0.02435083784162998","0.02435083784162998","0.02405560851097107","0.02405560851097107","0.02405560851097107","0.02497308321297169","0.02497308321297169","0.02497308321297169"
"145","0.02276968538761139","0.02276968538761139","0.02276968538761139","0.024685932099819185","0.024685932099819185","0.024685932099819185","0.0247153007396264","0.0247153007396264","0.0247153007396264"
"146","0.024121998995542526","0.024121998995542526","0.024121998995542526","0.023899012766778468","0.023899012766778468","0.023899012766778468","0.02399677984183654","0.02399677984183654","0.02399677984183654"
"147","0.023211511000990868","0.023211511000990868","0.023211511000990868","0.023572816550731658","0.023572816550731658","0.023572816550731658","0.023823087739001495","0.023823087739001495","0.023823087739001495"
"148","0.02349147416651249","0.02349147416651249","0.02349147416651249","0.02307533048093319","0.02307533048093319","0.02307533048093319","0.024038799511035904","0.024038799511035904","0.024038799511035904"
"149","0.022609060928225518","0.022609060928225518","0.022609060928225518","0.02337704222649336","0.02337704222649336","0.02337704222649336","0.023753053988184548","0.023753053988184548","0.023753053988184548"
"150","0.02271870881319046","0.02271870881319046","0.02271870881319046","0.023974565640091896","0.023974565640091896","0.023974565640091896","0.023605422061664286","0.023605422061664286","0.023605422061664286"
"151","0.14154199708253146","0.14154199708253146","0.14154199708253146","0.15052084609866143","0.15052084609866143","0.15052084609866143","0.08013838850427418","0.08013838850427418","0.08013838850427418"
"152","0.11841197549831123","0.11841197549831123","0.11841197549831123","0.11565156692173333","0.11565156692173333","0.11565156692173333","0.06311441090230802","0.06311441090230802","0.06311441090230802"
