"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_feddbe-test-t[t] - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_feddbe-test-t[t] - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_feddbe-test-t[t] - Global/Averaged Grads Angle__MAX","CIFAR100_VitL2P_FedL2P_sgd_lr0.005 - Global/Averaged Grads Angle","CIFAR100_VitL2P_FedL2P_sgd_lr0.005 - Global/Averaged Grads Angle__MIN","CIFAR100_VitL2P_FedL2P_sgd_lr0.005 - Global/Averaged Grads Angle__MAX","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_20classes - Global/Averaged Grads Angle__MAX","CIFAR100_CNN_FedDBE_sgd_lr0.005 - Global/Averaged Grads Angle","CIFAR100_CNN_FedDBE_sgd_lr0.005 - Global/Averaged Grads Angle__MIN","CIFAR100_CNN_FedDBE_sgd_lr0.005 - Global/Averaged Grads Angle__MAX"
"587","","","","0.021827750140801072","0.021827750140801072","0.021827750140801072","0.05085696220397949","0.05085696220397949","0.05085696220397949","0.014188122414052486","0.014188122414052486","0.014188122414052486"
"588","","","","0.021557570570148527","0.021557570570148527","0.021557570570148527","0.04929870791733265","0.04929870791733265","0.04929870791733265","0.013312245309352875","0.013312245309352875","0.013312245309352875"
"589","","","","0.02186422673985362","0.02186422673985362","0.02186422673985362","0.048040063269436356","0.048040063269436356","0.048040063269436356","0.01387950636446476","0.01387950636446476","0.01387950636446476"
"590","","","","0.019125457487534733","0.019125457487534733","0.019125457487534733","0.04704449351876974","0.04704449351876974","0.04704449351876974","0.012805454954504967","0.012805454954504967","0.012805454954504967"
"591","","","","0.018718414129689335","0.018718414129689335","0.018718414129689335","0.045972848422825334","0.045972848422825334","0.045972848422825334","0.01206831842660904","0.01206831842660904","0.01206831842660904"
"592","","","","0.01822001364897005","0.01822001364897005","0.01822001364897005","0.04503796488046646","0.04503796488046646","0.04503796488046646","0.011202116832137107","0.011202116832137107","0.011202116832137107"
"593","","","","0.018993421737104655","0.018993421737104655","0.018993421737104655","0.044148760810494424","0.044148760810494424","0.044148760810494424","0.010813906863331795","0.010813906863331795","0.010813906863331795"
"594","","","","0.01846955361776054","0.01846955361776054","0.01846955361776054","0.043420543298125266","0.043420543298125266","0.043420543298125266","0.010781492926180363","0.010781492926180363","0.010781492926180363"
"595","","","","0.018159369009081276","0.018159369009081276","0.018159369009081276","0.04273272782564163","0.04273272782564163","0.04273272782564163","0.010932837203145028","0.010932837203145028","0.010932837203145028"
"596","","","","0.018076719209784643","0.018076719209784643","0.018076719209784643","0.0421052934974432","0.0421052934974432","0.0421052934974432","0.010036431550979615","0.010036431550979615","0.010036431550979615"
"597","","","","0.018607293693348764","0.018607293693348764","0.018607293693348764","0.0415534844994545","0.0415534844994545","0.0415534844994545","0.01070600725710392","0.01070600725710392","0.01070600725710392"
"598","","","","0.021039411961100995","0.021039411961100995","0.021039411961100995","0.04091630659997463","0.04091630659997463","0.04091630659997463","0.009856906197965145","0.009856906197965145","0.009856906197965145"
"599","","","","0.016931851991685107","0.016931851991685107","0.016931851991685107","0.04042765602469444","0.04042765602469444","0.04042765602469444","0.010239065885543823","0.010239065885543823","0.010239065885543823"
"600","","","","0.01827449519885704","0.01827449519885704","0.01827449519885704","0.039894697815179826","0.039894697815179826","0.039894697815179826","0.009582132697105408","0.009582132697105408","0.009582132697105408"
"601","","","","0.11325482287502382","0.11325482287502382","0.11325482287502382","0.14933243706822397","0.14933243706822397","0.14933243706822397","0.1298784269206226","0.1298784269206226","0.1298784269206226"
"602","","","","0.08097765786456876","0.08097765786456876","0.08097765786456876","0.10965045503544388","0.10965045503544388","0.10965045503544388","0.07804067806340755","0.07804067806340755","0.07804067806340755"
"603","","","","0.06300086515257135","0.06300086515257135","0.06300086515257135","0.09388119938317686","0.09388119938317686","0.09388119938317686","0.05230250418186188","0.05230250418186188","0.05230250418186188"
"604","","","","0.0519923939515138","0.0519923939515138","0.0519923939515138","0.0831220700632548","0.0831220700632548","0.0831220700632548","0.03700866129249334","0.03700866129249334","0.03700866129249334"
"605","","","","0.04233368108980358","0.04233368108980358","0.04233368108980358","0.07541283622034825","0.07541283622034825","0.07541283622034825","0.02671022752299905","0.02671022752299905","0.02671022752299905"
"606","","","","0.036403390876948834","0.036403390876948834","0.036403390876948834","0.06924640465527773","0.06924640465527773","0.06924640465527773","0.021606982150115073","0.021606982150115073","0.021606982150115073"
"607","","","","0.03177554873516783","0.03177554873516783","0.03177554873516783","0.064500711185392","0.064500711185392","0.064500711185392","0.018249112172052263","0.018249112172052263","0.018249112172052263"
"608","","","","0.028020774074830116","0.028020774074830116","0.028020774074830116","0.06081003187224269","0.06081003187224269","0.06081003187224269","0.015850251950323583","0.015850251950323583","0.015850251950323583"
"609","","","","0.026433465853333473","0.026433465853333473","0.026433465853333473","0.057853805562481285","0.057853805562481285","0.057853805562481285","0.01419013250619173","0.01419013250619173","0.01419013250619173"
"610","","","","0.023737339628860356","0.023737339628860356","0.023737339628860356","0.05538540155161172","0.05538540155161172","0.05538540155161172","0.013382929898798466","0.013382929898798466","0.013382929898798466"
"611","","","","0.0227445072401315","0.0227445072401315","0.0227445072401315","0.053438916970044374","0.053438916970044374","0.053438916970044374","0.012243594080209731","0.012243594080209731","0.012243594080209731"
"612","","","","0.021756835263222456","0.021756835263222456","0.021756835263222456","0.051544805793091654","0.051544805793091654","0.051544805793091654","0.011828536242246628","0.011828536242246628","0.011828536242246628"
"613","","","","0.021723368056118488","0.021723368056118488","0.021723368056118488","0.050062214229255914","0.050062214229255914","0.050062214229255914","0.011020284108817578","0.011020284108817578","0.011020284108817578"
"614","","","","0.019360089544206857","0.019360089544206857","0.019360089544206857","0.04874192731454968","0.04874192731454968","0.04874192731454968","0.010365076065063476","0.010365076065063476","0.010365076065063476"
"615","","","","0.018665107320994138","0.018665107320994138","0.018665107320994138","0.0476395545899868","0.0476395545899868","0.0476395545899868","0.009936626665294171","0.009936626665294171","0.009936626665294171"
"616","","","","0.018099705614149572","0.018099705614149572","0.018099705614149572","0.04661194046959281","0.04661194046959281","0.04661194046959281","0.010598549172282219","0.010598549172282219","0.010598549172282219"
"617","","","","0.017845226796343924","0.017845226796343924","0.017845226796343924","0.04555427461862564","0.04555427461862564","0.04555427461862564","0.009803231582045555","0.009803231582045555","0.009803231582045555"
"618","","","","0.01874883104581386","0.01874883104581386","0.01874883104581386","0.04475448273122311","0.04475448273122311","0.04475448273122311","0.009058472141623497","0.009058472141623497","0.009058472141623497"
"619","","","","0.017153657721355558","0.017153657721355558","0.017153657721355558","0.04397399023175239","0.04397399023175239","0.04397399023175239","0.008687563985586167","0.008687563985586167","0.008687563985586167"
"620","","","","0.016960037238895893","0.016960037238895893","0.016960037238895893","0.04321038104593754","0.04321038104593754","0.04321038104593754","0.009411406554281711","0.009411406554281711","0.009411406554281711"
"621","","","","0.016719525463413445","0.016719525463413445","0.016719525463413445","0.04249509185552597","0.04249509185552597","0.04249509185552597","0.008965023271739482","0.008965023271739482","0.008965023271739482"
"622","","","","0.018776841972139663","0.018776841972139663","0.018776841972139663","0.04194817446172237","0.04194817446172237","0.04194817446172237","0.008523077741265296","0.008523077741265296","0.008523077741265296"
"623","","","","0.018166620577685536","0.018166620577685536","0.018166620577685536","0.04122351411730051","0.04122351411730051","0.04122351411730051","0.008823041021823883","0.008823041021823883","0.008823041021823883"
"624","","","","0.0159682877920568","0.0159682877920568","0.0159682877920568","0.04068745020776987","0.04068745020776987","0.04068745020776987","0.009279578998684883","0.009279578998684883","0.009279578998684883"
"625","","","","0.025556876899208873","0.025556876899208873","0.025556876899208873","0.04012322835624218","0.04012322835624218","0.04012322835624218","0.008285711258649827","0.008285711258649827","0.008285711258649827"
"626","","","","0.1366641125525348","0.1366641125525348","0.1366641125525348","0.14896198406815528","0.14896198406815528","0.14896198406815528","0.17633090237155558","0.17633090237155558","0.17633090237155558"
"627","","","","0.10928739944531117","0.10928739944531117","0.10928739944531117","0.10822796260705218","0.10822796260705218","0.10822796260705218","0.11134425941563678","0.11134425941563678","0.11134425941563678"
"628","","","","0.08224316372536122","0.08224316372536122","0.08224316372536122","0.09167342841159552","0.09167342841159552","0.09167342841159552","0.07146049631293863","0.07146049631293863","0.07146049631293863"
"629","","","","0.06173176329932176","0.06173176329932176","0.06173176329932176","0.08070011900970712","0.08070011900970712","0.08070011900970712","0.04601408443879336","0.04601408443879336","0.04601408443879336"
"630","","","","0.05011933183879592","0.05011933183879592","0.05011933183879592","0.07234665505122394","0.07234665505122394","0.07234665505122394","0.034497281587682664","0.034497281587682664","0.034497281587682664"
"631","","","","0.04204871276335325","0.04204871276335325","0.04204871276335325","0.06657502978574485","0.06657502978574485","0.06657502978574485","0.02694078503642231","0.02694078503642231","0.02694078503642231"
"632","","","","0.03762123570777476","0.03762123570777476","0.03762123570777476","0.062143996162340044","0.062143996162340044","0.062143996162340044","0.02231404397636652","0.02231404397636652","0.02231404397636652"
"633","","","","0.03223279377445579","0.03223279377445579","0.03223279377445579","0.05855568754021078","0.05855568754021078","0.05855568754021078","0.019457648051902653","0.019457648051902653","0.019457648051902653"
"634","","","","0.028048068342031912","0.028048068342031912","0.028048068342031912","0.05569013897329569","0.05569013897329569","0.05569013897329569","0.018672270849347115","0.018672270849347115","0.018672270849347115"
"635","","","","0.02612134400755167","0.02612134400755167","0.02612134400755167","0.053507248712703584","0.053507248712703584","0.053507248712703584","0.016356437657959758","0.016356437657959758","0.016356437657959758"
"636","","","","0.02505737723171478","0.02505737723171478","0.02505737723171478","0.051510044820606705","0.051510044820606705","0.051510044820606705","0.015931841265410186","0.015931841265410186","0.015931841265410186"
"637","","","","0.023306534457951784","0.023306534457951784","0.023306534457951784","0.04975190188735724","0.04975190188735724","0.04975190188735724","0.0150828461907804","0.0150828461907804","0.0150828461907804"
"638","","","","0.02188985509797931","0.02188985509797931","0.02188985509797931","0.048338006474077704","0.048338006474077704","0.048338006474077704","0.014003252610564232","0.014003252610564232","0.014003252610564232"
"639","","","","0.0210440824739635","0.0210440824739635","0.0210440824739635","0.04712984167039394","0.04712984167039394","0.04712984167039394","0.012248230902478098","0.012248230902478098","0.012248230902478098"
"640","","","","0.02579571691341698","0.02579571691341698","0.02579571691341698","0.04594052297994494","0.04594052297994494","0.04594052297994494","0.011992086134850978","0.011992086134850978","0.011992086134850978"
"641","","","","0.02347957169637084","0.02347957169637084","0.02347957169637084","0.04508140049874783","0.04508140049874783","0.04508140049874783","0.0117394027300179","0.0117394027300179","0.0117394027300179"
"642","","","","0.019934975765645502","0.019934975765645502","0.019934975765645502","0.04410566955804825","0.04410566955804825","0.04410566955804825","0.010811996813863516","0.010811996813863516","0.010811996813863516"
"643","","","","0.019862661249935628","0.019862661249935628","0.019862661249935628","0.04313226155936718","0.04313226155936718","0.04313226155936718","0.011516532618552447","0.011516532618552447","0.011516532618552447"
"644","","","","0.01792922131717205","0.01792922131717205","0.01792922131717205","0.042542462982237336","0.042542462982237336","0.042542462982237336","0.01022386159747839","0.01022386159747839","0.01022386159747839"
"645","","","","0.018241188153624535","0.018241188153624535","0.018241188153624535","0.04185015954077244","0.04185015954077244","0.04185015954077244","0.01045459896326065","0.01045459896326065","0.01045459896326065"
"646","","","","0.01720468607498333","0.01720468607498333","0.01720468607498333","0.04134280741214752","0.04134280741214752","0.04134280741214752","0.010242332294583321","0.010242332294583321","0.010242332294583321"
"647","","","","0.0172388556227088","0.0172388556227088","0.0172388556227088","0.04058024074882269","0.04058024074882269","0.04058024074882269","0.009229829758405686","0.009229829758405686","0.009229829758405686"
"648","","","","0.017166566159576176","0.017166566159576176","0.017166566159576176","0.04006940897554159","0.04006940897554159","0.04006940897554159","0.009618896842002869","0.009618896842002869","0.009618896842002869"
"649","","","","0.016352498428896068","0.016352498428896068","0.016352498428896068","0.03949567530304193","0.03949567530304193","0.03949567530304193","0.008744756169617176","0.008744756169617176","0.008744756169617176"
"650","","","","0.017155804404756055","0.017155804404756055","0.017155804404756055","0.03904982544481754","0.03904982544481754","0.03904982544481754","0.009394017420709133","0.009394017420709133","0.009394017420709133"
"651","","","","0.12654685474466532","0.12654685474466532","0.12654685474466532","0.15333024874329568","0.15333024874329568","0.15333024874329568","0.15727903109393082","0.15727903109393082","0.15727903109393082"
"652","","","","0.0956623696628958","0.0956623696628958","0.0956623696628958","0.11034445378318196","0.11034445378318196","0.11034445378318196","0.08807492589694448","0.08807492589694448","0.08807492589694448"
"653","","","","0.06391366553143599","0.06391366553143599","0.06391366553143599","0.09357438337290659","0.09357438337290659","0.09357438337290659","0.05440855094231665","0.05440855094231665","0.05440855094231665"
"654","","","","0.051894141834636684","0.051894141834636684","0.051894141834636684","0.08234528911300004","0.08234528911300004","0.08234528911300004","0.03542244140058756","0.03542244140058756","0.03542244140058756"
"655","","","","0.04177583806216717","0.04177583806216717","0.04177583806216717","0.0741364654712379","0.0741364654712379","0.0741364654712379","0.027135647125542162","0.027135647125542162","0.027135647125542162"
"656","","","","0.035201473468914626","0.035201473468914626","0.035201473468914626","0.06824770908104255","0.06824770908104255","0.06824770908104255","0.021795118749141692","0.021795118749141692","0.021795118749141692"
"657","","","","0.030709511570166798","0.030709511570166798","0.030709511570166798","0.06368926892318996","0.06368926892318996","0.06368926892318996","0.018674978390336036","0.018674978390336036","0.018674978390336036"
"658","","","","0.028515813858248293","0.028515813858248293","0.028515813858248293","0.059994579143822196","0.059994579143822196","0.059994579143822196","0.016238163113594054","0.016238163113594054","0.016238163113594054"
"659","","","","0.02535249762237072","0.02535249762237072","0.02535249762237072","0.056804834259673954","0.056804834259673954","0.056804834259673954","0.014572929069399833","0.014572929069399833","0.014572929069399833"
"660","","","","0.023322018012404442","0.023322018012404442","0.023322018012404442","0.054394987635314467","0.054394987635314467","0.054394987635314467","0.013904633484780788","0.013904633484780788","0.013904633484780788"
"661","","","","0.022444142648018896","0.022444142648018896","0.022444142648018896","0.052367296125739815","0.052367296125739815","0.052367296125739815","0.01297764055430889","0.01297764055430889","0.01297764055430889"
"662","","","","0.02095086610876024","0.02095086610876024","0.02095086610876024","0.05069133477285504","0.05069133477285504","0.05069133477285504","0.01289857253432274","0.01289857253432274","0.01289857253432274"
"663","","","","0.019682635022327304","0.019682635022327304","0.019682635022327304","0.04923386514186859","0.04923386514186859","0.04923386514186859","0.011364115551114082","0.011364115551114082","0.011364115551114082"
"664","","","","0.018890702333301305","0.018890702333301305","0.018890702333301305","0.04784162912517786","0.04784162912517786","0.04784162912517786","0.011010645553469658","0.011010645553469658","0.011010645553469658"
"665","","","","0.019307183311320843","0.019307183311320843","0.019307183311320843","0.04661166027188301","0.04661166027188301","0.04661166027188301","0.011033037826418877","0.011033037826418877","0.011033037826418877"
"666","","","","0.018536633029580116","0.018536633029580116","0.018536633029580116","0.04575244013220072","0.04575244013220072","0.04575244013220072","0.010420806407928467","0.010420806407928467","0.010420806407928467"
"667","","","","0.018260104272922035","0.018260104272922035","0.018260104272922035","0.044592230245471","0.044592230245471","0.044592230245471","0.01025450460612774","0.01025450460612774","0.01025450460612774"
"668","","","","0.01686992133036256","0.01686992133036256","0.01686992133036256","0.043796995840966704","0.043796995840966704","0.043796995840966704","0.009748201295733451","0.009748201295733451","0.009748201295733451"
"669","","","","0.016862825443968176","0.016862825443968176","0.016862825443968176","0.04303399510681629","0.04303399510681629","0.04303399510681629","0.010004921033978462","0.010004921033978462","0.010004921033978462"
"670","","","","0.018582542976364493","0.018582542976364493","0.018582542976364493","0.0422832166403532","0.0422832166403532","0.0422832166403532","0.009084706082940102","0.009084706082940102","0.009084706082940102"
"671","","","","0.018587553361430764","0.018587553361430764","0.018587553361430764","0.0415542770549655","0.0415542770549655","0.0415542770549655","0.008827906027436256","0.008827906027436256","0.008827906027436256"
"672","","","","0.01680965238949284","0.01680965238949284","0.01680965238949284","0.04094172015786171","0.04094172015786171","0.04094172015786171","0.009449718706309795","0.009449718706309795","0.009449718706309795"
"673","","","","0.015376222515478731","0.015376222515478731","0.015376222515478731","0.04025555349886417","0.04025555349886417","0.04025555349886417","0.008511534407734871","0.008511534407734871","0.008511534407734871"
"674","","","","0.01677423894405365","0.01677423894405365","0.01677423894405365","0.03981055594980717","0.03981055594980717","0.03981055594980717","0.008390382677316666","0.008390382677316666","0.008390382677316666"
"675","","","","0.01621754754334688","0.01621754754334688","0.01621754754334688","0.039306256212294104","0.039306256212294104","0.039306256212294104","0.008626857623457908","0.008626857623457908","0.008626857623457908"
"676","","","","0.14202147950709332","0.14202147950709332","0.14202147950709332","0.14810754835605622","0.14810754835605622","0.14810754835605622","0.17391335198655725","0.17391335198655725","0.17391335198655725"
"677","","","","0.09944087922911421","0.09944087922911421","0.09944087922911421","0.10601260527415433","0.10601260527415433","0.10601260527415433","0.09515336406882852","0.09515336406882852","0.09515336406882852"
"678","","","","0.07248198602348566","0.07248198602348566","0.07248198602348566","0.09016739365695685","0.09016739365695685","0.09016739365695685","0.06134097852744162","0.06134097852744162","0.06134097852744162"
"679","","","","0.05582867228426039","0.05582867228426039","0.05582867228426039","0.07990652449661866","0.07990652449661866","0.07990652449661866","0.04403136445209384","0.04403136445209384","0.04403136445209384"
"680","","","","0.04713025145698339","0.04713025145698339","0.04713025145698339","0.0717916351556778","0.0717916351556778","0.0717916351556778","0.03573616743087769","0.03573616743087769","0.03573616743087769"
"681","","","","0.04100066417828202","0.04100066417828202","0.04100066417828202","0.06590449063573033","0.06590449063573033","0.06590449063573033","0.03018937598913908","0.03018937598913908","0.03018937598913908"
"682","","","","0.03604361551813781","0.03604361551813781","0.03604361551813781","0.06143922036630101","0.06143922036630101","0.06143922036630101","0.02551122259348631","0.02551122259348631","0.02551122259348631"
"683","","","","0.03410085285082459","0.03410085285082459","0.03410085285082459","0.057888081455603244","0.057888081455603244","0.057888081455603244","0.022869501784443854","0.022869501784443854","0.022869501784443854"
"684","","","","0.030715327858924866","0.030715327858924866","0.030715327858924866","0.05512995889410376","0.05512995889410376","0.05512995889410376","0.02089814715087414","0.02089814715087414","0.02089814715087414"
"685","","","","0.029179650724399833","0.029179650724399833","0.029179650724399833","0.05281451800838113","0.05281451800838113","0.05281451800838113","0.019107816256582737","0.019107816256582737","0.019107816256582737"
"686","","","","0.027219597082585097","0.027219597082585097","0.027219597082585097","0.05092072289437056","0.05092072289437056","0.05092072289437056","0.018107421174645425","0.018107421174645425","0.018107421174645425"
"687","","","","0.02735783808864653","0.02735783808864653","0.02735783808864653","0.04925695780664682","0.04925695780664682","0.04925695780664682","0.016860644295811654","0.016860644295811654","0.016860644295811654"
"688","","","","0.026297592483460905","0.026297592483460905","0.026297592483460905","0.04779495866969228","0.04779495866969228","0.04779495866969228","0.01725427180528641","0.01725427180528641","0.01725427180528641"
"689","","","","0.025461301929317413","0.025461301929317413","0.025461301929317413","0.04646640352904797","0.04646640352904797","0.04646640352904797","0.01556794434785843","0.01556794434785843","0.01556794434785843"
"690","","","","0.02580865677446127","0.02580865677446127","0.02580865677446127","0.045410882122814654","0.045410882122814654","0.045410882122814654","0.01529517486691475","0.01529517486691475","0.01529517486691475"
"691","","","","0.024524903232231735","0.024524903232231735","0.024524903232231735","0.044248928241431715","0.044248928241431715","0.044248928241431715","0.015958595722913742","0.015958595722913742","0.015958595722913742"
"692","","","","0.024035134855657815","0.024035134855657815","0.024035134855657815","0.04339691765606404","0.04339691765606404","0.04339691765606404","0.013985666558146476","0.013985666558146476","0.013985666558146476"
"693","","","","0.023247627653181554","0.023247627653181554","0.023247627653181554","0.04248539928346872","0.04248539928346872","0.04248539928346872","0.014244444891810417","0.014244444891810417","0.014244444891810417"
"694","","","","0.024641403509303928","0.024641403509303928","0.024641403509303928","0.0417393259704113","0.0417393259704113","0.0417393259704113","0.013004086166620254","0.013004086166620254","0.013004086166620254"
"695","","","","0.024270503614097834","0.024270503614097834","0.024270503614097834","0.04102815736085177","0.04102815736085177","0.04102815736085177","0.013011909052729607","0.013011909052729607","0.013011909052729607"
"696","","","","0.02382987443357706","0.02382987443357706","0.02382987443357706","0.04028852555900812","0.04028852555900812","0.04028852555900812","0.013442024439573288","0.013442024439573288","0.013442024439573288"
"697","","","","0.024043849464505912","0.024043849464505912","0.024043849464505912","0.0397769845277071","0.0397769845277071","0.0397769845277071","0.012773745581507684","0.012773745581507684","0.012773745581507684"
"698","","","","0.024002914140000938","0.024002914140000938","0.024002914140000938","0.03922868460416794","0.03922868460416794","0.03922868460416794","0.012542483992874623","0.012542483992874623","0.012542483992874623"
"699","","","","0.022927323635667563","0.022927323635667563","0.022927323635667563","0.03862208425998688","0.03862208425998688","0.03862208425998688","0.013116561993956565","0.013116561993956565","0.013116561993956565"
"700","","","","0.022627566643059253","0.022627566643059253","0.022627566643059253","0.0381676260754466","0.0381676260754466","0.0381676260754466","0.011351784318685531","0.011351784318685531","0.011351784318685531"
"701","","","","0.14508958944847108","0.14508958944847108","0.14508958944847108","0.1475408309698105","0.1475408309698105","0.1475408309698105","0.1734744636830874","0.1734744636830874","0.1734744636830874"
"702","","","","0.10102022758219391","0.10102022758219391","0.10102022758219391","0.1063864865018695","0.1063864865018695","0.1063864865018695","0.09857364537194371","0.09857364537194371","0.09857364537194371"
"703","","","","0.06976850164646749","0.06976850164646749","0.06976850164646749","0.09107643185503549","0.09107643185503549","0.09107643185503549","0.060549914520233866","0.060549914520233866","0.060549914520233866"
"704","","","","0.05543632369983243","0.05543632369983243","0.05543632369983243","0.07984483360312879","0.07984483360312879","0.07984483360312879","0.038651549422647806","0.038651549422647806","0.038651549422647806"
"705","","","","0.04575331823900342","0.04575331823900342","0.04575331823900342","0.07233545376220718","0.07233545376220718","0.07233545376220718","0.028962757810950278","0.028962757810950278","0.028962757810950278"
"706","","","","0.03762994852964766","0.03762994852964766","0.03762994852964766","0.06636515598744154","0.06636515598744154","0.06636515598744154","0.023627178445458412","0.023627178445458412","0.023627178445458412"
"707","","","","0.0335615285905078","0.0335615285905078","0.0335615285905078","0.06185054581612349","0.06185054581612349","0.06185054581612349","0.020983565226197244","0.020983565226197244","0.020983565226197244"
"708","","","","0.03072428865947586","0.03072428865947586","0.03072428865947586","0.057910475302487614","0.057910475302487614","0.057910475302487614","0.019199974555522203","0.019199974555522203","0.019199974555522203"
"709","","","","0.027809607586823402","0.027809607586823402","0.027809607586823402","0.05515972778201103","0.05515972778201103","0.05515972778201103","0.01783000774681568","0.01783000774681568","0.01783000774681568"
"710","","","","0.026845950963906944","0.026845950963906944","0.026845950963906944","0.052749423049390315","0.052749423049390315","0.052749423049390315","0.01586008634418249","0.01586008634418249","0.01586008634418249"
"711","","","","0.025089384466409684","0.025089384466409684","0.025089384466409684","0.0507307917252183","0.0507307917252183","0.0507307917252183","0.014534267038106919","0.014534267038106919","0.014534267038106919"
"712","","","","0.022921749788802116","0.022921749788802116","0.022921749788802116","0.04900149993598461","0.04900149993598461","0.04900149993598461","0.01428343415260315","0.01428343415260315","0.01428343415260315"
"713","","","","0.02216246010735631","0.02216246010735631","0.02216246010735631","0.0475643676891923","0.0475643676891923","0.0475643676891923","0.013589949756860733","0.013589949756860733","0.013589949756860733"
"714","","","","0.021521701142191887","0.021521701142191887","0.021521701142191887","0.046029971800744536","0.046029971800744536","0.046029971800744536","0.013292915970087051","0.013292915970087051","0.013292915970087051"
"715","","","","0.020938882753252983","0.020938882753252983","0.020938882753252983","0.045045299902558324","0.045045299902558324","0.045045299902558324","0.012560009360313415","0.012560009360313415","0.012560009360313415"
"716","","","","0.020768051194027068","0.020768051194027068","0.020768051194027068","0.043986184671521183","0.043986184671521183","0.043986184671521183","0.01256864596158266","0.01256864596158266","0.01256864596158266"
"717","","","","0.02105980002786964","0.02105980002786964","0.02105980002786964","0.04308593843132257","0.04308593843132257","0.04308593843132257","0.01225264996290207","0.01225264996290207","0.01225264996290207"
"718","","","","0.021059151478111743","0.021059151478111743","0.021059151478111743","0.04221436902880669","0.04221436902880669","0.04221436902880669","0.011827694773674012","0.011827694773674012","0.011827694773674012"
"719","","","","0.021209596057888122","0.021209596057888122","0.021209596057888122","0.04128121197223664","0.04128121197223664","0.04128121197223664","0.010923332832753659","0.010923332832753659","0.010923332832753659"
"720","","","","0.021958792391233148","0.021958792391233148","0.021958792391233148","0.04049151062965393","0.04049151062965393","0.04049151062965393","0.011622432507574559","0.011622432507574559","0.011622432507574559"
"721","","","","0.02060804793960415","0.02060804793960415","0.02060804793960415","0.03985969439148903","0.03985969439148903","0.03985969439148903","0.01413786455988884","0.01413786455988884","0.01413786455988884"
"722","","","","0.019492114479653537","0.019492114479653537","0.019492114479653537","0.03931240864098072","0.03931240864098072","0.03931240864098072","0.010491287633776665","0.010491287633776665","0.010491287633776665"
"723","","","","0.01935296384152025","0.01935296384152025","0.01935296384152025","0.038698318377137185","0.038698318377137185","0.038698318377137185","0.01018805280327797","0.01018805280327797","0.01018805280327797"
"724","","","","0.02012197781354189","0.02012197781354189","0.02012197781354189","0.03808950133621693","0.03808950133621693","0.03808950133621693","0.009890323057770729","0.009890323057770729","0.009890323057770729"
"725","","","","0.019120627259835602","0.019120627259835602","0.019120627259835602","0.03744777791202068","0.03744777791202068","0.03744777791202068","0.010064180344343185","0.010064180344343185","0.010064180344343185"
"726","","","","0.152802944900468","0.152802944900468","0.152802944900468","0.15587582767009736","0.15587582767009736","0.15587582767009736","0.20973893432179466","0.20973893432179466","0.20973893432179466"
"727","","","","0.12767719705589115","0.12767719705589115","0.12767719705589115","0.11130223505257163","0.11130223505257163","0.11130223505257163","0.12543621084885673","0.12543621084885673","0.12543621084885673"
"728","","","","0.08799868943402543","0.08799868943402543","0.08799868943402543","0.094252393291099","0.094252393291099","0.094252393291099","0.0712634302303195","0.0712634302303195","0.0712634302303195"
"729","","","","0.06603127860464156","0.06603127860464156","0.06603127860464156","0.08232812236296012","0.08232812236296012","0.08232812236296012","0.04593232420273125","0.04593232420273125","0.04593232420273125"
"730","","","","0.053204380844254044","0.053204380844254044","0.053204380844254044","0.07388704879718716","0.07388704879718716","0.07388704879718716","0.033834147853776815","0.033834147853776815","0.033834147853776815"
"731","","","","0.04519973307847977","0.04519973307847977","0.04519973307847977","0.06767853375989943","0.06767853375989943","0.06767853375989943","0.030412765640649014","0.030412765640649014","0.030412765640649014"
"732","","","","0.04066402038559318","0.04066402038559318","0.04066402038559318","0.06295477908104657","0.06295477908104657","0.06295477908104657","0.02472979532321915","0.02472979532321915","0.02472979532321915"
"733","","","","0.03732229102402926","0.03732229102402926","0.03732229102402926","0.05929751263931394","0.05929751263931394","0.05929751263931394","0.021770525127649307","0.021770525127649307","0.021770525127649307"
"734","","","","0.031756846536882224","0.031756846536882224","0.031756846536882224","0.05627371192444116","0.05627371192444116","0.05627371192444116","0.021782939173281193","0.021782939173281193","0.021782939173281193"
"735","","","","0.030301981954835355","0.030301981954835355","0.030301981954835355","0.05369416075758636","0.05369416075758636","0.05369416075758636","0.019746829215437176","0.019746829215437176","0.019746829215437176"
"736","","","","0.029337517181411386","0.029337517181411386","0.029337517181411386","0.051688119200989605","0.051688119200989605","0.051688119200989605","0.017706423252820968","0.017706423252820968","0.017706423252820968"
"737","","","","0.02724747244268656","0.02724747244268656","0.02724747244268656","0.04978751829825342","0.04978751829825342","0.04978751829825342","0.01573054458014667","0.01573054458014667","0.01573054458014667"
"738","","","","0.026142199886962772","0.026142199886962772","0.026142199886962772","0.048467164479661734","0.048467164479661734","0.048467164479661734","0.015815873499959707","0.015815873499959707","0.015815873499959707"
