"Step","CIFAR100_CNN_FedAvg_sgd_lr0.005 - Global/Averaged Grads Angle","CIFAR100_CNN_FedAvg_sgd_lr0.005 - Global/Averaged Grads Angle__MIN","CIFAR100_CNN_FedAvg_sgd_lr0.005 - Global/Averaged Grads Angle__MAX","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005[g] - Global/Averaged Grads Angle","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005[g] - Global/Averaged Grads Angle__MIN","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005[g] - Global/Averaged Grads Angle__MAX","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05[g] - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05[g] - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedSTGM_sgd_lr0.05[g] - Global/Averaged Grads Angle__MAX","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_grad-enable[g] - Global/Averaged Grads Angle","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_grad-enable[g] - Global/Averaged Grads Angle__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_grad-enable[g] - Global/Averaged Grads Angle__MAX"
"2182","0.021697702128440143","0.021697702128440143","0.021697702128440143","","","","","","","0.03899716390296817","0.03899716390296817","0.03899716390296817"
"2183","0.020057114074006677","0.020057114074006677","0.020057114074006677","","","","","","","0.03369345966959372","0.03369345966959372","0.03369345966959372"
"2184","0.018728756103664635","0.018728756103664635","0.018728756103664635","","","","","","","0.0294626125972718","0.0294626125972718","0.0294626125972718"
"2185","0.017820855509489773","0.017820855509489773","0.017820855509489773","","","","","","","0.02627728461287916","0.02627728461287916","0.02627728461287916"
"2186","0.01724253755994141","0.01724253755994141","0.01724253755994141","","","","","","","0.023763718120753764","0.023763718120753764","0.023763718120753764"
"2187","0.016323415338993074","0.016323415338993074","0.016323415338993074","","","","","","","0.021599059570580722","0.021599059570580722","0.021599059570580722"
"2188","0.015179239911958575","0.015179239911958575","0.015179239911958575","","","","","","","0.019728940539062025","0.019728940539062025","0.019728940539062025"
"2189","0.014470391776412725","0.014470391776412725","0.014470391776412725","","","","","","","0.01868502430617809","0.01868502430617809","0.01868502430617809"
"2190","0.014737174659967423","0.014737174659967423","0.014737174659967423","","","","","","","0.017466992419213057","0.017466992419213057","0.017466992419213057"
"2191","0.014121707826852799","0.014121707826852799","0.014121707826852799","","","","","","","0.016744546331465243","0.016744546331465243","0.016744546331465243"
"2192","0.013979392424225807","0.013979392424225807","0.013979392424225807","","","","","","","0.015709161534905435","0.015709161534905435","0.015709161534905435"
"2193","0.013231800850480795","0.013231800850480795","0.013231800850480795","","","","","","","0.015176402516663074","0.015176402516663074","0.015176402516663074"
"2194","0.01271160401403904","0.01271160401403904","0.01271160401403904","","","","","","","0.01481140099465847","0.01481140099465847","0.01481140099465847"
"2195","0.012719087433069945","0.012719087433069945","0.012719087433069945","","","","","","","0.01420292854309082","0.01420292854309082","0.01420292854309082"
"2196","0.012743816748261451","0.012743816748261451","0.012743816748261451","","","","","","","0.013464147280901671","0.013464147280901671","0.013464147280901671"
"2197","0.012060859985649586","0.012060859985649586","0.012060859985649586","","","","","","","0.013042145855724812","0.013042145855724812","0.013042145855724812"
"2198","0.012291216365993023","0.012291216365993023","0.012291216365993023","","","","","","","0.012712899465113878","0.012712899465113878","0.012712899465113878"
"2199","0.011356917610391974","0.011356917610391974","0.011356917610391974","","","","","","","0.012100272215902805","0.012100272215902805","0.012100272215902805"
"2200","0.011440212354063988","0.011440212354063988","0.011440212354063988","","","","","","","0.011576879862695932","0.011576879862695932","0.011576879862695932"
"2201","0.20481098853051663","0.20481098853051663","0.20481098853051663","","","","","","","0.1546767821069807","0.1546767821069807","0.1546767821069807"
"2202","0.0906457793712616","0.0906457793712616","0.0906457793712616","","","","","","","0.10923523886362091","0.10923523886362091","0.10923523886362091"
"2203","0.05971941040828824","0.05971941040828824","0.05971941040828824","","","","","","","0.09380052244057879","0.09380052244057879","0.09380052244057879"
"2204","0.04379802889190614","0.04379802889190614","0.04379802889190614","","","","","","","0.07839978757692734","0.07839978757692734","0.07839978757692734"
"2205","0.03429854949936271","0.03429854949936271","0.03429854949936271","","","","","","","0.06285607423633337","0.06285607423633337","0.06285607423633337"
"2206","0.03027785712853074","0.03027785712853074","0.03027785712853074","","","","","","","0.05181882447563112","0.05181882447563112","0.05181882447563112"
"2207","0.027051335028372706","0.027051335028372706","0.027051335028372706","","","","","","","0.04261373164132237","0.04261373164132237","0.04261373164132237"
"2208","0.025026797963801074","0.025026797963801074","0.025026797963801074","","","","","","","0.036586193293333055","0.036586193293333055","0.036586193293333055"
"2209","0.021780092027038334","0.021780092027038334","0.021780092027038334","","","","","","","0.03209675129503012","0.03209675129503012","0.03209675129503012"
"2210","0.022161624571308495","0.022161624571308495","0.022161624571308495","","","","","","","0.02893614560365677","0.02893614560365677","0.02893614560365677"
"2211","0.02148467930033803","0.02148467930033803","0.02148467930033803","","","","","","","0.02599517233669758","0.02599517233669758","0.02599517233669758"
"2212","0.01985806105658412","0.01985806105658412","0.01985806105658412","","","","","","","0.023874441683292388","0.023874441683292388","0.023874441683292388"
"2213","0.01929584891535342","0.01929584891535342","0.01929584891535342","","","","","","","0.02205498743802309","0.02205498743802309","0.02205498743802309"
"2214","0.018599895723164082","0.018599895723164082","0.018599895723164082","","","","","","","0.02013372175395489","0.02013372175395489","0.02013372175395489"
"2215","0.018122429326176644","0.018122429326176644","0.018122429326176644","","","","","","","0.020036554038524626","0.020036554038524626","0.020036554038524626"
"2216","0.017321065411088056","0.017321065411088056","0.017321065411088056","","","","","","","0.018335808888077735","0.018335808888077735","0.018335808888077735"
"2217","0.017214933037757875","0.017214933037757875","0.017214933037757875","","","","","","","0.017643365450203417","0.017643365450203417","0.017643365450203417"
"2218","0.016675336472690105","0.016675336472690105","0.016675336472690105","","","","","","","0.01646702639758587","0.01646702639758587","0.01646702639758587"
"2219","0.017087483769282697","0.017087483769282697","0.017087483769282697","","","","","","","0.01593958035111427","0.01593958035111427","0.01593958035111427"
"2220","0.015289897136390208","0.015289897136390208","0.015289897136390208","","","","","","","0.015524539016187191","0.015524539016187191","0.015524539016187191"
"2221","0.015966876363381743","0.015966876363381743","0.015966876363381743","","","","","","","0.01465319775044918","0.01465319775044918","0.01465319775044918"
"2222","0.01500053889118135","0.01500053889118135","0.01500053889118135","","","","","","","0.01506303384900093","0.01506303384900093","0.01506303384900093"
"2223","0.014915094189345836","0.014915094189345836","0.014915094189345836","","","","","","","0.015018133297562599","0.015018133297562599","0.015018133297562599"
"2224","0.015367337130010128","0.015367337130010128","0.015367337130010128","","","","","","","0.015124262534081936","0.015124262534081936","0.015124262534081936"
"2225","0.014759693262167275","0.014759693262167275","0.014759693262167275","","","","","","","0.013418973982334137","0.013418973982334137","0.013418973982334137"
"2226","0.19737743515637704","0.19737743515637704","0.19737743515637704","","","","","","","0.141617095641559","0.141617095641559","0.141617095641559"
"2227","0.09827357792295516","0.09827357792295516","0.09827357792295516","","","","","","","0.1135000559076434","0.1135000559076434","0.1135000559076434"
"2228","0.06068484054412693","0.06068484054412693","0.06068484054412693","","","","","","","0.0973378081683768","0.0973378081683768","0.0973378081683768"
"2229","0.04262159088626504","0.04262159088626504","0.04262159088626504","","","","","","","0.07885605855030008","0.07885605855030008","0.07885605855030008"
"2230","0.033622508672997355","0.033622508672997355","0.033622508672997355","","","","","","","0.06374364063609392","0.06374364063609392","0.06374364063609392"
"2231","0.028004535045474767","0.028004535045474767","0.028004535045474767","","","","","","","0.050273523991927506","0.050273523991927506","0.050273523991927506"
"2232","0.025661591589450836","0.025661591589450836","0.025661591589450836","","","","","","","0.04071058395784348","0.04071058395784348","0.04071058395784348"
"2233","0.023573595732450485","0.023573595732450485","0.023573595732450485","","","","","","","0.033747278810478745","0.033747278810478745","0.033747278810478745"
"2234","0.023346734382212162","0.023346734382212162","0.023346734382212162","","","","","","","0.029631557278335094","0.029631557278335094","0.029631557278335094"
"2235","0.02007418539142236","0.02007418539142236","0.02007418539142236","","","","","","","0.02576358824968338","0.02576358824968338","0.02576358824968338"
"2236","0.018536541881039738","0.018536541881039738","0.018536541881039738","","","","","","","0.023161200284957887","0.023161200284957887","0.023161200284957887"
"2237","0.019901107512414456","0.019901107512414456","0.019901107512414456","","","","","","","0.020867865607142447","0.020867865607142447","0.020867865607142447"
"2238","0.01781840354015003","0.01781840354015003","0.01781840354015003","","","","","","","0.019192781522870062","0.019192781522870062","0.019192781522870062"
"2239","0.017297625145874917","0.017297625145874917","0.017297625145874917","","","","","","","0.017994537986814975","0.017994537986814975","0.017994537986814975"
"2240","0.016771518066525458","0.016771518066525458","0.016771518066525458","","","","","","","0.017013266012072564","0.017013266012072564","0.017013266012072564"
"2241","0.016683978028595448","0.016683978028595448","0.016683978028595448","","","","","","","0.016009841039776804","0.016009841039776804","0.016009841039776804"
"2242","0.016385518200695514","0.016385518200695514","0.016385518200695514","","","","","","","0.01492912821471691","0.01492912821471691","0.01492912821471691"
"2243","0.01567287802696228","0.01567287802696228","0.01567287802696228","","","","","","","0.013883344605565071","0.013883344605565071","0.013883344605565071"
"2244","0.016683992221951483","0.016683992221951483","0.016683992221951483","","","","","","","0.014425306357443332","0.014425306357443332","0.014425306357443332"
"2245","0.015072164800949394","0.015072164800949394","0.015072164800949394","","","","","","","0.013564054667949677","0.013564054667949677","0.013564054667949677"
"2246","0.016098294369876386","0.016098294369876386","0.016098294369876386","","","","","","","","",""
"2247","0.014230380654335023","0.014230380654335023","0.014230380654335023","","","","","","","0.01217668354511261","0.01217668354511261","0.01217668354511261"
"2248","0.013821866791695357","0.013821866791695357","0.013821866791695357","","","","","","","0.011656031906604768","0.011656031906604768","0.011656031906604768"
"2249","0.013329058662056923","0.013329058662056923","0.013329058662056923","","","","","","","0.011155278086662293","0.011155278086662293","0.011155278086662293"
"2250","0.01432812213897705","0.01432812213897705","0.01432812213897705","","","","","","","0.010759181529283523","0.010759181529283523","0.010759181529283523"
"2251","0.2161174762248993","0.2161174762248993","0.2161174762248993","","","","","","","0.17862900193780662","0.17862900193780662","0.17862900193780662"
"2252","0.09633557605091482","0.09633557605091482","0.09633557605091482","","","","","","","0.10860972094582394","0.10860972094582394","0.10860972094582394"
"2253","0.058507611621171234","0.058507611621171234","0.058507611621171234","","","","","","","0.08917558415909298","0.08917558415909298","0.08917558415909298"
"2254","0.04050956031307578","0.04050956031307578","0.04050956031307578","","","","","","","0.07355259946081788","0.07355259946081788","0.07355259946081788"
"2255","0.032279494926333425","0.032279494926333425","0.032279494926333425","","","","","","","0.06083451702841557","0.06083451702841557","0.06083451702841557"
"2256","0.027410846091806888","0.027410846091806888","0.027410846091806888","","","","","","","0.049915071707218886","0.049915071707218886","0.049915071707218886"
"2257","0.02428656816482544","0.02428656816482544","0.02428656816482544","","","","","","","0.042046815790235996","0.042046815790235996","0.042046815790235996"
"2258","0.022360423225909472","0.022360423225909472","0.022360423225909472","","","","","","","0.035752237513661383","0.035752237513661383","0.035752237513661383"
"2259","0.02074198715388775","0.02074198715388775","0.02074198715388775","","","","","","","0.031746719256043436","0.031746719256043436","0.031746719256043436"
"2260","0.01880841102451086","0.01880841102451086","0.01880841102451086","","","","","","","0.02845258988440037","0.02845258988440037","0.02845258988440037"
"2261","0.018179205246269703","0.018179205246269703","0.018179205246269703","","","","","","","0.02477897293865681","0.02477897293865681","0.02477897293865681"
"2262","0.0172027169726789","0.0172027169726789","0.0172027169726789","","","","","","","0.0223668359965086","0.0223668359965086","0.0223668359965086"
"2263","0.016037650145590304","0.016037650145590304","0.016037650145590304","","","","","","","0.020913324654102325","0.020913324654102325","0.020913324654102325"
"2264","0.016301501728594302","0.016301501728594302","0.016301501728594302","","","","","","","0.01981390215456486","0.01981390215456486","0.01981390215456486"
"2265","0.015733684338629247","0.015733684338629247","0.015733684338629247","","","","","","","0.018311467096209524","0.018311467096209524","0.018311467096209524"
"2266","0.015723637975752353","0.015723637975752353","0.015723637975752353","","","","","","","0.01764647714793682","0.01764647714793682","0.01764647714793682"
"2267","0.015032883696258069","0.015032883696258069","0.015032883696258069","","","","","","","0.016650419011712075","0.016650419011712075","0.016650419011712075"
"2268","0.014187701344490052","0.014187701344490052","0.014187701344490052","","","","","","","0.015693311616778373","0.015693311616778373","0.015693311616778373"
"2269","0.015415459796786308","0.015415459796786308","0.015415459796786308","","","","","","","0.014731628522276878","0.014731628522276878","0.014731628522276878"
"2270","0.01362734880298376","0.01362734880298376","0.01362734880298376","","","","","","","0.014709701463580131","0.014709701463580131","0.014709701463580131"
"2271","0.013520496431738138","0.013520496431738138","0.013520496431738138","","","","","","","0.014194483608007432","0.014194483608007432","0.014194483608007432"
"2272","0.014002224802970887","0.014002224802970887","0.014002224802970887","","","","","","","0.01399779312312603","0.01399779312312603","0.01399779312312603"
"2273","0.012638239599764347","0.012638239599764347","0.012638239599764347","","","","","","","0.013376004993915558","0.013376004993915558","0.013376004993915558"
"2274","0.013372252508997918","0.013372252508997918","0.013372252508997918","","","","","","","0.012985129430890084","0.012985129430890084","0.012985129430890084"
"2275","0.013898641001433135","0.013898641001433135","0.013898641001433135","","","","","","","0.013142594583332539","0.013142594583332539","0.013142594583332539"
"2276","0.22900383703410626","0.22900383703410626","0.22900383703410626","","","","","","","0.1596515527460724","0.1596515527460724","0.1596515527460724"
"2277","0.11903592701884919","0.11903592701884919","0.11903592701884919","","","","","","","0.11365400498150847","0.11365400498150847","0.11365400498150847"
"2278","0.06576250394748058","0.06576250394748058","0.06576250394748058","","","","","","","0.09602793437428772","0.09602793437428772","0.09602793437428772"
"2279","0.04503481462597847","0.04503481462597847","0.04503481462597847","","","","","","","0.07640495385974645","0.07640495385974645","0.07640495385974645"
"2280","0.035291348099708554","0.035291348099708554","0.035291348099708554","","","","","","","0.060133404615335166","0.060133404615335166","0.060133404615335166"
"2281","0.02955463973339647","0.02955463973339647","0.02955463973339647","","","","","","","0.0477568438090384","0.0477568438090384","0.0477568438090384"
"2282","0.026658193857874723","0.026658193857874723","0.026658193857874723","","","","","","","0.03988209154456854","0.03988209154456854","0.03988209154456854"
"2283","0.023538961010053754","0.023538961010053754","0.023538961010053754","","","","","","","","",""
"2284","0.02334273951128125","0.02334273951128125","0.02334273951128125","","","","","","","0.028533404245972633","0.028533404245972633","0.028533404245972633"
"2285","0.020787160036270506","0.020787160036270506","0.020787160036270506","","","","","","","0.02536134608089924","0.02536134608089924","0.02536134608089924"
"2286","0.020368457464501263","0.020368457464501263","0.020368457464501263","","","","","","","0.022745045349001885","0.022745045349001885","0.022745045349001885"
"2287","0.020074599590152502","0.020074599590152502","0.020074599590152502","","","","","","","0.021114951372146605","0.021114951372146605","0.021114951372146605"
"2288","0.01822044569766149","0.01822044569766149","0.01822044569766149","","","","","","","0.01920818418264389","0.01920818418264389","0.01920818418264389"
"2289","0.017583939302712678","0.017583939302712678","0.017583939302712678","","","","","","","0.01761543586850166","0.01761543586850166","0.01761543586850166"
"2290","0.018440278377383948","0.018440278377383948","0.018440278377383948","","","","","","","0.01694612219929695","0.01694612219929695","0.01694612219929695"
"2291","0.017740927748382092","0.017740927748382092","0.017740927748382092","","","","","","","0.016330240592360497","0.016330240592360497","0.016330240592360497"
"2292","0.01709772064932622","0.01709772064932622","0.01709772064932622","","","","","","","0.015302222147583961","0.015302222147583961","0.015302222147583961"
"2293","0.015970030557364224","0.015970030557364224","0.015970030557364224","","","","","","","0.01467837743461132","0.01467837743461132","0.01467837743461132"
"2294","0.016677910946309566","0.016677910946309566","0.016677910946309566","","","","","","","0.013770168274641037","0.013770168274641037","0.013770168274641037"
"2295","0.015435509216040373","0.015435509216040373","0.015435509216040373","","","","","","","0.013179798424243928","0.013179798424243928","0.013179798424243928"
"2296","0.014884906047955155","0.014884906047955155","0.014884906047955155","","","","","","","0.01292189083993435","0.01292189083993435","0.01292189083993435"
"2297","0.01451288208598271","0.01451288208598271","0.01451288208598271","","","","","","","0.012726014479994774","0.012726014479994774","0.012726014479994774"
"2298","0.014283162700012326","0.014283162700012326","0.014283162700012326","","","","","","","0.01261779259890318","0.01261779259890318","0.01261779259890318"
"2299","0.015305655468255281","0.015305655468255281","0.015305655468255281","","","","","","","0.012097067795693875","0.012097067795693875","0.012097067795693875"
"2300","0.01462385686347261","0.01462385686347261","0.01462385686347261","","","","","","","0.011563931442797184","0.011563931442797184","0.011563931442797184"
"2301","0.20532837485894562","0.20532837485894562","0.20532837485894562","","","","","","","0.16748214535415173","0.16748214535415173","0.16748214535415173"
"2302","0.10369207903277129","0.10369207903277129","0.10369207903277129","","","","","","","0.11348857277014758","0.11348857277014758","0.11348857277014758"
"2303","0.06109927314333618","0.06109927314333618","0.06109927314333618","","","","","","","0.09025775649119168","0.09025775649119168","0.09025775649119168"
"2304","0.04343548654112965","0.04343548654112965","0.04343548654112965","","","","","","","0.07211676293751225","0.07211676293751225","0.07211676293751225"
"2305","0.03408288963139057","0.03408288963139057","0.03408288963139057","","","","","","","0.057543860977984876","0.057543860977984876","0.057543860977984876"
"2306","0.030183342564851046","0.030183342564851046","0.030183342564851046","","","","","","","0.04737342618405819","0.04737342618405819","0.04737342618405819"
"2307","0.025950580602511764","0.025950580602511764","0.025950580602511764","","","","","","","0.04074543163180351","0.04074543163180351","0.04074543163180351"
"2308","0.023773693894036114","0.023773693894036114","0.023773693894036114","","","","","","","0.03392355501651764","0.03392355501651764","0.03392355501651764"
"2309","0.022059824522584676","0.022059824522584676","0.022059824522584676","","","","","","","0.03032437279820442","0.03032437279820442","0.03032437279820442"
"2310","0.02152113332413137","0.02152113332413137","0.02152113332413137","","","","","","","0.026406539082527162","0.026406539082527162","0.026406539082527162"
"2311","0.019649343993514777","0.019649343993514777","0.019649343993514777","","","","","","","0.02394521787762642","0.02394521787762642","0.02394521787762642"
"2312","0.02019325559027493","0.02019325559027493","0.02019325559027493","","","","","","","0.02263484410941601","0.02263484410941601","0.02263484410941601"
"2313","0.020084715690463783","0.020084715690463783","0.020084715690463783","","","","","","","0.02095736637711525","0.02095736637711525","0.02095736637711525"
"2314","0.01874631144106388","0.01874631144106388","0.01874631144106388","","","","","","","0.019323663860559462","0.019323663860559462","0.019323663860559462"
"2315","0.017681037122383714","0.017681037122383714","0.017681037122383714","","","","","","","0.01811505012214184","0.01811505012214184","0.01811505012214184"
"2316","0.018487078147009017","0.018487078147009017","0.018487078147009017","","","","","","","0.016840720251202583","0.016840720251202583","0.016840720251202583"
"2317","0.01663476002868265","0.01663476002868265","0.01663476002868265","","","","","","","0.015933529436588288","0.015933529436588288","0.015933529436588288"
"2318","0.01708165565505624","0.01708165565505624","0.01708165565505624","","","","","","","0.016040373370051385","0.016040373370051385","0.016040373370051385"
"2319","0.01665295341052115","0.01665295341052115","0.01665295341052115","","","","","","","0.015286797359585762","0.015286797359585762","0.015286797359585762"
"2320","0.015058645741082727","0.015058645741082727","0.015058645741082727","","","","","","","0.014971557185053825","0.014971557185053825","0.014971557185053825"
"2321","0.016211096998304128","0.016211096998304128","0.016211096998304128","","","","","","","0.014263683333992958","0.014263683333992958","0.014263683333992958"
"2322","0.01596961102914065","0.01596961102914065","0.01596961102914065","","","","","","","","",""
"2323","0.017028269125148654","0.017028269125148654","0.017028269125148654","","","","","","","0.012993996813893318","0.012993996813893318","0.012993996813893318"
"2324","0.015047852336429059","0.015047852336429059","0.015047852336429059","","","","","","","0.012672879695892335","0.012672879695892335","0.012672879695892335"
"2325","0.014843567265197635","0.014843567265197635","0.014843567265197635","","","","","","","0.012261413857340813","0.012261413857340813","0.012261413857340813"
"2326","0.16318148391903378","0.16318148391903378","0.16318148391903378","","","","","","","0.15629307689261623","0.15629307689261623","0.15629307689261623"
"2327","0.09308325195219368","0.09308325195219368","0.09308325195219368","","","","","","","0.11377353185089305","0.11377353185089305","0.11377353185089305"
"2328","0.05513391987420618","0.05513391987420618","0.05513391987420618","","","","","","","","",""
"2329","0.03578496788628399","0.03578496788628399","0.03578496788628399","","","","","","","0.08011453781975433","0.08011453781975433","0.08011453781975433"
"2330","0.028338126221206038","0.028338126221206038","0.028338126221206038","","","","","","","0.06435846660286187","0.06435846660286187","0.06435846660286187"
"2331","0.024036113382317127","0.024036113382317127","0.024036113382317127","","","","","","","0.05225060356780887","0.05225060356780887","0.05225060356780887"
"2332","0.022876857235241913","0.022876857235241913","0.022876857235241913","","","","","","","0.04315669648349285","0.04315669648349285","0.04315669648349285"
"2333","0.02145650826394558","0.02145650826394558","0.02145650826394558","","","","","","","0.03638488169759512","0.03638488169759512","0.03638488169759512"
"2334","0.01899463197158184","0.01899463197158184","0.01899463197158184","","","","","","","0.031171906292438507","0.031171906292438507","0.031171906292438507"
"2335","0.01793783688102849","0.01793783688102849","0.01793783688102849","","","","","","","0.027607119679450988","0.027607119679450988","0.027607119679450988"
"2336","0.017938904953189193","0.017938904953189193","0.017938904953189193","","","","","","","0.0246321152895689","0.0246321152895689","0.0246321152895689"
"2337","0.016247073759441264","0.016247073759441264","0.016247073759441264","","","","","","","0.022509647309780122","0.022509647309780122","0.022509647309780122"
"2338","0.016067516873590648","0.016067516873590648","0.016067516873590648","","","","","","","0.02123624362051487","0.02123624362051487","0.02123624362051487"
"2339","0.01558262413367629","0.01558262413367629","0.01558262413367629","","","","","","","0.020126401707530023","0.020126401707530023","0.020126401707530023"
"2340","0.014944396950304507","0.014944396950304507","0.014944396950304507","","","","","","","0.018622725158929824","0.018622725158929824","0.018622725158929824"
"2341","0.014245014775078745","0.014245014775078745","0.014245014775078745","","","","","","","0.01755467228591442","0.01755467228591442","0.01755467228591442"
"2342","0.014644777417415752","0.014644777417415752","0.014644777417415752","","","","","","","0.016412108689546585","0.016412108689546585","0.016412108689546585"
"2343","0.013704904829210137","0.013704904829210137","0.013704904829210137","","","","","","","0.01584115594625473","0.01584115594625473","0.01584115594625473"
"2344","0.014237628607079387","0.014237628607079387","0.014237628607079387","","","","","","","0.015278585627675057","0.015278585627675057","0.015278585627675057"
"2345","0.013843288198113441","0.013843288198113441","0.013843288198113441","","","","","","","0.014963116645812988","0.014963116645812988","0.014963116645812988"
"2346","0.013212318314472213","0.013212318314472213","0.013212318314472213","","","","","","","0.014351179227232932","0.014351179227232932","0.014351179227232932"
"2347","0.012557184454053641","0.012557184454053641","0.012557184454053641","","","","","","","0.014010698422789574","0.014010698422789574","0.014010698422789574"
"2348","0.014090117015875876","0.014090117015875876","0.014090117015875876","","","","","","","0.013445480167865754","0.013445480167865754","0.013445480167865754"
"2349","0.012920014597475528","0.012920014597475528","0.012920014597475528","","","","","","","0.012562608122825622","0.012562608122825622","0.012562608122825622"
"2350","0.012836759258061648","0.012836759258061648","0.012836759258061648","","","","","","","0.012987733706831933","0.012987733706831933","0.012987733706831933"
"2351","0.24252746276557446","0.24252746276557446","0.24252746276557446","","","","","","","0.1503242610162124","0.1503242610162124","0.1503242610162124"
"2352","0.10544601767673158","0.10544601767673158","0.10544601767673158","","","","","","","0.10521744527039117","0.10521744527039117","0.10521744527039117"
"2353","0.060698771732859313","0.060698771732859313","0.060698771732859313","","","","","","","0.0909573118166736","0.0909573118166736","0.0909573118166736"
"2354","0.04276844046427868","0.04276844046427868","0.04276844046427868","","","","","","","0.0779124304302968","0.0779124304302968","0.0779124304302968"
"2355","0.03345451723667793","0.03345451723667793","0.03345451723667793","","","","","","","0.06464236365631222","0.06464236365631222","0.06464236365631222"
"2356","0.03002663222141564","0.03002663222141564","0.03002663222141564","","","","","","","0.054574163407087324","0.054574163407087324","0.054574163407087324"
"2357","0.025867766216397286","0.025867766216397286","0.025867766216397286","","","","","","","0.044882241976447405","0.044882241976447405","0.044882241976447405"
"2358","0.025618778243660927","0.025618778243660927","0.025618778243660927","","","","","","","0.0384740799665451","0.0384740799665451","0.0384740799665451"
"2359","0.023728447929024697","0.023728447929024697","0.023728447929024697","","","","","","","0.03375709731131792","0.03375709731131792","0.03375709731131792"
"2360","0.023016243316233156","0.023016243316233156","0.023016243316233156","","","","","","","0.02870376322418451","0.02870376322418451","0.02870376322418451"
"2361","0.021753852497786285","0.021753852497786285","0.021753852497786285","","","","","","","0.026816894076764585","0.026816894076764585","0.026816894076764585"
"2362","0.021305725146085024","0.021305725146085024","0.021305725146085024","","","","","","","0.023880917653441427","0.023880917653441427","0.023880917653441427"
"2363","0.02122417962178588","0.02122417962178588","0.02122417962178588","","","","","","","0.021695765294134618","0.021695765294134618","0.021695765294134618"
"2364","0.020595612348988653","0.020595612348988653","0.020595612348988653","","","","","","","0.01994100660085678","0.01994100660085678","0.01994100660085678"
"2365","0.02116475623100996","0.02116475623100996","0.02116475623100996","","","","","","","0.01851688712835312","0.01851688712835312","0.01851688712835312"
"2366","0.018533821292221545","0.018533821292221545","0.018533821292221545","","","","","","","0.017651525735855104","0.017651525735855104","0.017651525735855104"
"2367","0.01894079294987023","0.01894079294987023","0.01894079294987023","","","","","","","0.016811829656362534","0.016811829656362534","0.016811829656362534"
"2368","0.020560598243027927","0.020560598243027927","0.020560598243027927","","","","","","","0.016578841470181942","0.016578841470181942","0.016578841470181942"
"2369","0.017501143105328083","0.017501143105328083","0.017501143105328083","","","","","","","0.014824982397258282","0.014824982397258282","0.014824982397258282"
"2370","0.0164764310605824","0.0164764310605824","0.0164764310605824","","","","","","","0.014701675251126289","0.014701675251126289","0.014701675251126289"
"2371","0.017508901804685593","0.017508901804685593","0.017508901804685593","","","","","","","0.013893771059811115","0.013893771059811115","0.013893771059811115"
"2372","0.016929478533565998","0.016929478533565998","0.016929478533565998","","","","","","","0.013368234783411027","0.013368234783411027","0.013368234783411027"
"2373","0.01615879060700536","0.01615879060700536","0.01615879060700536","","","","","","","0.01341084610670805","0.01341084610670805","0.01341084610670805"
"2374","0.015666130936006085","0.015666130936006085","0.015666130936006085","","","","","","","0.012990255169570445","0.012990255169570445","0.012990255169570445"
"2375","0.015846566241234542","0.015846566241234542","0.015846566241234542","","","","","","","0.012503730207681656","0.012503730207681656","0.012503730207681656"
"2376","0.22694652922451497","0.22694652922451497","0.22694652922451497","","","","","","","0.15453713439404965","0.15453713439404965","0.15453713439404965"
"2377","0.10815983357373625","0.10815983357373625","0.10815983357373625","","","","","","","0.11363912989152596","0.11363912989152596","0.11363912989152596"
"2378","0.0682640269701369","0.0682640269701369","0.0682640269701369","","","","","","","0.09650974639484047","0.09650974639484047","0.09650974639484047"
"2379","0.043528300505131484","0.043528300505131484","0.043528300505131484","","","","","","","0.07424820797285064","0.07424820797285064","0.07424820797285064"
"2380","0.03227428118698299","0.03227428118698299","0.03227428118698299","","","","","","","0.05923454060684889","0.05923454060684889","0.05923454060684889"
"2381","0.027757028248161078","0.027757028248161078","0.027757028248161078","","","","","","","0.04900749198626727","0.04900749198626727","0.04900749198626727"
"2382","0.024329216722398996","0.024329216722398996","0.024329216722398996","","","","","","","0.0396702506672591","0.0396702506672591","0.0396702506672591"
"2383","0.022450158619321883","0.022450158619321883","0.022450158619321883","","","","","","","0.032978824879974125","0.032978824879974125","0.032978824879974125"
"2384","0.02253550708293915","0.02253550708293915","0.02253550708293915","","","","","","","0.028706539291888475","0.028706539291888475","0.028706539291888475"
"2385","0.019574776650406422","0.019574776650406422","0.019574776650406422","","","","","","","0.0244455386698246","0.0244455386698246","0.0244455386698246"
"2386","0.018969792230054735","0.018969792230054735","0.018969792230054735","","","","","","","0.022516922354698182","0.022516922354698182","0.022516922354698182"
"2387","0.017985154502093793","0.017985154502093793","0.017985154502093793","","","","","","","0.020813870020210744","0.020813870020210744","0.020813870020210744"
"2388","0.017936601522378623","0.017936601522378623","0.017936601522378623","","","","","","","0.019095720425248146","0.019095720425248146","0.019095720425248146"
